	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
33777	in which we figured	we	PRON	which	pobj	landscape	this landscape	(31, 34)	"('in', '""')"	""" For some reason I started to cry , not even caring what my other boarders thought as they sat up on the porch looking out over this landscape in which we figured ."
33778	who speaks	who	PRON	who	nsubj	Elena	Miss Elena	(5, 6)	('Elena', '.')	But it is Miss Elena who speaks .
33779	that neatly separates the rock garden from the golf course	that	DET	that	nsubj	sidewalk	the sidewalk	(13, 22)	('sidewalk', '.')	Oh , I remember everything as I cruise forward on the sidewalk that neatly separates the rock garden from the golf course .
33780	which he hates	he	PRON	which	dobj	television	the television	(20, 22)	(',', '.')	They 've dressed him in his Madras plaid shirt and wheeled him in front of the television , which he hates .
33781	I guess which he was	he	PRON	which	dobj	confession	my confession	(8, 12)	(',', '.')	like he was hearing my confession , which I guess he was .
33782	who was there to see his dried - up wife	who	PRON	who	nsubj	visitors	the visitors	(10, 19)	('visitors', '--')	At the end of my shift one of the visitors who was there to see his dried-up wife -- I think he was a Canulette , kind of a cafe
33783	that grew up past the bumper	that	DET	that	nsubj	thistles	the thistles	(11, 16)	('thistles', 'it')	We walked up on it , and judging from the thistles that grew up past the bumper it 'd been there three months .
33784	who took most of an hour to get out there	who	PRON	who	nsubj	deputy	the deputy	(22, 31)	(',', '.')	I brought the old man to his little farm and then came back to Tonga Bend Store to call the deputy , who took most of an hour to get out there .
33785	who called	who	PRON	who	nsubj	Simoneaux	the Bobby Simoneaux	(9, 10)	('Simoneaux', ',')	He asked me if I was the Bobby Simoneaux who called , and even Lizette looked behind her in the woods for maybe another Bobby Simoneaux , but I just nodded .
33786	who sat up and stared at us	who	PRON	who	nsubj	man	the man	(9, 15)	(',', '.')	Then he reached in and woke the man , who sat up and stared at us .
33787	that took off for the woods	that	DET	that	nsubj	animals	three long looking animals	(23, 28)	('animals', '.')	When I opened up the hood all I saw was a pile of a thousand sticks and three long otter-looking animals that took off for the woods .
33788	who has wavy silver hair and kind of smoky gray eyes	who	PRON	who	nsubj	Lodrigue	Mr. Lodrigue	(4, 14)	(',', ',')	And Mr. Lodrigue , who has wavy silver hair and kind of smoky gray eyes , he looks like Frank Sinatra to them old gals .
33789	who had a @	who	PRON	who	nsubj	Lizette	Lizette	(26, 29)	(',', '@')	I went home , and about an hour before sundown Deputy Sid pulled up , and I went out to the front yard carrying Lizette , who had a @ @
33790	which is mostly grass and weedflowers with a live oak every now	which	DET	which	nsubj	Amitre	Prairie Amitre	(23, 34)	(',', 'and')	fields those Thibodeaux boys own , and by them poor houses in Tonga Bend , then we broke out into Prairie Amitre , which is mostly grass and weedflowers with a live oak every now
33791	that made me do it	me	PRON	that	nsubj	people	the people	(7, 11)	('home', '.')	It was the people at the home that made me do it .
33792	that 's tight as a drumhead	that	DET	that	nsubj	uniform	a new khaki uniform	(7, 12)	('uniform', ',')	He got on a new khaki uniform that 's tight as a drumhead , knife creases all over .
33793	who was going to bed	who	PRON	who	nsubj	Hare	1001233 Little Nutbrown Hare	(8, 12)	(',', ',')	##1001233 Little Nutbrown Hare , who was going to bed , held on tight to Big Nutbrown Hare 's very long ears .
33794	who has illustrated and written several children 's books	who	PRON	who	nsubj	Jeram	Anita Jeram	(4, 12)	(',', ',')	Anita Jeram , who has illustrated and written several children 's books , has one child .
33795	"that acquitted him of racketeering in the "" Forty - Carat CZ Affair"	that	DET	that	nsubj	jury	the jury	(9, 21)	('jury', '.')	"for example , the group photo of the jury that acquitted him of racketeering in the "" Forty-Carat CZ Affair ."
33796	who can hobnob with the Sultan of Brunei	who	PRON	who	nsubj	man	a man	(15, 22)	('man', '!')	"He is a giant in his capacity for love , yet is a man who can hobnob with the Sultan of Brunei ! """
33797	that is astounding even by the standards of this mega - rich milieu	that	DET	that	nsubj	luxury	a luxury	(20, 32)	('luxury', '.')	from business empires to the string of well-born women he is known for dressing in a luxury that is astounding even by the standards of this mega-rich milieu .
33798	who died in 1955	who	PRON	who	nsubj	father	his revered father	(15, 18)	(',', ',')	Meal considers this openheartedness to be the legacy of his revered father , George , who died in 1955 , leaving his son with a profitable foundation-garment business .
33799	that seems	that	DET	that	nsubj	all	all	(2, 3)	('all', 'long')	But all that seems long ago now , and in fact , according to the people around Creem , never happened .
33800	that go way back	that	DET	that	nsubj	buddies	buddies	(5, 8)	('buddies', '.')	Arnold and I are buddies that go way back .
33801	who both foresaw the potential of cable	who	PRON	who	nsubj	guys	@ two guys	(4, 10)	('guys', ',')	@ two guys who both foresaw the potential of cable , and you get them in a life-and-death conflict of these dimensions ...
33802	that occurred the last time Meal and Creem tangled -- in the Forty - Carat CZ Affair , when it took six months for the dust to settle on Wall Street	dust	NOUN	that	nsubj	events	events	(7, 37)	('events', '.')	He has clearly been scarred by events that occurred the last time Meal and Creem tangled -- in the Forty-Carat CZ Affair , when it took six months for the dust to settle on Wall Street .
33803	who keeps an attractive two - bedroom condo on the golf course there	who	PRON	who	nsubj	Creem	Creem	(19, 31)	(',', '.')	He flew into the Silverado Country Club one day in late November for a private meeting with Creem , who keeps an attractive two-bedroom condo on the golf course there .
33804	who admit they are terrified	they	PRON	who	nsubj	many	many	(4, 8)	('many', '.')	Yet I find many who admit they are terrified .
33805	who loved to be in her own cozy nook	who	PRON	who	nsubj	Prue	Prue	(16, 24)	(',', '.')	""" I do n't care much for games and singing anyway , "" said Prue , who loved to be in her own cozy nook ."
33806	who took catnip and wormwood by mistake and scattered them on top of the bread	who	PRON	who	nsubj	Prue	Prue	(4, 18)	(',', '.')	Away went Prue , who took catnip and wormwood by mistake and scattered them on top of the bread .
33807	which fit all times and seasons	which	DET	which	nsubj	words	the sweet old words	(22, 27)	('words', '.')	""" <p> Tilly set out the big Bible with candles , and everyone listened quietly to the sweet old words which fit all times and seasons ."
33808	who toss Joseph into a pit , leaving him for dead	who	PRON	who	nsubj	sons	Leah sons	(26, 36)	(',', '.')	: Joseph , Rachel 's son and Jacob 's favorite , becomes the object of jealousy and hatred on the part of Leah 's sons , who toss Joseph into a pit , leaving him for dead .
33809	who reads Genesis 37 - 50	who	PRON	who	nsubj	anyone	anyone	(13, 18)	('anyone', 'will')	This installment of the story eventually has a happy ending , as anyone who reads Genesis 37-50 will discover .
33810	who had appeared	who	PRON	who	nsubj	Jacob	Jacob	(14, 16)	(',', ',')	Rachel had clearly been the true beloved of Jacob , our cousin , who had appeared , with no warning , one day out of the wilderness , coming into our lives and changing them forever .
33811	whose body yielded to the touch of his hands	body	NOUN	whose	poss	me	me	(5, 13)	('me', '.')	It would be me whose body yielded to the touch of his hands .
33812	that began to sicken my soul	that	DET	that	nsubj	sister	my sister	(8, 13)	('sister', '.')	But it was the betrayal of my sister that began to sicken my soul .
33813	that covered the street number of his snug , pink - stone Arab house	that	DET	that	nsubj	creepers	the creepers	(5, 18)	('creepers', ',')	He yanked aside the creepers that covered the street number of his snug , pink-stone Arab house , then washed his hands in the mouth of the lion fountain .
33814	that drove her to a frenzy of action	that	DET	that	nsubj	lack	his lack	(13, 20)	('anger', '--')	his failures , his incompetence , his passivity , his lack of anger that drove her to a frenzy of action -- to write about the writhing of her body and soul .
33815	who now worked as a packer for a chicken	who	PRON	who	nsubj	engineer	quality control engineer	(4, 12)	('engineer', 'schnitzel')	quality control engineer who now worked as a packer for a chicken schnitzel factory .
33816	who transgressed against you	who	PRON	who	nsubj	those	those	(12, 15)	('those', '--')	In the City of David , it was easy to forgive those who transgressed against you -- for few believed in true sainthood .
33817	who had smashed his Audi	who	PRON	who	nsubj	guy	the guy	(5, 9)	('guy', '.')	It was the guy who had smashed his Audi .
33818	who hit his car	who	PRON	who	nsubj	guy	the guy	(9, 12)	('guy', '.')	Sooner or later he would bump into the guy who hit his car .
33819	who screwed his wife	who	PRON	who	nsubj	guy	the guy	(4, 7)	('guy', '.')	Or meet the guy who screwed his wife .
33820	who 's a cop buzzing your fat tail	who	PRON	who	nsubj	cousin	every cousin	(12, 19)	('mine', '.')	""" In a minute , I 'll have every cousin of mine who 's a cop buzzing your fat tail . """
33821	who tries to ambush me for not giving receipts	who	PRON	who	nsubj	commando	some tax commando	(16, 24)	('commando', '.')	And I got no more time to waste with you -- or with some tax commando who tries to ambush me for not giving receipts .
33822	that works	that	DET	that	nsubj	pen	a pen	(10, 11)	('pen', '--')	So here 's a piece of paper , a pen that works -- write down your phone number .
33823	who hates gifts	who	PRON	who	nsubj	He	He	(8, 10)	('He', 'will')	My father used to say , ' He who hates gifts will live . '
33824	that loved me	that	DET	that	nsubj	mamma	only mamma	(5, 7)	('mamma', '?')	why was it only mamma that loved me ?
33825	that blinks	that	DET	that	nsubj	eye	the first eye	(16, 17)	('eye', '.')	Their trust of all people becomes extinct , As bullets sound faster than the first eye that blinks .
33826	that will say S & R ; Office Complex / Industrial Park	that	DET	that	nsubj	sign	not even the sign	(13, 24)	('sign', '.')	There is no sign of construction yet , not even the sign that will say S &R; Office Complex/Industrial Park .
33827	that should keep me and hundreds of others working for two years anyhow ,	hundreds	NOUN	that	nsubj	complex	a block square complex	(26, 39)	('complex', 'maybe')	I have n't seen the prints , but I 've heard this will be multi-million dollar project , a block square complex that should keep me and hundreds of others working for two years anyhow , maybe three .
33828	that also serves as parking lot for the crew	that	DET	that	nsubj	site	the site	(17, 25)	('site', '.')	The S &R; trailer has been set down on one corner of the site that also serves as parking lot for the crew .
33829	which today looks like a bomb crater in the middle of the city	which	DET	which	nsubj	site	the site	(7, 19)	(',', '.')	and I survey the site , which today looks like a bomb crater in the middle of the city .
33830	that might decompose and destroy the integrity of the concrete	that	DET	that	nsubj	material	all organic material	(14, 23)	('material', '.')	Then the building starts , but first we must remove all organic material that might decompose and destroy the integrity of the concrete .
33831	that stretches up to the street	that	DET	that	nsubj	wall	- the concrete retaining wall	(14, 19)	('wall', ',')	As we move toward the old building 's edge - the concrete retaining wall that stretches up to the street , my eyes adjust to the dark , the air feels slightly warmer , and an unpleasant odor envelopes us , not the smell of rotting things , not urine
33832	who razed my home	who	PRON	who	nsubj	someone	someone	(5, 8)	('someone', '.')	I might consider hurting someone who razed my home .
33833	whose showertime was n't on the clock	showertime	NOUN	whose	poss	father	my own father	(8, 14)	('father', ',')	And I think of my own father whose showertime was n't on the clock , so he drove home to my mother and us kids , washed in the basement emerged into the kitchen light .
33834	who love to visit grandparents	who	PRON	who	nsubj	children	My own children	(3, 7)	('children', 'have')	My own children who love to visit grandparents have never known the mill 's insides , never seen the pick ax come down to start the day around .
33835	that scarred Midnight 's hindquarters	that	DET	that	nsubj	streaks	the thin white streaks	(19, 23)	('streaks', '.')	When he was an arm 's length away , he noticed for the first time the thin white streaks that scarred Midnight 's hindquarters .
33836	who would ride the horse called Midnight	who	PRON	who	nsubj	boy	a boy	(25, 31)	('--', '.')	Stone Soldier was there , but he surprised everyone by announcing he was giving up his place to a boy -- Tahca Yanka -- who would ride the horse called Midnight .
33837	who called the police	who	PRON	who	nsubj	Royaltuber	Mr. Royaltuber	(4, 7)	('Royaltuber', ',')	It was Mr. Royaltuber who called the police , and the word got out .
33838	which he did all the work on	he	PRON	which	dobj	car	a wonderful car	(20, 26)	(',', '--')	""" I yelled , and he gunned the engine of his Ford -- it 's a wonderful car , which he did all the work on -- and we headed for home ."
33839	who had some troubles	who	PRON	who	nsubj	girl	a girl	(21, 24)	('girl', ',')	Of course , he could have come to the team party out at the Landing , but here was a girl who had some troubles , and he was there to help .
33840	that hunts there at night	that	DET	that	nsubj	species	a protected species	(33, 37)	('species', '.')	We had a timed light system there until a few years ago , but the Environmental Protection Agency asked us to dismantle it because of the Weaver 's bat , a protected species that hunts there at night .
33841	who knows where	who	PRON	who	nsubj	family	Cassie family	(10, 12)	('moved', '.')	I was pretty numbed out after Cassie 's family moved who knows where .
33842	who has his Institute and his staff and his many duties and all his important vision for psychiatric health care	who	PRON	who	nsubj	husband	My husband	(3, 22)	('--', '--')	My husband -- who has his Institute and his staff and his many duties and all his important vision for psychiatric health care -- ca n't even see Griggs .
33843	which is a ) irrelevant and b	which	DET	which	nsubj	slings	the slings	(19, 25)	(',', ')')	the slings and b ) the arrows of public opinion and to take it for what it is , which is a ) irrelevant and b ) as absolutely wrong as it can be .
33844	which is the Rocary Red Ale -- fifteen dollars a case at any Ale and Mail	which	DET	which	nsubj	brand	his brand	(10, 25)	(',', '.')	Some kids just go ahead and buy his brand , which is the Rocary Red Ale -- fifteen dollars a case at any Ale and Mail .
33845	you have which to drive to Orpenhook to even find	you	PRON	which	dobj	cases	three cases	(36, 45)	('--', '--')	Then , while some monster with one arm has practically taken over the whole town , he takes our beer , and there 's still about three and a half cases of Red Pelican -- which you have to drive to Orpenhook to even find -- so I 'm forced to live the rest of my life picturing this civic wart pounding down our Pelicans every afternoon on his deck while he dreams up his next law enforcement strategy .
33846	that requires two hands	that	DET	that	nsubj	lot	a lot	(8, 11)	('here', '.')	There 's a lot of work up here that requires two hands .
33847	which was a big ram	which	DET	which	nsubj	float	school homecoming float	(29, 33)	(',', '.')	I loved Howard from Moment Number One , when we met seventeen years ago , on the right of the construction of our high school 's homecoming float , which was a big ram .
33848	who would listen	who	PRON	who	nsubj	person	the only person	(19, 21)	('town', '.')	Last year , when I was a nobody from nowhere , she was the only person in town who would listen .
33849	that sprang like fresh rain from the tree just above their heads	that	DET	that	nsubj	rhythms	the rhythms	(13, 24)	('rhythms', '.')	"Yes ... "" murmured Fentriss , eyes shut , nodding to the rhythms that sprang like fresh rain from the tree just above their heads . "" ... ohmigod ... indeed ."
33850	that once sang me to my rest	that	DET	that	nsubj	angels	those angels	(5, 11)	('angels', '?')	"Where are those angels that once sang me to my rest ? """
33851	that knitted and purled them in rhythms	that	DET	that	nsubj	leaves	the very leaves	(19, 25)	('leaves', '.')	There were stirrings there , not of simple breeze or probing winds , but something in the very leaves that knitted and purled them in rhythms .
33852	who knew how much of it true	much	ADJ	who	nsubj	other	each other	(18, 24)	('(', '?')	We fell toward a typical liaison of the Penicillin Era : we learned enough about each other ( who knew how much of it true ? )
33853	that would extend forward from this night in an endless string of equally fulfilling nights	that	DET	that	nsubj	marriage	a perfect marriage	(30, 44)	('marriage', '.')	We would clutch each other 's bodies until we were spent , lie holding each other close , our souls commingled , the first moment of a perfect marriage that would extend forward from this night in an endless string of equally fulfilling nights .
33854	who passed by	who	PRON	who	nsubj	men	the men	(9, 11)	('men', '.')	I 'd watched her , as had the men who passed by .
33855	that would come down in the quake	that	DET	that	nsubj	skyscrapers	the big skyscrapers	(30, 36)	('skyscrapers', 'had')	There was the appropriate amount of kitsch , hot-dog stands shaped like hot dogs and chiropractors ' offices like flying saucers , but the really big skyscrapers that would come down in the quake had n't been built yet .
33856	who rescued her	who	PRON	who	nsubj	men	the men	(10, 12)	('men', '.')	She 'd always liked being rescued , and the men who rescued her .
33857	that opens up inside you	that	DET	that	nsubj	pit	That dark pit	(5, 9)	('despair', '--')	That dark pit of despair that opens up inside you
33858	that 's lovely	that	DET	that	nsubj	everything	everything	(2, 4)	('everything', 'is')	For everything that 's lovely is <p>
33859	you want that to drop kick into the next universe	you	PRON	that	dobj	poodles	those inbred overgroomed toy poodles	(10, 19)	('poodles', '.')	It was one of those inbred overgroomed toy poodles that you want to drop kick into the next universe .
33860	who 's going to help you get some rest	you	PRON	who	nsubj	nurse	a nurse	(8, 16)	('nurse', '.')	""" Marilyn , this is a nurse who 's going to help you get some rest ."
33861	who 's running this operation	who	PRON	who	nsubj	Scoville	Derek Scoville	(7, 11)	(',', '.')	And this is Derek Scoville , who 's running this operation .
33862	which owned DAA	which	DET	which	nsubj	GMBH	Elisenbrunnen GMBH	(15, 17)	(',', ',')	<p> On Hollywood Grapevine , gossip maven Hedley O'Connor reported Elisenbrunnen GMBH , which owned DAA , was unhappy with third-quarter earnings .
33863	who you knew from the beginning	you	PRON	who	dobj	lover	a worthless faithless lover	(19, 24)	('lover', 'was')	Develop your premise properly or face disaster again , Karen , disaster far beyond a worthless faithless lover who you knew from the beginning was a disaster , a subatomic particle of a man , your own quark of collision
33864	whose reaction is your anti - reaction	reaction	NOUN	whose	poss	star	the neutron star	(15, 21)	('star', '.')	I 'm the particle in remission at the heart of the neutron star whose reaction is your anti-reaction .
33865	into which she is fast descending , blind pilot	she	PRON	which	pobj	star	the neutron star	(22, 30)	('into', 'shielded')	and she of stared through the holes in the mouthpiece like the empty , pitted shell of the neutron star into which she is fast descending , blind pilot , shielded capsule like a pill down a hungry throat and
33866	that spills and tumbles	that	DET	that	nsubj	light	the light	(30, 33)	('light', ',')	Like priests on the mountains , the Karens gather and whisper over her new dreams , her old dreams , in the falling and fallen light , in the light that spills and tumbles , falls forever down the emptied panes of glass into the core of the irretrievable stars .
33867	which was what others also called them	others	NOUN	which	nsubj	Bunch	the Wild Bunch	(7, 13)	(',', ',')	They called themselves the Wild Bunch , which was what others also called them , but with some rather uncouth adjectives attached .
33868	that thought	that	SCONJ	that	nsubj	fines	many fines	(24, 25)	('fines', 'was')	In the first couple of months after his arrival , Sneed made so many arrests and supplemented the county coffers with so many fines that thought was given to building a new courthouse .
33869	that poaches a deer out from under Sneed	that	DET	that	nsubj	anybody	anybody	(17, 24)	('anybody', 'gets')	"> Tic said , "" I hear you got a deal here , Bart , where anybody that poaches a deer out from under Sneed gets a drink on the house . """
33870	who held forth evenings in the saloon , relating in infinite detail his latest poaching triumph	who	PRON	who	nsubj	Bart	Tic Bart	(8, 23)	(',', '.')	It was now Tic , not Bart , who held forth evenings in the saloon , relating in infinite detail his latest poaching triumph .
33871	which he set on the bar next to his cup	he	PRON	which	dobj	firewood	firewood	(12, 21)	(',', '.')	Under his arm he carried a short stick of firewood , which he set on the bar next to his cup .
33872	that Sneed was game warden	Sneed	PROPN	that	advmod	years	the next 20 years	(18, 22)	('years', '.')	Poaching in Blight County declined to a modest level and remained there for the next 20 years that Sneed was game warden .
33873	who tipped off Sneed	who	PRON	who	nsubj	snitch	the snitch	(13, 16)	('snitch', 'was')	<p> As far as anyone knew for certain , the snitch who tipped off Sneed was never discovered .
33874	that ... scared a rat	that	DET	that	nsubj	boo	a boo	(15, 19)	('boo', '!')	"She closed her eyes , took a deep breath , and booed a boo that ... scared a rat ! """
33875	that ... scared a bat	that	DET	that	nsubj	boo	a boo	(11, 15)	('boo', '!')	George took a very deep breath and booed a boo that ... scared a bat !
33876	that ... scared a ghost	that	SCONJ	that	nsubj	boo	a boo	(13, 17)	('boo', '!')	Griselda took a very , very deep breath and booed a boo that ... scared a ghost !
33877	that ... scared the moon	that	DET	that	nsubj	boo	a boo	(7, 11)	('boo', '!')	And together they booed a boo that ... scared the moon !
33878	that traverses the peninsula	that	DET	that	nsubj	road	the road	(16, 19)	('road', 'is')	With the tourists gone , the beaches have been reclaimed by gulls , and the road that traverses the peninsula is bare .
33879	who was Malcolm 's passenger	who	PRON	who	nsubj	woman	The woman	(2, 6)	('woman', 'has')	The woman who was Malcolm 's passenger has been taken to the hospital in Hyannis .
33880	that crossed the center dividing line and struck them	that	DET	that	nsubj	truck	the truck	(5, 13)	('truck', 'is')	The driver of the truck that crossed the center dividing line and struck them is unhurt .
33881	that Gatsby invited Carraway to tea with Daisy ,	Gatsby	PROPN	that	mark	reason	the same reason	(49, 57)	('reason', 'but')	Malcolm getting sloshed on bourbon while steaming lobsters in the kitchen ; Ingrid , languid as a cat in sunshine , watching from the table ; the daughter beside her absorbed in her impending choice of schools ; Bernardin unaware of having been invited for the same reason that Gatsby invited Carraway to tea with Daisy , but
33882	who will fly east tomorrow	who	PRON	who	nsubj	father	her father	(7, 11)	(',', '.')	Maria has contacted her father , who will fly east tomorrow .
33883	that struck	that	DET	that	nsubj	truck	the truck	(22, 23)	('truck', 'it')	There is windshield glass in the roadway at the blinking yellow , but the wreckage of Malcolm 's car and the truck that struck it have been towed away .
33884	who cooks at a restaurant in Chatham	who	PRON	who	nsubj	son	Malcolm son	(6, 12)	(',', ',')	Malcolm 's son , Ryan , who cooks at a restaurant in Chatham , opens the door and steps into Bernardin 's consoling hug .
33885	who suffers from schizophrenia and is in an institution	who	PRON	who	nsubj	wife	Malcolm wife	(10, 18)	(',', '.')	He does not see Malcolm 's wife , Helena , who suffers from schizophrenia and is in an institution .
33886	that taxis up to the chain - link fence in front of the terminal	that	DET	that	nsubj	plane	> The plane	(3, 16)	('plane', 'is')	> The plane that taxis up to the chain-link fence in front of the terminal is small and improbably sleek .
33887	whose name is Alison	name	NOUN	whose	poss	roommate	the roommate	(23, 26)	(',', '.')	When a nurse takes Maria in to see her mother , Bernardin is left in the waiting room with the roommate , whose name is Alison .
33888	who lives close by	who	PRON	who	nsubj	chief	the chief	(5, 8)	(',', '.')	He telephones the chief , who lives close by .
33889	who are sitting on the sofa in the living room	who	PRON	who	nsubj	Helena	Helena	(13, 22)	(',', '.')	Inside , Bernardin introduces Maria and Alison to Helena and Ryan , who are sitting on the sofa in the living room .
33890	who blinks like a child struggling to stay alert at a party	who	PRON	who	nsubj	Helena	Helena	(8, 19)	(',', '.')	"Maria offers words of sympathy to Helena , who blinks like a child struggling to stay alert at a party . """
33891	whom he finds with Ryan in Malcolm 's study at the rear of the house	he	PRON	whom	dobj	Maria	Maria	(25, 39)	(',', '.')	""" Dear old Harry <p> When it seems right to leave , Bernardin fetches Alison and goes to look for Maria , whom he finds with Ryan in Malcolm 's study at the rear of the house ."
33892	which are sitting in the car trunk next to Ingrid 's	which	DET	which	nsubj	bags	their bags	(28, 38)	(',', '.')	Then he sits them down at a counter in the kitchen , puts a kettle on for tea , and goes out to fetch their bags , which are sitting in the car trunk next to Ingrid 's .
33893	whose faces reflect the fatigue he feels in himself	he	PRON	whose	poss	women	the two young women	(16, 24)	(',', '.')	Then he goes into the kitchen and makes tea for the two young women , whose faces reflect the fatigue he feels in himself .
33894	who flies in from Boston on a commuter plane	who	PRON	who	nsubj	father	Maria father	(17, 25)	(',', '.')	In the evening , he goes out to the airport to pick up Maria 's father , who flies in from Boston on a commuter plane .
33895	that sends chills up the world 's spine	that	DET	that	nsubj	one	the one	(11, 18)	('one', '.')	and now you -- knows my real name , the one that sends chills up the world 's spine .
33896	that makes you feel undefeatable	you	PRON	that	nsubj	something	something	(6, 10)	('young', ':')	There 's something about being young that makes you feel undefeatable : I had a nice chunk of money weighing down my pockets and raw pleasure in the unfettered , wiry roll of my youthful muscles as I strolled the streets of London .
33897	who frequented Jimmy Wilshire 's cellars	who	PRON	who	nsubj	commoners	just commoners	(6, 11)	('commoners', ',')	And it was n't just commoners who frequented Jimmy Wilshire 's cellars , but toffs putting down pound bets on their favorites and standing close enough to the action to get blood on their evening jackets or to catch the occasional flying molar for a souvenir .
33898	that came to hand if you did not	you	PRON	that	nsubj	anything	anything	(41, 48)	('else', '.')	I had been an occasional stevedore on the London docks and taken part in my share of pub brawls , where the stake was your own skin and the weapons included knives , if you had one , and anything else that came to hand if you did not .
33899	that was following up fast behind the handshake	that	DET	that	nsubj	fist	the flying fist	(42, 49)	('fist', '.')	I 'd been caught by just such a bit of commonplace treachery in one of the few street tussles I 'd lost , so I pretended to let myself be pulled off-balance but quickly ducked under the flying fist that was following up fast behind the handshake .
33900	which was a cause of some embarrassment	which	DET	which	nsubj	condition	a condition	(6, 12)	('condition', ',')	It recalled to me a condition which was a cause of some embarrassment , the results of a few moments of friendliness with a comely scullery maid .
33901	that brings no good	that	DET	that	nsubj	wind	an ill wind	(6, 9)	('wind', ',')	""" It 's an ill wind that brings no good , Mr. Hyde ."
