	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
85	which played on Arena	which	DET	which	nsubj	vehicles	the real vehicles	(11, 14)	('vehicles', ',')	They were far from the powerful AIs in the real vehicles which played on Arena , and could not interact on a verbal level , other than to repeat preprogrammed phrases or recognize simple codes and commands .
86	that Alan remembered from their brief but thorough divorce	Alan	PROPN	that	mark	seriousness	a solemn seriousness	(15, 23)	('seriousness', '.')	She smiled once more , and then her face took on a solemn seriousness that Alan remembered from their brief but thorough divorce .
87	who can help you	who	PRON	who	nsubj	someone	someone	(6, 9)	('someone', '?')	""" Do you have someone who can help you ? """
88	who was very hard to perturb	who	PRON	who	nsubj	AI	his usually laid AI	(19, 24)	('AI', '.')	The AI he had pegged for potentially dangerous was freaking out Geoffrey , his usually laid-back AI who was very hard to perturb .
89	that were computer - generated and not true to the areas of Earth they represented	they	PRON	that	nsubj	ones	the ones	(16, 30)	('ones', '.')	He had built most of them , too , and had at least mapped the ones that were computer-generated and not true to the areas of Earth they represented .
90	that dropped fifty feet to a narrow strip of parking lot	that	DET	that	nsubj	hill	a hill	(18, 28)	('hill', '.')	The road seemed to drop out from under the Rover and then the nose pointed down a hill that dropped fifty feet to a narrow strip of parking lot .
91	that took them down in seconds	that	DET	that	nsubj	board	algorithms on - board	(8, 13)	('board', '.')	"I 've got algorithms on-board that took them down in seconds . """
92	that grew rapidly to bright flashes	that	DET	that	nsubj	location	Humvee location	(14, 19)	('location', '.')	In affirmation , there were two pinpricks of light from the Humvee 's location that grew rapidly to bright flashes .
93	that were over fifty feet thick	that	DET	that	nsubj	walls	foot walls	(19, 24)	('walls', '.')	He called up his design program and augmented the prison he had created earlier with hundred-foot walls that were over fifty feet thick .
94	that had hit Timmy	that	DET	that	nsubj	missiles	the missiles	(32, 35)	('missiles', '.')	Though Geoffrey evidently had been able to pull the plug on the network before the machine guns went after Alan , it had n't been soon enough to stop the missiles that had hit Timmy .
95	which took the CJ with it	which	DET	which	nsubj	explosion	an explosion	(25, 30)	('explosion', ',')	"A few seconds later , the Jeep hit Timmy square on the driver 's side , and the Land Rover resolved back into an explosion which took the CJ with it , then the whole mass of burning metal slipped over the edge of the parking lot and fell down into the lake below . """
96	that might indicate a different wiring design from those of other SUVs	that	DET	that	nsubj	anything	anything	(15, 26)	('anything', '.')	He scanned through it , looking for something out of the ordinary , anything that might indicate a different wiring design from those of other SUVs .
97	that had occurred	that	DET	that	nsubj	fire	the electrical fire	(14, 16)	('fire', '.')	Even the inside of the box cover was sooty from the electrical fire that had occurred.
98	who took it from the mall	who	PRON	who	nsubj	one	the one	(5, 10)	('one', ',')	""" You 're the one who took it from the mall , are n't you ? """
99	who had fallen	who	PRON	who	nsubj	agent	the agent	(11, 13)	('agent', '.')	The gunfire stopped as Rick bent to help the agent who had fallen .
100	that never broke down	that	DET	that	nsubj	ones	the only ones	(13, 16)	('ones', '.')	The devices employed to monitor people seemed to be the only ones that never broke down .
101	that appealed to Alan	that	DET	that	nsubj	bit	an additional bit	(20, 23)	('maturity', '.')	This was the old Christina he remembered , adventurous , witty , but now with an additional bit of maturity that appealed to Alan .
102	who were controlling you	who	PRON	who	nsubj	ones	the ones	(7, 10)	('ones', '.')	I think they 're the ones who were controlling you .
103	who were	who	PRON	who	nsubj	people	the people	(6, 7)	('people', '.')	"Or they 're protecting the people who were . """
104	that snored	that	DET	that	nsubj	tree	a tree	(14, 15)	('tree', '.')	"Author Affiliation 
##1010903 Once upon a time there was a tree that snored ."
105	who chose the window seat	who	PRON	who	nsubj	one	the one	(5, 9)	('one', ',')	""" You are the one who chose the window seat , "" she said , laughing ."
106	who was motioning to someone in the crowd	who	PRON	who	nsubj	guy	the smart guy	(22, 29)	(',', ',')	""" Oh , shut up , "" I told her , as I shouted at the over-smart guy , who was motioning to someone in the crowd , "" Did you see her ? """
107	who were sitting next to me	who	PRON	who	nsubj	parents	Janna parents	(9, 14)	(',', '.')	The doctor walked toward Janna 's parents , who were sitting next to me .
108	that soon turned red	that	DET	that	nsubj	light	a yellow light	(13, 16)	('light', '.')	At a railroad track I slowed the car for a yellow light that soon turned red .
109	that propelled me to pull the car forward off the railroad tracks	that	DET	that	nsubj	power	this greater power	(5, 16)	('power', '.')	It was this greater power that propelled me to pull the car forward off the railroad tracks .
110	which was in fact	which	DET	which	nsubj	lifestyle	my lifestyle	(14, 17)	(',', ',')	Somehow , I was able to take an objective look at my lifestyle , which was in fact , the height of irresponsibility .
111	which brought such joy to our household	which	DET	which	nsubj	system	its antenna system	(14, 20)	(',', '.')	I hereby bequeath to Samir the Amateur Radio station and its antenna system , which brought such joy to our household .
112	who have lost hope	who	PRON	who	nsubj	people	people	(13, 16)	('people', ',')	"<p> 
##1010912 In two stones of people who have lost hope"
113	that mattered	that	DET	that	nsubj	one	the one	(10, 11)	('one', '.')	Soon it had become his primary relationship , the one that mattered .
114	that God was on his mind	God	PROPN	that	advmod	reason	another reason	(5, 10)	('reason', '.')	That was another reason that God was on his mind .
115	that rose in his throat at the sight of so much wanton beauty	that	DET	that	nsubj	lump	the lump	(6, 18)	('lump', '.')	Matthew was surprised by the lump that rose in his throat at the sight of so much wanton beauty .
116	that ran until the end of January	that	DET	that	nsubj	greetings	holiday greetings	(9, 15)	('greetings', ',')	There was a statute of limitations on holiday greetings that ran until the end of January , she presumed .
117	which taxed imported goods , such as paper and tea	which	DET	which	nsubj	Acts	the Townshend Acts	(10, 19)	(',', '.')	In 1767 , the British imposed the Townshend Acts , which taxed imported goods , such as paper and tea .
118	"whom they called "" lobsterbacks"	they	PRON	whom	dobj	soldiers	the soldiers	(9, 13)	(',', ',')	"Many colonists threw eggs at the soldiers , whom they called "" lobsterbacks , "" and trained their dogs to attack them ."
119	"that said "" Fire "" came from beyond him"	Fire	PROPN	that	nsubj	voice	the voice	(2, 10)	('voice', '.')	"the voice that said "" Fire "" came from beyond him ."
120	that took place there	that	DET	that	nsubj	transplants	the transplants	(4, 7)	('transplants', '...')	I searched the transplants that took place there ...
121	who had his heart removed	heart	NOUN	who	nsubj	one	the only one	(8, 12)	('one', '@')	I guess David is n't the only one who had his heart removed
122	who received David 's heart Mrs. Pawling , Winston 's mother Jock , a teen football player	who	PRON	who	nsubj	boy	the boy	(5, 21)	('boy', '*')	Winston Pawling , the boy who received David 's heart Mrs. Pawling , Winston 's mother Jock , a teen football player *
123	who needs it	who	PRON	who	nsubj	person	a person	(14, 16)	('person', '.')	A special solution keeps a heart alive as it 's rushed to a person who needs it .
124	that took place when the Cherokee were forced to move west to Oklahoma	that	DET	that	nsubj	event	an event	(17, 29)	('event', '.')	Its time and place , or setting , is the 1838 Trail of Tears-an event that took place when the Cherokee were forced to move west to Oklahoma .
125	that will grow in large , strong clumps	that	DET	that	nsubj	plant	a strong plant	(15, 22)	('plant', ',')	The plant will begin to spread out all over , a very strong plant that will grow in large , strong clumps , and it will take back some of the land they have lost .
126	that tries to move it away	that	DET	that	nsubj	anything	anything	(12, 17)	('anything', '.')	It will have stickers on every stem to protect it from anything that tries to move it away .
127	who were going to buy their pharm	who	PRON	who	nsubj	colonists	some new colonists	(22, 28)	('colonists', '.')	Worse , Kapera 's bio-researcher parents have gone missing and are wanted on suspicion of murdering some new colonists who were going to buy their pharm .
128	who @ @	who	PRON	who	nsubj	is	met ; suitor is	(25, 27)	(',', '@')	Nanoannie has n't met too many guys her age in the flesh ; her only other possible suitor is a corpgeek named ELVIS DARCY , who @ @
129	that is building the Chrysalis , a generation starship	that	DET	that	nsubj	corp	a corp	(7, 15)	('corp', ',')	But Utopia Limited , a corp that is building the Chrysalis , a generation starship , shoots down Nanoannie 's plane .
130	who wear Face binais	who	PRON	who	nsubj	MARS	ON MARS	(8, 11)	(',', ',')	the PEOPLE OF THE FACE ON MARS , who wear Face binais , little animated replicas of the Face on their foreheads , stage an insurrection , and hijack the Chrysalis .
131	which circles Eta Cassiopeia , some twenty light years from our Sun	which	DET	which	nsubj	planet	a habitable extra solar planet	(24, 35)	(',', '.')	Lead by renegade nun CRYSTAL SPIRIT , the Facers plan to launch their own expedition to a habitable extra solar planet called Yggdrasil , which circles Eta Cassiopeia , some twenty light years from our Sun .
132	which would allow the Facers to safely freeze passengers for two hundred thousand years	Facers	PROPN	which	nsubj	processes	Martian bacterial processes	(25, 38)	(',', ',')	Crystal Spirit desperately wants to capture Kapera'sparents , because Kapera 's mother has developed a CRYOSLEEP PROTOCOL , based on Martian bacterial processes , which would allow the Facers to safely freeze passengers for two hundred thousand years , long enough to travel to Yggdrasil , thus avoiding the expense and complications of a generation starship .
133	that will take the Smythes to Earth , where Kapera 's leukemia can be treated	that	DET	that	nsubj	spaceship	a spaceship	(25, 39)	('spaceship', '.')	However , she agrees to provide the incomplete version of the Cryosleep Protocol in exchange for a ride to the Escalator , a spaceship that will take the Smythes to Earth , where Kapera 's leukemia can be treated .
134	who planned to get married anyway	who	PRON	who	nsubj	people	people	(6, 11)	('people', ';')	Some of the marriages were people who planned to get married anyway ; this just pushed them ahead .
135	who threw him out	who	PRON	who	nsubj	one	the one	(13, 16)	('one', '.')	She needed to be alone , but she wanted to be the one who threw him out .
136	that made your ankles look slim	ankles	NOUN	that	nsubj	soles	those big foam soles	(7, 12)	('soles', ',')	Nuke shoes with those big foam soles that made your ankles look slim , and a fish-scale black plastic coat split up the back to First , get loose .
137	who was such a hero	who	PRON	who	nsubj	brother	this older brother	(8, 12)	('brother', '.')	My mother always talked about this older brother who was such a hero .
138	who had leukemia	who	PRON	who	nsubj	girl	a girl	(13, 15)	('girl', '.')	Because no corp is going to pay passage to Mars for a girl who had leukemia .
139	who said he was my brother	he	PRON	who	nsubj	guy	some guy	(6, 11)	('guy', '?')	""" Did you meet some guy who said he was my brother ? "" Nanoannie 's heart raced like a rocketplane climbing too high , too fast ."
140	that was n't sky - bit	that	DET	that	nsubj	one	the one	(9, 14)	('one', ',')	The thumb of her left hand , the one that was n't sky-bit , moved a little .
141	that would pick up my vibrations	that	DET	that	nsubj	software	software	(10, 15)	('com', ',')	Sure , he could have software on his com that would pick up my vibrations , but so what ?
142	which she cast on the wall behind me	she	PRON	which	dobj	display	the display	(8, 15)	(',', ',')	I could n't see the display , which she cast on the wall behind me , but Cayce raised both arms in a victory signal .
143	that was going home	that	DET	that	nsubj	person	the only person	(6, 9)	('person', ',')	Cayce was the only person that was going home , and it was punishment !
144	that 's stopping you	that	DET	that	nsubj	all	all	(17, 20)	('all', 'is')	In my heart I know you and your parents really want to go , and all that 's stopping you is your leukemia .
145	that would help	that	DET	that	nsubj	something	something	(5, 7)	('something', '.')	Maybe they know something that would help .
146	which was n't easy , since I was shivering like mad	I	PRON	which	nsubj	cool	my cool	(6, 16)	(',', '.')	""" I lost my cool , which was n't easy , since I was shivering like mad ."
147	that stick out from the center of the ship	that	DET	that	nsubj	spokes	the long spokes	(9, 17)	('spokes', '.')	They keep us in one of the long spokes that stick out from the center of the ship .
148	that looked like flags	that	DET	that	nsubj	things	some big stiff things	(12, 15)	('things', '.')	And at the center of our end were some big stiff things that looked like flags .
149	who betrayed the Chrysalis and the People of the Face and all sapient life throughout the universe	who	PRON	who	nsubj	people	evil people	(8, 24)	(',', '.')	"You 've consorted with evil people , who betrayed the Chrysalis and the People of the Face and all sapient life throughout the universe . """
150	that cut into her flesh	that	DET	that	nsubj	shell	a hard shell	(18, 22)	('shell', ',')	She tried to claw away the blindfold , but her arms were wrapped tightly around a hard shell that cut into her flesh , and her wrists were bound together .
151	which sent them both spinning	which	DET	which	nsubj	shoulder	Immaculata shoulder	(7, 11)	(',', '.')	""" Abish punched Immaculata 's shoulder , which sent them both spinning ."
152	that looked like that-	that	DET	that	nsubj	woman	Any woman	(2, 5)	"('woman', '""')"	Any woman that looked like that-
153	that narrowly missed slapping her in the eye with the suction of the hatch opening	that	DET	that	nsubj	bindi	a Face bindi	(10, 24)	('bindi', '.')	Trash littered the room , including a Face bindi that narrowly missed slapping her in the eye with the suction of the hatch opening .
154	that 'll run around wearing a pillow	that	DET	that	nsubj	woman	a woman	(12, 18)	('woman', ',')	Well , Sekou , what do you think of a woman that 'll run around wearing a pillow , just to fool her disciples into believing she 's dedicated to the cause ?
155	which struck me as stupider than anything Nanoannie ever did	Nanoannie	PROPN	which	nsubj	Cayce	Cayce	(12, 21)	(',', '.')	""" I shrugged , pretty sure Ooee ran off with Cayce , which struck me as stupider than anything Nanoannie ever did . "" She has a com , "" Crystal Spirit said ."
156	which roiled into a million bubbles tumbling over one another in colors	which	DET	which	nsubj	shards	sapphire diamond shards	(26, 37)	('shards', 'so')	As she looked , the light brightened at the center , brighter and brighter , then shattered into emerald , ruby , sapphire , diamond shards which roiled into a million bubbles tumbling over one another in colors
157	that passed away	that	DET	that	nsubj	child	her favorite child	(18, 20)	('child', ',')	""" I held my breath , thinking now she 'd mention about how you , her favorite child that passed away , would have conquered Mars and gone on to visit Ganymede by now , but she just smiled ."
