	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
154830	which showed an old keep on the escarpment above Tugela Fans just outside of the Royal Natal National Park	which	DET	which	nsubj	survey	a recent site survey	(16, 34)	('Africa', '.')	She called me back shortly with results from a recent satellite site survey of South Africa which showed an old keep on the escarpment above Tugela Fans just outside of the Royal Natal National Park .
154831	who was capable of haunting me for the rest of my life if scorned	who	PRON	who	nsubj	Someone	Someone	(1, 14)	('Someone', '?')	Someone who was capable of haunting me for the rest of my life if scorned ?
154832	that hath not some strangeness in the proportion	that	DET	that	nsubj	beauty	no excellent beauty	(5, 12)	('beauty', '.')	There is no excellent beauty that hath not some strangeness in the proportion .
154833	which are disturbingly close to independent variables	which	DET	which	nsubj	consequences	their consequences	(15, 21)	('-', '.')	##1006246 Human actions can be judged by their motivation or their consequences-which are disturbingly close to independent variables .
154834	which was purely psychological	which	DET	which	nsubj	pressure	pressure	(25, 28)	('pressure', '.')	I tried to shake it away , afraid to remove my hands from the control panel , angry with my body for responding to pressure which was purely psychological .
154835	which required my efforts	which	DET	which	nsubj	purpose	an ostensible purpose	(18, 21)	('purpose', '.')	Along with my primary purpose-generating profitable publicity for Maxwell Associates-I had an ostensible purpose which required my efforts .
154836	which was sinking around the perimeter of the funnel	which	DET	which	nsubj	screen	my screen	(31, 39)	(',', '.')	With the volcano in a steady state , as it presently was , this upwelling was almost exactly balanced by the cooling magma , coded red on my screen , which was sinking around the perimeter of the funnel .
154837	who was probably my height	who	PRON	who	nsubj	man	a man	(9, 13)	('man', ',')	In front of both of them strode a man who was probably my height , though he somehow conveyed the impression of being taller .
154838	who sometimes manage to impress it on the society surrounding them	who	PRON	who	nsubj	men	some men	(14, 24)	(',', '.')	In fact , it grows as naturally as cancer in some men , who sometimes manage to impress it on the society surrounding them .
154839	which require your treatment	which	DET	which	nsubj	configurations	the configurations	(5, 8)	('configurations', '.')	""" Here are the configurations which require your treatment ."
154840	which may affect the performance of the Daimonium	which	DET	which	nsubj	factors	other environmental factors	(7, 14)	('factors', '?')	""" Are there other environmental factors which may affect the performance of the Daimonium ?"
154841	which might save my company from bankruptcy ,	which	DET	which	nsubj	currency	all the hard currency	(14, 21)	(',', 'about')	I sighed , aching at the thought of all the hard currency , which might save my company from bankruptcy , about to fly away .
154842	who had wandered away from a broken - down car and nearly starved to death in the deserted streets	who	PRON	who	nsubj	man	a man	(7, 25)	('man', ',')	There were stories of a man who had wandered away from a broken-down car and nearly starved to death in the deserted streets , unable to find an entry into any of the silent , brilliantly lit office buildings .
154843	who hoped to be the first man to exceed lightspeed	who	PRON	who	nsubj	Sattayarak	Colonel Rucha Sattayarak	(9, 18)	(',', '.')	Colonel Rucha Sattayarak of the India Space Force , who hoped to be the first man to exceed lightspeed .
154844	which had become fashionable in Europe	which	DET	which	nsubj	patterns	the moving patterns	(25, 30)	('patterns', 'were')	Sandy got involved in a discussion on the merits of the sari as female dress and did n't she think the constantly moving patterns which had become fashionable in Europe were inexpressibly vulgar ?
154845	who would seek to devour you	who	PRON	who	nsubj	carnivores	the corporate carnivores	(22, 27)	('carnivores', '.')	""" You invent new processes , you form your own company to market them , and fight off the corporate carnivores who would seek to devour you ."
154846	who had needed no more than freedom and confidence to make their talents bloom	talents	NOUN	who	nsubj	years	the years	(25, 38)	('years', '.')	""" Surely you are being too modest , "" I said , reminded of one or two youngsters I had hired over the years who had needed no more than freedom and confidence to make their talents bloom ."
154847	who can pull their own weight	who	PRON	who	nsubj	those	only those	(11, 16)	('those', '.')	From what I have seen , Shivaji hires only those who can pull their own weight .
154848	which was filled with a notation I had never seen before	I	PRON	which	nsubjpass	screen	his notebook screen	(7, 17)	(',', '.')	He indicated his notebook screen , which was filled with a notation I had never seen before .
154849	which were no more than hints and speculations	which	DET	which	nsubj	sections	sections	(6, 13)	('sections', '.')	There were incomplete proofs , sections which were no more than hints and speculations .
154850	which immediately preceded the Big Bang	which	DET	which	nsubj	state	the state	(12, 17)	('state', 'are')	That the Universe we see all around us and the state which immediately preceded the Big Bang are equivalent .
154851	which makes sense	which	DET	which	nsubj	result	the only result	(5, 7)	('result', '.')	It is the only result which makes sense .
154852	which might break us even if we eventually won	we	PRON	which	nsubj	fight	the legal fight	(16, 24)	('fight', '.')	We all make more money than we would have otherwise , without the legal fight which might break us even if we eventually won .
154853	which would land us on Venus	which	DET	which	nsubj	spacecraft	the spacecraft	(18, 23)	('spacecraft', '.')	In the intervening months , it had been given detail and substance , and become the spacecraft which would land us on Venus .
154854	that had occupied my mind for most of ten weeks and consider the importance of our mission	that	DET	that	nsubj	clashes	personality clashes	(22, 38)	('clashes', '.')	Strapped into my cabin bunk , I had my first real opportunity to look past the engineering problems and personality clashes that had occupied my mind for most of ten weeks and consider the importance of our mission .
154855	which were propelling us in - system at one g	which	DET	which	nsubj	Cramers	the Cramers	(7, 16)	('Cramers', '.')	I could hardly comprehend the Cramers which were propelling us in-system at one g .
154856	which stretched from floor to ceiling	which	DET	which	nsubj	crescent	a white crescent	(8, 13)	('crescent', '.')	Right now it was displaying a white crescent which stretched from floor to ceiling .
154857	which extended the full length of the ship	which	DET	which	nsubj	tubeway	the moving ladder tubeway	(15, 22)	(',', ',')	At Jagjit 's nod I left my station and took the moving ladder tubeway , which extended the full length of the ship , down to the hold .
154858	which controlled the Cramers and the Maya drive	which	DET	which	nsubj	autopilot	the autopilot	(22, 29)	('autopilot', '.')	A tunnel , less than a meter wide , ran from the hatch to the heart of the vessel : the autopilot which controlled the Cramers and the Maya drive .
154859	which might hold the secret of interstellar flight	which	DET	which	nsubj	disk	the data disk	(7, 14)	('disk', '.')	There was lodged the data disk which might hold the secret of interstellar flight .
154860	which would prove it impossible	it	PRON	which	nsubj	evidence	the evidence	(6, 10)	('evidence', '.')	Or might contain the evidence which would prove it impossible .
154861	who just saved my life	who	PRON	who	nsubj	man	the man	(12, 16)	('man', '.')	""" It 's the least I can do for the man who just saved my life ."
154862	which just happened to be useful for flight	which	DET	which	nsubj	surfaces	radiating surfaces	(18, 25)	('surfaces', '.')	Insect wings , it was said , were a case of evolutionary preadaptation , heat radiating surfaces which just happened to be useful for flight .
154863	which would make it slow and land	it	PRON	which	nsubj	default	a safety default	(10, 16)	('default', '.')	I did n't know there was a safety default which would make it slow and land .
154864	"who knows himself a coward """	who	PRON	who	nsubj	soldier	a soldier	(5, 10)	('soldier', 'It')	"The shame of a soldier who knows himself a coward """
154865	which read 2KI33	which	DET	which	nsubj	plaque	a plaque	(7, 9)	('plaque', '.')	@ door marked only by a plaque which read 2KI33 .
154866	which had challenged rabbis and philosophers and moral theologians for centuries	which	DET	which	nsubj	question	the question	(7, 17)	('question', '.')	And finally there was the question which had challenged rabbis and philosophers and moral theologians for centuries .
154867	which was a blend Of COsub 2 and Nsub 2 Colonists would have to live in bubbles at first	Colonists	PROPN	which	nsubj	atmosphere	the atmosphere	(7, 25)	(',', ',')	Everything seemed earthlike except the atmosphere , which was a blend Of COsub 2 and Nsub 2 Colonists would have to live in bubbles at first , while the COsub 2 Was being converted to Osub 2 .
154868	who immediately organized a full - scale expedition in a ship especially built for the occasion	who	PRON	who	nsubj	Terraformers	the Terraformers	(7, 22)	(',', ':')	A matter for the Terraformers , who immediately organized a full-scale expedition in a ship especially built for the occasion : the James LovelL Joan Dickens
154869	that would destroy - or save - the entire human race	that	DET	that	nsubj	ship	the ship	(42, 52)	('ship', '.')	Their guru cited the vision of two hands , said to symbolize an act ( or maybe omission of an act-they never really pinned him down ) to be done ( or maybe not done ) by the ship that would destroy-or save-the entire human race .
154870	that comes out of this program	that	DET	that	nsubj	liner	the first liner	(9, 14)	('liner', '.')	"Spask said , "" I want the first liner that comes out of this program . """
154871	which was the last music played by the Titanic 's main orchestra the night the ship struck the iceberg	ship	NOUN	which	nsubj	play	less play	(16, 34)	"('""', '.')"	"Today no civilized ship will carry , much less play , "" Sponge d'Automne , "" which was the last music played by the Titanic 's main orchestra the night the ship struck the iceberg . """
154872	that contained the Jaquino Processo	that	DET	that	nsubj	equations	the one baffling equations	(27, 31)	('equations', '.')	Some claimed it had opened a vast new world of space time to him and had given him the vision of the thirty-one baffling equations that contained the Jaquino Processo .
154873	that did us any direct benefit	that	DET	that	nsubj	form	The first life - form	(5, 10)	('form', 'was')	The first life-form that did us any direct benefit was cyanobacteria-'c.b .
154874	that let it use photons from the sun to help it strip hydrogen from Hsub 2S , leaving elemental sulfur	it	PRON	that	nsubj	arrangement	an arrangement	(24, 43)	('molecules', '.')	That little fellow had something new and strange within its cell walls : a thing we call a chloroplast-an arrangement of molecules that let it use photons from the sun to help it strip hydrogen from Hsub 2S , leaving elemental sulfur .
154875	who gave her an encouraging smile	who	PRON	who	nsubj	psychiatrist	the psychiatrist	(11, 16)	(',', '.')	She paused and looked across the table at the psychiatrist , who gave her an encouraging smile .
154876	who has seen it all	who	PRON	who	nsubj	one	the only one	(11, 15)	('one', '.')	""" But I think I 'm the only one who has seen it all ."
154877	that can prosper and mutate and evolve under these particular conditions	that	DET	that	nsubj	form	the only life - form	(10, 20)	('form', '.')	"Obviously these microladders are the only life-form that can prosper and mutate and evolve under these particular conditions . """
154878	that eventually became Mt	that	DET	that	nsubj	archipelago	an archipelago	(14, 17)	('archipelago', '.')	"They bonded their "" Sagan "" plate to a hilltop on an archipelago that eventually became Mt ."
154879	that fell sixty - three million years ago	that	DET	that	nsubj	meteorite	The YucatAn meteorite	(3, 10)	('meteorite', 'would')	The YucatAn meteorite that fell sixty-three million years ago would n't have killed any land life , because there would@ n't have been any land life , not yet , not for a long time .
154880	that we planted	we	PRON	that	dobj	life	life	(2, 4)	('life', '?')	"life that we planted ? """
154881	that will evolve into Navetta aliens	that	DET	that	nsubj	forms	Ladder forms	(6, 11)	('forms', '.')	We have created Ladder forms that will evolve into Navetta aliens .
154882	that will evolve into us	that	DET	that	nsubj	nucleotides	nucleotides	(9, 13)	('nucleotides', '.')	They will go to Earth , create nucleotides that will evolve into us .
154883	that evolve into Navetta aliens	that	DET	that	nsubj	ladderforms	ladderforms	(7, 11)	('ladderforms', '.')	We will come here , create ladderforms that evolve into Navetta aliens .
154884	that ... is	that	DET	that	nsubj	something	just something	(3, 5)	('something', '.')	just something that ... is .
154885	that had driven him to confiscate the masterpiece	that	DET	that	nsubj	bafflement	captain bafflement	(9, 16)	('bafflement', '.')	She could well understand the captain 's bafflement that had driven him to confiscate the masterpiece .
154886	which they consider a deity	they	PRON	which	nsubj	sun	their sun	(18, 22)	(',', '.')	The natives of its third planet have religious rituals where they make offerings to their sun , which they consider a deity .
154887	which keep me operating at peak efficiency at all times	which	DET	which	nsubj	nanites	selfrepairing nanites	(22, 31)	('nanites', '.')	""" No , sin Since first coming "" on-line , "" I 've been extensively modified with selfrepairing nanites which keep me operating at peak efficiency at all times ."
154888	that leaves tomorrow to Nineveh 6	that	DET	that	nsubj	flight	a flight	(18, 23)	('flight', ',')	"But , if you do n't mind a brief layover , I can schedule you for a flight that leaves tomorrow to Nineveh 6 , Pan Galactic Spacelines "" main hub spaceport ."
154889	that goes right to Omegamons	that	DET	that	nsubj	flight	a connecting flight	(18, 22)	('there', '.')	It 's way out in the middle of nowhere , but you can catch a connecting flight there that goes right to Omegamons .
154890	that Kroosew took and shook reluctantly	Kroosew	PROPN	that	dobj	limb	a limb	(6, 11)	('limb', '.')	The alien unfolded a limb that Kroosew took and shook reluctantly .
154891	that sounded and smelled like it	that	DET	that	nsubj	toot	a long modulated toot	(11, 16)	('toot', 'd')	""" The creature gave a minute-long musically modulated toot that sounded and smelled like it"
154892	that created them	that	DET	that	nsubj	races	The races	(2, 4)	('races', 'have')	The races that created them have long been extinct .
154893	that never came	that	DET	that	nsubj	starships	starships	(16, 18)	('starships', '.')	There 'd be no more arguing with obtuse university committees , or waiting for starships that never came .
154894	that always smiled so invitingly	that	DET	that	nsubj	mouth	The mouth	(3, 7)	('mouth', '.')	The mouth that always smiled so invitingly .
154895	which was n't far from the rec room	which	DET	which	nsubj	apartment	his apartment	(24, 31)	(',', '.')	He used the security key again to get from the lobby to the courtyard behind it , then walked back to his apartment , which was n't far from the rec room .
154896	which made it a Valley institution	it	PRON	which	nsubj	years	forty years	(17, 22)	(',', '.')	Sierra 's had stood at the corner of Vanowen and Canoga for more than forty years , which made it a Valley institution .
154897	which showed he 'd been born in April 1978	which	DET	which	nsubj	license	driver license	(8, 16)	(',', ',')	""" Justin displayed his driver 's license , which showed he 'd been born in April 1978 , and so had been legal for a couple of months ."
154898	who cared enough about her to want her to stay at home while she went through college	she	PRON	who	nsubj	parents	parents	(9, 25)	('parents', '.')	He thought she was pretty lucky to have parents who cared enough about her to want her to stay at home while she went through college .
154899	which gave him an excuse to feet how too much of it there was	which	DET	which	nsubj	stomach	his stomach	(5, 18)	(',', '.')	Justin scratched his stomach , which gave him an excuse to feet how too much of it there was .
154900	that looked as if they 'd been cut from tractor tire treads	that	DET	that	nsubj	soles	soles	(16, 27)	('soles', '.')	They both wore knockoffs of Army boots , big and black and massive , with soles that looked as if they 'd been cut from tractor tire treads .
154901	which was as yet uninhabited	which	DET	which	nsubj	booth	deejay booth	(8, 12)	(',', '.')	They both eyed the deejay 's booth , which was as yet uninhabited .
154902	at which Justin saw a lot of the same faces	Justin	PROPN	which	pobj	action	The legal action	(11, 20)	('at', 'was')	The notquite-legal after-hours action-at which Justin saw a lot of the same faces-was in an empty warehouse .
154903	who used AOL	who	PRON	who	nsubj	pieces	pieces	(20, 22)	('of', '.')	All he had were a couple of pieces of obvious spain and something from somebody he 'd never heard of who used AOL .
154904	who signed himself with his own name	who	PRON	who	nsubj	smartass	the smartass	(24, 30)	('AOL', 'would')	As if drawn by a magnet , he went back to the computer He had no way of knowing when the smartass on AOL who signed himself with his own name would send more e-mail , or even if he 'd send any more at all .
154905	who claimed to be his older self	who	PRON	who	nsubj	stranger	the stranger	(5, 11)	('stranger', 'Meet')	Right , wrote the stranger who claimed to be his older self
154906	that was also new since the quake	that	DET	that	nsubj	entrance	the entrance	(20, 26)	('facade', '.')	He worked up a good sweat walking a hundred feet from the car to the entrance under the Sears facade that was also new since the quake .
154907	that matched his own , despite the Cow Pi T - shirt	that	DET	that	nsubj	cut	the buzz cut	(4, 15)	('cut', ',')	Despite the buzz cut that matched his own , despite the Cow Pi T-shirt , he thought himself-at-forty did look older .
154908	who came to Asian restaurants and reached for the knife and fork	who	PRON	who	nsubj	people	people	(16, 27)	('people', '.')	Justin was n't real smooth with them , but he looked down his nose at people who came to Asian restaurants and reached for the knife and fork .
154909	that were even deadlier	that	DET	that	nsubj	silences	the silences	(5, 8)	('silences', 'He')	He knew about the silences that were even deadlier He knew about the lies his parents had told each other .
154910	who envied him his apartment - a lot of people his age did	age	NOUN	who	nsubj	one	the only one	(6, 18)	('one', '.')	Megan was n't the only one who envied him his apartment-a lot of people his age did .
154911	who cared	who	PRON	who	nsubj	parents	her parents	(5, 6)	('parents', '.')	He envied Megan her parents who cared .
154912	who looked just like him	who	PRON	who	nsubj	somebody	somebody	(16, 20)	('somebody', '.')	Justin tried to imagine Megan being unfaithful to him by picturing her making love with somebody who looked just like him .
154913	which had to be just what she 'd had in mind	she	PRON	which	nsubj	head	his head	(12, 22)	('-', '.')	He had the image of her naked stuck in his head-which had to be just what she 'd had in mind .
154914	that admitted he 'd decided	he	PRON	that	nsubj	mail	the - mail	(16, 20)	('mail', '.')	Despite deciding , he took another day and a half to write the e-mail that admitted he 'd decided .
154915	which felt funny	which	DET	which	nsubj	apartment	his apartment	(8, 10)	(',', '.')	He dialed the number at his apartment , which felt funny .
154916	who had	who	PRON	who	nsubj	anybody	anybody	(23, 24)	('anybody', '.')	He still sounded like bell ; if he had n't been ridden hard and put away wet , Justin had never heard anybody who had .
154917	that sounded	that	DET	that	nsubj	way	the way	(6, 7)	('way', ':')	He did n't like the way that sounded : him stuck here in this miserable place , himself-atforty
154918	that looked interesting	that	DET	that	nsubj	stores	all the stores	(10, 12)	('stores', '.')	He had n't come close to hitting all the stores that looked interesting .
154919	which was a pretty fast machine	which	DET	which	nsubj	iMac	the iMac	(8, 13)	(',', ',')	They 'd go okay on the iMac , which was a pretty fast machine , but they 'd be glacial on the old PowerBook he had with him .
154920	who were n't Jasons	who	PRON	who	nsubj	ones	all the ones	(10, 13)	('ones', '-')	Half the guys in his generation-all the ones who were n't Jasons-were justins .
154921	who went there	who	PRON	who	nsubj	anybody	anybody	(19, 21)	('anybody', 'would')	"Finished my junior year at CSUN , "" Justin answered , pronouncing it C-sun the way anybody who went there would ."
154922	"which had gone from the coolest place in the world to semi - ghost town in one fell swoop after the "" 94 quake"	which	DET	which	nsubj	Galleria	the Sherman Oaks Galleria	(10, 33)	(',', '.')	"He drove over to the Sherman Oaks Galleria , which had gone from the coolest place in the world to semi-ghost town in one fell swoop after the "" 94 quake ."
154923	that was n't his	that	DET	that	nsubj	apartment	the apartment	(7, 10)	('apartment', '.')	Superstrings , Justin muttered in the apartment that was n't his .
154924	that lasted a lot longer	that	DET	that	nsubj	laugh	a bitter laugh	(6, 10)	('laugh', '.')	Then he laughed a bitter laugh that lasted a lot longer .
154925	why that was n't a good idea	that	DET	that	nsubj	reasons	reasons	(11, 17)	('why', 'Justin')	His older self had given him all sorts of reasons why that was n't a good idea .
154926	which meant he had no sure feel for how to fix one	he	PRON	which	nsubj	fights	any great big fights	(11, 22)	(',', '.')	He and Megan had n't had any great big fights , which meant he had no sure feel for how to fix one .
154927	that had the added virtue of keeping him off the hook	that	DET	that	nsubj	title	an album title	(12, 22)	('title', '.')	""" Definitely maybe , - he answered : an Oasis album title that had the added virtue of keeping him off the hook ."
154928	who would have	who	PRON	who	nsubj	Valley	the Fernando Valley	(22, 24)	('Valley', '.')	Trash Can Sinatras titles , sure enough , and there probably were n't three other people in the San Fernando Valley who would have .
154929	which made him want to gallop back into the scene like a knight in shining armor coming to rescue the fair maiden	him	PRON	which	nsubj	day	the day	(8, 29)	(',', '.')	He 'd already saved the day once , which made him want to gallop back into the scene like a knight in shining armor coming to rescue the fair maiden .
154930	which was actually his older self 's car - and drive over and throw himself - at - forty out of his rightful apartment	which	DET	which	nsubj	car	his car	(8, 31)	('-', '.')	He did n't hop into his car-which was actually his older self 's car-and drive over and throw himself-at-forty out of his rightful apartment .
154931	which he was -	he	PRON	which	attr	man	a man	(9, 12)	('-', 'Justin')	Slowly , like a man in shock-which he was-
154932	who was kidding , asshole	who	PRON	who	nsubj	you	you	(6, 10)	('you', '.')	""" I 'll show you who was kidding , asshole . """
154933	that assumed his older self	that	DET	that	nsubj	All	All	(1, 5)	('All', 'was')	All that assumed his older self was n't hanging around in 1999 .
154934	who came dose to her	who	PRON	who	nsubj	anybody	anybody	(10, 14)	('else', '.')	And he 'd said he 'd never found anybody else who came dose to her .
154935	which annoyed him	which	DET	which	nsubj	morning	the next morning	(7, 9)	(',', '.')	He slept late the next morning , which annoyed him .
154936	who tends to emulate the Sphinx , travel - wise	who	PRON	who	nsubj	guy	the guy	(8, 17)	('guy', '.')	That 's right , me , the guy who tends to emulate the Sphinx , travel-wise .
154937	that greeted me	that	DET	that	nsubj	sight	the sight	(5, 7)	('sight', 'was')	I do know the sight that greeted me was n't one of the possibles chalked up in the smeary blackboard of my imagination .
154938	which drew my eye toot - damnsweet	which	DET	which	nsubj	object	The object	(18, 24)	('and', ')')	The object she was staring at with the fixed intensity of a cat watching an owl ( and which drew my eye toot-damnsweet ) was this envelope floating in the air before her at about eye level .
154939	it 's who from	it	PRON	who	pobj	idea	Any idea	(3, 6)	('idea', '?')	"Any idea who it 's from ? """
154940	that basically says : How did I get to be the resident expert on floating musical mail	I	PRON	that	nsubj	one	one	(16, 32)	('one', '?')	It 's my turn to give her a milder version of The Look , one that basically says : How did I get to be the resident expert on floating musical mail ?
154941	who fills in all the sweepstakes thingies	who	PRON	who	nsubj	one	the one	(4, 10)	('one', '.')	She 's the one who fills in all the sweepstakes thingies .
154942	that reads : PRESS HERE TO OPEN	that	DET	that	nsubj	script	animated script	(18, 24)	('script', '.')	On the back is this square of star-flecked blue-black , surrounded by animated script that reads : PRESS HERE TO OPEN .
154943	that opens as easily as an aspirin bottle	that	DET	that	nsubj	mail	Great mail	(6, 13)	('mail', '.')	Great , I think , mail that opens as easily as an aspirin bottle .
154944	who respondand	who	PRON	who	nsubj	Those	Those	(1, 2)	('Those', 'we')	Those who respondand we do hope you are one of them !
154945	who win a fabulous FOUR DAY	who	PRON	who	nsubj	humans	the hundred lucky humans	(12, 17)	('humans', 'ALL')	We want you to be one of the one hundred lucky humans who win a fabulous FOUR DAY
154946	with whom we trade @	we	PRON	whom	pobj	races	other races	(16, 20)	('with', '@')	Once there you can shop in stores operated by our people and other races with whom we trade @ @
154947	that was another dark blue square	that	DET	that	nsubj	all	all	(6, 11)	('all', ',')	"<p> There under all that was another dark blue square , this one orbited by the phrase : "" SOUNDS GOOD ! !"
154948	that grew in Aunt Barbara 's garden	that	DET	that	nsubj	lilies	the lilies	(11, 17)	('lilies', ',')	She was as slender and graceful as one Of the lilies that grew in Aunt Barbara 's garden , but she had insisted on being Mrs. Santa just the same .
154949	who were their friends	who	PRON	who	nsubj	crowd	the crowd	(20, 23)	('girls', '-')	"> Almost as important was the reunion of "" the bunch , "" the crowd of village boys and girls who were their friends-more satisfying , somehow , than were the friends they made at the boarding schools they attended in the city ."
154950	that gets there at six - thirty	that	DET	that	nsubj	train	the earlier train	(8, 14)	('train', ',')	""" Let 's go on the earlier train that gets there at six-thirty , "" she had suggested ."
154951	to which he devoted the rest of his life	he	PRON	which	pobj	work	the work	(12, 20)	('to', '<')	That winter of 1880 , Wilson Bentley began the work to which he devoted the rest of his life .
154952	"that photographed at """	that	DET	that	nsubj	cameras	cameras	(5, 8)	('cameras', ',')	"He had read about cameras that photographed at "" , through a microscope ."
154953	that was good	that	DET	that	nsubj	negative	the first negative	(14, 16)	('negative', '.')	It was a great moment of his life when he developed the first negative that was good .
154954	that was appealing	that	DET	that	nsubj	snowflake	a snowflake	(6, 8)	('snowflake', ',')	Whenever he found a snowflake that was appealing , he would transfer it to a glass slide for examination .
154955	that would contain many hundreds of his snow and frost pictures	that	DET	that	nsubj	book	a book	(6, 16)	('book', '.')	He dreamed of a book that would contain many hundreds of his snow and frost pictures .
154956	who sent roses to her every night for two weeks until she agreed to steep with him	she	PRON	who	nsubj	guy	the guy	(7, 23)	('guy', ',')	She tells me stories : the guy who sent roses to her every night for two weeks until she agreed to steep with him , and then she sleeps with him , and
154957	who lives in	who	PRON	who	nsubj	girlfriend	his girlfriend	(16, 18)	('girlfriend', 'Jersey')	He has to leave right afterward to go back to his place in case his girlfriend who lives in
154958	who took her out to dinner and then , holding her hand	who	PRON	who	nsubj	lawyer	The lawyer	(2, 13)	('lawyer', ',')	The lawyer who took her out to dinner and then , holding her hand , told her all about his psychotherapy , and actually began to cry .
154959	who used to sit near the door and doze off	who	PRON	who	nsubj	idiot	the idiot	(8, 17)	('idiot', ';')	-you know , I was the idiot who used to sit near the door and doze off ; or , I knew you when you were Free Love , do you still do it with bananas ?
154960	who 's gone Hollywood	who	PRON	who	nsubj	friend	My best friend	(9, 12)	(',', ',')	My best friend from high school , Sam , who 's gone Hollywood , is the only male person I tell any of this stuff to and his opinion was , so what ?
