	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
55770	that lay flat over Aranead 's eyes	that	DET	that	nsubj	feathers	The red feathers	(3, 9)	('feathers', 'stood')	The red feathers that lay flat over Aranead 's eyes stood forward .
55771	who 'd fled to the forest	who	PRON	who	nsubj	people	The people	(3, 8)	('people', 'had')	The people who 'd fled to the forest had moved to its edge and now stared at the egg ship .
55772	who would make decisions for them all	who	PRON	who	nsubj	leader	an important world leader	(25, 31)	('leader', '.')	He could point to any place , take Aranead to anyone , and tell him this was the president , an important world leader who would make decisions for them all .
55773	who investigates the universe	who	PRON	who	nsubj	scientist	a scientist	(8, 11)	('scientist', '.')	I 'm an astronomer , a scientist who investigates the universe .
55774	who looked like you : Kukulkan	who	PRON	who	nsubj	god	a god	(8, 13)	('god', '.')	We have stories and pictures of a god who looked like you : Kukulkan .
55775	who met us back then	who	PRON	who	nsubj	those	those	(2, 6)	('those', ',')	To those who met us back then , the Cheorka were gods .
55776	who sacrifice	who	PRON	who	nsubj	Those	Those	(3, 4)	('us', 'offer')	"Those of us who sacrifice offer livestock . """
55777	that chose him for this mission	that	DET	that	nsubj	agencies	the agencies	(7, 12)	('agencies', '.')	He found it similar to the agencies that chose him for this mission .
55778	who occupied the Council seats in the video	who	PRON	who	nsubj	creatures	the creatures	(4, 11)	('creatures', '.')	Pascual remembered the creatures who occupied the Council seats in the video .
55779	that allowed them to develop in a way found nowhere else in the universe	them	PRON	that	nsubj	advantage	an advantage	(5, 18)	('advantage', '.')	"Mammals were given an advantage that allowed them to develop in a way found nowhere else in the universe . """
55780	that prompted us to come again	that	DET	that	nsubj	components	the other two components	(9, 14)	('message', '.')	It was the other two components of your message that prompted us to come again .
55781	that we use	we	PRON	that	dobj	system	the twenty system	(19, 21)	('system', ',')	"The approximate count of Earth days since our last visit , given in the base-twenty system that we use , convinced us . """
55782	that held uieir own truths	that	DET	that	nsubj	method	a method	(20, 24)	('prophecy', '.')	They were tools his ancestors used to create a body of knowledge , calendars , and a method of prophecy that held uieir own truths .
55783	that occupied most of the floor space	that	DET	that	nsubj	desk	the small ceramic desk	(12, 18)	('desk', '.')	Two straight-backed chairs faced mine across the small ceramic desk that occupied most of the floor space .
55784	that might come in handy	that	DET	that	nsubj	items	few other items	(6, 10)	('items', '.')	lay a few other items that might come in handy .
55785	that had struck me earlier	that	DET	that	nsubj	names	the twelve names	(7, 11)	('names', '.')	I pulled up the twelve names that had struck me earlier .
55786	into which it had crashed- more and more	it	PRON	which	pobj	van	a delivery van	(46, 53)	('into', 'had')	Twice on the way there I had to pull my motorbike to the side of the road : first on a side street leading to Ventura Boulevard , where a tow truck was hauling away the remains of a delivery van and the ankylosaurid into which it had crashed- more and more
55787	that lined the edge of the plaza	that	DET	that	nsubj	bushes	the wirewisp bushes	(11, 17)	('bushes', '.')	I parked my bike beside one of the scraggly wirewisp bushes that lined the edge of the plaza .
55788	that we took turns consuming while the other spoke	other	ADJ	that	dobj	food	the food	(10, 18)	('food', '.')	Neither of us paid much attention to the food that we took turns consuming while the other spoke .
55789	who was returning his weapon to its holster	who	PRON	who	nsubj	man	a tall young man	(18, 25)	('hair', '.')	I rushed to her side , nearly colliding with a tall young man with shoulderlength red hair who was returning his weapon to its holster .
55790	who 'd had a little too much to smoke one night ,	who	PRON	who	nsubj	Somebody	Somebody	(2, 13)	('Somebody', 'by')	"Somebody who 'd had a little too much to smoke one night , by a campfire . "" Then he glanced around the busy caf ."
55791	that looked a lot like a standard key card	that	DET	that	nsubj	something	something	(8, 16)	('something', '.')	Then I unfastened a pocket and extracted something that looked a lot like a standard key card .
55792	that I guessed	I	PRON	that	dobj	crystals	data crystals	(9, 11)	('crystals', 'had')	Beside it laid a scatter of data crystals that I guessed had been swept from the nearby wall-hung desk , along with a couple of image-frames and a brownstriped , fuzzy toy croc .
55793	whose cushions were still mostly intact	cushions	NOUN	whose	poss	seat	a vacant seat	(9, 14)	('seat', ',')	As I boarded and found a vacant seat whose cushions were still mostly intact , the other passengers avoided my gaze .
55794	who would choose pastel pink for their walls	who	PRON	who	nsubj	sort	the sort	(17, 24)	('tenant', '.')	The empty room smelled of new paint ; I tried to imagine the sort of tenant who would choose pastel pink for their walls .
55795	that preceded his own	that	DET	that	nsubj	executions	the nine methodical executions	(50, 53)	('executions', '.')	So now I was more than a little bewildered suddenly to be facing Luis Vargas , looking even younger than when I 'd last seen him : when he had stood sobbing in the center of the stadium , forced to watch each of the twenty-nine methodical executions that preceded his own .
55796	that made me reluctant to disillusion him	me	PRON	that	nsubj	brother	"his "" brother"	(14, 20)	"('""', '.')"	"But there was a quiet intensity when Daniel spoke of his "" brother "" that made me reluctant to disillusion him ."
55797	that rested inside the scanner in my pocket	that	DET	that	nsubj	crystal	the crystal	(13, 20)	('crystal', '.')	I pulled out my phone , told it to link to the crystal that rested inside the scanner in my pocket .
55798	I refused that to reopen	I	PRON	that	dobj	door	a door	(8, 12)	('door', '.')	And those images lay behind a door that I refused to reopen .
55799	that had identified me , apparently noisy	that	DET	that	nsubj	scream	my scream	(10, 16)	('scream', ',')	Whether it was my wild shot or my scream that had identified me , apparently noisy , armed humans did n't appeal to this particular croc .
55800	who were	who	PRON	who	nsubj	scavengers	my own scavengers	(8, 9)	('-', ',')	Which made me recall my own scavengers-who were , I hoped , only now waking in Glendora .
55801	who killed Rafe	who	PRON	who	nsubj	Committee	the Committee	(6, 8)	('Committee', '.')	""" It was n't the Committee who killed Rafe ."
55802	who drinks about standing up and defying the Central Committee	who	PRON	who	nsubj	Everybody	Everybody	(1, 10)	('Everybody', 'but')	Everybody who drinks about standing up and defying the Central Committee
55803	who killed Rafe	who	PRON	who	nsubj	ones	the ones	(3, 5)	('ones', '?')	"They the ones who killed Rafe ? "" he asked ."
55804	that partly masked the smells of fired ammunition and singed hair and burnt flesh	that	DET	that	nsubj	scent	an acrid scent	(19, 32)	('scent', '.')	His sleeve still smoldered-the fabric 's gray smoke spread into the room with an acrid scent that partly masked the smells of fired ammunition and singed hair and burnt flesh .
55805	that marked the positions of Garcia Ortega and Daniel	that	DET	that	nsubj	stains	the stains	(18, 26)	('debris', '.')	I gave Miriam 's body one last look , then turned to view the stains and medical debris that marked the positions of Garcia Ortega and Daniel .
55806	who preached His word	who	PRON	who	nsubj	men	the men	(20, 23)	('faith', '.')	Let him squirm , because the words he spouted were insults to the Savior and to the men of faith who preached His word .
55807	that does	that	DET	that	nsubj	All	All	(1, 2)	('All', 'is')	All that does is call your own integrity into question .
55808	that had kept him from developing his own television ministry	that	DET	that	nsubj	voice	the thin , reedy voice	(22, 31)	('voice', '.')	""" You did n't come here to lecture us on evolution , "" Roland said in the thin , reedy voice that had kept him from developing his own television ministry ."
55809	any of which are accessible with the proper equipment	any	DET	which	pobj	dimensions	dimensions	(9, 17)	"('of', ""'"")"	@ dimensions and one time dimension , any of which are accessible with the proper equipment .
55810	that we see	we	PRON	that	dobj	three	the three	(14, 16)	('three', '.')	The energy level in these extra dimensions is wildly different from the three that we see .
55811	that opens up the spatial dimensions	that	DET	that	nsubj	equipment	the same equipment	(8, 13)	('equipment', 'can')	""" And you will because the same equipment that opens up the spatial dimensions can be used to open the temporal dimension , "" said William ."
55812	that erupted after the physicist 's statement	that	DET	that	nsubj	pandemonium	The pandemonium	(2, 8)	('pandemonium', 'was')	The pandemonium that erupted after the physicist 's statement was a thing to behold .
55813	who had dared each other to jump off the end of a pier	who	PRON	who	nsubj	children	children	(8, 20)	('children', '.')	They looked at each other like children who had dared each other to jump off the end of a pier .
55814	that Billy spent learning Aramaic and brushing up on his Latn	Billy	PROPN	that	advmod	year	a year	(11, 21)	('year', '.')	That was the work of another year , a year that Billy spent learning Aramaic and brushing up on his Latn .
55815	that involved tossing little beanbags about the size of golf balls into a mug on a high shelf across the room	that	DET	that	nsubj	kind	some kind	(21, 41)	('game', '.')	They found Jesus in an inn , drinking wine with a couple dozen other patrons and playing some kind of game that involved tossing little beanbags about the size of golf balls into a mug on a high shelf across the room .
55816	that Anna dreamed of performing	Anna	PROPN	that	dobj	masterpiece	the Roizman masterpiece	(33, 37)	('masterpiece', '.')	She and Tyler had been sort of an item ever since last year 's BNY gala opening , when they had shared such a magical evening watching Elements , the Roizman masterpiece that Anna dreamed of performing .
55817	that disappear the way our sons did	sons	NOUN	that	nsubj	puffs	white puffs	(5, 11)	('puffs', '.')	and we breathe white puffs that disappear the way our sons did .
55818	who knows how to kill a wolf	who	PRON	who	nsubj	someone	someone	(6, 12)	('someone', '.')	We need a hunter , someone who knows how to kill a wolf .
55819	who has volunteered to be her chauffeur and local guide	who	PRON	who	nsubj	Hymral	Hymral	(10, 19)	(',', '.')	Until finally she shrugs and nods at Hymral , who has volunteered to be her chauffeur and local guide .
55820	who ever heard of such a thing	who	PRON	who	nsubj	hunter	A vegetarian hunter	(5, 11)	(',', '?')	A vegetarian hunter , who ever heard of such a thing ?
55821	who did everything he could	he	PRON	who	nsubj	Sheriff	the Sheriff	(3, 7)	('Sheriff', 'to')	Call the Sheriff who did everything he could to help us find our sons though none of it was enough and they came home only after a freak series of events ?
55822	which caused a tremendous amount of excitement until we realized it was scalp	it	PRON	which	nsubj	thatch	a thatch	(7, 19)	(',', '.')	someone shouted holding up a thatch , which caused a tremendous amount of excitement until we realized it was scalp .
55823	which means this issue will come off the presses shortly after bis birthday	issue	NOUN	which	nsubj	disaster	the RlOl disaster	(17, 29)	(',', '.')	##1013914 David Moles says be was bom on the anniversary of the RlOl disaster , which means this issue will come off the presses shortly after bis birthday .
55824	that was both comical and melancholy	that	DET	that	nsubj	droop	a droop	(7, 12)	('arms', '.')	There was a droop in their arms that was both comical and melancholy .
55825	that called itself Ismail	that	DET	that	nsubj	one	the one	(6, 9)	('one', '.')	"She thought it was the one that called itself Ismail . """
55826	that made up Septentrionalis Archipelago	that	DET	that	nsubj	beasts	beasts	(17, 21)	('beasts', '.')	At this altitude they were above all but the highest-flying of the thousands of beasts that made up Septentrionalis Archipelago .
55827	that gave the city its name	that	DET	that	nsubj	bird	the bird	(13, 18)	('bird', '.')	its spreading white wings vaguely - but only vaguely - recalling the bird that gave the city its name .
55828	who wanted it , or her	who	PRON	who	nsubj	man	a Christian man	(62, 67)	('Picaro', '.')	By the time Pablo was old enough to think he could run the business himself , old enough to marry the daughter of a musical instrument maker from Tierra Ceniza , their mother was dead , Bianca was thirty , and even if her dowry had been half her father 's business , there was not a Christian man in Rio Picaro who wanted it , or her .
55829	that rode the slopes and ridges	that	DET	that	nsubj	oblong	a dark oblong	(10, 15)	('oblong', ',')	She saw the anemopter 's shadow , a dark oblong that rode the slopes and ridges , ringed by brightness -
55830	who spoke Spanish natively	who	PRON	who	nsubj	one	the only one	(16, 19)	('one', ';')	About half of the poachers were human , but Valadez seemed to be the only one who spoke Spanish natively ; the rest used Sky 's dialect of bazaar Arabic .
55831	that people want	people	NOUN	that	dobj	things	things	(7, 9)	('Sky', ',')	""" There are things on Sky that people want , "" Valadez went on . """
55832	that mine the deep air	that	DET	that	nsubj	companies	The companies	(2, 6)	('companies', 'pay')	The companies that mine the deep air pay some royalties .
55833	that looked like they belonged on a construction site , pipes and cylindrical tanks reminiscent of a brewery or a refinery	they	PRON	that	nsubj	machines	mobile machines	(23, 43)	('machines', '.')	Below them workers , some human , some firija , a handful of other species , were setting up equipment : mobile machines that looked like they belonged on a construction site , pipes and cylindrical tanks reminiscent of a brewery or a refinery .
55834	that Bianca associated with butcher shops	Bianca	VERB	that	mark	smell	a smell	(21, 26)	('smell', '.')	A wind had come up , blowing from the killing ground across the camp , bringing with it a smell that Bianca associated with butcher shops .
55835	which served as armoire , desk , dresser , and drafting table	which	DET	which	nsubj	wife	brother wife	(14, 25)	(',', '-')	Besides her traveling chest - a gift from her older brother 's wife , which served as armoire , desk , dresser , and drafting table - the only furnishings were a woven carpet in the Lagos Grandes style , a hard little bed , and a single wooden chair , not very different from the ones in her room in Punta Aguila .
55836	that dated from before the founding of the London Caliphate	that	DET	that	nsubj	thing	a slow , patient , reliable thing	(49, 58)	('thing', '.')	The system Bianca 's father used to use , to calculate stresses in fabric and metal and wood , to model the flow of air over wings and the variation of pressure and temperature through gasbags , was six centuries old , a slow , patient , reliable thing that dated from before the founding of the London Caliphate .
55837	that never rang	that	DET	that	nsubj	telephones	these extranado telephones	(11, 13)	('telephones', ',')	"She had yet to grow used to these extranado telephones that never rang , but only spoke to her out of the air , or perhaps out of her own head . """
55838	that anchored the after fin 's leading edge : a kilometers - high pillar of flesh , teardrop in cross - section and at least a hundred meters thick	that	DET	that	nsubj	spars	the huge spars	(13, 41)	('spars', '.')	They passed within a few hundred meters of one of the huge spars that anchored the after fin 's leading edge : a kilometers-high pillar of flesh , teardrop in cross-section and at least a hundred meters thick .
55839	that dwarfed all of these , sheets and ribbons of pale material hanging from the branches and draped over the ivy	that	DET	that	nsubj	mass	a whitish mass	(18, 38)	('mass', ',')	There was another anemopter already there , and a pair of aerial tugs - and a whitish mass that dwarfed all of these , sheets and ribbons of pale material hanging from the branches and draped over the ivy , folds of it damming the little stream .
55840	that made her glad of her knee - high boots	her	DET	that	nsubj	water	cold deep water	(24, 33)	('water', '.')	With an audible splash , the anemopter set down , the ramps lowered , and Bianca stepped off into cold ankle-deep water that made her glad of her knee-high boots .
55841	that secured the gasbag to the basket	that	DET	that	nsubj	lines	the lines	(21, 27)	('lines', ',')	The lines used to control the vent flaps were all tangled together , and tangled , too , with the lines that secured the gasbag to the basket , but Bianca could guess how they had worked .
55842	that Bianca guessed	Bianca	PROPN	that	advmod	way	a way	(8, 10)	('way', 'was')	Ismal rippled his arms in a way that Bianca guessed was meant to be an imitation of a human shrug .
55843	who could afford it and shot the rest	who	PRON	who	nsubj	anyone	anyone	(8, 15)	('anyone', '.')	"They 'd have taken bribes from anyone who could afford it and shot the rest . """
55844	that brought Bianca and Fry over the ridge	that	DET	that	nsubj	anemopter	The anemopter	(2, 9)	('anemopter', 'took')	The anemopter that brought Bianca and Fry over the ridge took them back .
55845	who 's alive on Finisterra today	who	PRON	who	nsubj	one	no one	(4, 9)	('one', 'will')	Even though no one who 's alive on Finisterra today will live to see it die .
55846	that came in	that	DET	that	nsubj	work	the work	(34, 36)	('work', '.')	Bianca continued to live in the house after Mlia moved in , even though it was Mlia 's house now , and continued , without credit , to help her brother with the work that came in .
55847	that had been hers ever since she was a girl	she	PRON	that	nsubj	room	the floor room	(26, 35)	('room', ';')	But she retreated over the years , step by step , until the line was drawn at the door of the fourth-floor room that had been hers ever since she was a girl ; and she buried herself in her blueprints and her calculations , and tried to pretend she did n't know what was happening .
55848	that could be hers	that	DET	that	nsubj	world	a world	(5, 8)	('world', ',')	Here was a world that could be hers , too , she sensed , if she wanted it .
55849	whose anatomy permitted them to sit down	anatomy	NOUN	whose	poss	aliens	the aliens	(21, 27)	('aliens', '.')	Chairs for Valadez and the human crew bosses were arranged in a rough semicircle ; with them were the aliens whose anatomy permitted them to sit down .
55850	that would have to be cut out and replaced with a mechanical valve	that	DET	that	nsubj	sphincter	a sphincter	(21, 33)	('sphincter', '.')	Points of pink light brightened all across the projected zaratan 's back , each indicating the position of a sphincter that would have to be cut out and replaced with a mechanical valve .
55851	that made its static fields crawl briefly with purple lightnings and then collapse , as the craft 's material body crashed down in an explosion of earth	body	NOUN	that	nsubj	something	something	(15, 41)	('something', '.')	An anemopter made it as far as the killing ground before being hit by something that made its static fields crawl briefly with purple lightnings and then collapse , as the craft 's material body crashed down in an explosion of earth .
55852	that covers Encantada 's flanks	that	DET	that	nsubj	vegetation	the hanging vegetation	(25, 29)	('vegetation', 'is')	FINISTERRA A hundred meters , two hundred , five hundred - Bianca falls , the wind whipping at her clothes , and the hanging vegetation that covers Encantada 's flanks is a green-brown blur , going gray as it thins , as the zaratan 's body curves away from her .
55853	that makes sense	that	DET	that	nsubj	one	the only one	(9, 11)	('one', ';')	But the wind speed indicator is the only one that makes sense
