	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
8678	who stuck his penny - loafered foot in front of our escape route	who	PRON	who	nsubj	Hardwire	Dr. Hardwire	(5, 17)	(',', '.')	That alerted Dr. Hardwire , who stuck his penny-loafered foot in front of our escape route .
8679	who tell the story Hannah , Tina , Todd and Jay	who	PRON	who	nsubj	People	People	(6, 16)	('People', ':')	Narrators 1 and 2 : People who tell the story Hannah , Tina , Todd and Jay : students at Madison Middle School paramedic Mr. Avery : Madison Middle School 's principal Tina 's mother Ms. Larsen : a gym teacher at Madison Mrs. Smith : chairman of the school board Narrator 1 :
8680	that burned down	that	DET	that	nsubj	sections	the sections	(8, 10)	('sections', '.')	It 'll take months to rebuild the sections that burned down .
8681	that works right	that	DET	that	nsubj	locker	a locker	(11, 13)	('locker', '.')	Well , Hannah ... at least you 'll get a locker that works right .
8682	that proves elusive	that	DET	that	nsubj	diagnosis	a diagnosis	(7, 9)	('diagnosis', ',')	"Chalmers "" desperate search for a diagnosis that proves elusive , and the reactions of his wife , friends , and co-workers , all embellish the metaphor ."
8683	"that said "" Welcome Back Bill ,"	that	DET	that	nsubj	sign	a printed sign	(17, 23)	('sign', 'We')	"Dolores strode from the communications room with a bottle of champagne and a computer-printed sign that said "" Welcome Back Bill ,"
8684	which wrapped around Plymouth 's 12 deluxe offices and afforded a stunning view of the city	which	DET	which	nsubj	windows	the floor hall windows	(14, 29)	(',', '.')	Beyond , sunlight streamed through the floor-to-ceiling hall windows , which wrapped around Plymouth 's 12 deluxe offices and afforded a stunning view of the city .
8685	that had covered the project , national repercussions , biographical highlights of the executives of TEM	that	DET	that	nsubj	media	various news media	(8, 23)	('media', '.')	He continued , mentioning various news media that had covered the project , national repercussions , biographical highlights of the executives of TEM .
8686	that demonstrated increased productivities	that	DET	that	nsubj	columns	various columns	(17, 20)	('graphs', '.')	These he spread out on Bill 's work table , explaining various columns of numbers and graphs that demonstrated increased productivities .
8687	who was a half - mile into his two - mile run and sagging badly	who	PRON	who	nsubj	Hamilton	David Hamilton	(9, 23)	(',', ',')	""" Damn straight , "" panted David Hamilton , who was a half-mile into his two-mile run and sagging badly , his face red and puffy ."
8688	who invited him here	who	PRON	who	nsubj	Lou	Cindy Lou	(8, 11)	(',', '.')	And it was you , Cindy Lou , who invited him here .
8689	that helps you hear	you	PRON	that	nsubj	instrument	an instrument	(20, 23)	('instrument', '.')	"He looks through a telescope at the Whos , "" the word "" telescope "" means a. an instrument that helps you hear ."
8690	that signals danger	that	DET	that	nsubj	letter	the letter	(5, 7)	('letter', ',')	It is not the letter that signals danger , but the missing boot .
8691	who 'd kept it a chained prisoner Narrator 2	who	PRON	who	nsubj	man	the man	(6, 14)	('man', ':')	It leaps at the man who 'd kept it a chained prisoner Narrator 2 : Stapleton screams and falls into the bog , the hound at his throat .
8692	that had come with him	that	DET	that	nsubj	supplies	the supplies	(16, 20)	('supplies', '.')	She clasped his hands a moment longer , then helped him gather up the supplies that had come with him .
8693	who actually possessed the replication and repair equipment	who	PRON	who	nsubj	cyberspecies	replicating cyberspecies	(18, 25)	('cyberspecies', '.')	""" The "" females "" were those members of the self replicating ( or auxonic ) cyberspecies who actually possessed the replication and repair equipment ."
8694	"which clearly said , "" later"	which	DET	which	nsubj	swat	a swat	(9, 14)	('rump', '.')	"but gave him a swat on the rump which clearly said , "" later ."
8695	whom Safira eulogized as Legolas and Daphne	Safira	PROPN	whom	dobj	fatalities	two Logger fatalities	(11, 17)	(',', '.')	In the end , there were two Logger fatalities , whom Safira eulogized as Legolas and Daphne .
8696	which carried her repair nanites	which	DET	which	nsubj	gel	the conductive gel	(9, 13)	('gel', ',')	Already she was secreting around him the conductive gel which carried her repair nanites , while fine manipulator arms at tended to macrorepairs .
8697	"who found the auxons "" fields appetizing"	fields	NOUN	who	nsubj	predators	sensitive predators	(17, 23)	('predators', '.')	"Aside from the tectonic activity there was the sheer bad luck of having magnetic-sensitive predators who found the auxons "" fields appetizing ."
8698	which would serve its purpose and burn out	which	DET	which	nsubj	passion	Not a transient passion	(5, 12)	('passion', '.')	Not a transient passion which would serve its purpose and burn out . . .
8699	which rested in the fern - tufts - vivid green arthropods with meter - wide dragonfly wings ,	which	DET	which	nsubj	scorpionflies	the scorpionflies	(7, 24)	('scorpionflies', 'froglike')	The troupe seemed interested in the scorpionflies which rested in the fern-tufts-vivid green arthropods with meter-wide dragonfly wings , froglike eyes and writhing tails .
8700	which sloped between two buildings	which	DET	which	nsubj	plaza	plaza	(1, 5)	('plaza', '.')	plaza which sloped between two buildings .
8701	that followed	that	DET	that	nsubj	silence	The long silence	(4, 5)	('silence', 'was')	""" The long silence that followed was finally broken by Berdahl 's voice . """
8702	who believe in what we 're doing	we	PRON	who	nsubj	people	the people	(10, 16)	('people', 'are')	You 've arrested my volunteers , but the people who believe in what we 're doing are still out there .
8703	who are coming to stand with you	who	PRON	who	nsubj	people	the people	(9, 15)	('people', '?')	"she said with sorrow "" And the people who are coming to stand with you ?"
8704	which emerged from the tops of their bodies , tapering upward to end in a dozen smaller tentacles	which	DET	which	nsubj	tentacle	the single tentacle	(12, 29)	('tentacle', ';')	"The aliens "" only flexible appendages seemed to be the single tentacle which emerged from the tops of their bodies , tapering upward to end in a dozen smaller tentacles ; each with an eye set an inch or so from the end ."
8705	who agreed wholeheartedly	who	PRON	who	nsubj	Blackmore	Blackmore	(9, 11)	(',', '.')	""" Of course not , "" said Blackmore , who agreed wholeheartedly ."
8706	that counts	that	DET	that	nsubj	thought	the thought	(10, 11)	('thought', '.')	""" It 's not the gift , but the thought that counts ."
8707	that looks like it 's worth the same to give them in return	it	PRON	that	nsubj	trinket	some useless trinket	(21, 33)	('trinket', '.')	"Now all we have to do is find out what they plan to give us , and find some useless trinket that looks like it 's worth the same to give them in return . """
8708	that came through	that	DET	that	nsubj	few	the few	(27, 29)	('few', 'made')	Blackmore read page after page of transcription as they tried to decide what presents to bring , most of them unfortunately tagged untranslatable , but the few that came through made him nearly leap for joy .
8709	who oohed and aahed in delight at the hand - held multiphase faster - than - light transmitter and receiver , the book reader with all seventeen volumes of The Way	who	PRON	who	nsubj	aliens	the aliens	(23, 53)	(',', 'Things')	She took the packages she and Blackmore had placed under the tree earlier in the day and handed them to the aliens , who oohed and aahed in delight at the hand-held multiphase faster-than-light transmitter and receiver , the book reader with all seventeen volumes of The Way
8710	who fell to with vigor	who	PRON	who	nsubj	Fnork	Fnork	(2, 6)	(',', '.')	Fnork , who fell to with vigor .
8711	who were supervising and coordinating the whole thing	who	PRON	who	nsubj	officers	the senior Branch officers	(48, 55)	('officers', '.')	The plan looked so neat and tidy when it was laid out on the map with coloured dots : blue for the lower ranks , red for the Armed Response Unit , green for the likes of yours truly and black for the senior Special Branch officers who were supervising and coordinating the whole thing .
8712	"who decided to code - name the target "" Animal Farm , borrowing the most popular of the derisory nicknames it had accumulated during the surveillance"	it	PRON	who	nsubj	undersecretary	some idiot undersecretary	(16, 41)	('undersecretary', '.')	"Even the Home Office joined in the jokey name game ; it was some idiot undersecretary who decided to code-name the target "" Animal Farm , borrowing the most popular of the derisory nicknames it had accumulated during the surveillance ."
8713	that was my designated objective	that	DET	that	nsubj	office	the office	(11, 15)	('office', '.')	I kept on going , determined to get to the office that was my designated objective .
8714	who 'd given me the water to drink	who	PRON	who	nsubj	female	the female	(10, 17)	('female', '.')	""" Ed 's right , "" said the female who 'd given me the water to drink ."
8715	that left little doubt as to she was talking what kind of human about	she	PRON	that	nsubj	tone	a tone	(13, 26)	('tone', '.')	""" They 're human , "" Alice assured me , in a tone that left little doubt as to what kind of human she was talking about ."
8716	that can make a pig or a don key or a goat	that	DET	that	nsubj	egg	every egg	(14, 25)	('egg', 'can')	We all start out as eggs , Dr. Hitchens , and every egg that can make a pig or a don key or a goat can probably make a human , if it only invests enough effort in shaping the brain and the hand and the backbone .
8717	who made you destroyed their records	you	PRON	who	nsubj	men	the men	(7, 12)	('men', ',')	""" Why do you think the men who made you destroyed their records , Alice ?"
8718	that caught what little fight there was when she smiled	she	PRON	that	nsubj	teeth	even teeth	(10, 19)	('teeth', '.')	, cut to shoulder length , and very even teeth that caught what little fight there was when she smiled .
8719	that mingled in Hemans	that	DET	that	nsubj	emotions	emotions	(9, 12)	"('emotions', '""')"	I could n't measure the exact combination of emotions that mingled in Hemans
8720	that had followed in its wake	that	DET	that	nsubj	models	all the disease - models	(23, 28)	('models', '.')	The precedents for patenting animal genes had , however , been established by the Harvard oncomouse and all the disease-models that had followed in its wake .
8721	which occurred during the course of the police raid on Hollinghurst Manor	which	DET	which	nsubj	deaths	the unfortunate deaths	(33, 44)	('deaths', '.')	""" First of all , Dr. Hemans , "" I said , carefully , "" I 've been asked to apologise on behalf of His Majesty 's Government for the unfortunate deaths which occurred during the course of the police raid on Hollinghurst Manor ."
8722	who knows whether the experiments being carried out at Hollinghurst Manor	who	PRON	who	nsubj	one	the one	(4, 14)	('one', 'were')	You 're the one who knows whether the experiments being carried out at Hollinghurst Manor were illegal , and to what extent .
8723	that requires explanation	that	DET	that	nsubj	deal	a great deal	(5, 7)	('deal', '.')	"there 's a great deal that requires explanation . """
8724	that knows	that	DET	that	nsubj	one	the one	(5, 6)	('one', '.')	""" You 're the one that knows ."
8725	that went with it	that	DET	that	nsubj	responsibility	the responsibility	(17, 20)	('responsibility', '.')	He might have fallen into a godlike role by accident , but he had accepted the responsibility that went with it .
8726	who never published	who	PRON	who	nsubj	ones	the ones	(6, 8)	('ones', ',')	""" You were the ones who never published , "" I pointed out ."
8727	who kept on working in secret	who	PRON	who	nsubj	ones	the ones	(5, 10)	('ones', '.')	""" You were the ones who kept on working in secret . """
8728	who want to turn out imitation human beings	who	PRON	who	nsubj	people	people	(11, 18)	('people', '?')	""" Do you really think the world is full of people who want to turn out imitation human beings ?"
8729	which can take over the work of those controlling genes	which	DET	which	nsubj	mechanism	an alternative control mechanism	(8, 17)	('mechanism', ',')	If you have an alternative control mechanism which can take over the work of those controlling genes , they become redundantand as long as the embryo you 're working with has the stocks of genes required to make all the specialized kinds of cell you need , you can make any kind of an embryo grow into any form you required .
8730	that make us human	us	PRON	that	nsubj	genes	the extra genes	(7, 10)	('genes', '.')	We have to have the extra genes that make us human .
8731	that was already in place	that	DET	that	nsubj	DNA	the pig DNA	(25, 29)	('DNA', '.')	Hemans , Rawlingford , and Bradby did n't need to transplant any human DNA-all they had to do was tweak the pig DNA that was already in place .
8732	who was keeping up	who	PRON	who	nsubj	one	the only one	(10, 13)	('one', ',')	The permanent under-secretary was the only one who was keeping up , after his own crude fashion .
8733	who picked you up and dragged you down the stairs	who	PRON	who	nsubj	ones	the ones	(5, 14)	('ones', '.')	""" They were the ones who picked you up and dragged you down the stairs ."
8734	who invent things in their garages anymore	who	PRON	who	nsubj	people	people	(5, 11)	('people', '.')	No one believes in people who invent things in their garages anymore .
8735	that was a change in the world	that	DET	that	nsubj	time	the first time	(10, 16)	('there', ',')	I ca n't recall the first time I noticed there that was a change in the world , because I guess it came on too gradually , like winter sometimes .
8736	that 's fit to print	that	DET	that	nsubj	news	All the news	(3, 7)	('news', '?')	All the news that 's fit to print ?
8737	that 's fit to print	that	DET	that	nsubj	omissions	All the omissions	(5, 9)	('errors', '-')	All the omissions and errors that 's fit to print-
8738	who use the sparkers	who	PRON	who	nsubj	ones	the ones	(4, 7)	('ones', ',')	They 're the ones who use the sparkers , and they make and run the interstellar ships .
8739	who laughed at him with lolling tongues	who	PRON	who	nsubj	Folk	the Folk	(21, 27)	(',', ',')	Then he made his circuitous way toward the bar , shying wide of aliens , way wide of the Folk , who laughed at him with lolling tongues , like a pack of wolves with their heads on upside down .
8740	who had watched their alien companions all	who	PRON	who	nsubj	Chirpsithra	Five Chirpsithra	(3, 9)	('Chirpsithra', 'go')	Five Chirpsithra who had watched their alien companions all go away , now gathered around the big table with the aquarium in the center .
8741	that might find him ugly	that	DET	that	nsubj	Jumbo	a Low Jumbo	(8, 12)	('eyes', '?')	Was he a Low Jumbo avoiding eyes that might find him ugly ?
8742	that would point to energy for industrial purposes	that	DET	that	nsubj	knowledge	knowledge	(5, 12)	('knowledge', '.')	""" I seek knowledge that would point to energy for industrial purposes ."
8743	that measures vacuum energy	that	DET	that	nsubj	experiment	an experiment	(6, 9)	('experiment', '.')	The Casimir effect is an experiment that measures vacuum energy .
8744	who find a way to attain the energy of the vacuum	who	PRON	who	nsubj	engineers	engineers	(4, 14)	('engineers', '.')	Then think of engineers who find a way to attain the energy of the vacuum .
8745	that fall out of mathematical formulations	that	DET	that	nsubj	energies	The huge vacuum energies	(4, 9)	('energies', 'need')	The huge vacuum energies that fall out of mathematical formulations need n't be taken seriously .
8746	that is too uniform to form galaxies	that	DET	that	nsubj	Universe	a Universe	(12, 18)	('Universe', '.')	Current attempts to model the early Universe usually give us a Universe that is too uniform to form galaxies .
8747	who could read one thousand years ago	who	PRON	who	nsubj	people	fewer people	(10, 16)	('people', '.')	for there were very few books and fewer people who could read one thousand years ago .
8748	that might indicate embarrassment	that	DET	that	nsubj	anything	anything	(12, 15)	('else', '.')	He did n't dart to the side or do anything else that might indicate embarrassment .
8749	that she felt for Sam , the man she had bickered with since day one about his noisy habits and ungodly hours	she	PRON	that	mark	lust	this sudden lust	(13, 34)	('lust', ',')	She was never one for casual sex , but this sudden lust that she felt for Sam , the man she had bickered with since day one about his noisy habits and ungodly hours , floored her .
8750	that was becoming more and more famous by the minute	that	DET	that	nsubj	list	the list	(3, 12)	('list', '.')	the list that was becoming more and more famous by the minute .
8751	that helps millions of nonreading women pin the literacy skills they need to help themselves and their families	they	PRON	that	nsubj	organization	an organization	(17, 34)	('organization', '.')	Now , we will donate 15 percent of sales to Literacy Partners , Inc. , an organization that helps millions of nonreading women pin the literacy skills they need to help themselves and their families .
8752	who uses a wheelchair	who	PRON	who	nsubj	person	every person	(10, 13)	('person', 'and')	There 's no way anyone could have met every person who uses a wheelchair and found out they 're all useless , so the person is making the statement based on a prejudgment .
8753	that relate to prejudice	that	DET	that	nsubj	words	some other words	(9, 12)	('words', '?')	Mrs. Paulson : Can you list some other words that relate to prejudice ?
8754	who wear glasses	who	PRON	who	nsubj	people	people	(4, 6)	('people', 'are')	Lots of times people who wear glasses are seen as being geeky on TV and in the movies .
8755	who are different from you	who	PRON	who	nsubj	people	people	(9, 13)	('people', '.')	* Try to communicate and work together with people who are different from you .
8756	who like themselves	who	PRON	who	nsubj	people	people	(11, 13)	('people', 'are')	* Work on increasing your own self-esteem since people who like themselves are less likely to be prejudiced .
8757	who do	who	PRON	who	nsubj	those	those	(9, 10)	('those', '.')	jokes , and do n't put up with those who do .
8758	who makes a prejudiced remark	who	PRON	who	nsubj	someone	someone	(5, 9)	('someone', ',')	If you 're with someone who makes a prejudiced remark , tell him what he did is wrong and can hurt someone .
8759	who are bigots	who	PRON	who	nsubj	friends	friends	(5, 7)	('friends', '.')	You do n't need friends who are bigots .
8760	that define you	that	DET	that	nsubj	groups	many groups	(10, 12)	('of', '.')	Write down as many groups as you can think of that define you .
8761	who used to have a semi - respectable job as a shoemaker 's assistant	who	PRON	who	nsubj	elf	an elf	(4, 17)	('elf', '.')	He was an elf who used to have a semi-respectable job as a shoemaker 's assistant .
8762	that I hear some people	I	PRON	that	pobj	something	something	(12, 16)	('something', ',')	Besides , it 's against my principles to pay for something that I hear some people , somewhere , are getting for free .
8763	who had either information about Speedy or breasts	who	PRON	who	nsubj	somebody	somebody	(7, 14)	('somebody', '.')	I was hoping it would be somebody who had either information about Speedy or breasts .
8764	that happened here under your roof	that	DET	that	nsubj	murder	the murder	(13, 18)	('murder', '.')	"cuz right now I need to hear what you know about the murder that happened here under your roof . """
8765	who had sown a lot of wild oats in his day as well	who	PRON	who	nsubj	spokesperson	another spokesperson	(8, 20)	('spokesperson', '.')	She was actually married to another spokesperson who had sown a lot of wild oats in his day as well .
8766	that had to register at least an 8.5 on the Richter Scale	that	DET	that	nsubj	headache	a headache	(12, 23)	('headache', '.')	I WOKE UP FACE-DOWN between bloody sheets with a headache that had to register at least an 8.5 on the Richter Scale .
8767	which tasted a heck of a lot like dog food	which	DET	which	nsubj	omelet	my western omelet	(11, 20)	(',', '.')	Hair of the dog to go with my western omelet , which tasted a heck of a lot like dog food .
8768	that nobody wanted him around	nobody	PRON	that	mark	mutt	the ugly mutt	(9, 13)	('mutt', '.')	Surely it must occur to the ugly mutt that nobody wanted him around .
8769	who had killed my friend Speedy	who	PRON	who	nsubj	doubt	a doubt	(7, 12)	('doubt', '.')	I knew now without a doubt who had killed my friend Speedy .
8770	that would give me a clear shot at the mangy son of a bitch	that	DET	that	nsubj	angle	an angle	(7, 20)	('angle', '.')	I could n't find an angle that would give me a clear shot at the mangy son of a bitch .
8771	that did this to Speedy	that	DET	that	nsubj	puppy	a sick puppy	(13, 17)	"('""', '?')"	"Do n't you remember me telling you it was a sick puppy "" that did this to Speedy ?"
8772	that marked the frontier of habitability -	that	DET	that	nsubj	band	a broad , dark , algal band	(26, 32)	('band', 'unless')	briskly to the spongy edge of the marsh , and then proceeded upstream , keeping to the left of a broad , dark , algal band that marked the frontier of habitability-unless , she reflected , one were either human or a lichen .
8773	who has a hobby	who	PRON	who	nsubj	person	the only person	(7, 10)	('here', '.')	""" Youre the only person here who has a hobby . """
8774	that formed and dissipated in vain	that	DET	that	nsubj	Clouds	Clouds	(1, 6)	('Clouds', '.')	Clouds that formed and dissipated in vain .
8775	who 's as slim , graceful , blonde , and sought -	who	PRON	who	nsubj	anybody	anybody	(30, 41)	('anybody', 'after')	"Wheeler put a smile on her face and said , with all the good humor she could muster , "" I have only minimal sympathy for the problems of anybody who 's as slim , graceful , blonde , and sought-after as yourself . """
8776	who took her own work quite seriously	who	PRON	who	nsubj	Wheeler	Wheeler	(2, 8)	(',', ',')	Wheeler , who took her own work quite seriously , could not help feeling puritanical .
8777	she was still capable that of sexual envy and jealousy	she	PRON	that	pobj	discovery	The discovery	(3, 12)	('discovery', 'came')	The discovery that she was still capable of sexual envy and jealousy came as a very rude shock to Wheeler .
8778	who curse spacetime for not opening up in the Mesozoic or the time of the early hominids or whenever	who	PRON	who	nsubj	thousands	thousands	(9, 27)	(',', '.')	here there 're hundreds back home , thousands , who curse spacetime for not opening up in the Mesozoic or the time of the early hominids or whenever .
8779	that somewhat resembled	that	DET	that	nsubj	arthropod	a legged arthropod	(14, 16)	('arthropod', ',')	She recognized the creature as a trigonotarbid , a ten-legged arthropod that somewhat resembled , but was not , a spider .
8780	that pointed seaward	that	DET	that	nsubj	finger	a finger	(24, 26)	('rock', '.')	She lugged this cargo , panting and perspiring , to the heights behind the camp and erected the easel on a finger of rock that pointed seaward .
8781	that created the present world	that	DET	that	nsubj	disaster	the disaster	(14, 18)	('disaster', '.')	Fanatics , invading the past to prevent the Time of Troubles , the disaster that created the present world .
8782	who had become a cop without believing the basic truths of cophood	who	PRON	who	nsubj	man	The man	(3, 14)	('man', '.')	The man who had become a cop without believing the basic truths of cophood .
8783	who built the last one	who	PRON	who	nsubj	guys	the guys	(4, 8)	('guys', ',')	Kathmann executed the guys who built the last one , so you 'll have to assemble a new team .
8784	who are n't	who	PRON	who	nsubj	those	those	(2, 4)	('those', '.')	"Execute those who are n't . """
8785	who 'd gained everyone 's love by closing the White Chamber and opening the doors of the prisons	who	PRON	who	nsubj	chief	the security chief	(14, 31)	('chief', '.')	to do it under the leadership of General Yamashita-the security chief who 'd gained everyone 's love by closing the White Chamber and opening the doors of the prisons .
8786	who kept society in order through justice	who	PRON	who	nsubj	man	this strong man	(13, 19)	(',', ',')	Nobody in Ulanor the Worldcity was more popular than this strong man , who kept society in order through justice , not cruelty !
8787	who would be his competitors	who	PRON	who	nsubj	men	the young men	(25, 29)	('women', '.')	For the next month he was up before dawn every morning , working out in the campus gymnasium with the young men and women who would be his competitors .
8788	who dwelt in the tunnels	who	PRON	who	nsubj	men	all the men	(6, 10)	('women', ',')	Like all the men and women who dwelt in the tunnels , he was bald and muscular .
8789	that followed insertion of his control chip and the little explosive sphere of synthetic neurotoxin	that	DET	that	nsubj	headache	the blinding headache	(6, 20)	('headache', '.')	He still remembered the blinding headache that followed insertion of his control chip and the little explosive sphere of synthetic neurotoxin .
8790	who threw wastewater on a robot guard in an attempt to short it out	who	PRON	who	nsubj	convict	A woman convict	(3, 16)	('convict', 'went')	A woman convict who threw wastewater on a robot guard in an attempt to short it out went down like a poleaxed cow within a meter of him and the guard dragged her away by the ankles .
8791	that brought you to Calisto	that	DET	that	nsubj	errors	the errors	(6, 10)	('errors', '?')	"Have you reflected on the errors that brought you to Calisto ? """
8792	that monitored a variety of physical reactions	that	DET	that	nsubj	chair	a chair	(11, 17)	('chair', '.')	For the interview Ya7326 sat in a senzit , a chair that monitored a variety of physical reactions .
8793	that he knew the box was reading from the senzit	box	NOUN	that	mark	tension	increased tension	(12, 21)	('tension', '.')	""" <p> Despite everything , he felt increased tension that he knew the box was reading from the senzit ."
8794	who subjected you to shosho and later sent you to prison	who	PRON	who	nsubj	authorities	the authorities	(8, 18)	('authorities', '?')	""" Do you desire revenge against the authorities who subjected you to shosho and later sent you to prison ? """
8795	who used to wrestle	who	PRON	who	nsubj	Mongol	Then the powerful young Mongol	(5, 8)	('Mongol', '/and')	Then the powerful young Mongol who used to wrestle /and
8796	that had been so disastrous for Lian	that	DET	that	nsubj	Fizik6l	the Fizik6l	(24, 30)	('Fizik6l', '.')	Instead , he celebrated his twentieth birthday with his first trip through the wormholes- just a year to the day after the Fizik6l that had been so disastrous for Lian .
8797	that ran the show	that	DET	that	nsubj	mashina	the mashina	(11, 14)	('mashina', '.')	Behind a shield , techs watched the monitors of the mashina that ran the show .
8798	that carried him into the cylinder	that	DET	that	nsubj	slide	the metal slide	(25, 30)	('slide', '.')	<p> Carrying a small hand control to signal for his return , Maks relaxed and listened to the hum of the metal slide that carried him into the cylinder .
8799	that marked the Big Bang - like burst of photons created by the sudden torsion of spacetime	that	DET	that	nsubj	flash	the intense flash	(22, 38)	('light', '.')	He adjusted opaque goggles over his eyes to prevent retinal damage , and felt rather than saw the intense flash of light that marked the Big Bang-like burst of photons created by the sudden torsion of spacetime .
8800	that almost stopped his heart	that	DET	that	nsubj	something	something	(22, 26)	('something', '.')	For long minutes he stared down with some unsayable emotion at the world of a year ago - then saw something that almost stopped his heart .
8801	that followed	that	DET	that	nsubj	week	the day week	(9, 10)	('week', ',')	For the whole of the ten-day week that followed , Maks waited to hear he 'd been plowed in .
8802	that sagged as if there was no body inside	that	DET	that	nsubj	overalls	shapeless overalls	(4, 12)	('overalls', '.')	She wore shapeless overalls that sagged as if there was no body inside .
8803	who breaks my law	who	PRON	who	nsubj	He	He	(5, 8)	('He', 'will')	"Such as : "" He who breaks my law will vanish like an arrow among reeds . """
8804	who recognized him	who	PRON	who	nsubj	guard	a guard	(6, 8)	('guard', '.')	"So , "" said a guard who recognized him ."
8805	that occupied the former White Chamber	that	DET	that	nsubj	agency	the small agency	(21, 26)	('agency', '.')	By offering free samples , Vray managed to capture the likeness of a number of civilian employees of the small agency that occupied the former White Chamber .
8806	that billed itself as the Academy of Beauty and turned herself into a skilled cosmetician	that	DET	that	nsubj	school	a school	(17, 31)	('school', '.')	<p> Getting too old to live by whoring , she 'd gone to a school that billed itself as the Academy of Beauty and turned herself into a skilled cosmetician .
8807	that looked like toys in their massive fists	that	DET	that	nsubj	weapons	kilo impact weapons	(15, 22)	('weapons', '.')	Every one of them clanked in cartridge belts and fingered five-kilo impact weapons that looked like toys in their massive fists .
8808	that matter	that	DET	that	nsubj	tests	the only tests	(6, 7)	('tests', '.')	""" Those are the only tests that matter ."
8809	that interested him	that	DET	that	nsubj	inscription	an inscription	(9, 11)	('inscription', ',')	""" While Mogul paused to take down an inscription that interested him , a seething Maks walked into what had certainly been a torture chamber ."
8810	that seemed to have sprung out of the walls	that	DET	that	nsubj	Darksider	an immense Darksider	(8, 16)	('Darksider', 'lurch')	He spun around to see an immense Darksider that seemed to have sprung out of the walls lurch toward him , swinging a huge spiked club over its head .
8811	who disgraced the midcentury	who	PRON	who	nsubj	run	the long run	(26, 29)	('Presidents', '.')	<p> To Maks 's surprise , the current President , Derrick Minh Smith , was a break from the long run of Decadent Presidents who disgraced the midcentury .
8812	that led to the Troubles	that	DET	that	nsubj	rivalries	the rivalries	(12, 16)	('rivalries', '.')	America seemed to have had nothing to do with fanning the rivalries that led to the Troubles .
8813	who battled each other in the streets	who	PRON	who	nsubj	armies	private armies	(12, 18)	('thugs', '.')	Political parties had multiplied , fielding private armies of agitators and thugs who battled each other in the streets .
8814	that drifted with the wind	that	DET	that	nsubj	gas	an irritant gas	(13, 17)	('gas', 'and')	Odd-looking aircraft buzzed like big wasps , dropping an irritant gas that drifted with the wind and forced the two surfers to go to their room and sit there , sweating , with closed windows .
