	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
46405	who still watched the fire	who	PRON	who	nsubj	aliens	The aliens	(3, 7)	('aliens', 'trilled')	The aliens who still watched the fire trilled , and Youngha thought they sounded more than a little annoyed .
46406	that will burn	that	DET	that	nsubj	lander	the lander	(7, 9)	('lander', '.')	There 's nothing around the lander that will burn .
46407	that had been nothing but desiccated skeletons	that	DET	that	nsubj	plants	plants	(5, 11)	('plants', 'were')	Around her , plants that had been nothing but desiccated skeletons were in bloom .
46408	that had slid down the bridge of his nose	that	DET	that	nsubj	glasses	rimmed glasses	(24, 32)	('glasses', '.')	"Hard to believe another summer 's gone , "" he said , extending an index finger to readjust die horn-rimmed glasses that had slid down the bridge of his nose ."
46409	that always seemed to be dangling in front of his eyes	that	DET	that	nsubj	strand	the strand	(14, 24)	('hair', '.')	He aimed a puff of air at the strand of straight blond hair that always seemed to be dangling in front of his eyes .
46410	that had made up Girls HuT and Boys Hill , with the dining hall in the valley between them	that	DET	that	nsubj	land	The pristine land	(4, 22)	('land', ',')	The pristine land that had made up Girls HuT and Boys Hill , with the dining hall in the valley between them , had been preserved as a neighborhood park .
46411	who had issued the edict banning this summer 's senior raid	who	PRON	who	nsubj	owners	the camp owners	(17, 27)	('owners', '.')	The rest of our bunkmates had decided not to chance the wrath of the camp owners who had issued the edict banning this summer 's senior raid .
46412	who pushed us to the edge of trouble but never let us faU in	us	PRON	who	nsubj	kid	the tough kid	(9, 22)	('kid', '.')	same thing as I was : the tough kid who pushed us to the edge of trouble but never let us faU in .
46413	which glowed a faint tint of blue at the effort	which	DET	which	nsubj	head	the motionless head	(20, 29)	(',', '.')	The man knelt over Jeffrey and raised his left hand , scanning it over the motionless head and torso , which glowed a faint tint of blue at the effort .
46414	that continued to shield his face from us	that	DET	that	nsubj	angle	an angle	(30, 37)	('angle', ',')	At the very same moment , the man stood his six-and-a-half-foot frame upright , turned back toward the woods at an angle that continued to shield his face from us , and disappeared calmly into the woods with the wolf loping along behind .
46415	who looked more frightened than most of the children	who	PRON	who	nsubj	bottles	Dew bottles	(46, 54)	(',', '.')	It stopped a dozen yards away and by the time my retinas had recovered enough to allow me to focus , we were surrounded by a mob of counselors , campers , and two gray-haired security guards with glasses like Mountain Dew bottles , who looked more frightened than most of the children .
46416	that had changed our lives	that	DET	that	nsubj	day	the day	(14, 18)	('day', '.')	and I sat under die oak in sUence , thinking about the day that had changed our lives .
46417	that conveyed a complete disregard for the constraints of time	that	DET	that	nsubj	deliberateness	a deliberateness	(9, 18)	('deliberateness', ',')	He sauntered up to the desk with a deliberateness that conveyed a complete disregard for the constraints of time , and sat .
46418	that was contrary to any	that	DET	that	nsubj	voice	an authoritative , timbred voice	(15, 19)	('voice', 'I')	""" My name , "" the man started in an authoritative , deeply timbred voice that was contrary to any I would have imagined coming out of him , and I had imagined a great deal about this man over the years , "" is not Zile , but it 's best for both of us if you do not know my true identity ."
46419	who revived you	who	PRON	who	nsubj	one	the one	(4, 6)	('one', '.')	"I was the one who revived you . """
46420	that entertainers do	entertainers	NOUN	that	dobj	notoriety	the notoriety	(9, 11)	('notoriety', ',')	""" Physicists generally do n't get the notoriety that entertainers do , but Feynman was a star in his world , went on to win a Nobel prize ."
46421	that got my attention	that	DET	that	nsubj	meteorites	those meteorites	(20, 23)	('meteorites', ',')	""" I never saw anything alien other than a bunch of meteorites , but it was one of those meteorites that got my attention , a small iridescent hunk of blue metal , more dense than anything I 'd ever handled ."
46422	that allowed us to construct the basic building block we needed to fabricate complex nanostructures	we	PRON	that	nsubj	property	a unique property	(5, 19)	('property', '.')	"It had a unique property that allowed us to construct the basic building block we needed to fabricate complex nanostructures . """
46423	that could analyze and repair damage to any ceU in the body	that	DET	that	nsubj	machine	a microscopic machine	(32, 43)	('machine', '.')	"By the mid- ' 70s , more than two decades before Freitas published his blueprints for the first medical nanorobots , I already had a working prototype , a microscopic machine that could analyze and repair damage to any ceU in the body . """
46424	that could measure life signs -	that	DET	that	nsubj	scanner	a hand scanner	(8, 13)	('scanner', 'pulse')	""" I had developed a hand scanner that could measure life signs -"
46425	that folded out from the top	that	DET	that	nsubj	handle	a black plastic handle	(19, 24)	('handle', '.')	They were each about a foot long , ribbed along the sides , and with a black plastic handle that folded out from the top .
46426	who can make your lives miserable	lives	NOUN	who	nsubj	people	people	(13, 18)	('people', '.')	""" People will be pretty curious where you got these , people who can make your lives miserable ."
46427	that will take it public	that	DET	that	nsubj	company	the company	(3, 7)	('company', '.')	"the company that will take it public . """
46428	who landed in our emergency room	who	PRON	who	nsubj	schizophrenic	a insane schizophrenic	(17, 22)	('schizophrenic', '.')	I was in a rush because I had to oversee the transfer of a criminally insane schizophrenic who landed in our emergency room .
46429	that looked squalid under the too - bright ceiling lights	that	DET	that	nsubj	walls	waterstained walls	(4, 13)	('walls', '.')	It had waterstained walls that looked squalid under the too-bright ceiling lights .
46430	who made their seven - year - old sit in the center of the back seat	who	PRON	who	nsubj	parents	parents	(9, 24)	('parents', '.')	The kind of profile you 'd expect given parents who made their seven-year-old sit in the center of the back seat .
46431	that meant Cajun	that	DET	that	nsubj	Round	Round	(2, 4)	('here', '.')	Round here that meant Cajun .
46432	that glared out at us from the kitchen counter	that	DET	that	nsubj	television	the television	(28, 36)	('television', '.')	When we sat down and put napkins on our laps , she grabbed the remote - always lying somewhere on the kitchen table- and turned on the television that glared out at us from the kitchen counter .
46433	that she is several people	she	PRON	that	mark	delusion	The delusion	(3, 7)	('delusion', '.')	The delusion that she is several people .
46434	that read BRIANNA	that	DET	that	nsubj	tag	a name tag	(25, 27)	('tag', '.')	I sat at the bar and ordered the fried chicken , some pie , and a coffee from a smiling waitress with a name tag that read BRIANNA .
46435	which wanted to return the criminally insane schizophrenic to us	which	DET	which	nsubj	jail	the county jail	(13, 22)	(',', '.')	""" I had to battle the next day with the county jail , which wanted to return the criminally insane schizophrenic to us ."
46436	that covered her right wrist and palm	that	DET	that	nsubj	cast	the cast	(25, 31)	('cast', '.')	During our session in the morning , she had struggled to fill out some written tests , trying to grip the pencil around the cast that covered her right wrist and palm .
46437	who clutched a briefcase	who	PRON	who	nsubj	suit	a suit	(10, 13)	('suit', '.')	She paced before a seated heavy man in a suit who clutched a briefcase .
46438	that are purely beneficial	that	DET	that	nsubj	Mutations	Mutations	(1, 4)	('Mutations', 'are')	Mutations that are purely beneficial are rare .
46439	that shows a wireless connection going	connection	NOUN	that	nsubj	microphone	"their right "" ear "" microphone"	(16, 21)	('microphone', '.')	"This model of robot has a tiny LED light by their right "" ear "" microphone that shows a wireless connection going ."
46440	who live over by her	who	PRON	who	nsubj	kids	my school kids	(11, 15)	(',', ',')	""" We invited a couple of my nursery school kids , who live over by her , to come to the party . """
46441	which must balance with their natural advantage	which	DET	which	nsubj	part	my part	(11, 17)	(',', ':')	eyes requires some grasp of things on my part , which must balance with their natural advantage : superior knowledge of all things new and trendy .
46442	who 's around twelve years old	who	PRON	who	nsubj	Delores	cried Delores	(3, 8)	(',', '.')	cried Delores , who 's around twelve years old .
46443	which resembles a mourning dove	which	DET	which	nsubj	bird	my spy bird	(10, 14)	(',', '.')	The kids did n't know about my spy bird , which resembles a mourning dove .
46444	who was , impossibly , wearing a smile	who	PRON	who	nsubj	Mek	Mek	(6, 13)	(',', '.')	Then she looked at Mek , who was , impossibly , wearing a smile .
46445	who 'd hired her to research this whole cross - training shebang	who	PRON	who	nsubj	people	the people	(16, 27)	('people', '.')	Alice would be glad to hear about Mek 's resourcefulness , as would the people who 'd hired her to research this whole cross-training shebang .
46446	which are usually more slender	which	DET	which	nsubj	robots	household robots	(7, 11)	(',', '.')	Mek looks different from household robots , which are usually more slender .
46447	who think robots are cool	robots	NOUN	who	nsubj	folks	folks	(10, 14)	('folks', ',')	"He held a bag of candy , given by folks who think robots are cool , or maybe were n't sure if it was an elaborate costume . """
46448	who looked grateful for the evening to herself	who	PRON	who	nsubj	mother	their mother	(12, 19)	(',', '.')	I saw Dolores and Lara into the hands of their mother , who looked grateful for the evening to herself .
46449	who knows the relevant terminology and variables	who	PRON	who	nsubj	stiff	A working stiff	(4, 10)	('stiff', ',')	""" A working stiff who knows the relevant terminology and variables , "" Alice reminded me . """
46450	who get extra	who	PRON	who	nsubj	people	Legendary people	(2, 4)	('people', ',')	Legendary people who get extra , what , attention ?
46451	who shows up	who	PRON	who	nsubj	everybody	everybody	(18, 20)	('everybody', '.')	"The county fair is hosting a big political event , and the major candidates insist on feeding everybody who shows up . """
46452	who 'd brought additional chairs	who	PRON	who	nsubj	guy	the guy	(12, 16)	('guy', '.')	More vehicles crowded into the area , boxing in the guy who 'd brought additional chairs .
46453	that slide down vertically	that	DET	that	nsubj	kind	the kind	(11, 14)	('kind', ',')	A few of its dark-tinted windows , the kind that slide down vertically , were open a crack .
46454	who tried	who	PRON	who	nsubj	anyone	anyone	(26, 27)	('anyone', '.')	Between my truck and the next , the space was too narrow for people to hang around , and the other drivers would chase away anyone who tried .
46455	who Doll Box	who	PRON	who	nsubj	man	another man	(13, 15)	(',', 'identified')	Inside his luxurious bus , the mayor was talking to another man , who Doll Box identified as a top aide .
46456	that poured from inside	that	DET	that	nsubj	air	the frigid air	(13, 16)	('air', '.')	The rear close-up camera showed him basking in the frigid air that poured from inside .
46457	that lacked dry ice	that	DET	that	nsubj	manifest	the freight manifest	(18, 21)	('manifest', '.')	Doll Box helpfully provided Sir Parsifal with copies of the video and communications , plus the freight manifest that lacked dry ice .
46458	which they gobbled in a hurry	they	PRON	which	dobj	popcorn	popcorn	(3, 8)	(',', '.')	popcorn , which they gobbled in a hurry .
46459	who understands	who	PRON	who	nsubj	someone	someone	(10, 11)	('someone', '.')	""" It 's refreshing to talk about it with someone who understands ."
46460	that sent it to the ceiling	that	DET	that	nsubj	button	the button	(15, 20)	('button', '.')	Two kids climbed atop the antigravity unit , laughing while another kid punched the button that sent it to the ceiling .
46461	that attached to a couple of dozen branches in the top two - thirds of the redwood	that	DET	that	nsubj	cables	cables	(11, 27)	('cables', ',')	The sky-crane sUd into place overhead , lowered cables that attached to a couple of dozen branches in the top two-thirds of the redwood , then
46462	who shook it	who	PRON	who	nsubj	Johnson	Johnson	(7, 9)	(',', '.')	"He offered his hand to Johnson , who shook it . """
46463	that 's certain to arrive some time or other	that	DET	that	nsubj	train	a train	(7, 15)	('train', ',')	It 's like waiting for a train that 's certain to arrive some time or other , and you 'd prefer other ; you would n't be upset if the tracks were out , t' other side of the river .
46464	that belongs to nature	that	DET	that	nsubj	ordinary	the ordinary	(6, 9)	('ordinary', '.')	and then there is the ordinary that belongs to nature .
46465	that belongs to nature	that	DET	that	nsubj	ordinary	the ordinary	(13, 16)	('ordinary', '.')	It 's not there are miracles , and then there is the ordinary that belongs to nature .
46466	that Chaim David , as plain David	that	SCONJ	that	nsubj	firm	the firm	(37, 43)	('firm', ',')	and so he can put his head out the window and see the Diana Ross Playground and park beyond , can read his morning paper , a gentleman of leisure , while his nephew runs the firm that Chaim David , as plain David , sweated over for forty years .
46467	which has been on the salty side of salt and pepper for years	which	DET	which	nsubj	hair	His hair	(4, 16)	(',', ',')	His hair , which has been on the salty side of salt and pepper for years , seems to be growing out more pepper than salt .
46468	who 's finishing a law degree at UCLA	who	PRON	who	nsubj	Sid	Sid	(14, 21)	(',', '.')	IN EARLY MAY he flies to California to spend time with Sid , who 's finishing a law degree at UCLA .
46469	that drips from speakers in every room	that	DET	that	nsubj	music	oh , her sugary , flowing music	(8, 14)	('music', '!')	But oh , her sugary , flowing music that drips from speakers in every room !
46470	who cares about a suntan	who	PRON	who	nsubj	Rabbi	-But Rabbi	(3, 7)	(',', '?')	-But Rabbi , who cares about a suntan ?
46471	who 's the fake	who	PRON	who	nsubj	rabbi	the rabbi	(7, 10)	('rabbi', '.')	Or maybesuppose it 's not the rabbi who 's the fake .
46472	that fished	that	DET	that	nsubj	leprechaun	a leprechaun	(6, 7)	('leprechaun', '?')	Who ever heard of a leprechaun that fished ?
46473	that looked like green beans run over by a steamroller	that	DET	that	nsubj	something	something	(12, 21)	('something', '.')	"A girl with braces was pointing at a pan full of something that looked like green beans run over by a steamroller . """
46474	who 'd asked for snow peas	who	PRON	who	nsubj	boy	the boy	(6, 11)	('boy', '.')	"It belonged to the boy who 'd asked for snow peas . """
46475	who 'd asked for snow peas and read the poem	who	PRON	who	nsubj	boy	the boy	(15, 24)	('boy', '.')	It was a while before I looked up and noticed Wyatt , the boy who 'd asked for snow peas and read the poem .
46476	that 's coming out this weekend	that	DET	that	nsubj	movie	the panda movie	(8, 13)	('movie', '.')	""" It 's from the panda movie that 's coming out this weekend . """
46477	that showed my reflection	that	DET	that	nsubj	blouse	a black blouse	(31, 34)	('Janes', '.')	I dressed for the funeral carefully in the clothes my mother had picked - a black blouse , black corduroy pants , soft black cardigan , and shiny black Mary Janes that showed my reflection .
46478	that looked like a nose sticking out from a big wooden box	that	DET	that	nsubj	distance	the distance	(7, 18)	('distance', '.')	My eyes saw something in the distance that looked like a nose sticking out from a big wooden box .
46479	who has been the object of Mr. Sully 's attention	who	PRON	who	nsubj	girl	the girl	(6, 15)	('girl', '.')	""" I watch the girl who has been the object of Mr. Sully 's attention ."
46480	that we ask	we	PRON	that	dobj	pieces	the pieces	(8, 10)	('exercises', '.')	The beginners play the pieces and exercises that we ask .
46481	who has none in her case	who	PRON	who	nsubj	Katrina	Katrina	(7, 12)	(',', '.')	Owen is sharing his with Katrina , who has none in her case .
46482	who had broken a string the first week of class	who	PRON	who	nsubj	girl	a girl	(5, 14)	('girl', ',')	Amelia , a girl who had broken a string the first week of class , holds her threefourths-sized bow up against Genevieve 's half-sized bow .
46483	that 's a combination of alto recorder and an adolescent soprano	that	DET	that	nsubj	timbre	a timbre	(11, 21)	('timbre', ',')	At first , the tone is straight , with a timbre that 's a combination of alto recorder and an adolescent soprano , humming .
46484	which felt to her as familiar and nurturing as her mother 's embrace	which	DET	which	nsubj	Cooper	Cooper	(14, 26)	(',', '.')	THERE WAS among the other little girls a desperate yearning to please Cooper , which felt to her as familiar and nurturing as her mother 's embrace .
46485	who believed all children	who	PRON	who	nsubj	teachers	teachers	(4, 7)	('teachers', 'should')	and urgings from teachers who believed all children should be friends in a vast continuum around the earth
46486	that she seemed popular	she	PRON	that	mark	satisfaction	some satisfaction	(19, 22)	('satisfaction', ',')	COOPER 'S PARENTS barely registered their daughter 's status , only noting to each other with some satisfaction that she seemed popular , was invited to the bat mitzvahs of girls several years her senior , and had many friends .
46487	who had married successful men and lived in expansive apartments in an exclusive part of town	who	PRON	who	nsubj	I.M.G.	I.M.G.	(7, 22)	(',', ',')	s , or I.M.G. 's , who had married successful men and lived in expansive apartments in an exclusive part of town , and so would n't matriarchs be adept at spotting their offs
46488	who could see in her daughter 's	who	PRON	who	nsubj	Sara	Sara	(8, 14)	(',', 'sometimes')	And so it was for Sara , who could see in her daughter 's
46489	who could have	who	PRON	who	nsubj	type	The type	(3, 5)	('type', 'a')	The type who could have a featured-in-Vogue run through New York society-
46490	who always wished them a good day at school , alongside the restaurants still shuttered , to the market where her father would buy her an avocado sushi roll for lunch , and finally to drop - off , where she would take up her position by the gate and wait with a few select peers for Heather , their teacher , to gather them for class	she	PRON	who	nsubj	guard	the security guard	(26, 92)	('guard', '.')	THERE WAS a pleasing rhythm to Cooper 's life , from the walk with her sister and father down Greenwich , past the security guard who always wished them a good day at school , alongside the restaurants still shuttered , to the market where her father would buy her an avocado sushi roll for lunch , and finally to drop-off , where she would take up her position by the gate and wait with a few select peers for Heather , their teacher , to gather them for class .
46491	that accompanied this new dimension	that	SCONJ	that	nsubj	chat	the online chat	(3, 7)	('chat', ',')	the online chat that accompanied this new dimension , was the first changing of the established school order to occur on Cooper 's watch , and before she had time to react to it
46492	who seemed stupid and indifferent but were nonetheless more the fervent object of their desires and were displacing Cooper 's latest modeling catalogue as an object of general conversation and admiration	who	PRON	who	nsubj	classmates	boy classmates	(16, 46)	('classmates', '.')	The other cute girls were paying more attention to their various crushes , to boy classmates who seemed stupid and indifferent but were nonetheless more the fervent object of their desires and were displacing Cooper 's latest modeling catalogue as an object of general conversation and admiration .
46493	that processed quickly and without self - awareness of why and how it was processing	it	PRON	that	nsubj	mind	a mind	(4, 18)	('mind', '.')	She possessed a mind that processed quickly and without self-awareness of why and how it was processing .
46494	who seemed to inspire the most erratic behavior among her peers	who	PRON	who	nsubj	boys	the boys	(8, 18)	('boys', '.')	First , she took note of the boys who seemed to inspire the most erratic behavior among her peers .
46495	who seemed the most popular- though oddly , Jake was one of a set of identical twins , and his genetic match , Jeremy , was largely ignored	Jake	PROPN	who	nsubj	two	two	(8, 35)	(',', '.')	There were two , Jason and Jake , who seemed the most popular- though oddly , Jake was one of a set of identical twins , and his genetic match , Jeremy , was largely ignored .
46496	"that so perplexed the boys they could only answer with the default "" Word "" after everything she said , Cooper had re - established her position"	Cooper	PROPN	that	nsubj	songs	pop songs	(17, 43)	('songs', '.')	"When Cooper finally deigned to speak to them , to launch a discussion about pop songs that so perplexed the boys they could only answer with the default "" Word "" after everything she said , Cooper had re-established her position ."
46497	who worked with children	who	PRON	who	nsubj	photographers	The photographers	(2, 5)	('photographers', 'tended')	The photographers who worked with children tended to be women and , if at first they were excessively sensitive about hurting a child 's feelings , over the years expethency necessitated less gladhanding and more curtness .
46498	that they hesitated	they	PRON	that	dobj	job	the next job	(15, 17)	('job', 'to')	But the parents were generally so supplicating at the possibility of the next job that they hesitated to too flagrantly voice their displeasure , or , more frequently , they would turn their anger not inward but toward their daughter , for not being beautiful enough or being diffident or being shy or being fat .
46499	who increasingly were the ones magazines wanted in their editorial	who	PRON	who	nsubj	girl	the gamine pubescent girl	(25, 34)	(',', '.')	and he was more accustomed to dealing with an entirely different type of child , the gamine pubescent girl , 16 to 18 , who increasingly were the ones magazines wanted in their editorial .
46500	who became famous when there were still famous models	who	PRON	who	nsubj	models	the models	(20, 28)	('models', '.')	Advertisers , on the other hand , still wanted the grown-up girls in their campaigns , the models who became famous when there were still famous models .
46501	that pistoned him up and down as he walked from camera to computer monitor to model	he	PRON	that	nsubj	man	a weedy man	(37, 52)	('limp', ',')	Yet while most fashion photographers would quickly flip through the comp , look at the girl , and then snap a few Polaroids , this bespectacled photographer , a weedy man with a pronounced and complicated limp that pistoned him up and down as he walked from camera to computer monitor to model , had a mellower , calmer , sweeter manner .
46502	who brought them cookies and soy milk while they were working in the warm afternoon sun	they	PRON	who	nsubj	men	barefoot Burmese men	(5, 20)	('men', ',')	There were barefoot Burmese men who brought them cookies and soy milk while they were working in the warm afternoon sun , and Cooper snuck glances at Miro while he was working and thought he was the perfect-looking boy , not all trying to be cool or tough , but just the way he sat there concentrating on his drawing gave her a pleasant but unfamiliar feeling .
46503	which she folded up and put in her leather valise	she	PRON	which	dobj	designs	his designs	(11, 20)	(',', '.')	He even let her keep some of his designs , which she folded up and put in her leather valise .
46504	who was jumping up and down and pulling at Sara 's wrist	who	PRON	who	nsubj	Cooper	Cooper	(11, 22)	(',', '.')	Sara was tired of fielding this question from Cooper , who was jumping up and down and pulling at Sara 's wrist .
