	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
41183	that would leave her with a lifetime of nightmares and therapy bills	that	DET	that	nsubj	nothing	nothing	(17, 28)	('nothing', '.')	Enough traffic through the ER to keep things from being boring for Emily , but nothing that would leave her with a lifetime of nightmares and therapy bills .
41184	that won people over almost as quickly as did her dark	dark	ADJ	that	nsubj	grace	a grace	(8, 18)	('her', ',')	There was a grace and composure surrounding her that won people over almost as quickly as did her dark , unassuming beauty .
41185	that would compete with Modern Family	that	DET	that	nsubj	sitcom	a sitcom	(12, 17)	('sitcom', '.')	Add me to the mix , and you get a sitcom that would compete with Modern Family .
41186	which he took to handle the sleep - deprivation of working two moonlighting jobs	he	PRON	which	dobj	speed	speed	(16, 29)	(',', ',')	He had always been a heavier-than-average drinker , but speed , which he took to handle the sleep-deprivation of working two moonlighting jobs , quickly brought him to his knees .
41187	who have passed	who	PRON	who	nsubj	those	those	(10, 12)	('those', '.')	""" There are numerous ways to communicate with those who have passed ."
41188	that needs to be confronted	that	DET	that	nsubj	fear	a fear	(7, 11)	('fear', '.')	That usually means you have a fear that needs to be confronted .
41189	who 'd passed over to the other side	who	PRON	who	nsubj	those	those	(10, 17)	('those', ',')	However , she 'd been extremely successful contacting those who 'd passed over to the other side , and they might offer an explanation .
41190	that separated them	that	DET	that	nsubj	table	the small glass table	(10, 12)	('table', '.')	<p> Sophie reached across the small glass table that separated them .
41191	that 's ... better to make contact	that	DET	that	nsubj	time	a particular time	(6, 12)	('time', '?')	""" Is there a particular time that 's ... better to make contact ? """
41192	that were irrelevant	that	DET	that	nsubj	details	details	(12, 14)	('details', ',')	""" On the short commute , she filled them in on details that were irrelevant , but Sophie knew she was talking so much because she was nervous ."
41193	who are no longer of this world	who	PRON	who	nsubj	those	those	(20, 26)	('those', '.')	""" The sance is the coming together of a number of people for the purpose of seeking communication with those who are no longer of this world ."
41194	who would like to make contact with our guest	who	PRON	who	nsubj	anyone	anyone	(20, 28)	('anyone', '.')	""" I usually open a sance with a prayer of sorts , then I ask if there is anyone who would like to make contact with our guest . """
41195	that showed some promise , when Carlotta came into the ansible room	Carlotta	PROPN	that	nsubj	report	a research report	(12, 23)	('therapy', '.')	<p> Ender was reviewing a research report on genetic therapy that showed some promise , when Carlotta came into the ansible room .
41196	which includes you	which	DET	which	nsubj	sibs	my male sibs	(13, 15)	(',', '.')	""" I 'm not mating with either of my male sibs , which includes you ."
41197	who stayed with Mother and mated and had human children of their own	who	PRON	who	nsubj	sibs	our long- dead sibs	(10, 22)	('sibs', '.')	Not the normal children , like our long- dead sibs who stayed with Mother and mated and had human children of their own .
41198	who are little and smart like us	who	PRON	who	nsubj	children	the children	(13, 19)	('children', '.')	I 'm talking about the children with turned Keys , the children who are little and smart like us .
41199	that came from the human side , from Mother	that	DET	that	nsubj	thing	a thing	(9, 17)	('thing', ',')	And love , they knew , was a thing that came from the human side , from Mother , and <p
41200	that mated	that	DET	that	nsubj	chimps	the hairy chimps	(10, 11)	('chimps', 'whenever')	And only a few genes farther from the hairy chimps that mated
41201	which was Carlotta 's bailiwick	which	DET	which	nsubj	engineering	engineering	(7, 11)	(',', '.')	They went on down to engineering , which was Carlotta 's bailiwick .
41202	that led back to life support	that	DET	that	nsubj	shaft	the elevator shaft	(9, 14)	('shaft', '.')	Aft of the lower lab was the elevator shaft that led back to life support .
41203	that lived in hundreds of large trays under fake sunlight	that	DET	that	nsubj	lichens	the lichens	(17, 26)	('algae', 'were')	Ender could never decide whether it smelled like fresh air or decay -- the lichens and algae that lived in hundreds of large trays under fake sunlight were constantly dying , their protoplasm then getting incorporated into the next generation in a continuous cycle .
41204	that ever lived	that	DET	that	nsubj	best	perhaps the best	(21, 23)	('best', ',')	He came by it naturally -- the Giant had been a great military commander on Earth , perhaps the best that ever lived , though if he was , Mother had not been far behind him .
41205	who absolutely has to win	who	PRON	who	nsubj	somebody	somebody	(8, 12)	('somebody', ',')	It 's not fun playing with somebody who absolutely has to win , every single time .
41206	"that "" fell "" in every @"	that	SCONJ	that	nsubj	globules	globules	(9, 15)	('globules', '@')	"> Blood sprayed out and floated in globules that "" fell "" in every @ @"
41207	that he was the son of the Orphan Master ,	he	PRON	that	mark	boys	the other boys	(10, 19)	('boys', 'rather')	Jun Do did n't brag to the other boys that he was the son of the Orphan Master , rather than some kid dropped off by parents on their way to a 9-27 camp .
41208	that sprayed from the industrial lathes	that	DET	that	nsubj	metal	oily metal	(20, 25)	('metal', '.')	On the machining floors , for bowls of cold chap chai , they would shovel the coils of oily metal that sprayed from the industrial lathes .
41209	that looked like salt	that	DET	that	nsubj	powder	a powder	(12, 15)	('powder', '.')	One time , shoveling out boxcars , they swept up a powder that looked like salt .
41210	that start to flop and toss when the pan heats	that	DET	that	nsubj	millet	sticky millet	(30, 39)	('millet', '.')	The boys stopped at the harbor , its dark waters ropy with corpses , thousands of them in the throes of the waves , looking like curds of sticky millet that start to flop and toss when the pan heats .
41211	that glowed on their last night	that	DET	that	nsubj	stove	a pot stove	(20, 25)	('stove', '.')	When all hope was gone , the Orphan Master burned the bunks , the boys sleeping around a pot stove that glowed on their last night .
41212	who speaks Japanese	who	PRON	who	nsubj	one	the one	(4, 6)	('one', '.')	"He 's the one who speaks Japanese . """
41213	that rolled them	that	DET	that	nsubj	wave	each wave	(21, 23)	('wave', '.')	The more the light faded , the more intricately Jun Do could see it reflected in the architecture of each wave that rolled them .
41214	who spent a truckload of cash on the freaking roof of their house in these trying times	who	PRON	who	nsubj	someone	someone	(6, 22)	('someone', 'had')	No doubt about it , someone who spent a truckload of cash on the freaking roof of their house in these trying times had money to burn .
41215	that spilled through	that	DET	that	nsubj	light	the light	(7, 9)	('light', 'came')	The shade was up and the light that spilled through came from a fancy fixture out in the third- &shy; floor hallway .
41216	that glued the windows shut	windows	NOUN	that	nsubj	years	fifty years	(18, 22)	('paint', '.')	Forget gaining entry by breaking the hundred- &shy; and- &shy; fifty years of paint that glued the windows shut .
41217	who 'd jokered in the past few months	who	PRON	who	nsubj	addicts	addicts	(14, 21)	('addicts', '.')	Unfortunately , it was n't quite so rare among the handful of addicts who 'd jokered in the past few months .
41218	that targeted a particular neural pathway	that	DET	that	nsubj	something	something	(15, 20)	('something', '.')	Must be something in the current local batch of Destiny -- &shy; something that targeted a particular neural pathway .
41219	who claimed his cold	who	PRON	who	nsubj	cousin	my cousin	(16, 19)	(',', 'was')	No , the cause of our not <p> walking was my cousin Will , who claimed his cold was too severe to <p>
41220	that she took as a favour	she	PRON	that	dobj	act	an act	(31, 36)	('interest', '.')	I had also <p> endeared myself by giving her my turns on Ginger , the family pony , <p> an act of pure self-interest that she took as a favour .
41221	who was only six months my senior	who	PRON	who	nsubj	Veronica	Veronica	(4, 10)	(',', ',')	As for Veronica , who was only six months my senior , she and I
41222	that held them in check	that	DET	that	nsubj	way	a way	(14, 18)	('way', '.')	Her father had teased her about these preoccupations <p> in a way that held them in check .
41223	that involved passing an orange from person < p > to person without using your hands	that	DET	that	nsubj	game	a game	(19, 34)	('game', ';')	Last year I had drunk too much of the children 's <p> punch and won a game that involved passing an orange from person <p> to person without using your hands ; I had been looking forward to <p> defending my victory .
41224	that carried her words	that	DET	that	nsubj	air	the air	(28, 31)	('air', '.')	If she had sounded angry I would have argued , but like her mother , <p> she spoke as if I were barely worth the air that carried her words .
41225	that filtered through the netting to layer his clothing and coat	that	DET	that	nsubj	dirt	the dirt	(11, 21)	('sand', 'the')	A zippered sheath kept it free of the dirt and sand that filtered through the netting to layer his clothing and coat
41226	that showed the barest hint of green and hosted a few wormword bushes twisted into nightmare shapes from lack of water	that	DET	that	nsubj	patch	a patch	(9, 29)	('earth', '.')	A boy herded goats toward a patch of earth that showed the barest hint of green and hosted a few wormword bushes twisted into nightmare shapes from lack of water .
41227	that ended at the men 's room	that	DET	that	nsubj	hallway	a hallway	(47, 53)	('hallway', '.')	The man in the blue suit waited several seconds , then followed Smith , staying back a few paces , walking along the cream-tiled corridor , then taking a right past the pint-size water fountain and into the short spur of a hallway that ended at the men 's room .
41228	who looked out for me	who	PRON	who	nsubj	brother	a little brother	(10, 14)	('brother', '.')	I loved Richie -- he was like a little brother who looked out for me .
41229	that made us look embalmed	us	PRON	that	nsubj	lights	the fluorescent lights	(22, 26)	('lights', '.')	At 6:30 a.m. the Homicide squad was present , all eight of us , sitting at our desks under the fluorescent lights that made us look embalmed .
41230	who lived his upscale life in Noe Valley , passing as a retired businessman	who	PRON	who	nsubj	scumbag	a notorious scumbag	(6, 19)	('scumbag', '.')	> Smith was a notorious scumbag who lived his upscale life in Noe Valley , passing as a retired businessman .
41231	who sold on the street	who	PRON	who	nsubj	dealers	other dealers	(23, 27)	('dealers', '.')	He made a good living brokering the sales of millions of dollars in high-grade cocaine , delivering it to other dealers who sold on the street .
41232	that had gotten to our lieutenant	that	DET	that	nsubj	Something	Something	(2, 7)	('Something', '.')	Something that had gotten to our lieutenant .
41233	that normally gave her a real rush to the heart	that	DET	that	nsubj	sight	a fantastic sight	(6, 15)	('sight', ',')	It was a fantastic sight that normally gave her a real rush to the heart , but Cindy was n't sightseeing .
41234	that she loved	she	PRON	that	dobj	job	this job	(4, 6)	('job', 'was')	But this job that she loved was always at risk .
41235	who probably played tennis with the judge	who	PRON	who	nsubj	talker	a slick talker	(16, 22)	('talker', '.')	""" Harry Chandler had a famous defense attorney for a lawyer , a slick talker who probably played tennis with the judge . """
41236	who had been the first on the scene	who	PRON	who	nsubj	Sorbera	Officer Joe Sorbera	(13, 20)	(',', '.')	I got out of the car and approached Officer Joe Sorbera , who had been the first on the scene .
41237	that gave the house total privacy from the street	that	DET	that	nsubj	wall	a high clad brick wall	(20, 28)	('wall', '.')	> The wrought-iron gate was set into a ten-foot-high ivy-clad brick wall that gave the house total privacy from the street .
41238	which swung open on well - oiled hinges	which	DET	which	nsubj	gate	the gate	(9, 16)	(',', '.')	I gloved up and pushed at the gate , which swung open on well-oiled hinges .
41239	who opened the door	who	PRON	who	nsubj	WOMAN	6THE PETITE WOMAN	(4, 7)	('WOMAN', '@')	Chapter 6THE PETITE WOMAN who opened the door @ @
41240	"who asked her , "" How are you doing , Mrs. Worley"	you	PRON	who	nsubj	partner	my partner	(24, 35)	(',', '?')	"She said her name was Janet Worley , and I told her mine , showed her my badge , and introduced my partner , who asked her , "" How are you doing , Mrs. Worley ? """
41241	who took us through the foyer , past a library , and into a living area with an enormous stone fireplace and large - scale leather furniture	who	PRON	who	nsubj	woman	the small woman	(7, 33)	(',', '.')	We followed behind the small woman , who took us through the foyer , past a library , and into a living area with an enormous stone fireplace and large-scale leather furniture .
41242	who called the police	who	PRON	who	nsubj	one	the one	(5, 8)	('one', '.')	I 'm the one who called the police .
41243	who has been inside this house since last Friday	who	PRON	who	nsubj	everyone	everyone	(14, 22)	('everyone', '.')	"<p> Conklin said , "" We need the names of everyone who has been inside this house since last Friday . """
41244	that looked as though a slice of woodland had been dropped down in one piece behind the Ellsworth house	that	DET	that	nsubj	plot	a dark , acre triangular plot	(16, 34)	('plot', '.')	> Chapter 8THE BACK GARDEN was a dark , three-quarter-acre triangular plot that looked as though a slice of woodland had been dropped down in one piece behind the Ellsworth house .
41245	that met at a toolshed at the farthest end of the garden	that	DET	that	nsubj	walls	two high brick walls	(32, 43)	('walls', '.')	The parcel was shadowed by buildings and mature trees , crossed with mulched paths , bounded by the house on one side and by two ten-foot-high brick walls that met at a toolshed at the farthest end of the garden .
41246	that opened to the garden from the main house and a gate in the wall next to the toolshed	that	DET	that	nsubj	doors	five doors	(23, 41)	('doors', '.')	<p> Looking for entrances , I saw , in addition to the front gate with its broken lock , five doors that opened to the garden from the main house and a gate in the wall next to the toolshed .
41247	who 'd @	who	PRON	who	nsubj	woman	a woman	(16, 18)	('woman', '@')	I understood his concerns , but I 'd seen the severed head of a woman who 'd @
41248	that look to be part of the compound	that	DET	that	nsubj	ones	the ones	(13, 20)	('ones', '.')	""" Explain to me about the buildings on Ellsworth Place , the ones that look to be part of the compound . """
41249	who worked in the Hall of Justice	who	PRON	who	nsubj	cop	a cop	(2, 8)	('cop', 'had')	a cop who worked in the Hall of Justice had gotten fed up with due process and decided to go it alone , but he had screwed up more than he knew when he took out Chaz Smith .
41250	who called me on my phone	who	PRON	who	nsubj	friend	my close friend	(10, 15)	(',', '.')	One of them was my close friend Cindy Thomas , who called me on my phone .
41251	that he handed to Claire	he	PRON	that	dobj	bag	a heavy brown paper bag	(12, 16)	('bag', ',')	<p> Clapper was carrying a heavy brown paper bag that he handed to Claire , and he held a small glassine bag in his gloved fist .
41252	which is right behind the Hall of Justice	which	DET	which	nsubj	Office	Examiner Office	(15, 22)	(',', '.')	NIGHT WE all met in Claire 's domain , the Medical Examiner 's Office , which is right behind the Hall of Justice .
41253	who convinces her gang - member students to care for each other	who	PRON	who	nsubj	teacher	a young teacher	(15, 26)	('teacher', '.')	Now Bailey had been cast as the lead in a film about a young teacher who convinces her gang-member students to care for each other .
41254	who 'd escorted Brandon to the meeting	who	PRON	who	nsubj	suit	the suit	(44, 50)	('suit', '.')	Across from them sat Jack Randall ; his assistant , Chin Li Hong -- a forty-something expert with a doctorate in contracts ; two guys from the studio 's legal department ; and at least four interns , including the suit who 'd escorted Brandon to the meeting .
41255	that mattered more than he did	he	PRON	that	nsubj	someone	someone	(13, 18)	('someone', '.')	He was protecting himself , and in the process he was protecting someone that mattered more than he did .
41256	that followed	that	DET	that	nsubj	silence	the silence	(3, 4)	('silence', ',')	In the silence that followed , Brandon looked at his agent and manager and reached for a kindness he did n't feel .
41257	that could ruin us all and cost us Mosey , Liza 's own little girl	that	DET	that	nsubj	secrets	secrets	(23, 37)	('secrets', '.')	Over the years Liza 's heart , small and cold and broken as it was , grew into a host of secrets that could ruin us all and cost us Mosey , Liza 's own little girl .
41258	who went and dug it up	who	PRON	who	nsubj	fool	the damn fool	(10, 15)	('fool', '.')	And after all , I 'm the damn fool who went and dug it up .
41259	that smooth without Botox ,	that	DET	that	nsubj	brow	a brow	(6, 10)	('brow', 'especially')	Nobody past fifty has a brow that smooth without Botox , especially not while saddling up to rough-ride and rule the law as if it were her own nasty-tempered pony .
41260	that showed her silver belly ring , talking about Tyler Baines 's mom jeans while he mowed our lawn	he	PRON	that	nsubj	Calvins	rise store Calvins	(27, 45)	('Calvins', '.')	I 'd been supposed to write down three examples of irony for freshman English , and Liza was barefoot in low-rise thrift-store Calvins that showed her silver belly ring , talking about Tyler Baines 's mom jeans while he mowed our lawn .
41261	that looked like her , even though she sat too still	she	PRON	that	nsubj	half	the half	(17, 27)	('Liza', '.')	These days I liked to sit in Big 's old chair , beside the half of Liza that looked like her , even though she sat too still .
41262	that practically billowed around her teeny body	that	DET	that	nsubj	pj	flannel pj	(7, 13)	"(""'s"", '.')"	Big-style flannel pj 's that practically billowed around her teeny body .
41263	which was the color of old mustard and had this vile	which	DET	which	nsubj	skirt	her tweed skirt	(26, 36)	(',', ',')	The clock said she ought to cram a slice of toast in her mouth and run to shimmy into her tweed skirt and bank blouse , which was the color of old mustard and had this vile
41264	"that read "" Liza + Sobriety "" inside a puffy heart"	that	DET	that	nsubj	carving	carving	(7, 17)	('carving', '.')	"Those pins were like a love carving that read "" Liza + Sobriety "" inside a puffy heart ."
41265	that might work	that	DET	that	nsubj	crap	crap	(9, 11)	('crap', '.')	It was crap , but it was crap that might work .
41266	who let my mom exile me to Calvary to save me from my own predestined high - school sluthood	mom	NOUN	who	nsubj	one	the one	(15, 33)	('one', '.')	"Big cocked her eyebrow at "" godless heathen , "" but she was the one who let my mom exile me to Calvary to save me from my own predestined high-school sluthood ."
41267	who bundled me up and ran away with me when I was only a couple of weeks old	I	PRON	who	nsubj	atheist	a freak atheist	(9, 26)	('atheist', '.')	Before druidism Liza was a speed-freak atheist who bundled me up and ran away with me when I was only a couple of weeks old .
41268	that gave me a good view of the willow	that	DET	that	nsubj	window	a big cutout window	(8, 16)	('window', ',')	The tree house had a big cutout window that gave me a good view of the willow , growing smack in the middle of our yard .
41269	that told me	that	DET	that	nsubj	line	the pink line	(16, 18)	('line', 'the')	A minute passed , two , three , and I sat watching while the pink line that told me the test was working properly formed , real bright and obvious .
41270	that would get a pink line if I was pregnant	I	PRON	that	nsubj	window	the window	(6, 15)	('window', 'stayed')	Beside it , the window that would get a pink line if I was pregnant stayed blank and white , the way it always did .
41271	that tells you something bad	that	DET	that	nsubj	movie	a movie	(17, 21)	('movie', 'is')	The old bell sounded off-key and weirdly sad , like a noise in a movie that tells you something bad is coming .
41272	that held every bit of hell she had left in her	she	PRON	that	nsubj	noise	a noise	(5, 15)	('noise', ',')	My mom unleashed a noise that held every bit of hell she had left in her , and I squeezed Roger 's hand so , so tight , so tight .
41273	that started up labor	that	DET	that	nsubj	arm	arm	(1, 4)	('arm', '.')	arm that started up labor .
41274	that I thought I recognized pity there	I	PRON	that	mark	eyes	such sad eyes	(25, 31)	('eyes', '.')	So there I was walking Liza , four o'clock on a Wednesday morning , and my mother looked at me with such sad eyes that I thought I recognized pity there .
41275	whose brain broke in half when she was barely thirty	she	PRON	whose	poss	Something	Something	(6, 15)	(',', '.')	Something beautiful but flawed , whose brain broke in half when she was barely thirty .
41276	that bucked , willful and mighty	that	DET	that	nsubj	thing	this wild thing	(17, 22)	('thing', ',')	But inside I was soaring , because maybe it was n't new , but this wild thing that bucked , willful and mighty , had been blankly , blackly absent from Liza 's body since the stroke .
41277	that racing blood moving thick and fast	that	DET	that	nsubj	thought	the thought	(8, 14)	('all', ',')	That scared me , the thought of all that racing blood moving thick and fast , launching an assault on her broken brains .
41278	that sounded like words	that	DET	that	nsubj	something	something	(3, 6)	('something', ',')	Liza hollered something that sounded like words , too garbled to understand over my own shushing and my rising fear as I felt the machine-gun desperation of her pulse .
41279	that struck me as haunting and familiar	that	DET	that	nsubj	splotches	the splotches	(32, 38)	('it', '.')	It was filthy , clearly dragged up out of the earth under the downed tree , but there was something about the domed top and the splotches of hot pink on it that struck me as haunting and familiar .
41280	that would take my eyes if I looked at it directly	I	PRON	that	nsubj	thing	a bright , bad thing	(18, 28)	('thing', '.')	That splotch of pink flared and went blue-hot , becoming a bright , bad thing that would take my eyes if I looked at it directly .
41281	that was close to deadweight and pulling her upright	that	DET	that	nsubj	side	the side	(12, 20)	('daughter', '.')	Tyler took over , grabbing hold of the side of my daughter that was close to deadweight and pulling her upright .
41282	that had changed	that	DET	that	nsubj	thing	another thing	(4, 6)	('thing', ';')	Yet another thing that had changed ; before the stroke he 'd have stood on his head with his feet on fire for a glimpse of Liza with her clothes off .
41283	who were eyeing them from a Honda parked beside the KFC	who	PRON	who	nsubj	gangbangers	four muscular teenage gangbangers	(9, 19)	('gangbangers', '.')	gaze flickered occasionally toward four muscular teenage gangbangers who were eyeing them from a Honda parked beside the KFC .
41284	that says you 're going places	you	PRON	that	nsubj	ladder	the ladder	(6, 11)	('ladder', '.')	""" A rung up the ladder that says you 're going places . """
41285	that will employ my considerable talents	that	DET	that	nsubj	career	a career	(13, 18)	('career', '?')	And when the docs get through you 'll find me a career that will employ my considerable talents ?
41286	that powered	that	DET	that	nsubj	generators	the diesel generators	(14, 15)	('generators', 'the')	Compass , autopilot , and a wide panel of gauges monitoring the diesel generators that powered the twin
41287	which looked down on the hundred - foot - long , low and flat cargo @	which	DET	which	nsubj	windows	the back windows	(9, 24)	(',', '@')	> Terry was staring out the back windows , which looked down on the hundred-foot-long , low and flat cargo @ @
41288	that took two men to lift over the side of the ship	that	DET	that	nsubj	workstation	even the dollar modeling workstation	(16, 27)	('workstation', '.')	Every laptop , desktop , even the fifty-thousand-dollar subsurface-modeling workstation that took two men to lift over the side of the ship .
41289	that would transform Isle de Foree from a remote plantation island trickling oil through a neglected infrastructure into a West African Saudi Arabia	that	DET	that	nsubj	trillions	trillions	(38, 60)	('gas', '.')	"In a few more hours the petrologists would celebrate the discovery of the "" mother of all reserves "" -- billions and billions of barrels of oil and trillions upon trillions of cubic feet of natural gas that would transform Isle de Foree from a remote plantation island trickling oil through a neglected infrastructure into a West African Saudi Arabia ."
41290	which was out on the bridge wing in its float - free bracket	which	DET	which	nsubj	EPIRB	the MHz satellite EPIRB	(7, 19)	(',', ',')	But the 406 MHz satellite EPIRB , which was out on the bridge wing in its float-free bracket , would broadcast her position continuously in case of sinking .
41291	who duct - taped a chunk of C-4 onto it	who	PRON	who	nsubj	soldier	a soldier	(5, 14)	(',', '.')	He signaled a soldier , who duct-taped a chunk of C-4 onto it .
41292	who came down the stairs	who	PRON	who	nsubj	people	half the people	(17, 21)	('people', ',')	"Janson took his change , returned an unmemorable smile , and remarked , like half the people who came down the stairs , "" The joint is jumpin ' ."
41293	that mingled fascination and envy	that	DET	that	nsubj	glance	a glance	(8, 12)	('glance', '.')	<p> Kincaid shot Janson a glance that mingled fascination and envy .
41294	that permitted fast exits independent of airfield facilities	that	DET	that	nsubj	steps	the contained deployable entry steps	(14, 21)	('steps', ',')	Janson and Kincaid climbed aboard , retracted the self-contained deployable entry steps that permitted fast exits independent of airfield facilities , and locked the door .
41295	that Kincaid called his innocent old guy specs	Kincaid	PROPN	that	mark	glasses	the rimmed reading glasses	(11, 18)	('glasses', 'and')	"> Janson peered over the wire-rimmed reading glasses that Kincaid called his innocent old guy specs and said , "" If we could bottle the aroma of a woman in a shower we would be rich . """
41296	that laid her own chair flat and listened to Kingsman Helms , the president of ASC 's Petroleum Division	that	DET	that	nsubj	button	a button	(4, 22)	('button', ',')	She pressed a button that laid her own chair flat and listened to Kingsman Helms , the president of ASC 's Petroleum Division , give a speech to shareholders .
41297	that exposed her ears and high brow	that	DET	that	nsubj	bob	a sleek executive bob	(11, 17)	('bob', '.')	Her bed hair was now a sleek junior-executive bob that exposed her ears and high brow .
41298	who kept her smile in place	who	PRON	who	nsubj	Kincaid	Kincaid	(6, 11)	(',', '.')	He looked challengingly at Kincaid , who kept her smile in place .
41299	which had broken away from Equatorial Guinea	which	DET	which	nsubj	Foree	Isle de Foree	(10, 16)	(',', ',')	had wrecked the economy of Isle de Foree , which had broken away from Equatorial Guinea , backed by the Nigerian military .
41300	which is another reason why killing your people does n't make sense	which	DET	which	nsubj	Prison	Black Sand Prison	(4, 15)	(',', '.')	Black Sand Prison , which is another reason why killing your people does n't make sense .
41301	that studded his chair 's armrest	that	DET	that	nsubj	buttons	the buttons	(12, 17)	('controls', '.')	Case snatched it from a molded dock among the buttons and controls that studded his chair 's armrest .
41302	that kill the fat straggler	that	DET	that	nsubj	paws	cat paws	(7, 11)	"(""'"", '?')"	Keats 's quick cat 's paws ' that kill the fat straggler ?
41303	that raised his seat hydraulically while the base extended wheeled outriggers to balance the higher center of gravity	base	NOUN	that	nsubj	armrest	the armrest	(8, 25)	('armrest', '.')	Then Case stabbed a button in the armrest that raised his seat hydraulically while the base extended wheeled outriggers to balance the higher center of gravity .
41304	"who then said , "" Flannigan"	who	PRON	who	nsubj	Case	Doug Case	(8, 13)	(',', '.')	"> Helms glanced at Doug Case , who then said , "" Flannigan ."
41305	who could pull this off without accidentally embroiling the company in a fucking civil war	who	PRON	who	nsubj	anyone	anyone	(8, 22)	('else', '.')	I ca n't think of anyone else who could pull this off without accidentally embroiling the company in a fucking civil war .
41306	who was the best you 'd ever seen	you	PRON	who	nsubj	one	The one	(2, 9)	('one', '?')	"The one who was the best you 'd ever seen ? """
41307	who reviewed his life in small ways on a constant basis	who	PRON	who	nsubj	man	a man	(4, 14)	('man', '.')	He was a man who reviewed his life in small ways on a constant basis .
41308	that he carried	he	PRON	that	dobj	miles	the miles	(28, 30)	('miles', '.')	She had been good then , already , among the best of the younger operators , but lacking the instincts acquired in the course of the miles that he carried .
41309	whose eyes kept shooting to his rearview mirror	eyes	NOUN	whose	poss	driver	the driver	(25, 32)	(',', '.')	""" I was thinking about our blind date in London , "" he said with a smile for the benefit of the driver , whose eyes kept shooting to his rearview mirror ."
41310	who had raised her alone when her mother died	mother	NOUN	who	nsubj	father	The father	(3, 11)	('father', ',')	The father who had raised her alone when her mother died , and taught Jessica to hunt , fish , fix cars , and shoot .
41311	who handled their helicopter needs in Europe	who	PRON	who	nsubj	Frenchman	the Frenchman	(21, 27)	('Frenchman', '.')	Googled maps and charts on her iPhone , routed them to her computer on the plane , and queried the Frenchman who handled their helicopter needs in Europe .
41312	that penetrate the canopy	that	DET	that	nsubj	shots	no satellite shots	(6, 9)	('shots', '.')	and there 's no satellite shots that penetrate the canopy .
41313	which fluttered to the ground fromthe hawk 's light impact	which	DET	which	nsubj	blossoms	pink blossoms	(11, 20)	(',', '.')	She landed inan old cherry tree covered in pink blossoms , which fluttered to the ground fromthe hawk 's light impact .
41314	who sings in thechoir	who	PRON	who	nsubj	Anyone	Anyone	(1, 4)	('Anyone', ',')	Anyone who sings in thechoir , gardens like you do , and is a member of every do-good ' group in thestate of Virginia
41315	that got away	that	DET	that	nsubj	one	the one	(9, 11)	('one', '!')	Oh , how Herb could waxpoetic on the one that got away !
41316	that would trap her alone in the cabin	that	DET	that	nsubj	cold	the terrible cold	(7, 14)	('cold', ',')	Mabel thought of the terrible cold that would trap her alone in the cabin , and her breathing turned shallow and rapid .
