	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
24344	who loved his weekly salon manicure	who	PRON	who	nsubj	guy	a guy	(8, 13)	('guy', '.')	You 'd never know this was a guy who loved his weekly salon manicure .
24345	that had blown in from the desert and decided to stay	that	DET	that	nsubj	heat	the heat	(5, 15)	('heat', '.')	Still as the heat that had blown in from the desert and decided to stay .
24346	that produced outsized sound and was perfect for cars - especially high - end sports models with their limited cabin space	that	DET	that	nsubj	speaker	a tiny , thin stereo speaker	(15, 35)	('speaker', '.')	Ten years ago , he 'd patented a tiny , wafer-thin stereo speaker that produced outsized sound and was perfect for cars-especially high-end sports models with their limited cabin space .
24347	who were on the road	who	PRON	who	nsubj	parents	her parents	(29, 33)	(',', '.')	purchasing , track inventory and sales , preorder for the holiday season ; and on top of her own chores , she had to cover for her parents , who were on the road .
24348	that arose and	that	DET	that	nsubj	issues	any issues	(5, 7)	('issues', ',')	That meant handling any issues that arose and , worse , leading a management meeting-not Molly 's idea of fun .
24349	which was one more thing to pack	which	DET	which	nsubj	room	the small living room	(17, 23)	('-', ',')	She checked Robin 's room , the small living room , even the basket of gourds-which was one more thing to pack , but it filled an aesthetic need and could easily hide a small cat .
24350	which would mean surgery and weeks of no running	which	DET	which	nsubj	rupture	an Achilles rupture	(16, 24)	(',', '.')	She would be resilient and sheepish-unless it truly was an Achilles rupture , which would mean surgery and weeks of no running .
24351	that brought people here	that	DET	that	nsubj	reasons	the reasons	(11, 14)	('reasons', '.')	The setting would have been charming if not for the reasons that brought people here .
24352	who wore large , black - framed glasses	who	PRON	who	nsubj	man	a tall man	(5, 12)	('man', '.')	He was a tall man who wore large , black-framed glasses .
24353	that measure her heartbeat	that	DET	that	nsubj	electrodes	electrodes	(6, 9)	('electrodes', '.')	""" These wires connect to electrodes that measure her heartbeat ."
24354	which was n't always an easy thing to do	which	DET	which	nsubj	mother	her mother	(8, 16)	(',', ',')	But she also loved pleasing her mother , which was n't always an easy thing to do , because Molly was impulsive .
24355	which hung nearly to her waist	which	DET	which	nsubj	hair	her long wavy hair	(38, 43)	(',', '.')	Under the benevolent gaze of Qan Ying , the pretty auburn-haired young woman sat in the golden light of the sunrise , as the early summer sun shot copper lights through her long wavy hair , which hung nearly to her waist .
24356	which were her father 's passion , bread and butter	which	DET	which	nsubj	authors	selling authors	(21, 30)	(',', ',')	She had absolutely no desire whatsoever to represent best-selling authors , scriptwriters , or badly behaved movie stars , which were her father 's passion , bread and butter , and only interest in life .
24357	which only made Coco look worse	Coco	PROPN	which	nsubj	success	a huge success	(7, 12)	(',', '.')	She was a huge success , which only made Coco look worse .
24358	all of which hurt	all	DET	which	pobj	adjectives	a thousand unflattering adjectives	(11, 14)	('of', 'readily')	They had a thousand unflattering adjectives for her , all of which hurt .
24359	who was a gentle person and famous in her own right	who	PRON	who	nsubj	screenwriter	a known screenwriter	(14, 24)	('screenwriter', '.')	For the past ten years Jane had lived with a well-known screenwriter who was a gentle person and famous in her own right .
24360	who did whatever he wanted	he	PRON	who	nsubj	sort	an independent sort	(9, 13)	('sort', ',')	He was a rough diamond and an independent sort who did whatever he wanted , and Coco knew she had found her soul mate the day they met .
24361	she knew she would carry with her forever	she	PRON	which	pobj	all	all	(26, 33)	('of', 'forever')	She did n't want anything more than she 'd had with Ian , beautiful days and happy times , and loving nights , all of which she knew she would carry with her forever .
24362	that hung over a narrow beach	that	DET	that	nsubj	plateau	a plateau	(7, 12)	('plateau', ',')	The town itself sat on a plateau that hung over a narrow beach , and an inlet separated it from the long expanse of Stinson Beach and the expensive houses there .
24363	that spewed out of the vertical stem thrusting from an oil pipeline	that	DET	that	nsubj	flame	the huge orange flame	(27, 38)	('flame', '.')	Hundreds of villagers , old and young , gathered in the center of town , their faces illuminated less by moonlight than by the huge orange flame that spewed out of the vertical stem thrusting from an oil pipeline .
24364	that typified Asari Day	that	DET	that	nsubj	scene	the festive scene	(16, 19)	('scene', ',')	To Marissa 's anxious eyes , her husband looked elated , as though the festive scene that typified Asari Day , the annual expression of Asari heritage and harmony , carried no undercurrent of fear .
24365	that suffused his proud bearing and made him seem larger than he was , less vulnerable than the flawed and troubled man Marissa knew him to be	him	PRON	that	nsubj	energy	an energy	(22, 48)	('energy', '.')	As the cries for Bobby receded into a deep silence , her husband stood taller , his slight form radiating an energy that suffused his proud bearing and made him seem larger than he was , less vulnerable than the flawed and troubled man Marissa knew him to be .
24366	that lit the dark behind him	that	DET	that	nsubj	flame	the giant flame	(9, 14)	('flame', '.')	Then Bobby turned , pointing to the giant flame that lit the dark behind him .
24367	that runs the factories	that	DET	that	nsubj	oil	the same oil	(14, 17)	('oil', ',')	""" That is what oil has done to the Asari -- the same oil that runs the factories , heats the homes , and fills the gas tanks of the Americans , the Europe ans , and our new exploiters , the Chinese . """
24368	that misappropriates its profits	that	DET	that	nsubj	class	the ruling class	(8, 11)	('class', '.')	It fouls the hands of the ruling class that misappropriates its profits .
24369	who rules us	who	PRON	who	nsubj	governor	some colonial governor	(9, 11)	('governor', '.')	""" But now it is not some colonial governor who rules us ."
24370	who has suspended our constitution	who	PRON	who	nsubj	Luandian	a Luandian	(5, 9)	('Luandian', ',')	It is a Luandian who has suspended our constitution , banned our political parties , jailed our leaders , and shut down our newspapers .
24371	who help maintain his power ,	who	PRON	who	nsubj	bureaucrats	bureaucrats	(18, 23)	('chiefs', 'the')	And he uses ill- gotten petrodollars to pay off the generals , bureaucrats , governors , and chiefs who help maintain his power , the better to siphon the billions he steals from us into American jets , Italian sports cars , and bank accounts in Switzerland .
24372	whose heads turned from Bobby to stare upward at the dark metallic bird	heads	NOUN	whose	poss	villagers	the villagers	(32, 44)	(',', '.')	Then the sound she heard merged with the silhouette of a heli copter , hovering above the palm trees with an arrhythmic thud , its beam aimed at the villagers , whose heads turned from Bobby to stare upward at the dark metallic bird .
24373	that ran beside the village to the ocean and saw the flicker of torchlights from the oil platform , as though suspended above the dark waters	that	DET	that	nsubj	creek	the creek	(17, 42)	('creek', '.')	""" <p> Turning with the others , Marissa looked toward the mouth of the creek that ran beside the village to the ocean and saw the flicker of torchlights from the oil platform , as though suspended above the dark waters ."
24374	who survive to a permanent hell	who	PRON	who	nsubj	those	those	(25, 30)	('those', '.')	If Karama does not yield , we will descend into an unending darkness of corruption , criminality , murder , and reprisal , condemning those who survive to a permanent hell .
24375	who saw what Bobby saw	Bobby	PROPN	who	nsubj	those	those	(12, 16)	('those', '.')	"The marchers fell quiet , save for cries of shock from those who saw what Bobby saw . """
24376	that pass in the night	that	DET	that	nsubj	ships	more ships	(3, 7)	('ships', '.')	No more ships that pass in the night .
24377	that qualified as a possible artifact	that	DET	that	nsubj	everything	everything	(19, 24)	('everything', '.')	It had been used as a storage area as in most museums , and they had packed up everything that qualified as a possible artifact .
24378	that might conceal a compartment	that	DET	that	nsubj	thickness	any thickness	(9, 13)	('thickness', ',')	If you see any cracks , any thickness that might conceal a compartment , give a shout .
24379	that were kind of sexy	that	DET	that	nsubj	grace	a grace	(12, 16)	('strength', '.')	She was tall and thin , but with a grace and strength that were kind of sexy .
24380	that Emily gave him	Emily	PROPN	that	dative	friendship	the friendship	(14, 17)	('friendship', '.')	, he only wanted the adventure , the excitement , and the friendship that Emily gave him .
24381	who was cute and bawdy and not at all fragile	who	PRON	who	nsubj	Nevowitz	Maggie Nevowitz	(18, 27)	(',', '.')	And occasionally , when he was on leave , a roll in the hay with Maggie Nevowitz , who was cute and bawdy and not at all fragile .
24382	that had nothing to do with the temperature	that	DET	that	nsubj	chill	a chill	(5, 12)	('chill', '.')	He was feeling a chill that had nothing to do with the temperature .
24383	who had streamed down from the hill	who	PRON	who	nsubj	men	the six men	(7, 13)	('men', '.')	He glanced at the six men who had streamed down from the hill .
24384	who used to rob and pillage this area	who	PRON	who	nsubj	friends	my good friends	(9, 16)	('friends', '.')	Actually quite near the stronghold of my good friends who used to rob and pillage this area .
24385	that proved troublesome	that	DET	that	nsubj	wish	a death wish	(8, 10)	('wish', '.')	Still , it was n't a death wish that proved troublesome .
24386	that had nothing to do with Parker House	that	DET	that	nsubj	kind	the kind	(23, 30)	('kind', '.')	Getting into tip-top shape was the euphemism Billie used for trying to sweat off some of her rolls , the kind that had nothing to do with Parker House .
24387	that was empty except for five people	that	DET	that	nsubj	car	a car	(17, 23)	('car', '.')	I had gotten on at Bleecker Street from the south end of the platform into a car that was empty except for five people .
24388	whose heads work in ways we ca n't quite understand	we	PRON	whose	poss	people	people	(7, 16)	('people', '.')	A significant score , for people whose heads work in ways we ca n't quite understand .
24389	which is biting into their shoulders through crude suspender straps	which	DET	which	nsubj	weight	unaccustomed weight	(30, 39)	(',', ',')	Bombers walk robotically not because they 're overcome with ecstasy at the thought of imminent martyrdom , but because they 're carrying forty extra pounds of unaccustomed weight , which is biting into their shoulders through crude suspender straps , and because they 're drugged .
24390	that rolls up the torso in a fraction of a nanosecond and lifts	that	DET	that	nsubj	wave	a characteristic shaped pressure wave	(15, 27)	('wave', 'the')	We know this because dynamite belts explode with a characteristic doughnut-shaped pressure wave that rolls up the torso in a fraction of a nanosecond and lifts the head clean off the shoulders .
24391	who were there when I arrived at the scene a short while ago at one o'clock in the morning	I	PRON	who	nsubj	ram	a battering ram	(29, 47)	(',', '.')	The hallway and staircase had been cleared of men in uniform , including the detail from Emergency Services poised to knock down her door with a battering ram , who were there when I arrived at the scene a short while ago at one o'clock in the morning .
24392	who was holding a flashlight over my shoulder	who	PRON	who	nsubj	rookie	the rookie	(15, 22)	('rookie', '.')	Mike Chapman walked down the steps and handed a light bulb to the rookie who was holding a flashlight over my shoulder .
24393	who had called me to the brownstone on the quiet block between Lexington and Third Avenues in the East 90 's	who	PRON	who	nsubj	detective	the foot tall detective	(27, 47)	('Unit', '.')	The young cop passed the bulb to Mercer Wallace , the six-foot-six-inch-tall detective from the Special Victims Unit who had called me to the brownstone on the quiet block between Lexington and Third Avenues in the East 90 's .
24394	I guessed whom to be about forty , several years older than Mike and I.	I	PRON	whom	dobj	sergeant	the sergeant	(11, 25)	"(',', '""')"	He turned to the man standing with the sergeant , whom I guessed to be about forty , several years older than Mike and I.
24395	who called 911	who	PRON	who	nsubj	guy	the guy	(5, 7)	('guy', '.')	""" He 's the guy who called 911 ."
24396	who lives in the building	who	PRON	who	nsubj	super	a super	(7, 11)	('super', ',')	""" We do n't have a super who lives in the building , so there was no one for me to call ."
24397	who put on a pair of latex gloves from his pocket before opening it	who	PRON	who	nsubj	Mercer	Mercer	(7, 20)	(',', '.')	sergeant passed the bag to Mercer , who put on a pair of latex gloves from his pocket before opening it .
24398	that I heard Tina	I	PRON	that	advmod	time	the second time	(11, 14)	('time', '.')	""" It 's when I went downstairs the second time that I heard Tina . """
24399	that would fit over the mouth , with a long hose attached	that	DET	that	nsubj	respirator	a broad like respirator	(22, 33)	('respirator', '.')	It was a black rubber helmet , with two holes for the eyes , and a broad snout-like respirator that would fit over the mouth , with a long hose attached .
24400	who was inside her apartment	who	PRON	who	nsubj	fireman	the fireman	(5, 9)	('fireman', '?')	""" It was the fireman who was inside her apartment ?"
24401	that sounded as though the woman was still sitting or lying on the floor inside	woman	NOUN	that	nsubj	spoke	Then voice spoke	(10, 24)	(',', '.')	Then a soft voice spoke a word or two , that sounded as though the woman was still sitting or lying on the floor inside .
24402	that creates an optical illusion	that	DET	that	nsubj	chandeliers	the pavT chandeliers	(36, 40)	('chandeliers', ',')	I 'm no scientist , but there 's something about the slant of the full-length glass , the shimmer of the blue marble counters , and the golden light of the pavT chandeliers that creates an optical illusion , turning my reflection into a long , lean , pale pink swizzle stick .
24403	who had more attendants on the dais than guests at the tables	who	PRON	who	nsubj	cousin	our cousin	(18, 29)	(',', '.')	My sisters and I made our debut as flower girls in 1984 for our cousin Mary Theresa , who had more attendants on the dais than guests at the tables .
24404	who drank Harvey Wallbangers in cut - crystal tumblers while wearing silver sequins from head to toe	who	PRON	who	nsubj	friends	her friends	(14, 30)	('friends', '.')	I could n't wait to grow up and emulate my mother and her friends who drank Harvey Wallbangers in cut-crystal tumblers while wearing silver sequins from head to toe .
24405	that tower over the raw bar inside	that	DET	that	nsubj	sculptures	the ice sculptures	(21, 27)	('sculptures', '.')	The manicured shrubs are set in beds of shiny river stones , an appropriate pre-motif to the ice sculptures that tower over the raw bar inside .
24406	which pop out of the shrubs like cocktail umbrellas	which	DET	which	nsubj	birds	the birds	(18, 26)	(',', '.')	Beneath them , low meatball bushes serve as a base for the birds-of-paradise , which pop out of the shrubs like cocktail umbrellas .
24407	who I remember holding	I	PRON	who	nsubj	sister	my baby sister	(21, 24)	(',', ',')	Despite the agita , it 's a wonderful day , because I 'm happy for my baby sister , who I remember holding , like a Capodimonte rose , on the day she was born .
24408	who turned my pear shape into a surfboard	who	PRON	who	nsubj	genius	the girdle genius	(12, 19)	(',', '.')	And I 'd like to thank Spanx , the girdle genius , who turned my pear shape into a surfboard .
24409	that she rented in an old building in Hollywood	she	PRON	that	dobj	office	the small office	(11, 19)	('office', '.')	A private investigator , Regan still missed the small office that she rented in an old building in Hollywood .
24410	who lived in a brownstone on Fifth Avenue in New York City and became infamous after they died in 1947 thanks to their stunning inability to throw anything away	they	PRON	who	nsubj	brothers	the brothers	(18, 46)	('brothers', '.')	"<p> "" So did the Collyer brothers , "" Luke remarked , referring to the brothers who lived in a brownstone on Fifth Avenue in New York City and became infamous after they died in 1947 thanks to their stunning inability to throw anything away ."
24411	that was the right size and climate controlled	that	DET	that	nsubj	unit	an available unit	(13, 20)	('unit', '.')	At Store Your Stuff they had a special deal on an available unit that was the right size and climate controlled .
24412	who 'll want to use our facilities to hide ill - gotten gains	who	PRON	who	nsubj	two	two	(9, 21)	('two', '.')	""" There 's always a creep or two who 'll want to use our facilities to hide ill-gotten gains . "" <p> "" I can imagine , "" Regan had replied , thinking she should leave them her card ."
24413	who worked in film and television	who	PRON	who	nsubj	hairdresser	A hairdresser	(2, 7)	('hairdresser', ',')	A hairdresser who worked in film and television , Abigail believed she 'd been cursed since birth .
24414	that was a bad start	that	DET	that	nsubj	book	Abigail book	(4, 8)	('book', '.')	In Abigail 's book that was a bad start .
24415	that said he 'd pay me back in three months	he	PRON	that	nsubj	Regan	an IOU , Regan	(8, 17)	(',', '.')	""" He signed an IOU , Regan , that said he 'd pay me back in three months ."
24416	which just happens to be my birthday	which	DET	which	nsubj	thirteenth	January thirteenth	(10, 16)	(',', '.')	The IOU runs out tomorrow , January thirteenth , which just happens to be my birthday .
24417	who knew it	who	PRON	who	nsubj	guy	A looking guy	(5, 7)	('guy', ',')	A good-looking guy who knew it , he was a little too impressed with himself for Regan 's taste .
24418	whose owners are away	owners	NOUN	whose	poss	homes	three different homes	(10, 13)	('homes', '.')	""" I 'm looking after three different homes whose owners are away ."
24419	that was as big as his family 's living room back in Idaho	that	DET	that	nsubj	lavatory	the private lavatory	(15, 27)	('lavatory', '.')	He patted himself on the back as he made his way into the private lavatory that was as big as his family 's living room back in Idaho .
24420	that took up one entire wall of his private bathroom	that	DET	that	nsubj	mirror	the huge plate glass mirror	(19, 28)	('mirror', '.')	Pete , as he liked to be called , stared at his reflection in the huge plate glass mirror that took up one entire wall of his private bathroom .
24421	that draped his lanky frame to perfection	that	DET	that	nsubj	Armani	made Armani	(4, 10)	('Armani', '.')	Custom-made Armani that draped his lanky frame to perfection .
24422	that meant	that	DET	that	nsubj	hell	the hell	(3, 4)	('hell', '.')	whatever the hell that meant .
24423	whose leather was butter soft	leather	NOUN	whose	poss	chair	his made chair	(11, 15)	(',', ',')	He flopped down on his custom-made chair , whose leather was butter soft , and propped his feet on the desk .
24424	whose shine was so bright he could see his reflection	he	PRON	whose	poss	table	a long teak table	(25, 34)	('table', '.')	It was half the size of a football field , with wraparound windows for light , and was dominated by a long teak table whose shine was so bright he could see his reflection .
24425	who was trotting around the long table , placing in front of each person a snow - white envelope with the PAK logo in the corner	who	PRON	who	nsubj	Millie	Millie	(6, 31)	(',', '.')	He nodded to Millie , who was trotting around the long table , placing in front of each person a snow-white envelope with the PAK logo in the corner .
24426	that tilted backward and had a footrest	that	DET	that	nsubj	recliner	a recliner	(6, 12)	('recliner', '.')	, then moved to a recliner that tilted backward and had a footrest .
24427	who needs and wants my help	who	PRON	who	nsubj	someone	someone	(5, 10)	('someone', '.')	"so I can help someone who needs and wants my help . """
24428	which was her refuge	which	DET	which	nsubj	someone	someone	(29, 32)	(',', '.')	SoHo was full of young people , there was always something to see , someone to talk to , a bustle of activity whenever she left her loft , which was her refuge .
24429	that seemed to fill a room	that	DET	that	nsubj	light	an inner light	(26, 31)	('strength', '.')	In many ways , Hope Dunne was an almost invisible person , in other ways , she was enormous , with an inner light and strength that seemed to fill a room .
24430	she thought who were worthwhile and interesting	who	PRON	who	nsubj	people	important people	(14, 20)	('people', '.')	But most of the magazine work she did was portraits of important people who she thought were worthwhile and interesting .
24431	that had seen the sorrows of the world	that	DET	that	nsubj	compassion	compassion	(28, 35)	('compassion', '.')	They were a deep , deep blue , with the slightly purple color of very fine sapphires from Burma or Ceylon , and were filled with compassion that had seen the sorrows of the world .
24432	that shone through her work	that	DET	that	nsubj	wisdom	and wisdom	(2, 6)	('wisdom', '.')	and wisdom that shone through her work .
24433	that were her favorites among her work	that	DET	that	nsubj	photographs	enormous framed black photographs	(12, 18)	('photographs', '.')	And the walls were covered with enormous framed black and white photographs that were her favorites among her work .
24434	that interested her more -- previously , her family	that	DET	that	nsubj	things	many other things	(18, 26)	('things', ',')	It had always seemed like a waste of time to her , there were so many other things that interested her more -- previously , her family , and now , her work .
24435	who worried about her	who	PRON	who	nsubj	people	the few people	(7, 10)	('people', ',')	He was one of the few people who worried about her , and she was touched by his concern .
24436	who had < p	who	PRON	who	nsubj	one	the one	(4, 7)	('one', '>')	He was the one who had <p
24437	who treated her like	who	PRON	who	nsubj	stepchildren	stepchildren	(25, 28)	('stepchildren', 'their')	> fi fty , she had everything she could ever have wanted -- marriage to a <p> wonderful , caring man ; stepchildren who treated her like
24438	that made everything make sense	everything	PRON	that	nsubj	perspective	a perspective	(9, 13)	('life', '.')	> dream of ; and a perspective on life that made everything make sense .
24439	which threw him more than twenty- fi ve feet	which	DET	which	nsubj	impact	the impact	(13, 21)	(',', '.')	It was a miracle he had survived <p> the impact , which threw him more than twenty- fi ve feet .
24440	that included his < p	that	DET	that	nsubj	group	the group	(12, 16)	('group', '>')	<p> Behind her , Niko stepped out from the group that included his <p
24441	that were <	that	DET	that	nsubj	features	features	(24, 26)	('features', 'p')	He was swarthy and broad- shouldered , with their father 's <p> strong nose and piercing dark eyes , but with features that were <p> somewhat softer .
24442	from which there was a 0.01 percent chance he would recover even < p > minimal function -- at least according to the retrospective study of < p > traumatic midbrain hemorrhages published by Harkinson et	he	PRON	which	pobj	p	< p	(17, 52)	('from', '.')	father , bigger than life itself , was in a deep coma <p> from which there was a 0.01 percent chance he would recover even <p> minimal function -- at least according to the retrospective study of <p> traumatic midbrain hemorrhages published by Harkinson et
24443	that was quite familiar to her	that	DET	that	nsubj	tone	a tone	(10, 15)	('tone', '.')	""" Suit yourself , "" Niko said in a tone that was quite familiar to her ."
24444	who was either < p > in an alcoholic blackout or was aware enough to try and get away < p > before anyone showed up	anyone	PRON	who	nsubj	driver	a driver	(11, 36)	('driver', '.')	> Petros Sperelakis -- an icon brought down by a driver who was either <p> in an alcoholic blackout or was aware enough to try and get away <p> before anyone showed up .
24445	that she stop	she	PRON	that	dobj	edicts	his vehement edicts	(33, 35)	('edicts', '.')	His wife , Eleni , had rebelled <p> against him in one way and one way only , by continuing to smoke <p> cigarettes despite his vehement edicts that she stop .
24446	who believed as she did about the Beaumont	she	PRON	who	nsubj	others	countless others	(20, 27)	('others', ',')	"Yes , "" Thea said , wondering where Vernice , and Newsweek , and the <p> countless others who believed as she did about the Beaumont , could <p> have gotten such quantifi cation about something so unquantifi able ."
24447	who still speak to me	who	PRON	who	nsubj	ones	The ones	(3, 7)	('ones', 'have')	The ones who still speak to me have held me up , carried me through .
24448	which will be everywhere	which	DET	which	nsubj	water	the water	(11, 14)	(',', '.')	One thing she will not mention is the water , which will be everywhere .
24449	that separated the Compound from the road	that	DET	that	nsubj	forest	the forest	(21, 27)	('forest', '.')	> Sarah kept to what little shadows the winter-bare trees provided as she worked her way through the forest that separated the Compound from the road .
24450	who was warmly dressed to protect her against the January chill	who	PRON	who	nsubj	girl	the little girl	(11, 21)	(',', '.')	<br> Nodding , Sarah relinquished the little girl , who was warmly dressed to protect her against the January chill .
24451	that was growing rather than diminishing	that	DET	that	nsubj	unease	a niggling unease	(8, 13)	('unease', '.')	Sarah was aware of a niggling unease that was growing rather than diminishing .
24452	that prophecy	that	DET	that	nsubj	All	All	(1, 2)	('All', 'stuff')	All that prophecy stuff ?
24453	who come here	who	PRON	who	nsubj	cops	the cops	(6, 8)	('cops', 'wo')	""" You 're assuming the cops who come here wo n't be church members or paid-off friends of the church . "" <br> "" Shit ."
24454	who love her	who	PRON	who	nsubj	family	family	(3, 5)	('family', 'and')	"She has family who love her and will want her . """
24455	that close	that	ADV	that	nsubj	anyone	anyone	(11, 12)	('anyone', '.')	""" No , we have n't been able to get anyone that close ."
24456	that stopped her in her tracks and yanked her around	that	DET	that	nsubj	sound	a sound	(26, 35)	('sound', '.')	She moved swiftly , even carrying the child , and covered at least thirty yards before she heard , from somewhere behind her , a sound that stopped her in her tracks and yanked her around .
24457	that shimmered and breathed with the breeze	that	SCONJ	that	nsubj	curtains	full , gauzy curtains	(10, 16)	('curtains', '.')	The open windows were covered by full , gauzy curtains that shimmered and breathed with the breeze .
24458	that had made his day	that	DET	that	nsubj	room	her living room	(18, 22)	('room', ',')	Incredibly , it was n't the fabulous sex they 'd had right there in her living room that had made his day , week , year --
24459	who was going to get his very own drawer here in Sophia 's pretty <	who	PRON	who	nsubj	grande	> grande	(12, 26)	('grande', 'br')	He was the dude with the cojones <br> grande who was going to get his very own drawer here in Sophia 's pretty <br> bedroom .
24460	who were even more beautiful when not wearing makeup	who	PRON	who	nsubj	women	> women	(4, 12)	('women', '.')	<br> women who were even more beautiful when not wearing makeup .
24461	that backed up to the cottage nestled into the woods	that	DET	that	nsubj	swampland	the swampland	(20, 29)	('swampland', '.')	the intense Louisiana sun beat down on the back of his neck and a fine mist rose from the swampland that backed up to the cottage nestled into the woods .
