	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
89251	who were lying down under the sparse shade of the Elephant tree	who	PRON	who	nsubj	camels	our two camels	(13, 24)	(',', '.')	""" They looked at Lawrence of Arabia and our two camels , who were lying down under the sparse shade of the Elephant tree ."
89252	who commissioned our noble project	who	PRON	who	nsubj	man	The great man	(3, 7)	('man', '.')	"The great man who commissioned our noble project . """
89253	that might need doing about	that	DET	that	nsubj	chores	any chores	(39, 43)	('chores', '@')	"Then he stood up on a chair and said , "" Gentlemen , your orders for this morning are as follows : you will help this fine woman and her wonderful daughters with the housework and any chores that might need doing about @ @"
89254	whose name was Greg	name	NOUN	whose	poss	parachutists	the parachutists	(12, 15)	(',', ',')	<p> Just then , one of the parachutists , whose name was Greg , stepped forward .
89255	who had regained some of her composure	who	PRON	who	nsubj	mother	my mother	(12, 18)	(',', '.')	""" Yes , he did , "" said my mother , who had regained some of her composure ."
89256	who take the hard knocks and get on with their lives	who	PRON	who	nsubj	kind	the kind	(10, 20)	('kind', '.')	These are the tough-cookie type , the kind who take the hard knocks and get on with their lives .
89257	who was standing with her nose	who	PRON	who	nsubj	Aileen	Aileen	(4, 9)	(',', 'pressed')	said Aileen , who was standing with her nose pressed against the window .
89258	that would bring the color to my cheeks	that	DET	that	nsubj	negligee	a negligee	(9, 16)	('America', '!')	"There 's not a negligee in North America that would bring the color to my cheeks ! """
89259	who was looking through the shopping bags	who	PRON	who	nsubj	Jay	Big Jay	(11, 17)	(',', '.')	"Nothing fancy , Commander , "" said Big Jay , who was looking through the shopping bags ."
89260	which he emptied out in the wastebasket	he	PRON	which	dobj	can	can	(25, 31)	(',', '.')	One sat on a stool cutting his toenails , collecting the little hard crescents in the lid of a shaving-cream can , which he emptied out in the wastebasket .
89261	"which said , "" Your Mom wants me to go"	me	PRON	which	nsubj	handwriting	the scrawny handwriting	(24, 33)	(',', 'and')	"They were long and squiggly -- like the scrawny handwriting in the message he had put on the kitchen table before he left , which said , "" Your Mom wants me to go"
89262	who really loved a good chew	who	PRON	who	nsubj	father	my father	(5, 10)	(',', ',')	Unlike my father , who really loved a good chew , the parachutists ate silently , with their mouths closed .
89263	who can handle a pickaxe	who	PRON	who	nsubj	mother	every mother	(8, 12)	('mother', '.')	I guess it 's not every mother who can handle a pickaxe .
89264	who cook and do the housework and arrange flowers	who	PRON	who	nsubj	parachutists	parachutists	(7, 15)	('parachutists', '?')	""" How often do you see parachutists who cook and do the housework and arrange flowers ?"
89265	that always backfired	that	DET	that	nsubj	ideas	Dad crazy ideas	(7, 9)	('ideas', '?')	""" Remember Dad 's crazy ideas that always backfired ?"
89266	who joined us on many missions and achieved an array of excellent -- nay , astounding -- results	who	PRON	who	nsubj	Gainsborough	Chip Archibald Gainsborough	(21, 38)	(',', '.')	""" I would like to give thanks for the great -- nay , extraordinary -- life of Chip Archibald Gainsborough , who joined us on many missions and achieved an array of excellent -- nay , astounding -- results ."
89267	who was holding the front end of the coffin	who	PRON	who	nsubj	parachutist	The parachutist	(6, 14)	(',', ',')	The parachutist named Will , who was holding the front end of the coffin , lost his grip and let out a yelp of panic as he fumblingly tried to recover it .
89268	who is responsible	who	PRON	who	nsubj	person	the person	(4, 6)	('person', 'does')	"And if the person who is responsible does not come forward , I will assume you are all culpable and punish the whole outfit . """
89269	who drop everything and walk away when a situation becomes difficult	situation	NOUN	who	nsubj	keepers	failed camel - keepers	(7, 17)	('keepers', '.')	"We are not failed camel-keepers who drop everything and walk away when a situation becomes difficult . """
89270	which were covering my face	which	DET	which	nsubj	fingers	my fingers	(10, 14)	(',', '.')	I saw it all from between my fingers , which were covering my face .
89271	who mumbled an apology and hastily scooped it up in a handkerchief and put it in his pocket	who	PRON	who	nsubj	Commander	the Commander	(18, 35)	(',', '.')	Bud stared at the glistening ball in disgust and then applied the same look to the Commander , who mumbled an apology and hastily scooped it up in a handkerchief and put it in his pocket .
89272	who has drawn blank on the easiest question in the universe	who	PRON	who	nsubj	contestant	a show contestant	(12, 22)	('contestant', '.')	I felt for a moment like a quiz-show contestant who has drawn blank on the easiest question in the universe .
89273	who save their master in a sandstorm	who	PRON	who	nsubj	camels	two camels	(5, 11)	('camels', '.')	It was about two camels who save their master in a sandstorm .
89274	who had blown the bugle so beautifully beside Chip Gainsborough 's grave and had played his favorite song on my dad 's guitar	who	PRON	who	nsubj	Pete	Pete	(3, 25)	(',', '.')	Pete , who had blown the bugle so beautifully beside Chip Gainsborough 's grave and had played his favorite song on my dad 's guitar .
89275	who goes about saying Merry Christmas would be boiled in his own pudding	who	PRON	who	nsubj	idiot	every idiot	(8, 20)	('idiot', '!')	If I had my way , every idiot who goes about saying Merry Christmas would be boiled in his own pudding !
89276	that do us good without making us rich , Uncle	us	PRON	that	nsubj	things	many things	(4, 13)	('things', '.')	There are many things that do us good without making us rich , Uncle .
89277	who cared for this person	who	PRON	who	nsubj	anyone	anyone	(11, 15)	('town', '?')	Tell me , Spirit , is there anyone in this town who cared for this person ?
89278	that has been out of practice for so long	that	DET	that	nsubj	man	a man	(4, 12)	('man', ',')	For a man that has been out of practice for so long , it is a splendid laugh .
89279	that 's as big as I am	I	PRON	that	nsubj	one	The one	(2, 8)	('one', '?')	The one that 's as big as I am ?
89280	that had scattered when they fell	they	PRON	that	nsubj	tools	all the tools	(17, 22)	('tools', '.')	The bare light bulb swung on its cord , casting shadows and illuminating all the tools that had scattered when they fell .
89281	that felt oddly familiar and yet more foreign than anything they had ever experienced before	they	PRON	that	nsubj	beat	a different beat	(9, 23)	('beat', '.')	The music faded and switched into a different beat that felt oddly familiar and yet more foreign than anything they had ever experienced before .
89282	that was most assuredly not East Coast	that	DET	that	nsubj	accent	a thick accent	(8, 14)	('accent', '.')	"She spoke slowly and with a thick accent that was most assuredly not East Coast . """
89283	that would look effeminate if he were n't at least six - foot -- five and broader than a football player	he	PRON	that	nsubj	style	a style	(15, 35)	('style', '.')	blonde hair , however , was long and french-braided in a style that would look effeminate if he were n't at least six-foot -- five and broader than a football player .
89284	that spent a lot of time on the bench	that	DET	that	nsubj	One	One	(1, 9)	('One', '.')	One that spent a lot of time on the bench .
89285	that flashed green	that	DET	that	nsubj	box	a little box	(17, 19)	('box', '.')	They did n't notice he was there and one of them palmed something into a little box that flashed green .
89286	that was chewing at him	that	DET	that	nsubj	question	the question	(14, 18)	('question', '.')	"Jason waited until they started clearing away the dishes before asking the question that was chewing at him . """
89287	that shattered into pieces	that	DET	that	nsubj	floor	the floor	(12, 15)	('floor', '.')	Mary burst into tears and she dropped a plate on the floor that shattered into pieces .
89288	who found excitement in fear	who	PRON	who	nsubj	boy	a boy	(10, 14)	('boy', '.')	more frightening than rollercoasters were when I was a boy who found excitement in fear .
89289	that had gone over the side	that	DET	that	nsubj	dozens	dozens	(14, 19)	('vehicles', '.')	There were curves where we could see rusting carcasses of dozens of vehicles that had gone over the side .
89290	that would grow nothing	that	DET	that	nsubj	fields	only fields	(20, 23)	('dust', '.')	In some areas , even the dried-out weeds had blown away , leaving only fields of dust that would grow nothing .
89291	we take it apart to see if we could learn more that about the aliens	we	PRON	that	pobj	lot	a lot	(15, 29)	('suggestions', '.')	I suppose we were afraid to , though there were a lot of suggestions that we take it apart to see if we could learn more about the aliens .
89292	that supposedly let it traverse any terrain	it	PRON	that	nsubj	series	a series	(25, 31)	('rollers', '.')	The machine was a seven-sided can , thirty inches tall and twenty inches in diameter with a series of wheels and rollers that supposedly let it traverse any terrain .
89293	who stepped out	who	PRON	who	nsubj	woman	a young woman	(6, 8)	('woman', 'was')	That it was a young woman who stepped out was neither a surprise nor a relief .
89294	that crashed	that	DET	that	nsubj	bus	a bus	(18, 19)	('bus', '.')	He said he might have to ride up into the mountains to salvage a part from a bus that crashed .
89295	that lets	that	DET	that	nsubj	thing	the only thing	(6, 7)	('thing', '@')	That 's bout the only thing that lets @ @
89296	that had been empty so long	that	DET	that	nsubj	station	just an old gas station	(18, 23)	('station', 'there')	There was n't much at the intersection where we pulled off , just an old gas station that had been empty so long there was n't anything but the shell of the building left .
89297	who deserve them	who	PRON	who	nsubj	those	those	(5, 7)	('those', ',')	"Save your tears for those who deserve them , "" I said ."
89298	that sounded close	that	DET	that	nsubj	noise	a soft rumbling noise	(8, 10)	('noise', '.')	Then I did , a soft rumbling noise that sounded close .
89299	who had been on duty the night	who	PRON	who	nsubj	one	the same one	(13, 19)	('one', 'before')	It was nearly noon before the state trooper-the same one who had been on duty the night before-told us there was one lane clear on the highway
89300	who made it	who	PRON	who	nsubj	beings	the beings	(16, 18)	('beings', '.')	It had never said much about the world where it had been made or the beings who made it .
89301	who wandered in and out	who	PRON	who	nsubj	officer	a police officer	(7, 11)	('officer', ',')	Besides the clerk and a police officer who wandered in and out , there were a half-dozen passengers waiting for the First Contact bus or the bus to Asheville .
89302	who recognized the waiting couple	who	PRON	who	nsubj	adults	two adults	(18, 22)	(',', '.')	It was one of the family groups , two adults and one girl about seven years old , who recognized the waiting couple .
89303	who asked the clerk something	who	PRON	who	nsubj	man	one man	(9, 13)	('man', ',')	Apparently all were going on except for one man who asked the clerk something , then went to the street door and left the station carrying a small suitcase .
89304	which showed just how thin she was under the baggy clothes	she	PRON	which	nsubj	stretching	some more stretching	(8, 18)	('-', '.')	She stood and did some more stretching-which showed just how thin she was under the baggy clothes .
89305	that had been around her	that	DET	that	nsubj	one	the one	(7, 11)	('one', ',')	My right arm , the one that had been around her , had gone numb , and tingled madly as it came back to life .
89306	which turned out to be the perfect place to look for employment opportunities and cheap accommodations	which	DET	which	nsubj	station	the station	(14, 29)	(',', '.')	We got off the bus with the robot and went into the station , which turned out to be the perfect place to look for employment opportunities and cheap accommodations .
89307	that want waitresses	that	DET	that	nsubj	places	Four places	(2, 4)	('places', ',')	"Four places that want waitresses , "" Joan said ."
89308	who felt such an immediate anticipation	who	PRON	who	nsubj	person	the only person	(6, 11)	('person', '.')	Maybe I was the only person who felt such an immediate anticipation .
89309	who had come to First Contact to observe the anniversary	who	PRON	who	nsubj	person	the only person	(8, 17)	('person', ',')	""" I was n't the only person who had come to First Contact to observe the anniversary , though I might have been the only one obsessed by it ."
89310	that had been in the way	that	DET	that	nsubj	automobile	one automobile	(10, 15)	('automobile', 'were')	The scorched and partially crushed remains of one automobile that had been in the way were in the museum-in what had been the discount store .
89311	that had faded considerably	that	DET	that	nsubj	marks	the scorch marks	(19, 22)	('marks', '.')	There were about a hundred people looking past the guide ropes at the holes and the scorch marks that had faded considerably .
89312	that washed over me from the roots of my hair through my face and neck and down my body	that	DET	that	nsubj	feeling	a physical feeling	(5, 23)	('feeling', ',')	It was a physical feeling that washed over me from the roots of my hair through my face and neck and down my body , a flow of despair and ... loss .
89313	that made me feel detached	me	PRON	that	nsubj	something	something	(10, 14)	('something', ',')	There was still an empty hole in me , something that made me feel detached , so I was able to get through it without difficulty .
89314	who had been six years old	who	PRON	who	nsubj	anyone	anyone	(10, 15)	('anyone', 'might')	She remembered the landing , as well as anyone who had been six years old might have , and she recalled seeing the robot when it first came off the ship .
89315	which was fine with me	which	DET	which	nsubj	picture	the picture	(14, 18)	('-', '.')	After the robot arrived , I sort of faded out of the picture-which was fine with me .
89316	who had come over to us	who	PRON	who	nsubj	Joan	Joan	(7, 12)	(',', ',')	He said hello to Joan , who had come over to us , and then we left .
89317	that had changed life on Earth forever	that	DET	that	nsubj	patch	the patch	(44, 50)	('lot', '.')	We got our food , went to the landing site , and ate , sitting on one of the benches , behind the constantly-changing crowd of spectators , not paying much attention to them or to the patch of parking lot that had changed life on Earth forever .
89318	that say more than words	that	DET	that	nsubj	looks	those shared looks	(12, 16)	('looks', '.')	""" We smiled at each other-one of those shared looks that say more than words ."
89319	that fit their character	that	DET	that	nsubj	adaptions	adaptions	(15, 18)	('adaptions', '.')	Successful cultures need to be adaptable -- but it helps if they can find adaptions that fit their character .
89320	"which sported a flaming silver rocket encircled with "" Selene Development ,"	which	DET	which	nsubj	cap	his blue baseball cap	(15, 26)	(',', 'Inc.')	"The plainness of his face was exaggerated by his sky-blue baseball cap , which sported a flaming silver rocket encircled with "" Selene Development ,"
89321	that Mom ripped out my seams after I left	I	PRON	that	dobj	money	money	(6, 14)	('money', '.')	And I will bet money that Mom ripped out my seams after I left .
89322	which was northwest of St. Michaels	which	DET	which	nsubj	hogan	Olivia hogan	(11, 16)	(',', ',')	""" They were several miles southeast of Olivia 's hogan , which was northwest of St. Michaels , halfway to Cross Canyon ."
89323	who can speak to him on his own level	who	PRON	who	nsubj	someone	someone	(11, 19)	('someone', '.')	"I think he 's desperate for someone intelligent , someone who can speak to him on his own level . """
89324	who 's not as smart as you are	you	PRON	who	nsubj	boy	A pretty boy	(3, 10)	('boy', '.')	A pretty boy who 's not as smart as you are .
89325	which trembled as if viewed through a flame	which	DET	which	nsubj	horizon	the horizon	(6, 13)	(',', '.')	Olivia stared at the horizon , which trembled as if viewed through a flame .
89326	who was a bigger nerd than Pandora	who	PRON	who	nsubj	person	""" The only person"	(7, 13)	('High', '.')	""" The only person at Ganado High who was a bigger nerd than Pandora ."
89327	who snorted happily and plunged her muzzle in with a splash	who	PRON	who	nsubj	mare	the mare	(10, 20)	(',', '.')	She filled the bucket with water for the mare , who snorted happily and plunged her muzzle in with a splash .
89328	which Anglos found impossibly confusing	Anglos	PROPN	which	dobj	relationship	Olivia clan relationship	(12, 16)	(',', '?')	Or was it only Jack and Olivia 's clan relationship , which Anglos found impossibly confusing ?
89329	which meant flying machine	which	DET	which	nsubj	n'abaheh	chi deh n'abaheh	(12, 15)	(',', '.')	"word for "" spaceship "" ; he used chi deh n'abaheh , which meant flying machine ."
89330	that was probably Nanabah	that	DET	that	nsubj	figure	a green -- clad figure	(13, 16)	('figure', '.')	Pandora could see a herd coming , and a green -- clad figure that was probably Nanabah .
89331	which spun around in circles , shrieking madly	which	DET	which	nsubj	one	one	(19, 26)	(',', '.')	"The sheep ran everywhere , "" baa "" ing in high , frantic voices-except for one , which spun around in circles , shrieking madly ."
89332	that fly	that	DET	that	nsubj	machines	the machines	(10, 11)	('machines', '.')	"Turquoise Girl tells me you went to see the machines that fly . """
89333	that flies to the Moon	that	DET	that	nsubj	one	The one	(2, 6)	('one', '?')	"The one that flies to the Moon ? """
89334	who never speeds	who	PRON	who	nsubj	someone	someone	(10, 12)	('someone', '.')	""" You are in one big hurry for someone who never speeds ."
89335	that always look like he 's smiling	he	PRON	that	nsubj	eyes	tilted dark eyes	(12, 18)	('eyes', ',')	: high cheekbones , round cheeks , slightly tilted dark eyes that always look like he 's smiling , even when he 's sad .
89336	who always sat through the whole cycle so no one would steal her laundry	one	PRON	who	nsubj	Yellowhair	old Alice Yellowhair	(14, 27)	(',', '.')	The only other person at Tse Bonito Laundromat was old Alice Yellowhair , who always sat through the whole cycle so no one would steal her laundry .
89337	that were obviously Mallory 's	that	DET	that	nsubj	legs	clad legs	(21, 25)	('legs', '.')	"An aluminum ladder led up to the open bomb-bay , topped by a pair of khaki-clad legs that were obviously Mallory 's . """
89338	who looked quite unlike a guy on steroids in a men 's T - shirt	who	PRON	who	nsubj	boy	the boy	(30, 44)	(',', ',')	They all crowded inside the trailer -- Jack , Mallory , Rick , Ginny , and the boy , plus Melvin , several Navajo men , and blonde Leslie , who looked quite unlike a guy on steroids in a men 's T-shirt , khaki bush shorts , and hiking boots .
89339	who do	who	PRON	who	nsubj	ones	the only ones	(8, 9)	('ones', '.')	"Let 's hope we 're the only ones who do . """
89340	who laughed and blew a kiss at him	who	PRON	who	nsubj	Leslie	Leslie	(5, 12)	(',', '.')	Dan grinned at Leslie , who laughed and blew a kiss at him .
89341	that looked like a diamond - patterned rag	that	DET	that	nsubj	something	something	(25, 32)	('something', '.')	Jack and Manny Lujan , the crew boss , stood in front of a crowd of about twenty-five people , Manny holding something that looked like a diamond-patterned rag .
89342	who sighed and flipped open his wallet	who	PRON	who	nsubj	Jack	Jack	(8, 14)	(',', '.')	""" All the Navajo stared at Jack , who sighed and flipped open his wallet ."
89343	which meant she was sweating buckets by the time she turned her bicycle into the airport driveway	she	PRON	which	nsubj	school	school	(9, 25)	(',', '.')	She headed right for the airport after school , which meant she was sweating buckets by the time she turned her bicycle into the airport driveway .
89344	which may or may not have had something to do with the mysterious bombing of a launch facility in Houston	which	DET	which	nsubj	Net	the Net	(10, 29)	(',', '.')	Six months ago they 'd dropped off the Net , which may or may not have had something to do with the mysterious bombing of a launch facility in Houston .
