	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
73008	who had made all the points	who	PRON	who	nsubj	one	the one	(5, 10)	('one', '!')	She was the one who had made all the points !
73009	that made my stomach ache	stomach	NOUN	that	nsubj	bangs	brown bangs	(8, 12)	('bangs', '.')	Her forehead was touched around by brown bangs that made my stomach ache .
73010	who broke my heart in high school and made me cry on my pillow	me	PRON	who	nsubj	one	the one	(7, 20)	('one', '.')	I told her she was the one who broke my heart in high school and made me cry on my pillow .
73011	I understand which is something	which	DET	which	nsubj	University	Boston University	(9, 13)	(',', '.')	She had a doctorate from Boston University , which I understand is something .
73012	who was in the air now	who	PRON	who	nsubj	husband	her husband	(6, 11)	(',', ',')	She was divorcing her husband , who was in the air now , but she thought the B-s2 's were exquisite .
73013	who remarried an important man , maybe a college president	who	PRON	who	nsubj	beauty	a Delta beauty	(6, 15)	('beauty', '.')	His widow was a Delta beauty who remarried an important man , maybe a college president .
73014	who had killed the master and was now mocking him	who	PRON	who	nsubj	understudy	an understudy	(9, 18)	('understudy', '.')	He might be someone deranged , an understudy who had killed the master and was now mocking him .
73015	who fed me for three days	who	PRON	who	nsubj	family	a strange nearby family	(9, 14)	('family', '.')	He was the son of a strange nearby family who fed me for three days .
73016	that will call us son	that	DET	that	nsubj	world	the world	(20, 24)	('world', '.')	As if just around the corner is the really fine feed , the really true woman , the world that will call us son .
73017	who knew her	who	PRON	who	nsubj	Somebody	Somebody	(1, 3)	('Somebody', '.')	Somebody who knew her .
73018	who was true	who	PRON	who	nsubj	monster	a monster	(13, 15)	(',', '.')	Then she was destroyed by a monster I had never believed in , who was true .
73019	that might make Caligula weep in commiseration	Caligula	PROPN	that	nsubj	tragedy	A tragedy	(3, 9)	('tragedy', '.')	A tragedy that might make Caligula weep in commiseration .
73020	that matter	that	DET	that	nsubj	things	the interesting things	(11, 12)	('things', '.')	Meanwhile , you get to think about the really interesting things that matter .
73021	which is slightly higher than my right	which	DET	which	nsubj	shoulder	my left shoulder	(17, 23)	(',', ',')	My body is as flat and seamless as a worm 's except for my left shoulder , which is slightly higher than my right , so I wear a T-shirt over my bathing suit or a loose-fitting blazer , like the one I have on now .
73022	who has no breasts and gets away with it	who	PRON	who	nsubj	woman	a woman	(21, 29)	('here', '.')	Frankly , there is nothing positive you can say about an underdeveloped bust , although I have met a woman here who has no breasts and gets away with it .
73023	who wears her platinum hair in a French chignon even when she 's waterskiing	she	PRON	who	nsubj	woman	the woman	(4, 17)	('woman', '.')	She 's the woman who wears her platinum hair in a French chignon even when she 's waterskiing .
73024	that rhymes	that	DET	that	nsubj	name	a name	(14, 15)	('name', '.')	Behind us , the bartender is making my father a cocktail with a name that rhymes .
73025	Sal says which are prone to showing circles of fatigue	which	DET	which	nsubj	eyes	Morley eyes	(7, 16)	(',', '.')	I have Morley 's eyes , which Sal says are prone to showing circles of fatigue .
73026	that shimmy away from my father 's new wing - tip shoes when we walk to our bungalow beside the peach - colored frangipani bushes	we	PRON	that	nsubj	lizards	the lizards	(22, 46)	('lizards', '.')	Only my eyes are not dead , but moist and alert constantly darting here and there like the bodies of the lizards that shimmy away from my father 's new wing-tip shoes when we walk to our bungalow beside the peach-colored frangipani bushes .
73027	who sucks in her funny little tummy if he walks by	he	PRON	who	nsubj	Sal	even Sal	(12, 22)	(',', '.')	All the women here are gaga about him , even Sal , who sucks in her funny little tummy if he walks by .
73028	who is fifteen and three quarters	who	PRON	who	nsubj	Cynthia	Cynthia	(2, 7)	(',', ',')	Cynthia , who is fifteen and three quarters , says Jonathon is a stupid boy on account of his bragging .
73029	which is a nice word for bungle	which	DET	which	nsubj	pas	a faux pas	(14, 20)	(',', '.')	It means I do n't need to care about making a faux pas , which is a nice word for bungle .
73030	who winks at you on the TV	who	PRON	who	nsubj	Kennedy	John F. Kennedy	(4, 10)	(',', '.')	John F. Kennedy , who winks at you on the TV .
73031	that got wider and wider	that	DET	that	nsubj	circle	a big pink circle	(29, 33)	('circle', ',')	Naturally , I could n't see a pair of eyes or a nose because the glass slats got in the way , but I saw a big pink circle that got wider and wider , and smack-dab in the middle of the circle I saw something quivering .
73032	which was still wet from my swim	which	DET	which	nsubj	suit	my bathing suit	(7, 13)	(',', ',')	I picked up my bathing suit , which was still wet from my swim , and rolled it into a ball and threw it into the bathtub .
73033	that come apart if the clothes are too heavy	clothes	NOUN	that	nsubj	hangers	the skinny hotel hangers	(19, 27)	('hangers', '.')	Then , carefully , I folded up a pair of shorts and hung them on the skinny hotel hangers that come apart if the clothes are too heavy .
73034	which is what Americans from the South call people with dark skin	which	DET	which	nsubj	Negro	Negro	(8, 19)	(',', '.')	"Jonathon says "" Nigra "" for Negro , which is what Americans from the South call people with dark skin ."
73035	who always says the wrong thing because he is trying to impress people	he	PRON	who	nsubj	boy	a stupid boy	(13, 25)	('boy', '.')	But I guess you ca n't expect much from a stupid boy who always says the wrong thing because he is trying to impress people .
73036	who knows how much I want his attention and ca n't make himself give it	himself	PRON	who	nsubj	Morley	Morley	(7, 21)	(',', '.')	Maybe it 's cruel like Morley , who knows how much I want his attention and ca n't make himself give it .
73037	who put a girl in a coffin and kept her there for two years	who	PRON	who	nsubj	man	the man	(19, 32)	('man', '.')	Or maybe he 'd take me off to his shack and chain me to the bed like the man who put a girl in a coffin and kept her there for two years .
73038	who kept the family history	who	PRON	who	nsubj	one	the one	(27, 31)	('one', '.')	She was my father 's younger sister , but he had left home at fifteen to join the Civilian Conservation Corps , and she was the one who kept the family history .
73039	who had sailed from German colonies in Russia	who	PRON	who	nsubj	parents	parents	(4, 11)	('parents', '.')	Each had parents who had sailed from German colonies in Russia .
73040	that drew her without complaint into the black , frozen morning	that	DET	that	nsubj	urgency	an urgency	(13, 23)	('urgency', '.')	Sometimes he needed her to help , and she awoke to an urgency that drew her without complaint into the black , frozen morning .
73041	"who tells him to "" do something nice for the people you love"	you	PRON	who	nsubj	Friend	his Angel Friend	(13, 25)	(',', '.')	"##1003617 A young boy discovers Luke , his Angel Friend , who tells him to "" do something nice for the people you love ."
73042	who taught me a special lesson	who	PRON	who	nsubj	angel	an angel	(8, 13)	('Luke', '.')	The dream was about an angel named Luke who taught me a special lesson .
73043	that gave way to deep yawns and sleepy eyes	that	DET	that	nsubj	story	gentle story	(17, 25)	('story', '.')	Thinking back , it must have been the warm fire , flickering lights , and gentle story that gave way to deep yawns and sleepy eyes .
73044	that fell to his shoulders	that	DET	that	nsubj	wings	long fluffy wings	(8, 12)	('hair', ',')	Tall with long fluffy wings and brown hair that fell to his shoulders , he had a friendly , strangely familiar face .
73045	who is Luke	who	PRON	who	nsubj	Michael	But , Michael	(4, 6)	(',', '?')	But , Michael , who is Luke ?
73046	who gave me the idea of Angel Promises - special promises from the heart	who	PRON	who	nsubj	Friend	my own special Angel Friend	(7, 20)	('Friend', ',')	"Luke 's my own special Angel Friend who gave me the idea of Angel Promises-special promises from the heart , "" I said ."
73047	which caused the Gatekeeper to blot the page	Gatekeeper	PROPN	which	nsubj	sound	A unangelic sound	(5, 12)	(',', '!')	A most unangelic sound , which caused the Gatekeeper to blot the page !
73048	that followed	that	DET	that	nsubj	days	those days	(3, 4)	('days', ',')	In those days that followed , everyone wondered at the change in the Littlest Angel , for he was the happiest of all the cherubs in the kingdom .
73049	who had died as he had lived	he	PRON	who	nsubj	dog	his dog	(20, 26)	(',', ',')	At the bottom of the box , there was a toothmarked leather collar , worn by his dog , who had died as he had lived , in absolute love and devotion .
73050	which scorns her hopes and dreams	which	DET	which	nsubj	laughter	the laughter	(6, 11)	(',', '.')	I listen to the laughter , which scorns her hopes and dreams .
73051	that tear at healing wounds ,	that	DET	that	nsubj	Words	Words	(1, 6)	('Words', 'her')	Words that tear at healing wounds , her tears a flowing stream .
73052	who gathered up her thoughts and came along	who	PRON	who	nsubj	girl	the little girl	(6, 13)	('girl', '.')	She beckoned to the little girl who gathered up her thoughts and came along .
73053	in which it began	it	PRON	which	pobj	state	the state	(14, 17)	('in', 'Of')	Only one thought of the child 's was left in the state in which it began .
73054	which she planted herself	she	PRON	which	dobj	roses	the roses	(6, 9)	(',', '.')	There are the roses , which she planted herself .
73055	that has remained the same	that	DET	that	nsubj	thing	the only thing	(14, 18)	('thing', '.')	The sky is terrifically blue and clear ; it 's the only thing that has remained the same .
73056	who is tearing leaves from an ornamental shrub	who	PRON	who	nsubj	Angela	Angela	(17, 24)	(',', '.')	""" They 're a horrible family , "" Jill says as she heads for Angela , who is tearing leaves from an ornamental shrub ."
73057	he refers which to as a disfigurement	he	PRON	which	pobj	ears	forbidden pierced ears	(13, 19)	(',', '.')	Jill 's husband , Eddie , has absolutely forbidden pierced ears , which he refers to as a disfigurement .
73058	who would look so cute with little pearl studs	who	PRON	who	nsubj	Angela	Angela	(16, 24)	(',', ';')	He wo n't even let Jill plead her case , and forget about Angela , who would look so cute with little pearl studs ; Eddie wo n't hear of it .
73059	who stood out on a window ledge above	who	PRON	who	nsubj	roommate	the lunatic roommate	(17, 24)	('roommate', 'Fourteenth')	If Eddie knew the half of it-the clubs they went to , the lunatic roommate who stood out on a window ledge above
73060	which is broiling hot	which	DET	which	nsubj	kitchen	the kitchen	(11, 14)	(',', '.')	They 're carrying cups and toys into the kitchen , which is broiling hot .
73061	"who works in the accounting department at the LoPaccas "" bakery"	who	PRON	who	nsubj	washed	hands washed	(21, 31)	(',', ',')	"By the time the salad is fixed and the kids "" hands washed , Terry and her husband , Tim , who works in the accounting department at the LoPaccas "" bakery , have arrived ."
73062	who rolls her eyes and looks like she 'd like to head for the hills	she	PRON	who	nsubj	Jill	Jill	(10, 24)	(',', '.')	"The food 's fantastic , "" Gretel tells Jill , who rolls her eyes and looks like she 'd like to head for the hills ."
73063	that separated her yard from Jill 's	that	DET	that	nsubj	fences	the fences	(5, 11)	('fences', '.')	Gretel stares past the fences that separated her yard from Jill 's .
73064	who bought your old house , Gretel	who	PRON	who	nsubj	creeps	Those creeps	(2, 8)	('creeps', '.')	Those creeps who bought your old house , Gretel .
73065	whose scent carries in the thick night air	scent	NOUN	whose	poss	roses	the roses	(6, 13)	(',', '.')	There are the roses , whose scent carries in the thick night air .
73066	that looks exactly like all the rest	that	DET	that	nsubj	house	a house	(9, 15)	('house', '.')	""" Jill points across the street to a house that looks exactly like all the rest . """
73067	who still comes here	who	PRON	who	nsubj	Jill	only Jill	(5, 8)	('Jill', ',')	It 's only Jill who still comes here , and after tonight , even she wo n't come back .
73068	who came near me	who	PRON	who	nsubj	Anyone	Anyone	(1, 4)	('Anyone', 'would')	Anyone who came near me would become a security risk .
73069	we agreed that would never be spoken	that	DET	that	nsubj	things	the things	(23, 29)	('things', '.')	And of no import to the CIA but critical to me , I would have talked endlessly to Jackie about the things that we agreed would never be spoken .
73070	who was all bones and freckles and teeth	who	PRON	who	nsubj	woman	a woman	(31, 38)	('woman', ',')	the color of the old Red Grange model football we used in Hyannis the autumn I made love , on the overstuffed chair in my Senate office , to a woman who was all bones and freckles and teeth , and her thick hair was the same color , a roan color , and she sat on my lap and thrashed her hair around me .
73071	who touched my arm	who	PRON	who	nsubj	woman	The woman	(2, 5)	('woman', 'is')	The woman who touched my arm is beside me
73072	which want to lift to the screen	which	DET	which	nsubj	hands	my hands	(6, 12)	(',', ',')	I hold back my hands , which want to lift to the screen , to this image of her pearls .
73073	who pay no attention to me	who	PRON	who	nsubj	hedge	a hedge	(18, 23)	('reporters', '.')	And I am out the main door of the auction room , breaking through a hedge of reporters who pay no attention to me .
73074	who is dead	who	PRON	who	nsubj	wife	my wife	(8, 10)	(',', '.')	And she is dressed as my wife , who is dead .
73075	which wants to speak much more	which	DET	which	nsubj	voice	my voice	(12, 17)	(',', '.')	""" Good , "" I say , struggling with my voice , which wants to speak much more ."
73076	in which I believed	I	PRON	which	pobj	urgency	an urgency	(25, 28)	('in', 'He')	But his eyes were of a rich , dark blue , and he spoke with an urgency , a sense of concern , in which I believed .
73077	that leaks	that	DET	that	nsubj	balloon	a balloon	(21, 22)	('balloon', 'while')	He was a student at Cooper Union , and I was a dancer , and it 's like watching a balloon that leaks while it zips in circles over your head , but in very slow motion , to see how those ambitions were mostly wishes and breath .
73078	that could describe how lousy it got so fast	it	PRON	that	nsubj	word	a short enough word	(15, 23)	('word', '.')	We did n't last long enough for me to find a short enough word that could describe how lousy it got so fast .
73079	who called herself sergeant something	who	PRON	who	nsubj	woman	a woman	(15, 19)	('woman', ',')	My hand was shaking , and my voice , when I spoke to a woman who called herself sergeant something , wobbled and wavered .
73080	that would do me some good	that	DET	that	nsubj	language	some language	(12, 17)	('language', '.')	I wanted to sit with a book and find some language that would do me some good .
73081	that passed	that	DET	that	nsubj	car	The first car	(3, 4)	('car', ',')	The first car that passed , I blasted it , fired a strike , and then listened for the hollow smack as I bolted back to the bright lights and red faces of my best friends .
73082	which is something he had a tendency to do	he	PRON	which	nsubj	money	money	(15, 23)	(',', '.')	> Kenny was in a corner , flashing bills , probably giving away money , which is something he had a tendency to do .
73083	who said he 'd ride with Missy and her mom	he	PRON	who	nsubj	Kenny	Kenny	(24, 33)	(',', '.')	And when it came time for midnight mass , we all rode with our parents , in separate cars , except for Kenny , who said he 'd ride with Missy and her mom .
73084	that fucked us up	that	DET	that	nsubj	thing	> The thing	(3, 6)	('thing', 'was')	> The thing that fucked us up was Kenny 's tie .
73085	that happens	that	DET	that	nsubj	thing	the next thing	(17, 18)	('thing', 'is')	""" I stared at the floor , Kenny 's bare feet , and then the next thing that happens is Kenny 's peeing ."
73086	that would set me off	that	DET	that	nsubj	parents	my parents	(15, 19)	('else', '.')	so I would n't have to face my parents or Kenny or anyone else that would set me off .
73087	that made me worry	me	PRON	that	nsubj	windows	the dark spooky windows	(29, 32)	('windows', '.')	so many houses of the friends we 'd known forever , and especially past Missy 's mom 's dinky flat with the twostep porch and the dark spooky windows that made me worry .
73088	which straddled a drainage ditch dug as a property line	which	DET	which	nsubj	trailer	a trailer	(21, 30)	('trailer', '.')	We could n't afford to berth the sportsfisher , so the Nell rode out snowstorms and summer cloudbursts on a trailer which straddled a drainage ditch dug as a property line .
73089	which would house satellite construction	which	DET	which	nsubj	plant	a new Bell plant	(13, 17)	('plant', '.')	Lamar had bid on the wiring for a new Southern Bell plant which would house satellite construction .
73090	who got cranky when we limited her supply	we	PRON	who	nsubj	nurse	a nurse	(14, 21)	(',', '.')	She was a nurse , an LPN , hooked on gin and codeine , who got cranky when we limited her supply .
73091	who slept beneath the raised bow of the Nell	who	PRON	who	nsubj	shepherd	his German shepherd	(13, 21)	(',', '.')	Then he ambled back outside and unchained his German shepherd , Lucky , who slept beneath the raised bow of the Nell .
73092	who warred openly	who	PRON	who	nsubj	couple	a mismatched couple	(6, 8)	('couple', '.')	The Lucases were a mismatched couple who warred openly .
73093	who have excesses in common	who	PRON	who	nsubj	people	people	(17, 21)	('people', '.')	She and Wanda had struck up the quick , intense , suspicious type of friendship of people who have excesses in common .
73094	who smiled at everyone from the safe place the pills had carried her	pills	NOUN	who	nsubj	Wanda	Wanda	(12, 24)	(',', '.')	""" Then she walked over and threw her arm around Wanda , who smiled at everyone from the safe place the pills had carried her ."
73095	who took in the Lost Colonists	who	PRON	who	nsubj	Indians	The Indians	(2, 7)	('Indians', '.')	The Indians who took in the Lost Colonists .
73096	that warned this was not the time for this	this	DET	that	nsubj	look	a look	(7, 15)	('look', '.')	> Frank Lucas gave her a look that warned this was not the time for this .
73097	which adjoined the widow 's walk	which	DET	which	nsubj	room	our room	(8, 13)	(',', '.')	and I made love in our room , which adjoined the widow 's walk .
73098	whom everyone called Queenie	everyone	PRON	whom	dobj	McQueen	Lisa McQueen	(12, 15)	(',', '.')	, I slept with a sorority girl named Lisa McQueen , whom everyone called Queenie .
73099	which barely hid the sweet cleft of her buttocks , an evening gown with slits up the sides ,	which	DET	which	nsubj	miniskirt	a miniskirt	(17, 35)	('miniskirt', 'and')	She danced around in a front-buttoning dress like country girls wear , a miniskirt which barely hid the sweet cleft of her buttocks , an evening gown with slits up the sides , and a shift so loose he crawled under it like a kid .
73100	that skirt made them feel	them	PRON	that	advmod	way	the way	(23, 27)	('way', '.')	Spring break was the next day , and they were traveling to different places , so they stocked up on the way that skirt made them feel .
73101	that might heave or toss	that	DET	that	nsubj	Anything	Anything	(2, 6)	('Anything', 'got')	Anything that might heave or toss got battened down .
73102	which I tied on my head pirate - style as he had taught me	he	PRON	which	dobj	bandanna	a clean bandanna	(9, 22)	(',', '.')	"My father pitched me a clean bandanna , which I tied on my head pirate-style as he had taught me . """
73103	which sent up smoke signals before igniting	which	DET	which	nsubj	leaves	damp leaves	(22, 28)	(',', '.')	Kids jumped over flames when their parents ' backs were turned , and brothers dumped on bedsheets full of damp leaves , which sent up smoke signals before igniting .
73104	that has passed	that	DET	that	nsubj	life	a life	(33, 35)	('life', '.')	I had thought it a crude remark , but sitting there beside my father , I understood she meant it as a salute , as people at a wake toast a life that has passed .
73105	who wanted sympathy	who	PRON	who	nsubj	person	a person	(8, 10)	('person', '.')	Then I cried the tears of a person who wanted sympathy .
73106	who had dropped off their dates and spent whole nights debating love 's mysteries	who	PRON	who	nsubj	teenagers	teenagers	(17, 30)	('teenagers', '.')	Lamar claimed they would take a little spin like old times , when they were teenagers who had dropped off their dates and spent whole nights debating love 's mysteries .
73107	which marked the channel to Cape Hatteras	which	DET	which	nsubj	buoy	the buoy	(5, 11)	('buoy', '.')	Lamar ease around the buoy which marked the channel to Cape Hatteras .
73108	who would write the Constitution	who	PRON	who	nsubj	Virginians	the Virginians	(19, 23)	('Virginians', '.')	A people like mine were not pleasure-fearing Pilgrims , nor the landed aristocracy of the Virginians who would write the Constitution .
73109	in which you decided a change in geography	you	PRON	which	pobj	situation	any situation	(10, 17)	('in', 'cure')	What got my ancestors here was any situation in which you decided a change in geography might cure your luck .
73110	which he has apparently , for reasons of his own	he	PRON	which	dobj	mail	his mail	(6, 15)	(',', ',')	It is his mail , which he has apparently , for reasons of his own , indicated should be returned to me .
73111	which exacerbated and complicated the problems Danny	which	DET	which	nsubj	friend	his lady friend	(25, 31)	(',', 'and')	A disastrous time , with a storm of sorts going on inside the house as well , caused by Roman and his lady friend , which exacerbated and complicated the problems Danny
73112	that swallowed the cars of screaming couples as they rode into the fun house	they	PRON	that	nsubj	mouth	the gaping mouth	(13, 26)	('mouth', '.')	He 'd have his friends think Roman and Howie were the gaping mouth that swallowed the cars of screaming couples as they rode into the fun house .
73113	who found him frustrating and uncompromising	him	PRON	who	nsubj	one	the only one	(6, 11)	('one', '.')	I was n't the only one who found him frustrating and uncompromising .
73114	who has everything	who	PRON	who	nsubj	girl	the girl	(5, 7)	('girl', '.')	"What to give the girl who has everything . """
73115	that seems to glow pink within	that	DET	that	nsubj	lavender	an odd lavender	(8, 13)	('lavender', '.')	She 's painted the walls an odd lavender that seems to glow pink within .
73116	that had belonged to the former caretaker when we bought the house	we	PRON	that	nsubj	days	days	(5, 16)	('trailer', '.')	days in the trailer that had belonged to the former caretaker when we bought the house .
73117	who has to reveal Danny 's lack of love for me	who	PRON	who	nsubj	messenger	the messenger	(15, 25)	('messenger', '.')	if , as he maintains , it is his curse to have become the messenger who has to reveal Danny 's lack of love for me . . .
73118	which he mailed from St. Thomas to his mother in New York and to his father in Palm Beach	he	PRON	which	dobj	letter	a justifying letter	(7, 25)	(',', ',')	"a self-justifying letter , which he mailed from St. Thomas to his mother in New York and to his father in Palm Beach , with a "" cc "" at the bottom to Mr. Daniel Obersham ( Mr. ? ! ) and to a psychiatrist he 'd seen many years before , as well as leaving a copy tacked to the door of his office"
73119	in which to compose myself before I picked up the receiver	I	PRON	which	pobj	second	one second	(18, 28)	('in', 'The')	what Howie was saying , I slowly slid the volume down to off for one second in which to compose myself before I picked up the receiver .
73120	who 's in control	who	PRON	who	nsubj	one	the one	(7, 10)	('one', '.')	other people see me as the one who 's in control .
73121	that happened between us so long ago	that	DET	that	nsubj	everything	everything	(11, 17)	('everything', 'was')	You and Howie have always acted in collusion , like everything that happened between us so long ago was all my idea , something I coerced you into .
73122	who stole your boyfriend	who	PRON	who	nsubj	Marielle	Marielle	(2, 5)	(',', '.')	"Marielle , who stole your boyfriend . """
73123	that functions as a wine rack	that	DET	that	nsubj	mailbox	the old oak mailbox	(12, 17)	('mailbox', '.')	I pull a bottle of wine out of the old oak mailbox that functions as a wine rack .
73124	I meant that to live in so happily with my lover ,	I	PRON	that	dobj	place	this place	(12, 23)	('place', 'visiting')	there with pug dogs woven into them , in this place that I meant to live in so happily with my lover , visiting with my dear friend and soul mate Howie when he was well , physically well , no nightmare disease hanging over anyone . . .
73125	whose ghost hangs over us both	ghost	NOUN	whose	poss	Roman	the Roman	(23, 28)	('Roman', ':')	Or do I still think the younger Roman is hovering somewhere , hidden like the wolf in the tree , the Roman whose ghost hangs over us both :
73126	who are complicit	who	PRON	who	nsubj	people	people	(7, 9)	('people', ',')	Yeah , sure , he finds people who are complicit , but since I 've been one of those people , I 've developed a lot of sympathy .
73127	who pulls you slowly in	who	PRON	who	nsubj	magnet	the great magnet	(11, 15)	('magnet', '.')	So you attach yourself to Roman , to the great magnet who pulls you slowly in .
73128	that always leads people to band together to resist nature with all their strength	that	DET	that	nsubj	weather	That unremitting , wild weather	(6, 19)	('weather', '.')	That unremitting , wild weather that always leads people to band together to resist nature with all their strength .
