	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
171907	that had passed on the road	that	DET	that	nsubj	cars	the cars	(9, 14)	('cars', 'recognized')	What if somebody in one of the cars that had passed on the road recognized me ?
171908	that had passed since Aunt Leora 's death	that	DET	that	nsubj	year	the year	(31, 38)	('year', ',')	He said Myron had been a good brother and he would ## S THE EVIdence against Uncle Myron had become stronger and weaker and stronger again in the year that had passed since Aunt Leora 's death
171909	who knew Ben Dewaine	who	PRON	who	nsubj	Nobody	Nobody	(1, 4)	('Nobody', 'would')	Nobody who knew Ben Dewaine would have thought it for an instant .
171910	that attracted him	that	DET	that	nsubj	cover	the cover	(16, 18)	('cover', '.')	this night a dark place beside the lane beyond the Sherroder house had been the cover that attracted him .
171911	that had befallen so many people associated with the # # crime	that	DET	that	nsubj	fate	the strange fate	(10, 21)	('fate', '.')	The newspapers rehashed it and noted the strange fate that had befallen so many people associated with the ## crime .
171912	who had claimed to be the well - known socialite doctor 's mistress	who	PRON	who	nsubj	woman	The woman	(3, 15)	('woman', 'had')	The woman who had claimed to be the well-known socialite doctor 's mistress had committed suicide .
171913	in which he seems to have regained his appetite for a more active life	he	PRON	which	pobj	remission	a remission	(7, 20)	('in', 'Mother')	He entered then a remission in which he seems to have regained his appetite for a more active life .
171914	who called themselves human laughed	who	PRON	who	nsubj	Those	Those	(1, 5)	('Those', ',')	Those who called themselves human laughed , took our wedding bands , gold teeth , and rose gardens .
171915	that smelled faintly of camphor	that	DET	that	nsubj	house	a faded pastel rooming house	(9, 13)	('house', '.')	morning we awakened in a faded pastel rooming house that smelled faintly of camphor .
171916	that never happened when we spent our annual two weeks at Bradley Beach in August	we	PRON	that	nsubj	luxury	a luxury	(37, 51)	('luxury', '-')	The day before , riding the waves in my rubber safety tire , I had looked back at the sand and been astonished at the empty yards between our blanket and the next , a luxury that never happened when we spent our annual two weeks at Bradley Beach in August - during the season a few inches between blankets signaled a day doomed to rain , and to make our turf seem grander , every several yards was known for something special : the teenagers crammed along the first black off Ocean Avenue , the families with children along the second , and along the third the dark and handsome Sephardics from as far away as Brooklyn , gabbing in a foreign language not Yiddish and forbidden to our older cousins for dating because of their strangeness .
171917	that scavenged on the sand	that	DET	that	nsubj	gulls	the bustling gulls	(17, 21)	('gulls', '.')	I dangled at the edge as she leaned her torso forward , smiling at the bustling gulls that scavenged on the sand .
171918	that could operate among us	that	DET	that	nsubj	outpost	the only lonely Christian outpost	(13, 17)	('outpost', 'would')	The setting seemed appropriate , as if the only lonely Christian outpost that could operate among us would have to do so without benefit of family or friends .
171919	who considered the idea of anyone acting saintly every minute of his life a sweet but dangerous delusion	who	PRON	who	nsubj	men	the men	(19, 36)	(',', '.')	""" The orphanage was named for a saint and never failed to get a reaction from the men , who considered the idea of anyone acting saintly every minute of his life a sweet but dangerous delusion ."
171920	who worked very hard and made it big	it	PRON	who	nsubj	man	""" A man"	(3, 10)	('man', '.')	""" A man who worked very hard and made it big ."
171921	that were making their way down the aisle beneath us	that	DET	that	nsubj	scrolls	the sacred scrolls	(18, 27)	('scrolls', '.')	The women lurched forward , straining and jostling , a vast perfumed surge toward the sacred scrolls that were making their way down the aisle beneath us .
171922	who abandoned themselves and instead worshipped luck	who	PRON	who	nsubj	Lee	Lee	(2, 8)	(',', '.')	Lee , who abandoned themselves and instead worshipped luck .
171923	who worked part - time for them	who	PRON	who	nsubj	shills	all the other shills	(30, 36)	('shills', ',')	This supermarket king had a separate room for what anyone raised on the streets , anyone like Nat and Jake , anyone like my father and all the other shills who worked part-time for them , could have take one look at and said , if you 've learned anything at @ @
171924	that never varied from the one before or after	that	DET	that	nsubj	day	a day	(33, 41)	('day', '-')	The leaves on the trees lifted themselves up and snapped to attention with seasonal fire , as if God Himself had tired of feigning pluralistic allegiance to January 1 , a day that never varied from the one before or after - if the sky heaved snow on December 31 , it would snow again the next day .
171925	who stood , whistling , by a newspaper rack	who	PRON	who	nsubj	man	a craggyfaced man	(7, 15)	('man', ',')	They got directions from a craggyfaced man who stood , whistling , by a newspaper rack , and within a half hour , the Bens ?
171926	that had tracks down its center	that	DET	that	nsubj	space	the grassy middle space	(17, 22)	('space', '.')	And so , father and son left the sidewalk and took to the grassy middle space that had tracks down its center .
171927	that smiled ( sometimes )	that	DET	that	nsubj	tomcat	a loving , whitewhiskered , eyed , gray tomcat	(29, 33)	('tomcat', '.')	It was a wonderful visitor to the place , a wonderfully frisky , wonderfully loving , wonderfully whitewhiskered , green-eyed , gray-all-over tomcat that smiled ( sometimes ) .
171928	who were not nearly as well known when Lois began to buy them as they are now	they	PRON	who	nsubj	artists	artists	(11, 27)	('artists', '.')	They are paintings , or sketches and drawings , by artists who were not nearly as well known when Lois began to buy them as they are now .
171929	who 'd chosen them	who	PRON	who	nsubj	Lois	Lois	(4, 7)	('Lois', '.')	It was Lois who 'd chosen them .
171930	that was in them	that	DET	that	nsubj	something	something	(3, 6)	('something', 'although')	She wanted something that was in them although she could not have said at the time what it was .
171931	who went to these camps and were good at it	who	PRON	who	nsubj	women	women	(6, 15)	('women', '.')	Lois thinks she can recognize women who went to these camps and were good at it .
171932	that looked as if it was cut with a bowl	that	DET	that	nsubj	hair	colored hair	(6, 15)	('hair', '.')	She had fawn-colored hair that looked as if it was cut with a bowl .
171933	that encouraged yelling	that	DET	that	nsubj	household	a household	(5, 7)	('household', '.')	Hers was not a household that encouraged yelling .
171934	who had a patch over one eye , like a pirate	who	PRON	who	nsubj	father	her father	(13, 23)	(',', '.')	Her mother had been a Canadian once but had married her father , who had a patch over one eye , like a pirate .
171935	who was unsure about shrapnel	who	PRON	who	nsubj	Lois	Lois	(2, 6)	(',', ',')	Lois , who was unsure about shrapnel , was so impressed she could only grunt .
171936	with which she seemed to accept everything	she	PRON	which	pobj	shrug	the same casual shrug	(22, 28)	('with', 'She')	This was a bad beginning ; but Lucy was goodnatured , and accepted Camp Manitou with the same casual shrug with which she seemed to accept everything .
171937	who is sixteen and works as a gardener 's assistant	who	PRON	who	nsubj	boyfriend	a boyfriend	(5, 14)	(',', '.')	She has a boyfriend , who is sixteen and works as a gardener 's assistant .
171938	that went out of camp	that	DET	that	nsubj	trip	Every canoe trip	(3, 7)	('trip', 'was')	Every canoe trip that went out of camp was given a special send-off by Cappie and the section leader and counselors , with the whole section in attendance .
171939	who smoked illegally , and made a small fire out behind the furthest outhouse , at dusk , using their flashlights	who	PRON	who	nsubj	counselor	their counselor	(11, 31)	(',', '.')	The two of them snitched some matches from their counselor , who smoked illegally , and made a small fire out behind the furthest outhouse , at dusk , using their flashlights .
171940	that would provide some sort of reason or clue to what happened next	what	PRON	that	nsubj	anything	anything	(9, 21)	('anything', '?')	W 1 1as there anything important , anything that would provide some sort of reason or clue to what happened next ?
171941	which was the first campsite for overnight	which	DET	which	nsubj	Birch	Little Birch	(7, 13)	(',', '.')	At last they reached Little Birch , which was the first campsite for overnight .
171942	which smelled of musty storage and of earlier campers	which	DET	which	nsubj	bag	her sleeping bag	(10, 18)	(',', '--')	Lois tried to get comfortable inside her sleeping bag , which smelled of musty storage and of earlier campers -- a stale , salty sweetness .
171943	that went down and down	that	DET	that	nsubj	layers	layers	(10, 14)	('stars', '.')	In the sky there were stars , layers of stars that went down and down .
171944	that led up to the 54 HARPER 'S MAGAZINE / AUGUST 1990	that	DET	that	nsubj	trail	a trail	(31, 42)	('trail', '.')	It was called this because , although the site itself was down near the water on a flat shelf of rock , there was a sheer cliff nearby and a trail that led up to the 54 HARPER 'S MAGAZINE / AUGUST 1990 .
171945	which is dry earth and rocks , big rounded pinky - gray boulders or split - open ones with jagged edges	which	DET	which	nsubj	path	the path	(6, 26)	(',', '.')	They walk up the path , which is dry earth and rocks , big rounded pinky-gray boulders or split-open ones with jagged edges .
171946	who is never without it	who	PRON	who	nsubj	Lois	Lois	(10, 14)	(',', '.')	""" You have toilet paper ? "" says Lois , who is never without it ."
171947	who was crouching over the fire	who	PRON	who	nsubj	Kip	Kip	(7, 12)	(',', ',')	"Sure , "" said Kip , who was crouching over the fire , feeding driftwood into it ."
171948	who were on the canoe trip	who	PRON	who	nsubj	girls	the other girls	(5, 10)	('girls', 'are')	Several of the other girls who were on the canoe trip are being collected in the same way .
171949	which hangs the thumbtacked bulletin board of norable to understand this interview had been what about	interview	NOUN	which	nsubj	desk	the old wooden desk	(18, 33)	('over', '.')	Lois sits on the hard wooden chair in Cappie 's office , beside the old wooden desk over which hangs the thumbtacked bulletin board of norable to understand what this interview had been about .
171950	that is silent at this distance and on this side of the glass	that	DET	that	nsubj	wind	a wind	(36, 48)	('wind', '.')	Through the kneeto-ceiling window she has a wide view of Lake Ontario , with its skin of wrinkled blue-gray light , and of the willows of Toronto Island shaken by a wind that is silent at this distance and on this side of the glass .
171951	that hovered around her and would not let itself be realized	that	DET	that	nsubj	life	own shadowy life	(8, 18)	('life', ',')	her own , and another , shadowy life that hovered around her and would not let itself be realized , the life of what would have happened if Lucy had not stepped sideways and disappeared from time .
171952	that goes back and back , endlessly ,	that	DET	that	nsubj	deal	only a great deal	(19, 26)	('foreground', 'involving')	There are no backgrounds in any of these paintings , no vistas ; only a great deal of foreground that goes back and back , endlessly , involving you in its twists and turns of tree and branch and rock .
171953	that open inward on the wall	that	DET	that	nsubj	holes	the holes	(10, 15)	('holes', ',')	She is in Lois 's apartment , in the holes that open inward on the wall , not like windows but like doors .
171954	that looked as if it had never been slept on	that	DET	that	nsubj	hairdo	the hairdo	(19, 28)	('hairdo', '.')	He could tell she was picturing his mother , with her matching handbag and shoes , and the hairdo that looked as if it had never been slept on .
171955	who knew how to use an apostrophe	who	PRON	who	nsubj	someone	someone	(9, 15)	('someone', '--')	The instructor -- no doubt thrilled to find someone who knew how to use an apostrophe -- had encouraged her to send out her work .
171956	which she made a point of dedicating to him	she	PRON	which	dobj	birth	his birth	(10, 18)	(',', ',')	She even read a poem about his birth , which she made a point of dedicating to him , smiling out at him in the second row .
171957	which was always	which	DET	which	nsubj	issues	such personal issues	(36, 38)	(',', '.')	For some reason he was irritated whenever his mother tried to engage him in a discussion about men and women , although he was equally irritated whenever his father refused to discuss such personal issues , which was always .
171958	in which Jonathan dropped out of high school , married , moved in with the girl 's parents , worked at a car wash during the day , took classes at a vocational school at night , and crawled home exhausted to a squalling baby and an even more exhausted wife	Jonathan	PROPN	which	pobj	scenario	a gloomy scenario	(7, 57)	('in', 'By')	He painted a gloomy scenario in which Jonathan dropped out of high school , married , moved in with the girl 's parents , worked at a car wash during the day , took classes at a vocational school at night , and crawled home exhausted to a squalling baby and an even more exhausted wife .
171959	who squashed them in his	who	PRON	who	nsubj	brother	his baby brother	(21, 25)	(',', '@')	A little boy about five or six tore off tiny pieces of tortilla and handed them to his baby brother , who squashed them in his @ @
171960	that made him catch his breath	him	PRON	that	nsubj	glimpse	a private glimpse	(16, 21)	('her', '.')	In the moment before she sensed his presence , he caught a private glimpse of her that made him catch his breath .
171961	which fails to protect them	which	DET	which	nsubj	government	Any government	(2, 6)	('government', 'forfeits')	Any government which fails to protect them forfeits its legitimacy .
171962	who see this film on National Geographic	who	PRON	who	nsubj	celebration	celebration	(13, 19)	(',', ',')	In the background , celebration and the opening of beer and we , who see this film on National Geographic , knew it would have to end this way .
171963	who deals with prejudice issues in my everyday life and also trys to grow away from these issues	who	PRON	who	nsubj	woman	a woman	(5, 22)	(',', 'Can')	I am a woman , who deals with prejudice issues in my everyday life and also trys to grow away from these issues
171964	that chokes me up	that	DET	that	nsubj	everything	everything	(8, 11)	('everything', '.')	I guess it 's the transitoriness of everything that chokes me up .
171965	that takes place with alcohol	that	DET	that	nsubj	leveling	The same leveling	(3, 7)	('leveling', 'takes')	The same leveling that takes place with alcohol takes places in the choosing of bar decor .
171966	who was in the middle of his third divorce	who	PRON	who	nsubj	another	another	(12, 20)	('another', '.')	"She can work as well as I can , "" said another who was in the middle of his third divorce ."
171967	who had prevented this	who	PRON	who	nsubj	Man	Man	(5, 8)	('University', '?')	Man at the University who had prevented this ?
171968	who wrote the articles	who	PRON	who	nsubj	professors	the professors	(6, 9)	('professors', 'look')	She had to make the professors who wrote the articles look as smart as they were supposed to be .
171969	who never stopped throwing out words	who	PRON	who	nsubj	man	this man	(14, 19)	('man', '.')	He appeared unable to think of a word to say , this man who never stopped throwing out words .
171970	that loomed over the rest of the neighborhood	that	DET	that	nsubj	hill	the hill	(7, 14)	('hill', '.')	There was a hospital on the hill that loomed over the rest of the neighborhood .
171971	that still covered its floors with sawdust	that	DET	that	nsubj	district	the block shopping district	(13, 19)	('district', '.')	It was the only store in the three-block shopping district that still covered its floors with sawdust .
171972	who would go in groups to say the rosary	who	PRON	who	nsubj	women	these old women	(17, 25)	(',', '.')	Except for May , evenings in the church were given over to these old women , who would go in groups to say the rosary .
171973	that I enjoyed	I	PRON	that	dobj	occasion	The only occasion	(6, 8)	('church', '(')	The only occasion in church that I enjoyed
171974	that covered all of the statuary	that	DET	that	nsubj	shrouds	the purple shrouds	(51, 56)	('shrouds', 'had')	Filled with the sweet smell of Polish sausage and home baked raisin bread , the church seemed less forbidding ; perhaps , too , because the agonies of Lent had passed and we no longer had to spend each Friday afternoon making Stations of the Cross and because the purple shrouds that covered all of the statuary had at last been taken up .
171975	that included our mothers	that	DET	that	nsubj	group	a group	(6, 9)	('group', ',')	The younger women , a group that included our mothers , did not go to rosary , nor did they participate in our devotions .
171976	who went regularly because they seemed so much more grown up than I.	they	PRON	who	nsubj	girls	the girls	(19, 31)	('girls', 'And')	I went only twice and , although I was bored by it , I was jealous of the girls who went regularly because they seemed so much more grown up than I.
171977	who had bought just one	who	PRON	who	nsubj	person	the only person	(16, 20)	('family', '.')	But Aunt Clara won her toaster and was the only person in the whole family who had bought just one .
171978	whose teeth were laced with gold	teeth	NOUN	whose	poss	woman	a loud woman	(7, 12)	('woman', '.')	She was a very loud woman whose teeth were laced with gold .
171979	that sounded like the noon whistle at the mill down the street	that	DET	that	nsubj	bells	bells	(12, 23)	('shrieks', ',')	I heard my name , and then , over bells and shrieks that sounded like the noon whistle at the mill down the street
171980	who came to taunt the crazy people	who	PRON	who	nsubj	children	The children	(2, 8)	('children', ',')	The children who came to taunt the crazy people , they were there , but they were neither laughing nor afraid .
171981	that could explain these holes	that	DET	that	nsubj	anything	anything	(14, 18)	('anything', '.')	I arced the binoculars slowly across the view and did n't see anything that could explain these holes .
171982	which issued pamphlets on the dangers of pesticides	which	DET	which	nsubj	Cod	Cape Cod	(14, 21)	(',', '.')	She was a member of the Association for the Preservation of Cape Cod , which issued pamphlets on the dangers of pesticides .
171983	which stank of malevolence	which	DET	which	nsubj	liquid	the liquid	(17, 20)	(',', ',')	I cut the cloth into bacon-strip lengths , dipped the strips in the liquid , which stank of malevolence , and with a stick poked the rags into the holes .
171984	that we envisioned	we	PRON	that	dobj	clay	clay	(8, 10)	('rubble', 'would')	Now , through clay and stony rubble that we envisioned would one day be a tapestry of plantings , a curving stair of railroad ties came down from the road , around the building inspector 's railroad-tie wall , to a terrace at the door .
171985	that had risen like an idol 's skull in the runoff of a heavy rain	that	DET	that	nsubj	boulder	a boulder	(16, 30)	('boulder', '.')	Straightening my back to rest from planting , I placed a foot on a boulder that had risen like an idol 's skull in the runoff of a heavy rain .
171986	who have peculiar vision	who	PRON	who	nsubj	all	all	(10, 13)	('all', ',')	I LEARNED I WAS AMONG THE ELECTelect as are all who have peculiar vision ,
171987	who sued his own sister	who	PRON	who	nsubj	cousin	a cousin	(27, 31)	('cousin', '.')	Though I did not challenge them , I waved them off without concern ; I named a fat one Mao Tse Sting and another for a cousin who sued his own sister .
171988	who ventured to build on the slope first assayed by me and my wife , Richard and Paula Sterko	who	PRON	who	nsubj	neighbors	neighbors	(7, 25)	('neighbors', '.')	It became a common lane for neighbors who ventured to build on the slope first assayed by me and my wife , Richard and Paula Sterko .
171989	who survived the heart attack to get out of the way	who	PRON	who	nsubj	everybody	everybody	(15, 25)	('everybody', '.')	A wild loopy signal burst in nearby and climbed the county road , warning everybody who survived the heart attack to get out of the way .
171990	which is a complete joke	which	DET	which	nsubj	game	Y whole ball game	(27, 31)	(',', '.')	""" People write about technique , "" she said , "" as if it 's the ## THE ATLANTIC NION'I'HI , Y whole ball game , which is a complete joke ."
171991	that go into lending money	that	DET	that	nsubj	things	all the things	(6, 10)	('things', '.')	Just look at all the things that go into lending money .
171992	which released him only another two inches	which	DET	which	nsubj	links	his cuff links	(6, 12)	(',', '.')	He undid his cuff links , which released him only another two inches .
171993	who would be only too glad to darn her boy 's socks	who	PRON	who	nsubj	sort	the sort	(7, 18)	('sort', '.')	His mother looked like the sort who would be only too glad to darn her boy 's socks .
171994	which is about as cheerful as the road to hell	which	DET	which	nsubj	Firebird	The Firebird	(22, 31)	(',', '.')	I jammed the violin under my chin , my jaw quit , and then we played the opening of The Firebird , which is about as cheerful as the road to hell .
171995	that brought to mind jumbo black olives	that	SCONJ	that	nsubj	eyes	eyes	(3, 9)	('eyes', '.')	He had eyes that brought to mind jumbo black olives .
171996	who had been second - chair viola in the Chicago Symphony Orchestra	who	PRON	who	nsubj	husband	Her husband	(4, 15)	(',', ',')	Her husband , who had been second-chair viola in the Chicago Symphony Orchestra , had been murdered on the el train late one Saturday night on his way home from a concert .
171997	that she tied in a ponytail and adorned with a red grosgrain ribbon	she	PRON	that	dobj	hair	sleek chestnut hair	(12, 24)	('hair', '.')	Mrs. Vogel was short and round , with sleek chestnut hair that she tied in a ponytail and adorned with a red grosgrain ribbon .
171998	that hugged her bulging middle and highlighted her 64 HARPER 'S	that	DET	that	nsubj	dresses	silk dresses	(4, 14)	('dresses', 'MAGAZINE')	She wore silk dresses that hugged her bulging middle and highlighted her 64 HARPER 'S
171999	who had grown up on the farm	who	PRON	who	nsubj	boys	his own boys	(18, 24)	(',', '.')	""" My uncle , "" Mr. Smedley explained , "" treated me like his own boys , who had grown up on the farm ."
172000	that happened after my vision	that	DET	that	nsubj	all	all	(3, 7)	('all', ',')	That 's all that happened after my vision , nothing more .
172001	that came to adults	that	DET	that	nsubj	things	things	(14, 17)	('things', '.')	To the best of my knowledge so far , precision and clarity were things that came to adults .
172002	that had thin staff lines and was intended for composers	that	DET	that	nsubj	paper	spiral notebook paper	(13, 22)	('paper', '.')	She would write on beige scented stationery , he on spiral notebook paper that had thin staff lines and was intended for composers .
172003	that is as dry as fire	that	DET	that	nsubj	passion	a passion	(31, 36)	('passion', '.')	I am so much damper than the ever handsome violist , my hair is falling out , and my joints are loose , and yet I adore you with a passion that is as dry as fire .
172004	that I heard Mrs. Vogel 's voice	I	PRON	that	mark	aisle	the aisle	(7, 13)	('second', ':')	"the aisle for a fleeting second that I heard Mrs. Vogel 's voice : "" GeorgeAnne , FREEZE ."
172005	who has a perspiration problem	who	PRON	who	nsubj	Someone	Someone	(2, 6)	('Someone', 'owes')	""" Someone who has a perspiration problem owes it to herself not to get overly agitated ."
172006	he wanted that to chuckle	he	PRON	that	dobj	impression	the distinct impression	(18, 22)	('impression', '.')	I knew it could n't be true , but all the same I had the distinct impression that he wanted to chuckle .
172007	that had no actual meaning	that	DET	that	nsubj	kind	a pure kind	(22, 26)	('noise', '--')	""" All of a sudden there was noise and movement ; it was Mrs. Vogel remonstrating with a pure kind of noise that had no actual meaning --"
172008	that had sprouted since she had received the phone call from Mr. Flannigan	she	PRON	that	nsubj	hairs	new gray hairs	(20, 32)	('hairs', '.')	Sometime during the ensuing discussion she was going to point out to me the number of new gray hairs that had sprouted since she had received the phone call from Mr. Flannigan .
172009	that now had a garbage disposal and an ice crusher	that	DET	that	nsubj	kitchen	this remodeled kitchen	(30, 39)	('kitchen', '.')	I looked at the table and cried , not because I was ashamed but because of injustice the world over , and in particular in this newly remodeled kitchen that now had a garbage disposal and an ice crusher .
172010	that made me think a sparkler had been lit at my throat and then sizzled all the way down to my toes	me	PRON	that	nsubj	way	a way	(7, 28)	('way', '.')	He looked at me in a way that made me think a sparkler had been lit at my throat and then sizzled all the way down to my toes .
172011	which was plummeting downward	which	DET	which	nsubj	block	the block	(25, 28)	(',', '.')	But as we watched the ball sail through Mrs. Mulholland 's window , Bobby and I were distracted by the block of ice , which was plummeting downward .
172012	that dipped almost to the floor	that	DET	that	nsubj	cot	a cot	(5, 10)	('cot', '.')	I slept on a cot that dipped almost to the floor .
172013	that blanketed most of his chest	that	DET	that	nsubj	beard	a wild gray beard	(13, 18)	('beard', 'blew')	Next to us an old man with a wild wool-gray beard that blanketed most of his chest blew his nose as if he were signaling ships , and then continued trying to catch his breath .
172014	who were on their way to winning the American League West	who	PRON	who	nsubj	Twins	the Twins	(5, 15)	(',', ',')	This time the Twins , who were on their way to winning the American League West , were in town for part of a big home-and-away series .
