	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
163330	that has taken care of you all your life	that	DET	that	nsubj	community	the community	(13, 21)	('community', '.')	Now it 's time for you to start thinking of the community that has taken care of you all your life .
163331	who play fast and loose with the law	who	PRON	who	nsubj	lawyers	those TV lawyers	(12, 19)	('lawyers', '.')	But understand , I 'm not one of those TV lawyers who play fast and loose with the law .
163332	that led past the outermost housing developments to the foothills	that	DET	that	nsubj	path	the broad walking path	(5, 14)	('path', '.')	Found the broad walking path that led past the outermost housing developments to the foothills .
163333	to which he clung	he	PRON	which	pobj	rope	the rope	(6, 9)	('to', 'And')	So was the rope to which he clung .
163334	where > that was	that	DET	that	nsubj	note	a mental note	(9, 12)	('>', '<')	He made a mental note of <where> that was .
163335	that grew near the shelter cave in Lucky 's world	that	DET	that	nsubj	maple	the small maple	(21, 30)	('maple', '.')	He swam through drifts , clinging to the rope like the lifeline it was , until he reached the small maple that grew near the shelter cave in Lucky 's world .
163336	that now lay before them	that	DET	that	nsubj	worlds	alternate worlds	(12, 16)	('worlds', ',')	About ways to catalog and mark the plethora of alternate worlds that now lay before them , particularly their two home worlds .
163337	that shuttled between them	that	DET	that	nsubj	question	the recurring question	(4, 7)	('question', 'was')	"But the recurring question that shuttled between them was , "" Why are we like this ? """
163338	who lived for the present	who	PRON	who	nsubj	charmer	the charmer	(3, 7)	('charmer', '.')	Luke the charmer who lived for the present .
163339	who 'd met as Marine lieutenants in Nam	who	PRON	who	nsubj	friends	old friends	(8, 15)	('friends', '.')	""" They were alone , old friends who 'd met as Marine lieutenants in Nam ."
163340	that periodically crush their economies , for global warming	that	DET	that	nsubj	panics	the banking panics	(27, 35)	('panics', '.')	These people are taught-with some justification-to blame the major powers for colonialism and Cold War proxy wars , for the banking panics that periodically crush their economies , for global warming .
163341	whose politicians were part of the F'thk whispering campaign	politicians	NOUN	whose	poss	countries	countries	(6, 14)	('countries', '.')	"There are lots of countries whose politicians were part of the F'thk whispering campaign . """
163342	who had	who	PRON	who	nsubj	granddaughter	his visiting old granddaughter	(12, 13)	(',', ',')	The first was his visiting three-year-old granddaughter , who had , she 'd proclaimed at breakfast , dressed herself .
163343	that read	that	DET	that	nsubj	sign	the sign	(10, 11)	('sign', ':')	The snaking queue of tourists extended well past the sign that read : three hours wait from this point .
163344	that graced the nearby hillside	that	DET	that	nsubj	ranks	the ranks	(36, 40)	('flower', '.')	Britt 's sweeping gaze encompassed the old fieldstone house , the rough-surfaced red-brick terrace framed in massive weathered timbers , the ranks of pine and mountain ash and dogwood in full flower that graced the nearby hillside .
163345	that popped into his head	that	DET	that	nsubj	advice	The advice	(2, 6)	('advice', 'could')	The advice that popped into his head could have come from Britt 's years of mentoring , or Dar 's more recent influence .
163346	that began at Kyle 's barbecue	that	DET	that	nsubj	campaign	the campaign	(8, 13)	('campaign', 'was')	In his heart of hearts , the campaign that began at Kyle 's barbecue was Project Swelk .
163347	which was to say , supposedly untrackable and unhackable - optical fibers	which	DET	which	nsubj	use	, military - use	(22, 33)	('-', '.')	Much of the comm link from each telescope and instrument to these underground warrens traversed buried , military-use only-which was to say , supposedly untrackable and unhackable-optical fibers .
163348	who whispered urgently into his headset mike	who	PRON	who	nsubj	aide	her aide	(6, 12)	(',', '.')	Johnson nodded to her aide , who whispered urgently into his headset mike .
163349	that had survived potentially hostile	that	DET	that	nsubj	those	those	(3, 7)	('those', '?')	Were those that had survived potentially hostile ?
163350	that had come to seem routine	that	DET	that	nsubj	missions	Space missions	(3, 8)	('missions', 'could')	Space missions that had come to seem routine could now provoke truly frightening retribution .
163351	that would compensate for the perturbations from solar wind , lunar drag , and slight irregularities in the Earth 's mass distribution	that	DET	that	nsubj	maneuvers	the occasional maneuvers	(32, 53)	('maneuvers', '.')	Its looping course was slowly deviating from the orbit it had once precisely shared with two other alien satellites-unlike those neighbors , it no longer performed the occasional maneuvers that would compensate for the perturbations from solar wind , lunar drag , and slight irregularities in the Earth 's mass distribution .
163352	that had motivated the expensive orbiting test bed	that	DET	that	nsubj	concern	The earthly concern	(4, 11)	('concern', 'now')	The earthly concern that had motivated the expensive orbiting test bed now seemed quaint .
163353	for which it waited	it	PRON	which	pobj	message	the message	(12, 15)	('for', 'received')	The satellite likewise gave no overt indication when the message for which it waited was received .
163354	which is why you 're here	you	PRON	which	nsubj	None	None	(3, 8)	('-', '.')	""" None-which is why you 're here ."
163355	who nodded her go - ahead	who	PRON	who	nsubj	communicator	the capsule communicator	(16, 21)	(',', '.')	Kyle found an unused mike , then shot a questioning look at the capsule communicator , who nodded her go-ahead .
163356	that made tethers impractical	tethers	NOUN	that	nsubj	distance	a distance	(13, 16)	('distance', '.')	Two astronauts floated free , the orbiter having backed off to a distance that made tethers impractical .
163357	that covered her face she murmured in her sleep	she	PRON	that	nsubj	hat	the brimmed straw hat	(7, 15)	('hat', '.')	Beneath the wide-brimmed straw hat that covered her face she murmured in her sleep .
163358	that 's certain	that	DET	that	nsubj	problem	a problem	(5, 7)	('problem', '.')	Kyle , tackle a problem that 's certain .
163359	that begat scientific revolutions	that	DET	that	nsubj	heresies	the heresies	(15, 18)	('heresies', '.')	Still , a species as tradition-bound as the Krulirim surely discouraged the heresies that begat scientific revolutions .
163360	which meant no transistors or integrated circuits	which	DET	which	nsubj	mechanics	No quantum mechanics	(4, 10)	(',', '.')	No quantum mechanics , which meant no transistors or integrated circuits .
163361	that remembered and re - formed seams	that	DET	that	nsubj	material	a material	(22, 28)	('material', '.')	Shape-retaining alloys were found in expensive eyeglass frames and golf clubs , but Kyle had never heard of a material that remembered and re-formed seams .
163362	who knows what	who	PRON	who	nsubj	damage	damage	(8, 10)	('damage', ',')	Rather than cut at random , and damage who knows what , we did an ultrasound scan .
163363	that eventually arose to examine the masersat	that	DET	that	nsubj	monstrosity	the international monstrosity	(5, 11)	('monstrosity', '.')	Whatever the international monstrosity that eventually arose to examine the masersat . . .
163364	that Krulchukor bioconverters	that	DET	that	nsubj	suspicions	widespread suspicions	(3, 5)	('suspicions', 'employed')	Despite widespread suspicions that Krulchukor bioconverters employed nanotech , no one-certainly not Kyle-would endanger the Girillians by opening one for inspection .
163365	that had us stymied	us	PRON	that	nsubj	puzzle	one puzzle	(9, 12)	('puzzle', 'is')	Swelk , he thought , at least one puzzle that had us stymied is solved .
163366	who waits	who	PRON	who	nsubj	he	he	(5, 6)	('he', '.')	"Good things come to he who waits . """
163367	who believed Grelben 's plans	who	PRON	who	nsubj	one	only one	(2, 6)	('one', 'could')	only one who believed Grelben 's plans could be years in preparation ?
163368	who lived in LA	who	PRON	who	nsubj	buddy	His old college buddy	(5, 8)	(',', ',')	His old college buddy , who lived in LA , sounded puzzled and not a little peeved .
163369	that had kept them grounded	that	DET	that	nsubj	rain	the gusty rain	(17, 21)	('rain', '.')	His limited view out the forward windshields showed merely overcast , rather than the gusty rain that had kept them grounded .
163370	that causes Earth 's seasons is only plus - or - minus 3.4 percent	seasons	NOUN	that	nsubj	change	By , the annual change	(10, 23)	('sunlight', '.')	By way of comparison , the annual change in sunlight that causes Earth 's seasons is only plus-or-minus 3.4 percent .
163371	that limited the growth to small regions	that	DET	that	nsubj	code	the code	(3, 9)	('code', '.')	Delete the code that limited the growth to small regions .
163372	that had floated off	that	DET	that	nsubj	crumb	a crumb	(6, 9)	('crumb', '.')	""" She nabbed a crumb that had floated off ."
163373	that conveyed hope and confidence and	that	DET	that	nsubj	name	a name	(7, 12)	('name', ',')	Beyond memorability , he wanted a name that conveyed hope and confidence and , despite the ship 's wholly American provenance and crew , an entire world 's aspirations .
163374	that doubled as a ladder	that	DET	that	nsubj	leg	the landing leg	(19, 23)	('leg', '.')	Peeling paper sheets from the adhesive , Kyle handed down several pads before climbing gingerly down the landing leg that doubled as a ladder .
163375	that was Endeavor	that	DET	that	nsubj	glimmer	the moving glimmer	(13, 15)	('glimmer', '.')	Kyle resisted the inane urge to wave at the fast-moving glimmer that was Endeavor .
163376	that gave steering guidance	that	DET	that	nsubj	sensor	a sensor	(6, 9)	('sensor', '.')	We had happened upon a sensor that gave steering guidance .
163377	that it controlled	it	PRON	that	dobj	masers	the masers	(7, 9)	('masers', 'stopped')	 spot Earth , the masers that it controlled stopped firing .
163378	whose sensor was for any reason target - less made sense	sensor	NOUN	whose	poss	area	an area	(21, 31)	('area', '.')	""" Emissions from a blinded region would likely interfere with an adjacent well-aimed beam ; suppressing an area whose sensor was for any reason target-less made sense ."
163379	that had disguised the spreading infestation	that	DET	that	nsubj	skin	the last thin skin	(38, 43)	('dust', '.')	Kyle expected the nanotech to eventually , atom by atom , carry away the obscuring mats-as they had , on the day of The Big Dim , removed the last thin skin of lunar dust that had disguised the spreading infestation .
163380	to which Windy referred	Windy	PROPN	which	pobj	first	The first	(5, 8)	('to', 'a')	""" The first to which Windy referred was a manned aerobrake maneuver ."
163381	that insulated Endeavor during its fiery reentry	that	DET	that	nsubj	tiles	The heat tiles	(3, 9)	('tiles', 'had')	The heat tiles that insulated Endeavor during its fiery reentry had been designed for near-Earth missions .
163382	who had been to the lunar surface	who	PRON	who	nsubj	Those	Those	(2, 8)	('Those', 'remained')	Those who had been to the lunar surface remained sealed in Resolute 's claustrophobic ascent stage , inside Endeavor 's cargo bay .
163383	who thought his hidden agenda for refueling shuttles in space	who	PRON	who	nsubj	someone	someone	(3, 12)	('someone', 'was')	""" Like someone who thought his hidden agenda for refueling shuttles in space was , well , hidden . """
163384	who conspired	who	PRON	who	nsubj	one	one	(6, 7)	('one', 'had')	"He said it wonderingly-one who conspired had no standing to complain about others holding their tongues . """
163385	that spoke to me	that	DET	that	nsubj	something	something	(19, 22)	(',', '.')	There was something about the shape of the tree , about its deep green shadows and its smell , that spoke to me .
163386	who has done some gene splicing	who	PRON	who	nsubj	Thorpe	a Dr. Thorpe	(12, 17)	(',', '.')	""" There 's a plant geneticist , a Dr. Thorpe , who has done some gene splicing ."
163387	that has some fascinating properties	that	DET	that	nsubj	myristicin	myristicin	(11, 15)	('myristicin', '.')	And one of those mutations resulted in an analog to myristicin that has some fascinating properties .
163388	that triggers the experience of oneness with the Universe	that	DET	that	nsubj	part	a part	(8, 16)	('brain', '.')	""" There 's a part of your brain that triggers the experience of oneness with the Universe ."
163389	who have seen God	who	PRON	who	nsubj	People	People	(2, 5)	('People', 'are')	People who have seen God are less anxious , less aggressive .
163390	who worked for me	who	PRON	who	nsubj	people	all these wonderful people	(7, 10)	('people', 'would')	On Monday , all these wonderful people who worked for me would get a raise , and the company would get a new mission .
163391	that was friendly to customers and competitors alike	that	DET	that	nsubj	way	a way	(10, 17)	('way', '.')	We were going to expand , but in a way that was friendly to customers and competitors alike .
163392	who grimly stood beside the body	who	PRON	who	nsubj	Grummer	Cecil Grummer	(15, 20)	(',', '.')	The only human with any efficiency in reading Zhai emotions was Cecil Grummer , who grimly stood beside the body .
163393	that were lying on the ground	that	DET	that	nsubj	vines	the green vines	(10, 15)	('vines', '.')	""" Cecil caught himself staring at the green vines that were lying on the ground ."
163394	that was still in the grasp of the badly disfigured hand	that	DET	that	nsubj	vine	a green vine	(11, 21)	('vine', '.')	When no one was watching she deftly plucked a green vine that was still in the grasp of the badly disfigured hand .
163395	that are so very harmful	that	DET	that	nsubj	drugs	drugs	(8, 12)	('drugs', ',')	"We have no knowledge or experience with drugs that are so very harmful , yet so attractive . """
163396	that is to say	that	DET	that	nsubj	problems	problems	(13, 16)	('-', ',')	""" But we have had problems throughout our history with drug use-that is to say , we 've struggled with the allure of potent and harmful chemicals ."
163397	which it inhibits	it	PRON	which	dobj	original	the growing original	(25, 27)	(',', '.')	Its purpose was to provide some more greenery during the cold season , as well as to displace the fast-growing original , which it inhibits .
163398	I know that of	I	PRON	that	pobj	weakness	no serious weakness	(6, 9)	('weakness', '.')	He had no serious weakness that I know of .
163399	who should be sorry	who	PRON	who	nsubj	one	the one	(6, 9)	('one', '.')	""" I am the one who should be sorry ."
163400	who had grabbed the sample of windingweed from the dead Zhai	who	PRON	who	nsubj	doctor	The doctor	(3, 13)	('doctor', 'had')	The doctor who had grabbed the sample of windingweed from the dead Zhai had no idea exactly what the active molecule or molecules were .
163401	which she felt safe in assuming	she	PRON	which	dobj	matter	the fibrous matter	(13, 18)	('-', 'were')	Then she mechanically separated the outer covering and the fibrous matter-which she felt safe in assuming were inert-from the rest of the plant .
163402	that she was able to see	she	PRON	that	mark	sensors	all the sensors	(9, 14)	('sensors', '.')	Carefully she side-stepped all the sensors that she was able to see .
163403	that she knew their medical staff wore	staff	NOUN	that	mark	badge	the badge	(7, 13)	('badge', '.')	It was similar to the badge that she knew their medical staff wore .
163404	that visit your world	that	DET	that	nsubj	humans	All humans	(3, 6)	('humans', 'will')	""" All humans that visit your world will be given thorough background checks ."
163405	that Cecil recognized as the chief medical officer of the group	Cecil	PROPN	that	dobj	Zhai	a Zhai	(5, 15)	('Zhai', '.')	Inside was a Zhai that Cecil recognized as the chief medical officer of the group .
163406	which Bry inspected	Bry	VERB	which	dobj	something	something	(11, 13)	(',', '.')	The Zhai doctor gave Bry a packet of something , which Bry inspected .
163407	who are uncivilized	who	PRON	who	nsubj	ones	the ones	(18, 20)	('ones', '.')	Some humans think of the Zhaien as funny-looking bipedal wolves , but we 're the ones who are uncivilized .
163408	that often accompanied despair	that	DET	that	nsubj	sense	a sense	(7, 10)	('calm', '.')	He felt a sense of calm that often accompanied despair .
163409	who realized he was thus appointed as interrogator	who	PRON	who	nsubj	Cecil	Cecil	(7, 14)	(',', '.')	""" Bry and Wrei eyed Cecil , who realized he was thus appointed as interrogator ."
163410	who released his grip on the woman	who	PRON	who	nsubj	Wrei	Wrei	(5, 11)	(',', '.')	He glanced at Wrei , who released his grip on the woman .
163411	that can stop the progression of my child 's disease	that	DET	that	nsubj	drag	a drag	(5, 14)	('drag', '.')	It 's a drag that can stop the progression of my child 's disease .
163412	that researched it	that	DET	that	nsubj	team	the team	(17, 19)	('team', '!')	""" I know this drug works and it 's safe-I was part of the team that researched it !"
163413	who specializes in pharmacology	who	PRON	who	nsubj	doctor	a doctor	(7, 10)	('doctor', '.')	@ , I 'm a doctor who specializes in pharmacology .
163414	which is the active component of tobacco	which	DET	which	nsubj	nicotine	nicotine	(3, 9)	(',', ',')	"And nicotine , which is the active component of tobacco , is still very powerful . """
163415	that made life at the home more bearable	that	DET	that	nsubj	things	the little things	(11, 18)	('things', '.')	He felt it was his duty to do the little things that made life at the home more bearable .
163416	that changed everything	that	DET	that	nsubj	Eve	Christmas Eve	(6, 8)	('Eve', '.')	Then something happened on Christmas Eve that changed everything .
163417	that Kevin was better	Kevin	PROPN	that	mark	moment	a moment	(7, 10)	('moment', '.')	""" Tim thought for a moment that Kevin was better ."
163418	who convinced Ship to accept our Net apparatus	who	PRON	who	nsubj	fy	Veveto / hahanno / Unesta / fy	(9, 16)	(',', ',')	Though Veveto/hahanno/Unesta/fy , who convinced Ship to accept our Net apparatus , assures me Ship has grown to like Humans much better than it did when it first met us .
163419	who deciphered the original D ' /fy radio band transmission	who	PRON	who	nsubj	one	the one	(5, 14)	('one', ',')	Her mother was the one who deciphered the original D ' /fy radio band transmission , and Elaine always labored in the shadow of her fame .
163420	that portends Change soon	that	DET	that	nsubj	air	the air	(17, 20)	('air', ';')	None of them have morphed into Seconders yet , though there is an electricity in the air that portends Change soon ; and Ship has turned up the gravities , so everybody gets a chance to run around and enjoy the push and thrust of muscles under pressure .
163421	that is to say	that	DET	that	nsubj	dreaming	dreaming	(22, 25)	(',', ',')	They have been dreaming since the dawn of time , dreaming of us , it seems , of creatures like us , that is to say , of creatures like themselves .
163422	who dwell in the deepest core of Ship and never venture forth	who	PRON	who	nsubj	those	"called "" those"	(22, 33)	('those', '.')	"Not-theres , "" Gather 's sib Flet has called them , there being whispers in the ranks , "" those who dwell in the deepest core of Ship and never venture forth ."
163423	who would consume it	who	PRON	who	nsubj	those	those	(33, 36)	('those', '.')	Gather wonders briefly if Ship will decide he is more trouble than he is worth , and order him ejected into space , lest his recycled hybrid flesh prove contaminating to those who would consume it .
163424	that came	that	DET	that	nsubj	servo	the servo	(3, 4)	('servo', 'buzzing')	But the servo that came buzzing up was quite emphatic .
163425	who had extremely beautiful eyes and	who	PRON	who	nsubj	two	the two	(6, 11)	(',', 'what')	The smaller of the two , who had extremely beautiful eyes and
163426	that lingers around the edges of its Human - lipped mouth	that	DET	that	nsubj	humor	the humor	(18, 28)	('humor', '.')	too , in the curve of its neck , the color of its irises , and the humor that lingers around the edges of its Human-lipped mouth .
163427	which makes no sense until you see them up close	you	PRON	which	nsubj	them	them	(5, 14)	(',', '.')	, Olafsdottir calls them , which makes no sense until you see them up close .
163428	that merges the great detective Sherlock Holmes with the nightmarish cosmos imagined by H. P. Lovecraft	that	DET	that	nsubj	anthology	a new anthology	(11, 26)	('anthology', '.')	We opened this issue with a mention of a new anthology that merges the great detective Sherlock Holmes with the nightmarish cosmos imagined by H. P. Lovecraft .
163429	that happened to whet your appetite for matters	that	DET	that	nsubj	case	case	(3, 10)	('case', 'Lovecraftian')	Just in case that happened to whet your appetite for matters
163430	upon which I feel she has a right to be heard	she	PRON	which	pobj	one	one	(27, 37)	('upon', 'Yet')	Since we occupy adjacent beds and from time to time become - as they say in divorce trials - intimate , the question is one upon which I feel she has a right to be heard .
163431	that fit them very well	that	DET	that	nsubj	suits	striped suits	(15, 19)	('suits', '.')	Dick Cheney was there , along with two former governors of Louisiana wearing striped suits that fit them very well .
163432	that summons the Haunter of the Dark in H. P. 's story of the same name	that	DET	that	nsubj	Trapezohedron	the Shining Trapezohedron	(29, 44)	('Trapezohedron', '.')	Edith must have walked out on the Non-Euclidians ; she was holding , and gazing fixedly at , a large misshapen crystal - undoubtedly the Shining Trapezohedron that summons the Haunter of the Dark in H. P. 's story of the same name .
163433	who commanded Andrew Jackson 's cannon at the Battle of New Orleans )	who	PRON	who	nsubj	pirate	This pirate	(3, 15)	('(', 'often')	This pirate ( who commanded Andrew Jackson 's cannon at the Battle of New Orleans ) often turns up as my guide and alter ego in dreams .
163434	that followed the flush	that	DET	that	nsubj	vortex	the vortex	(4, 7)	('vortex', ',')	Gazing into the vortex that followed the flush , I began to feel dizzy .
163435	that glowed and vanished	that	DET	that	nsubj	fires	phosphorescent fires	(15, 18)	('fires', '-')	This bunch of ill-assorted people - this jungle lit only by phosphorescent fires that glowed and vanished - this trek to the Mountains of Madness under the brooding eye of Great Cthulhu
163436	who are not dead	who	PRON	who	nsubj	members	The members	(6, 9)	('safari', 'will')	""" The members of our safari who are not dead will disappear , one by one ."
163437	that resounded through the Phosphorescent Jungle	that	DET	that	nsubj	roar	a roar	(11, 16)	('roar', ',')	"I raised my hands to heaven , and in a roar that resounded through the Phosphorescent Jungle , I shouted , "" GREAT CTHULHU !"
163438	I took that to be eyes	I	PRON	that	dobj	spots	multiple glowing yellow spots	(18, 23)	('spots', '-')	- it had no nose or mouth , but it was equipped with multiple glowing yellow spots that I took to be eyes - and went shloop .
163439	in which we slipped and slid	we	PRON	which	pobj	clay	clay	(26, 31)	('in', 'I')	The way was twisty and turny , stalactited and stalagmited , rough and rocky yet covered with a thin , greasy scum of clay in which we slipped and slid .
163440	who smell like homeless shelters and devote their lives to discovering Analytical Truth	who	PRON	who	nsubj	elders	bloated elders	(2, 14)	('elders', '!')	bloated elders who smell like homeless shelters and devote their lives to discovering Analytical Truth !
163441	that overlooked a vast space	that	DET	that	nsubj	balcony	a natural balcony	(10, 14)	('balcony', ',')	We emerged onto a stone outcropping forming a natural balcony that overlooked a vast space , roundish and sloping inward toward the bottom , where a huge white object was sitting .
163442	that filled his inferno	that	DET	that	nsubj	light	The light	(2, 5)	('light', 'poured')	The light that filled his inferno poured out of a cloudy greenish halo like a quasar spinning rapidly above him .
163443	that clung to the walls with the suckers on their feet	that	DET	that	nsubj	treefrogs	albino treefrogs	(10, 20)	('treefrogs', ',')	The ghastly music rose from a myriad of albino treefrogs that clung to the walls with the suckers on their feet , inflating white balloons of throats and peeping and fweeping and tweedling and tootling away fortissimo .
163444	that combines all colors	that	DET	that	nsubj	noncolor	the noncolor	(11, 14)	('noncolor', '.')	See , he 's all white because white is the noncolor that combines all colors .
163445	which now fluttered open	which	DET	which	nsubj	eyes	my eyes	(14, 17)	(',', '.')	Light was shining through him , bringing renewed pain to my eyes , which now fluttered open .
