	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
180186	that 's hard to find in the West , in Montana , in the wide - open spaces , where women spend most of their time alone	women	NOUN	that	nsubj	something	something	(3, 29)	('something', '.')	It 's something that 's hard to find in the West , in Montana , in the wide-open spaces , where women spend most of their time alone .
180187	who obliges on a nearby fence post	who	PRON	who	nsubj	collie	a border collie	(15, 21)	(',', '.')	""" I 'll shout , and the only response is from a border collie , who obliges on a nearby fence post ."
180188	that wraps indifference around its shining shoulders	that	DET	that	nsubj	body	a body	(16, 22)	('water', '.')	The women will never stop looking to sea , past a body of salt-water that wraps indifference around its shining shoulders .
180189	that pushed her around when she tried to bring him into protective custody	she	PRON	that	nsubj	drunk	the drunk	(11, 23)	('drunk', '.')	Then there was the time she sucker-punched the drunk that pushed her around when she tried to bring him into protective custody .
180190	who collected stamps and saw his few patients in an office at the back of the house	who	PRON	who	nsubj	optometrist	elderly Danish optometrist	(23, 39)	('optometrist', '.')	We lived in Jackson , Michigan , then , in a grey stucco duplex we shared with an 1991 by elderly Danish optometrist who collected stamps and saw his few patients in an office at the back of the house .
180191	that came out from between the walls to separate the front room and dining room	that	DET	that	nsubj	doors	its beautiful sliding doors	(11, 25)	('doors', '.')	I liked our house , with its beautiful wooden sliding doors that came out from between the walls to separate the front room and dining room .
180192	who used to work for me years ago in Jackson	who	PRON	who	nsubj	Felix	""" Felix"	(2, 11)	('Felix', '?')	""" Felix who used to work for me years ago in Jackson ?"
180193	who lived with us once when you were six or seven	you	PRON	who	nsubj	Felix	Felix	(1, 11)	('Felix', '?')	Felix who lived with us once when you were six or seven ?
180194	who has grown older	who	PRON	who	nsubj	person	the only person	(27, 30)	('world', '.')	""" Why , he must be over fifty now , "" she says , surprised , as if Felix is the only person in the world who has grown older ."
180195	that smelled of Hershey bars	that	DET	that	nsubj	skin	skin	(16, 20)	('skin', '.')	I imagined girls in flower necklaces and Dorothy Lamour sarongs luring their golden lovers with skin that smelled of Hershey bars .
180196	who lived on the other side of town	who	PRON	who	nsubj	students	the few students	(8, 15)	('students', ',')	Because I was one of the few students who lived on the other side of town , I often played with my paper dolls while I ate the salami sandwich my mother packed and the bottle of pop
180197	they met and at which conversed	they	PRON	which	pobj	gatherings	social gatherings	(34, 39)	('at', 'But')	At first I played with my own paper dolls , laying out the sets on my desk , dressing the different dolls in suits and coats and hats , imagining social gatherings at which they met and conversed .
180198	who sent them cutouts from papers in other cities	who	PRON	who	nsubj	grandparents	grandparents	(4, 12)	('grandparents', '.')	Some girls had grandparents who sent them cutouts from papers in other cities .
180199	who happens to be in my way in case	who	PRON	who	nsubj	anyone	anyone	(18, 26)	('anyone', 'it')	When the doorbell finally rings , I do n't do my usual stampede routine , knocking over anyone who happens to be in my way in case
180200	who will die of embarrassment at having to deal with my parents or my obnoxious brothers	who	PRON	who	nsubj	friends	my friends	(7, 22)	('friends', '.')	it 's one of my friends who will die of embarrassment at having to deal with my parents or my obnoxious brothers .
180201	who 's coming at all	who	PRON	who	nsubj	forgotten	In , for I ' ve forgotten	(11, 15)	('forgotten', '.')	In fact , for a moment I 've forgotten who 's coming at all .
180202	who wants to see me	who	PRON	who	nsubj	dad	my dad	(5, 9)	('dad', '.')	""" It 's my dad who wants to see me ."
180203	of which he keeps turning in his hands like a steering wheel	he	PRON	which	pobj	brim	the brim	(22, 33)	('of', 'His')	""" Felix 's eyes brush over me a moment and then return to the battered tan fedora , the brim of which he keeps turning in his hands like a steering wheel ."
180204	that bunch over his small pot but are short enough to reveal black garters holding up his ankle socks	that	DET	that	nsubj	trousers	trousers	(12, 30)	('trousers', '.')	His baggy white-on-white dress shirt tucks into trousers that bunch over his small pot but are short enough to reveal black garters holding up his ankle socks .
180205	that holds a straight razor and a brush sitting in a china shaving mug painted with tiny blue flowers and the motto Forget - me	that	DET	that	nsubj	crate	another orange crate	(5, 29)	('crate', '-')	Underneath sits another orange crate that holds a straight razor and a brush sitting in a china shaving mug painted with tiny blue flowers and the motto Forget-me-not .
180206	who dress like wolves	who	PRON	who	nsubj	grandmothers	grandmothers	(19, 22)	('grandmothers', ',')	He tells me stories , Felix , of children lost in dark woods , orphans and stepmothers , grandmothers who dress like wolves , or is it the other way around ?
180207	who stood like stone	who	PRON	who	nsubj	Margaret	Margaret	(19, 22)	('Margaret', '.')	"The women ringed themselves around the kitchen table , touching Lily , touching Delilah , trying to hug Margaret who stood like stone . """
180208	that used to be her favorite dress	that	DET	that	nsubj	rag	the bloody rag	(13, 19)	('rag', '.')	On the kitchen table lay her mother , stripped of the bloody rag that used to be her favorite dress .
180209	who dipped cloths into it and began to wash Lily	who	PRON	who	nsubj	women	the women	(10, 19)	(',', '.')	Margaret brought the bucket of water to the women , who dipped cloths into it and began to wash Lily .
180210	who lay in the road	who	PRON	who	nsubj	somebody	somebody	(10, 14)	('somebody', 'because')	Margaret had read a story about a Samaritan helping somebody who lay in the road because nobody else would stop and give aid .
180211	that held the rest of Lily 's long , glossy hair	that	DET	that	nsubj	snood	the black snood	(11, 21)	('snood', '.')	She lifted her mother 's head to attach the black snood that held the rest of Lily 's long , glossy hair .
180212	who did this	who	PRON	who	nsubj	one	the one	(5, 7)	('one', '.')	We 'll find the one who did this .
180213	that hung down her back	that	DET	that	nsubj	braids	the braids	(10, 14)	('braids', '.')	Delilah came to brush her hair and plait the braids that hung down her back .
180214	that shook her whole body	that	DET	that	nsubj	sobs	sobs	(4, 8)	('sobs', '.')	huge , gulping sobs that shook her whole body .
180215	that ever happened to her	that	DET	that	nsubj	thing	the best thing	(9, 13)	('thing', '.')	Lily always said you were the best thing that ever happened to her .
180216	which he did n't	he	PRON	which	dobj	word	a word	(30, 33)	('--', '.')	To his dismay , the old people came and chanted over the coffin , the women 's wrinkled skin and clear eyes daring him to say a word -- which he did n't .
180217	who lay in the pine box	who	PRON	who	nsubj	woman	the woman	(19, 24)	('woman', '.')	They sang their songs , spoke prayers in Mohawk , and everyone took a last look at the woman who lay in the pine box .
180218	which he discovered along the way	he	PRON	which	dobj	bits	the real bits	(18, 23)	(',', '.')	But on this trip he cared little for the real bits of his father 's past , which he discovered along the way .
180219	that were here when I used to live here	I	PRON	that	nsubj	ones	The same ones	(3, 11)	('ones', '.')	"The same ones that were here when I used to live here . """
180220	that I remembered it	I	PRON	that	advmod	way	exactly the way	(7, 10)	('way', '.')	The house is exactly the way that I remembered it .
180221	who was sleeping on the rattan sofa in the living room	who	PRON	who	nsubj	maid	the old maid	(15, 25)	('maid', '.')	His father climbed over him out of bed and woke up the old maid who was sleeping on the rattan sofa in the living room .
180222	who be de mamas	who	PRON	who	nsubj	we	An we	(2, 5)	('we', 'an')	An we who be de mamas an de daddys take @ @
180223	who fambly been livin here long as I member	I	PRON	who	nsubj	boys	Newcomb boys	(9, 17)	('upstairs', '.')	an holler wid dem Newcomb boys from upstairs who fambly been livin here long as I member .
180224	who live right upstairs from ya	who	PRON	who	nsubj	while	a while	(10, 15)	('while', '.')	It too strange not to see somebody fo a while who live right upstairs from ya .
180225	that turns everything crystalline in its wake , clean , vibrant and bright with sun	that	DET	that	nsubj	storm	a wondrous spring storm	(20, 34)	('storm', ';')	a miniscule storm of blood will roil up into the syringe , blossoming and billowing like a wondrous spring storm that turns everything crystalline in its wake , clean , vibrant and bright with sun ; 11 )
180226	that transfixes everyone	that	DET	that	nsubj	sadness	a sadness	(10, 12)	('sadness', '.')	She drops her head back and howls with a sadness that transfixes everyone .
180227	who does	who	PRON	who	nsubj	anybody	Know anybody	(3, 4)	('anybody', '?')	""" Know anybody who does ? "" She looks at me . """
180228	who opened the door for us	who	PRON	who	nsubj	man	The black man	(3, 8)	('man', 'stands')	"The black man who opened the door for us stands behind us . """
180229	which comes close and reaches down with her free hand to touch her crotch the way she might after orgasm	she	PRON	which	nsubj	thing	the only thing	(18, 37)	('#', ':')	This feeling is brand new for her , so she does the only thing she knows ## which comes close and reaches down with her free hand to touch her crotch the way she might after orgasm : legs pressing together around her fingers , her body squeezing with the exquisite pain .
180230	which holds a biting skull	which	DET	which	nsubj	tree	a tree	(17, 21)	('tree', '.')	I look into a strange painting of a seated woman , hand held up to a tree which holds a biting skull .
180231	that are purely Guatemalan as purely idiosyncratic and invented	that	DET	that	nsubj	things	things	(11, 19)	('Spanish', '.')	My mother is just as liable to say things in Spanish that are purely Guatemalan as purely idiosyncratic and invented .
180232	which opens shortly after my mother lets go of my head	lets	VERB	which	nsubj	door	the door	(7, 17)	(',', '.')	Ann is standing by the door , which opens shortly after my mother lets go of my head .
180233	she wants that me to see	me	PRON	that	dobj	things	things	(9, 14)	('house', '.')	My mother has things all over the house that she wants me to see .
180234	that makes birthing such a beautiful torture	that	DET	that	nsubj	injustice	this injustice	(13, 19)	('life', '.')	The bird struggles in its private agony , fighting this injustice of life that makes birthing such a beautiful torture .
180235	who struggle to break free of either their human side or of their animal side	who	PRON	who	nsubj	features	human features	(12, 26)	('features', ',')	Elsewhere are odd configurations of wood shapes , animals with human features who struggle to break free of either their human side or of their animal side , and dozens of abstract entities in combat with definite forms .
180236	which has primate aspects	which	DET	which	nsubj	third	the third	(23, 26)	('last', '.')	And most are trailing vestiges of first fish , then amphibians , then mammalians , all the way to the third from last which has primate aspects .
180237	that is more painful than another	that	DET	that	nsubj	position	a position	(5, 10)	('position', '?')	""" Is there a position that is more painful than another ? """
180238	who pinpointed the problem to a severe sexual anxiety	who	PRON	who	nsubj	therapist	a sex therapist	(6, 14)	('therapist', '.')	The second was a sex therapist who pinpointed the problem to a severe sexual anxiety .
180239	you claimed which to loathe	you	PRON	which	dobj	act	an act	(15, 19)	('act', '.')	The last lover ( before your husband ) refused to participate in an act which you claimed to loathe .
180240	that they were sure	they	PRON	that	mark	silence	a long delicious silence	(28, 31)	('silence', 'had')	And here he was , a big hardback man now , looking and sounding like a PM in truth and treating them to a long delicious silence that they were sure had brought even the watch on his wrist to a stop .
180241	that has my head , heart , and other vital organs	that	DET	that	nsubj	part	the part	(22, 32)	('part', ',')	One half of me is on this little two-by-four island , while the other half , the part that has my head , heart , and other vital organs , is you-know-where .
180242	who can heal the schism	who	PRON	who	nsubj	person	one person	(6, 10)	('person', '.')	There 's only one person who can heal the schism .
180243	that made up for her lack of height	that	DET	that	nsubj	smile	the smile	(3, 10)	('smile', 'was')	And the smile that made up for her lack of height was projected all the way to the back of the crowd , to the very last face there , although she could n't see it .
180244	that crowned the final slope of the mountain	that	DET	that	nsubj	wall	the wall	(39, 46)	('trees', '.')	Just before the Morris stalled completely , he had managed to swing it away from the sheer drop on the side of the road they were traveling over to the safer side , close to the wall of trees that crowned the final slope of the mountain .
180245	that brought everything to a standstill	that	DET	that	nsubj	pauses	those long pleasing pauses	(45, 50)	('his', '.')	For a time after getting out of the car he had simply stood with his arm resting on top of the open door , gazing silently into the dark wood of mahogany and cedar -- one of those long crowd-pleasing pauses of his that brought everything to a standstill .
180246	that caused more laughter	that	DET	that	nsubj	look	a suggestive look	(11, 14)	('him', '.')	Then , the question followed by a suggestive look from him that caused more laughter .
180247	who has a truck with a winch	who	PRON	who	nsubj	one	the only one	(16, 22)	('one', '?')	""" He 's the only so-called mechanic up this way and the only one who has a truck with a winch ?"
180248	that bush	that	DET	that	nsubj	all	all	(4, 5)	('all', 'out')	"long out of all that bush out there "" ?"
180249	that stood across from Government Lands	that	DET	that	nsubj	Monument	the Monument	(14, 19)	('Monument', '.')	and she had asked him to tell her again the story behind the Monument that stood across from Government Lands .
180250	who owned her	who	PRON	who	nsubj	woman	the woman	(29, 31)	('woman', ',')	He told her of how , just before the final blow was struck and the flambeau put to the greathouse , Jane had snatched the shawl off the woman who owned her , to save it from being bloodied , and draped it around herself .
180251	that she saw spurned , discarded , forgotten or thought to be lost	she	PRON	that	dobj	things	other little things	(8, 20)	('things', '.')	and she began collecting other little things that she saw spurned , discarded , forgotten or thought to be lost .
180252	that had the look and feel of the mist on the ground each morning	that	DET	that	nsubj	handkerchief	A handkerchief	(2, 15)	('handkerchief', 'lying')	A handkerchief that had the look and feel of the mist on the ground each morning lying unused in a drawer because of a small tear in one corner .
180253	which she saved after the haircut was over	haircut	NOUN	which	dobj	head	the yellow head	(7, 14)	('head', 'and')	A curl from the yellow head which she saved after the haircut was over
180254	that had rolled under a clothes press and been forgotten	that	DET	that	nsubj	button	A single small mother button	(10, 19)	('button', '.')	A single small mother-of-pearl button that had rolled under a clothes press and been forgotten .
180255	that had grown stronger over the hours	that	DET	that	nsubj	starlight	the starlight	(12, 18)	('starlight', '.')	The night dew on the windshield was visible in the starlight that had grown stronger over the hours .
180256	that had found its way down from Canada	that	DET	that	nsubj	frost	an early frost	(20, 27)	('frost', '.')	And the air seeping in under the dashboard was beginning to feel like the breath of an early frost that had found its way down from Canada .
180257	that could send them plunging down the slope if they missed a step	they	PRON	that	nsubj	road	the road	(19, 31)	('road', '.')	, she had learned they were called hawkers ) walking single file along the side of the road that could send them plunging down the slope if they missed a step .
180258	that called themselves villages and towns and	that	DET	that	nsubj	settlements	the small settlements	(38, 44)	('settlements', 'along')	Whenever they were out late in the Morris they came across them , ghosts bundled against the night dew in old sweaters and flour sacks for shawls , their bare feet carrying them soundlessly between the small settlements that called themselves villages and towns and along the mountain roads .
180259	that ranged from green to yellow to blush red ,	that	DET	that	nsubj	mangoes	the mangoes	(7, 16)	('mangoes', 'the')	The breadfruit and yam , the mangoes that ranged from green to yellow to blush red , the green oranges / . . .
180260	that matters to them right now	that	DET	that	nsubj	all	all	(3, 8)	('all', '.')	"That 's all that matters to them right now . . . """
180261	that offer so little scope	that	DET	that	nsubj	places	places	(12, 16)	('places', ',')	@ send us packing in two weeks ' time back to places that offer so little scope , he had said in a letter written shortly after her first trip to Triunion .
180262	that 's larger than an entire country	that	DET	that	nsubj	man	one man	(8, 14)	('man', '!')	Imagine , a farm belonging to one man that 's larger than an entire country !
180263	that keeps me going	that	DET	that	nsubj	dream	the dream	(4, 7)	('dream', ',')	It 's the dream that keeps me going , Estelle .
180264	that had earned him his nickname when he was only a boy	he	PRON	that	nsubj	forehead	the forehead	(7, 18)	('forehead', 'dropped')	""" The head with the forehead that had earned him his nickname when he was only a boy dropped back to the curve of her shoulder ."
180265	that had spoken out in his sleep	that	DET	that	nsubj	one	the one	(8, 14)	('one', '.')	Yet his voice sounded like the one that had spoken out in his sleep .
180266	who he says raised him	he	PRON	who	dobj	woman	That woman	(3, 7)	('woman', '.')	That woman who he says raised him .
180267	who was smiling	who	PRON	who	nsubj	mechanic	the mechanic	(10, 12)	(',', '.')	and he walked over to greet the mechanic , who was smiling .
180268	who 'd understand what I ' m trying to work out in my mind	I	PRON	who	nsubj	guy	guy	(2, 15)	('guy', '.')	guy who 'd understand what I 'm trying to work out in my mind .
180269	which had its ups and downs ( no pun )	which	DET	which	nsubj	Anna	Anna	(16, 25)	(',', '.')	So I was out of work for about two months and moved in with Anna , which had its ups and downs ( no pun ) .
180270	that were n't so good	that	DET	that	nsubj	things	some things	(20, 24)	('things', '.')	But like I 'm saying , there were some good things about living with Anna , and some things that were n't so good .
180271	who 's room	who	PRON	who	nsubj	Max	Max	(2, 4)	(',', 'is')	Max , who 's room is right next to the kitchen .
180272	who 'd be out there , waiting for the activity bus	who	PRON	who	nsubj	you	just you	(8, 18)	('me', '.')	Usually it was just you and me who 'd be out there , waiting for the activity bus .
180273	which is what I usually do	I	PRON	which	nsubj	cigarette	a cigarette	(10, 15)	(',', '.')	And after breakfast I did n't have a cigarette , which is what I usually do .
180274	that was full of joints , pills , and blotter acid	that	DET	that	nsubj	kitchen	the kitchen	(8, 18)	('kitchen', '.')	Then there was this fishbowl in the kitchen that was full of joints , pills , and blotter acid .
180275	which is something she 'd never done	she	PRON	which	nsubj	English	my English	(6, 12)	(',', ',')	She started correcting my English , which is something she 'd never done , she started having long phone conversations with people
180276	who raped me	who	PRON	who	nsubj	guy	The guy	(2, 4)	('guy', 'was')	"The guy who raped me was black . """
180277	that had belonged to Yuki 's mother	that	DET	that	nsubj	things	the things	(14, 20)	('things', 'and')	In her father 's house , her stepmother had thrown out the things that had belonged to Yuki 's mother and rearranged the cupboards with her shiny blue china .
180278	that would be under the persimmon tree in the summer	that	DET	that	nsubj	bench	The bench	(3, 12)	('bench', 'was')	The bench that would be under the persimmon tree in the summer was gone for the winter , stored in the shed with all the tools , useless now till spring .
180279	you said that looked like a fox in a wedding dress	that	DET	that	nsubj	tree	the pine tree	(34, 44)	('tree', '.')	""" The last time I saw your mother , "" he said , looking at the middle distance between the tree and the house , "" we went to see the pine tree that you said looked like a fox in a wedding dress ."
180280	who lived in the house	who	PRON	who	nsubj	people	the people	(5, 9)	('people', 'now')	She wondered if the people who lived in the house now had noticed it .
180281	who jumped hurdles on the track team of another school	who	PRON	who	nsubj	girl	a girl	(10, 19)	('girl', ',')	The only person she 'd daydreamed about was a girl who jumped hurdles on the track team of another school , about three years ago .
180282	who chose another victim the feel of his hand on my neck	who	PRON	who	nsubj	man	the boy - man	(9, 20)	('man', 'warned')	there is the memory of the boy-man who chose another victim the feel of his hand on my neck warned me to leave
180283	who take our lives and want us to be their victims	us	PRON	who	nsubj	men	those men	(18, 28)	('men', 'I')	I ( we ) have faced the dark and strange intruders I hate this world and those men who take our lives and want us to be their victims
180284	who takes pleasure in weaving in and out between more heavily burdened travelers	who	PRON	who	nsubj	skirt	one skirt	(31, 43)	('packer', '.')	"When she leaves Dallas on business for her law office , she is a no-nonsense "" two dresses , one jacket , two blouses , one skirt "" packer who takes pleasure in weaving in and out between more heavily burdened travelers ."
180285	that matters here with me	that	DET	that	nsubj	all	all	(11, 15)	('all', ',')	I do not need those answers , because I have all that matters here with me , in the child my wife , Ellen , and I have given safe passage back into this world .
180286	that was going unsaid	that	DET	that	nsubj	all	all	(23, 26)	('all', ',')	Over the next two days Anna dialed the number every hour and then , when she felt she might choke with all that was going unsaid , every half hour .
180287	who wrote narrative verse and fantasized about Jay when she was home alone eating Stouffer 's	she	PRON	who	nsubj	graduate	a recent college graduate	(8, 23)	('graduate', '--')	Anna imagined her as a recent college graduate who wrote narrative verse and fantasized about Jay when she was home alone eating Stouffer 's -- did n't know where Jay was ; he wrote for them freelance and did n't check in every week .
180288	that Katie took such pleasure in pretending she could read	she	PRON	that	mark	books	"the "" girl "" books"	(18, 27)	('books', '.')	"Anna was coming back from the library with an armful of the "" big girl "" books that Katie took such pleasure in pretending she could read ."
