	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
129993	that advocated for the rights of women working in industry	that	DET	that	nsubj	group	a group	(5, 14)	('group', ',')	I also discovered a group that advocated for the rights of women working in industry , and I made plans to join the women 's committee of my new union as soon as I was voted in .
129994	which kept us abreast of the news from the soap opera world	which	DET	which	nsubj	TV	a large color TV	(13, 24)	(',', '.')	Afternoons we spent with one eye glued to a large color TV , which kept us abreast of the news from the soap opera world .
129995	which nearly vanished in the darkness	which	DET	which	nsubj	aisle	a narrow aisle	(19, 24)	('aisle', '.')	He climbed into the driver 's seat without a word , and we drove down a narrow aisle which nearly vanished in the darkness .
129996	which sat inside the jaws of the presses , or hammers	which	DET	which	nsubj	molds	the large metal molds	(16, 26)	('molds', '.')	MY DEPARTMENT WAS Responsible for maintaining the condition of the dies , the large metal molds which sat inside the jaws of the presses , or hammers .
129997	which hung from a pole next to the bench and grind the steel , shaping and polishing until the template fit	template	NOUN	which	nsubj	grinder	the electric grinder	(7, 27)	('grinder', '.')	Then we 'd grab the electric grinder which hung from a pole next to the bench and grind the steel , shaping and polishing until the template fit .
129998	that had sent out the call	that	DET	that	nsubj	one	the one	(13, 18)	('one', ',')	We drove down the rows of hammers until we located the one that had sent out the call , then exchanged shouts with the hammer operator until we determined we were in the right place with the right number .
129999	who spoke to me	who	PRON	who	nsubj	one	the only one	(8, 11)	('crew', ',')	Mel was the only one on my crew who spoke to me , and then only when he had bad news to deliver .
130000	that barely hung on with the aid of a thin black belt	that	DET	that	nsubj	shirts	wrinkled white shirts	(17, 28)	('pants', '.')	He dressed in wrinkled white shirts with cigarette burns on the cuffs and gray polyester pants that barely hung on with the aid of a thin black belt .
130001	who were now	who	PRON	who	nsubj	degrees	sociology degrees	(15, 17)	('degrees', '@')	I could either give up and join the rest of my friends with sociology degrees who were now @ @
130002	that never was	that	DET	that	nsubj	bond	a bond	(7, 9)	('bond', 'would')	Who would have thought a bond that never was would cause my lip to tremble as it does ?
130003	that made the day dark	day	NOUN	that	nsubj	gloom	a subtle gloom	(13, 17)	('gloom', '.')	It was a clear day , and yet there was a subtle gloom that made the day dark .
130004	that made it slink along at the man 's heels	it	PRON	that	nsubj	apprehension	a menacing apprehension	(5, 14)	('apprehension', '.')	It experienced a menacing apprehension that made it slink along at the man 's heels .
130005	that might be 3 inches deep or 3 feet	that	DET	that	nsubj	snow	the snow	(9, 17)	('snow', '.')	They hid pools of water under the snow that might be 3 inches deep or 3 feet .
130006	which he climbed	he	PRON	which	dobj	bank	the bank	(8, 10)	(',', '.')	He turned aside to the bank , which he climbed .
130007	that he took from his pocket	he	PRON	that	dobj	shred	a small shred	(16, 21)	('bark', '.')	The flame he got by touching a match to a small shred of birch bark that he took from his pocket .
130008	with which he fed it	he	PRON	which	pobj	twigs	the twigs	(17, 21)	('with', 'He')	Gradually , as the flame grew stronger , he increased the size of the twigs with which he fed it .
130009	that was excruciating	that	DET	that	nsubj	ache	a stinging ache	(10, 12)	('ache', '.')	@ grew stronger till it evolved into a stinging ache that was excruciating .
130010	which he dropped in his lap	he	PRON	which	dobj	one	one	(7, 12)	(',', '.')	He succeeded in getting one , which he dropped in his lap .
130011	that grew acute	that	DET	that	nsubj	pain	pain	(5, 7)	('pain', '.')	The sensation developed into pain that grew acute .
130012	which are sensitive to fluctuations too small to be measured	which	DET	which	nsubj	flow	atmospheric air flow	(8, 17)	('flow', '.')	"It explains chaotic systems like atmospheric air flow which are sensitive to fluctuations too small to be measured . """
130013	that can cause a typhoon in China	that	DET	that	nsubj	motion	motion	(10, 16)	('motion', '.')	Your fluttering your wings sets air patterns in motion that can cause a typhoon in China .
130014	that dipped low over the track	that	DET	that	nsubj	branch	a single thick branch	(10, 15)	('branch', '.')	It did this gracefully , extending a single thick branch that dipped low over the track .
130015	that stretched all the way to lane five	that	DET	that	nsubj	ridge	a 4-inch ridge	(31, 38)	('ridge', '.')	Within a month , the tree became a state monument and , as if in celebration , it immediately snaked a thick root underneath the track , creating a 4-inch ridge that stretched all the way to lane five .
130016	that befit a state champion	that	DET	that	nsubj	car	a car	(22, 26)	('car', ':')	Everybody knew he 'd be the best in Missouri the next year , and he anticipated this certainty by purchasing a car that befit a state champion : a morning white Camaro , complete with sun roof , extra-wide tires and tinted windows .
130017	that rings in his ears and puts a skip in his step as he walks back to his office	he	PRON	that	nsubj	letter	the letter	(8, 26)	('letter', '.')	But it is the language of the letter that rings in his ears and puts a skip in his step as he walks back to his office .
130018	who study the modern world and do not have a chance to savor the past	who	PRON	who	nsubj	Ed	Ed	(16, 30)	('Ed', '.')	There is , perhaps , a courtier in every scholar ; especially in those like Ed who study the modern world and do not have a chance to savor the past .
130019	who acts against our own established political and social institutions	who	PRON	who	nsubj	terrorist	The terrorist	(2, 11)	('terrorist', 'is')	The terrorist who acts against our own established political and social institutions is an alien and a renegade ; we refuse to see him in our own history .
130020	we have that to examine in its complexity	we	PRON	that	dobj	question	a question	(6, 13)	('question', ',')	""" This is a question that we have to examine in its complexity , "" Ed says ."
130021	that produces the terrorist	that	DET	that	nsubj	culture	the culture	(13, 16)	('culture', ';')	Then , with self-knowledge , we can look at the culture that produces the terrorist ; we have to understand his -- or her -- mores and motivations .
130022	who arranged this invitation , not to modern Iran	who	PRON	who	nsubj	brother	his brother	(4, 12)	('brother', ',')	It was his brother who arranged this invitation , not to modern Iran , but to Persia .
130023	who helped her	who	PRON	who	nsubj	people	the actual people	(28, 30)	('people', '.')	"The scene where the woman gets in touch with an underground escape movement at the bazaar -- obviously the details there were changed to protect the actual people who helped her . """
130024	which is the only democracy in the Middle East	which	DET	which	nsubj	Listen	""" Listen"	(16, 24)	(',', ',')	""" Listen , Hasan , "" Ed interrupts , "" before we single out Israel , which is the only democracy in the Middle East , let 's remember -- "" <p> Hasan talks over Ed 's words , "" Israel is a U.S. colony dedicated to a racist ideology ."
130025	who could read	who	PRON	who	nsubj	one	the one	(16, 18)	('one', '--')	They got him comfortable with their bright , intellectual-sounding producer -- the one who could read -- and then they just threw him out there
130026	who did keyboard	who	PRON	who	nsubj	guy	the guy	(4, 6)	('guy', 'for')	"I liked the guy who did keyboard for Katie 's candle-lighting . """
130027	all of which suggested briefly an uncarved , unlit pumpkin speaking to her	all	DET	which	pobj	pickets	the sharpened pickets	(16, 28)	('of', 'p')	This came equably from a round freckled face just above the sharpened pickets , all of which suggested briefly an uncarved , unlit pumpkin speaking to her .
130028	which she presumed , not altogether comfortably	she	PRON	which	dobj	face	the pumpkin face	(14, 20)	(',', ',')	""" The South , "" Mrs. Hollingsworth said to the pumpkin face , which she presumed , not altogether comfortably , was a portrait of innocence ."
130029	which were cutoffs with ridiculously lacerated hems	which	DET	which	nsubj	shorts	his shorts	(7, 13)	(',', '.')	He looked down at his shorts , which were cutoffs with ridiculously lacerated hems .
130030	that was collecting around his nostrils	that	DET	that	nsubj	deitus	airborne deitus	(18, 23)	('deitus', '.')	He was flying over the lawn , blasting sticks and ant beds into flakbursts of airborne deitus that was collecting around his nostrils .
130031	that surprised her	that	DET	that	nsubj	way	a way	(12, 14)	('way', ',')	""" This speech endeared the officer to Mrs. Hollingsworth in a way that surprised her , but she caught herself ."
130032	which he removed	he	PRON	which	dobj	suit	the suit	(24, 26)	(',', ',')	: he went directly to the kitchen , opened the sink cabinet , and put the hat , and then the suit , which he removed , revealing the same shirt and surrey-frilled pants as before , into the trash compactor .
130033	on which she recorded family doings : lessons , parties , drudge .	she	PRON	which	pobj	calendar	the calendar	(10, 22)	('on', 'p')	He looked around , finally at the calendar on which she recorded family doings : lessons , parties , drudge .
130034	that she have a drink	she	PRON	that	mark	idea	the sudden perfect idea	(19, 23)	('idea', '--')	""" The thing about the South , "" she said , getting up with the sudden perfect idea that she have a drink"
130035	that came up warmly into his shoulders and head and almost made him cry	him	PRON	that	nsubj	liquid	liquid	(8, 21)	('liquid', '.')	He felt a surge of something like liquid that came up warmly into his shoulders and head and almost made him cry .
130036	that was , apparently , unique	that	DET	that	nsubj	territory	a little territory	(6, 11)	('here', ':')	They had a little territory here that was , apparently , unique : nothing was inappropriate .
130037	the smell of which still reminds me of my first days in America	smell	NOUN	which	pobj	soap	some Ivory soap	(12, 24)	('of', 'people')	Among the groceries was some Ivory soap , the smell of which still reminds me of my first days in America .
130038	that somehow managed not to fall from his sharp nose	that	DET	that	nsubj	glasses	huge glasses	(36, 45)	('glasses', '.')	They came into the room the same way : Lyuba , tall and corpulent , with smooth gray hair , in front , and behind her Sam , dry and bald , in huge glasses that somehow managed not to fall from his sharp nose .
130039	that came as the biggest surprise	that	DET	that	nsubj	things	the little things	(10, 15)	('things', '.')	For the most part , it was the little things that came as the biggest surprise .
130040	from which we came	we	PRON	which	pobj	country	the country	(16, 19)	('from', 'They')	They were very interested in us , or , rather , in the country from which we came .
130041	"who wrote in the questionnaire : "" Left in connection with the opportunity having presented itself"	who	PRON	who	nsubj	worker	"a "" counting worker"	(26, 41)	(',', '.')	"In my opinion , the best answer was proposed by a certain bookkeeper from Bobruysk ( he called himself a "" counting worker "" ) , who wrote in the questionnaire : "" Left in connection with the opportunity having presented itself . """
130042	that had written me those polite rejections	that	DET	that	nsubj	firms	the same firms	(24, 30)	('firms', '.')	They came in handy when , exactly a year later , I began to receive invitations to be interviewed by the same firms that had written me those polite rejections .
130043	whose name was Jill	name	NOUN	whose	poss	woman	a talkative woman	(14, 17)	('age', '.')	Kira made a friend in her class , a talkative woman our age whose name was Jill .
130044	that popped into my head	that	DET	that	nsubj	thing	the first thing	(9, 13)	('thing', '.')	""" I felt terrible and said the first thing that popped into my head . """
130045	of which this is the first to appear in English	this	DET	which	pobj	stories	dozen short stories	(15, 24)	('of', 'It')	D.C. He is the author of several dozen short stories in Russian , of which this is the first to appear in English .
130046	which was her first language	which	DET	which	nsubj	father	my father	(15, 19)	('(', ')')	She spoke Russian , Lithuanian , Yiddish and , with my father , German ( which was her first language ) , while I spoke only English and a smattering of French .
130047	"who "" knew"	who	PRON	who	nsubj	women	women	(16, 18)	('women', '.')	"Mothers , aunts and babushkas , interbred with Sherman tanks , they were all women who "" knew . """
130048	"which gave way to lots of "" Oys "" and Oy Veys """	which	DET	which	nsubj	mother	both my mother	(17, 29)	(',', 'and')	"It was much as I had thought : shrill shrieks from both my mother and Fenya , which gave way to lots of "" Oys "" and Oy Veys """
130049	that has its lights on	that	DET	that	nsubj	house	the first house	(17, 21)	('house', '.')	"Just go like hell down the street hooting and screaming and get help from the first house that has its lights on . """
130050	who asked if we wanted to file a complaint	we	PRON	who	nsubj	police	the police	(5, 13)	(',', '.')	I phoned the police , who asked if we wanted to file a complaint .
130051	who look down at their feet when you talk to them	you	PRON	who	nsubj	women	black women	(17, 27)	(',', '.')	""" She looked at us when we spoke , not like a lot of black women , who look down at their feet when you talk to them ."
130052	who said we were lucky our tenants had kept the intruders off	tenants	NOUN	who	nsubj	police	the police	(8, 19)	(',', '.')	We reported the affair to the police , who said we were lucky our tenants had kept the intruders off .
130053	who ran For the most thankless job Known to woman or man	who	PRON	who	nsubj	women	the women	(8, 19)	('Yukon', '.')	So here 's to the women Of Yukon who ran For the most thankless job Known to woman or man .
130054	that ended in another laugh	that	DET	that	nsubj	sigh	a deep sigh	(5, 9)	('sigh', '.')	She drew a deep sigh that ended in another laugh .
130055	who still speaks French at home and likes to rhyme	who	PRON	who	nsubj	Ophelia	Ophelia	(10, 19)	(',', '.')	""" Ecrevisse , exercice , "" says Ophelia , who still speaks French at home and likes to rhyme ."
130056	that kills you	that	DET	that	nsubj	lard	the lard	(6, 8)	('lard', ',')	""" It 's not the lard that kills you , it 's the sugar , "" Jasmine says ."
130057	which they hear playing for the customers whenever the door swings open	door	NOUN	which	dobj	tape	his Hits tape	(20, 31)	(',', '.')	They do n't have a radio because Big Antoine says it interferes with his Greatest Cajun Hits tape , which they hear playing for the customers whenever the door swings open .
130058	who was some kind of Asian and hard to figure	who	PRON	who	nsubj	Ly	maybe Ly	(3, 12)	(',', '.')	maybe Ly , who was some kind of Asian and hard to figure .
130059	who usually does the translating	who	PRON	who	nsubj	Vinie	Vinie	(9, 13)	(',', '.')	<p> LaTonya looked to Vinie , who usually does the translating .
130060	that come after	that	DET	that	nsubj	brothers	all my brothers	(9, 11)	('sisters', '.')	"Mr. Lester was behind all my brothers and sisters that come after . """
130061	that come and wrecked up my life	that	DET	that	nsubj	one	The other one	(3, 9)	('one', '.')	The other one that come and wrecked up my life .
130062	who asked Antoine for the five - minute break	who	PRON	who	nsubj	one	the one	(4, 12)	('one', ',')	Vinie is the one who asked Antoine for the five-minute break , so she gets to decide when to take it .
130063	that worked for them	that	DET	that	nsubj	others	the others	(10, 13)	('others', '.')	I 'd be down in the quarters with the others that worked for them .
130064	that was the casino	that	DET	that	nsubj	maw	the red maw	(7, 10)	('maw', '.')	Janet wandered alone into the red maw that was the casino .
130065	that rose above her into the heatheavy night	that	DET	that	nsubj	temperature	the unnatural temperature	(32, 39)	('light', '.')	""" When her money ran out , she wandered out to the pool and sat on a beach chair where she examined the unnatural temperature announced on the unnatural tower of light that rose above her into the heatheavy night ."
130066	that hissed and crackled against whatever was in the pot	whatever	DET	that	nsubj	bowl	a bowl	(7, 16)	('ice', '.')	My mother added a bowl of ice that hissed and crackled against whatever was in the pot .
130067	that will fix your memory	that	DET	that	nsubj	herbs	herbs	(5, 9)	('herbs', ',')	There are also herbs that will fix your memory , your past .
130068	that happened long ago	that	DET	that	nsubj	something	something	(3, 6)	('something', '.')	@ 's something that happened long ago .
130069	who was bringing ginseng to sell around the city	who	PRON	who	nsubj	friend	mother old friend	(16, 24)	(',', '.')	I rode in a cart with Lao Fu , my mother 's old friend , who was bringing ginseng to sell around the city .
130070	who often rubbed an ointment into his knuckles	who	PRON	who	nsubj	mother	my mother	(12, 19)	(',', '.')	He was taking me as a favor to my mother , who often rubbed an ointment into his knuckles .
130071	I held on that to the stone like a talisman	I	PRON	that	pobj	port	the great port	(19, 28)	('port', '.')	But when we reached Shanghai , I felt so terrified by my first view of the great port that I held on to the stone like a talisman .
130072	that were both a little too small for me	that	DET	that	nsubj	shirt	a white shirt	(16, 24)	('shirt', '.')	When I was finished , she found a pair of black trousers and a white shirt that were both a little too small for me .
130073	whose face lay as still as a mud	face	NOUN	whose	poss	woman	an immense older woman	(12, 19)	('woman', 'bog')	The housekeeper , Lu Taitai , was an immense older woman whose face lay as still as a mud bog .
130074	that lay on its side	that	DET	that	nsubj	fish	a great fish	(49, 53)	('fish', ',')	There were also jelled duck eggs , pigeon eggs in sauce , shrimps with chicken and peas , chicken and scallops with ginger , scallops in sauce , salted prawns , spicy prawns , late oysters , early asparagus , several other vegetable dishes , and a great fish that lay on its side , barely touched .
130075	that constantly escaped from my pinned - up braids	that	DET	that	nsubj	hair	the coarse hair	(8, 16)	('hair', '.')	She fixed some of the coarse hair that constantly escaped from my pinned-up braids .
130076	who flee	who	PRON	who	nsubj	Those	Those	(2, 3)	('Those', 'are')	""" Those who flee are fools , "" Wen said ."
130077	I pulled and which brought to Wen	I	PRON	which	dobj	waterways	waterways	(17, 23)	(',', '.')	In the bottom right corner of the shelf I spotted a blue volume on waterways , which I pulled and brought to Wen .
130078	who squinted , nervously stroking his blond beard	who	PRON	who	nsubj	gentlemen	the Western gentlemen	(11, 18)	(',', '.')	He showed the book to one of the Western gentlemen , who squinted , nervously stroking his blond beard .
130079	who flourished under the Kuomintang by working with foreign capitalists	who	PRON	who	nsubj	people	rich people	(12, 21)	('people', '.')	""" They 'll go after people like your master , rich people who flourished under the Kuomintang by working with foreign capitalists ."
130080	that happened before you were born	that	DET	that	nsubj	Something	Something	(1, 6)	('Something', '.')	Something that happened before you were born .
130081	who knew	who	PRON	who	nsubj	four	only four	(6, 7)	('us', '.')	There were only four of us who knew .
130082	that destroyed all obstacles and then discarded them	that	DET	that	nsubj	desire	desire	(23, 30)	('desire', '.')	I saw the great house , with its women and servants , as testimony to the unquenchable desire of its master , desire that destroyed all obstacles and then discarded them .
130083	that she had on	she	PRON	that	pobj	one	the one	(15, 18)	('one', '.')	She reached for it , and I saw the huge rip in the one that she had on .
130084	who told me what had happened there	what	PRON	who	nsubj	man	a man	(12, 18)	('village', ':')	A year later I met up with a man from our village who told me what had happened there : the Communists had reached the village a few months after the fall of Shanghai , and they had executed my mother as a witch .
130085	who both attended college	who	PRON	who	nsubj	children	two children	(8, 11)	('children', '.')	I have a husband and two children who both attended college .
130086	that drip their appreciation for being what they are and do what they do , as humans would	humans	NOUN	that	nsubj	Pears	Pears	(8, 25)	('Pears', '.')	Sweet , firm crunch of apples , Pears that drip their appreciation for being what they are and do what they do , as humans would .
130087	which lead us to death	which	DET	which	nsubj	causes	the causes	(8, 12)	('causes', 'and')	""" Worry and ugly thoughts are the causes which lead us to death and the exhaustion of our vital energy while joy and optimism and beautiful thoughts rejuvenate and keep us eternally young . """
130088	who actually looked a little like a Lab , except	who	PRON	who	nsubj	male	a golden tan male	(12, 21)	('male', 'thinner')	> Expect for the nearly prettiest : a golden tan male who actually looked a little like a Lab , except
130089	who paid her no mind	who	PRON	who	nsubj	bitch	the little bitch	(18, 22)	('bitch', ',')	I looked back there and saw Sadie , barely able to stand , growling at the little bitch who paid her no mind , just kept on frolicking round and round .
130090	that lifts life to the sublime	that	DET	that	nsubj	subtlety	the subtlety	(18, 23)	('substance', '.')	Generously endowed souls patiently give time to the pleasure of oral savorings , tasting the subtlety of substance that lifts life to the sublime .
130091	who seems to know her	who	PRON	who	nsubj	waitress	the waitress	(7, 11)	(',', '.')	She smiles up at the waitress , who seems to know her .
130092	that it takes for the flower to open	flower	NOUN	that	dobj	minute	the minute	(17, 24)	('hour', ',')	, I 'd watch with you , we 'd both wait the minute or the hour that it takes for the flower to open
130093	that opens with the sunrise	that	DET	that	nsubj	rose	a white rose	(20, 24)	('rose', 'and')	, a rose let 's say , so we can visualize it , a white rose , a white rose that opens with the sunrise and reflects the sun 's color and reveals on each petal a single word , you can make out a couple though not all of them , sister , you read , and died and August , but you ca n't see all the words , nor how they fit together , until I stop the camera and pull the petals from the flower and lay them end to end , in other words , until I write this story 's first line :
130094	who booked my flight	who	PRON	who	nsubj	lesbian	The lesbian	(2, 5)	('lesbian', 'remembered')	The lesbian who booked my flight remembered my destination , not my name .
130095	who never brushed your teeth	who	PRON	who	nsubj	you	you	(8, 12)	('you', 'would')	Who'd 've ever thought you who never brushed your teeth would end up with such white ones ?
130096	that hangs over his belt and scratch	that	DET	that	nsubj	stomach	his stomach	(75, 81)	('stomach', ',')	And my family loves me too , but there are some things they do not accept and -- and , yes , I 've tried , I 've approached the subject a hundred different ways , and every time I see my mother start to smooth her hair , my sister rub her flat palms across the tops of her thighs , my father push his hand under the lip of his stomach that hangs over his belt and scratch , I stop .
130097	who was due the next day from Chicago , where he was on business	he	PRON	who	nsubj	man	this other man	(35, 48)	(',', '.')	I 'll look at the backs of your heads as you talk to each other about the bridesmaids ' dresses and last-minute alterations and this other man , Galen , the groom , who was due the next day from Chicago , where he was on business .
130098	which is circular , like a compass	which	DET	which	nsubj	table	the kitchen table	(16, 22)	(',', ',')	My father and my mother and my sister and I sit around the kitchen table , which is circular , like a compass , and I , tucked into a corner of the room , feel like I 'm at its bottom , where S should be , and my father is at N , my mother at E , my sister at W , and during dinner I make what I will come to consider a mistake .
130099	who is twenty years older than I am	I	PRON	who	nsubj	friend	my friend	(18, 25)	(',', ',')	This is the autumn of my forty-second year , <p> and my friend , who is twenty years older than I am , <p> has a studied patience with my haste .
130100	that washes across our faces < p	that	DET	that	nsubj	>	>	(3, 9)	('>', '>')	<p> that washes across our faces <p> and takes the tired waste into its arms .
130101	who is < p	who	PRON	who	nsubj	friend	my p friend	(11, 14)	('friend', '>')	And what will I say to my <p> friend who is <p
130102	which was plastic	which	DET	which	nsubj	bowl	The bowl	(3, 5)	(',', ',')	The bowl , which was plastic , rolled away , building a solid line of porridge on the floor .
130103	that was coming out of her parents ' room	that	DET	that	nsubj	commotion	The commotion	(3, 11)	('commotion', 'was')	The commotion that was coming out of her parents ' room was terrible .
130104	who takes his work as seriously as he does	he	PRON	who	nsubj	man	a man	(8, 16)	('man', '.')	Strange , she thought , for a man who takes his work as seriously as he does .
130105	that was blowing	that	DET	that	nsubj	breeze	the breeze	(15, 17)	('breeze', 'was')	As for the day , it was very young ; but already the breeze that was blowing was maturely hot , as expected .
130106	that might prove to be potentially explosive	that	DET	that	nsubj	anything	anything	(21, 27)	('anything', '.')	For these days communication between them had ground to a halt , each of them virtually afraid of saying anything that might prove to be potentially explosive .
130107	who complained endlessly any time she had to enter the kitchen	she	PRON	who	nsubj	cook	a great cook	(6, 16)	(',', '.')	She was a great cook , who complained endlessly any time she had to enter the kitchen .
130108	who knew the work she did	she	PRON	who	nsubj	colleagues	her colleagues	(13, 18)	('people', '.')	He knew she was very much respected by her colleagues and other people who knew the work she did .
130109	that disturbs her	that	DET	that	nsubj	kitchen	the kitchen	(4, 6)	('kitchen', '--')	It 's the kitchen that disturbs her -- the newspapers stacked on a chair in the corner ( now they 've reached the chair 's height and threaten to spill over ) , the mail scattered under and on top of the table : letters out of their envelopes , coupons and catalogs , scribbled-on postcards .
130110	who quickly slipped the dresses from their stick hangers to give to her	who	PRON	who	nsubj	women	the two women	(14, 26)	('women', '.')	and I counted out the bills for her , paid the two women who quickly slipped the dresses from their stick hangers to give to her .
130111	that she kept on wearing until it was in tatters because she told me it brought her luck	it	PRON	that	dobj	dress	a green dress	(11, 28)	('dress', 'and')	When we met , she was wearing a green dress that she kept on wearing until it was in tatters because she told me it brought her luck
130112	which suited her better	which	DET	which	nsubj	one	a blue one	(12, 15)	(',', ',')	and as soon as she would put on a blue one , which suited her better , we would never see each other again .
