	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
105555	that seemed not so much to advance his career as to put it on hold	that	DET	that	nsubj	move	a move	(18, 32)	('move', '.')	In ' 98 , Snoop fled Death Row for Master P 's No Limit label-a move that seemed not so much to advance his career as to put it on hold .
105556	that sounds like his farewell to weed	farewell	NOUN	that	nsubj	verse	a verse	(10, 16)	('verse', '.')	""" Ostensibly about a woman , it includes a verse that sounds like his farewell to weed ."
105557	that they said you controlled me	you	PRON	that	mark	point	the point	(15, 20)	('point', '...')	""" You used to have a hold on me/Sometimes to the point that they said you controlled me ..."
105558	who shows up on time and , whether it takes two hours or ten	it	PRON	who	nsubj	type	the type	(6, 19)	('artist', ',')	He 's the type of artist who shows up on time and , whether it takes two hours or ten , he 's present .
105559	which was more than he could say for most of the others	he	PRON	which	nsubj	kid	a little kid	(11, 22)	(',', '.')	Kept the rules without treating you like a little kid , which was more than he could say for most of the others .
105560	which made them accountable	them	PRON	which	nsubj	lines	the lines	(52, 55)	('identity', '.')	"He seemed to have trouble actually picking Bascal out of the crowd , though-before starting they 'd smeared their faces with dirt and mussed up their hair , mainly as a way of psyching themselves up , but also , Conrad now saw , to blur the lines of identity which made them accountable . """
105561	with whom I have a total legal right to consult	I	PRON	whom	pobj	Services	Child Welfare Services	(20, 29)	"('with', '""')"	This is not a joke ; they 're escorting me for a call to Child Welfare Services , with whom I have a total legal right to consult .
105562	which was also hot , and drenched in monsoon rains	which	DET	which	nsubj	Calcutta	Calcutta	(9, 18)	(',', '.')	Another single step whisked them around to Calcutta , which was also hot , and drenched in monsoon rains .
105563	who did this	who	PRON	who	nsubj	Fecre	Yinebeb Fecre	(4, 6)	('Fecre', ',')	It was Yinebeb Fecre who did this , with an additional layer of irony he probably was n't aware of :
105564	that were probably just for show	that	DET	that	nsubj	telephones	fashioned telephones	(27, 32)	('telephones', '.')	The terminal itself was underground , a dimly-lit urban space filled with columns and information kiosks and snack bars , and old-fashioned telephones that were probably just for show .
105565	"who looked older or younger than the "" ageless "" standard of Queendom beauty"	who	PRON	who	nsubj	people	people	(10, 23)	('people', '.')	"There were other eccentricities apparent in the crowd : people who looked older or younger than the "" ageless "" standard of Queendom beauty ."
105566	that touched you	that	DET	that	nsubj	photon	every photon	(15, 17)	('photon', '.')	You could have all the electricity you wanted , if you blackly drank every photon that touched you .
105567	that made others feel more submissive the closer he got	he	PRON	that	nsubj	signature	sort dominant pheromone signature	(22, 31)	('signature', '.')	He had n't really done anything-it might be something coded in his genome , some sort of dominant pheromone signature that made others feel more submissive the closer he got .
105568	that was private	that	DET	that	nsubj	tone	a tone	(6, 8)	('tone', ',')	Conrad asked , in a tone that was private , but also calculated to be overheard by the other boys .
105569	which were visible again as the walkway emerged	walkway	NOUN	which	nsubj	mountains	the mountains	(53, 60)	(',', '.')	As the walkway dipped beneath the bridges , cement walls rose up around it , mostly blank but with occasional attempts at ornamentation , inlaid tiles and bas relief sculptures of deer and mountain goats and bears , of trout in a little river , and a scene of the mountains themselves , which were visible again as the walkway emerged .
105570	that should be sprawling on a bench right in front of Conrad Mursk	that	DET	that	nsubj	something	not something	(10, 22)	('something', ',')	But this was a hypothetical issue , not something that should be sprawling on a bench right in front of Conrad Mursk , and stinking like rotten cheese .
105571	that must be the Platte River	that	DET	that	nsubj	depression	a depression	(12, 17)	('depression', '.')	stood a row of brightly lit buildings , lining a depression that must be the Platte River .
105572	"who was worried and asked , "" Ca n't they track you now"	they	PRON	who	nsubj	Conrad	Conrad	(9, 21)	(',', '?')	"Shrugging , Bascal sat down next to Conrad , who was worried and asked , "" Ca n't they track you now ?"
105573	that will slow down a search	that	DET	that	nsubj	features	certain security features	(4, 9)	('features', '.')	"certain security features that will slow down a search . """
105574	which was n't nearly as majestic as Conrad would have imagined	Conrad	PROPN	which	nsubj	River	the Platte River	(30, 40)	(',', ':')	The cafe balcony itself hung over a precipitous three-meter drop , with a small grassy bank beneath , and then the stony shallows of the Platte River , which was n't nearly as majestic as Conrad would have imagined : maybe twenty meters across , and quite shallow enough to wade in .
105575	for which they have certain material requirements	they	PRON	which	pobj	mission	a mission	(7, 13)	('for', 'Clothes')	are on a mission , for which they have certain material requirements .
105576	which incorporated exotic particles	which	DET	which	nsubj	ones	the ones	(15, 18)	('ones', '.')	Then there were the transuranic pseudoatoms , and the asymmetric ones , and the ones which incorporated exotic particles .
105577	that fit his face	that	DET	that	nsubj	look	a look	(5, 8)	('look', '.')	"It was n't a look that fit his face . """
105578	which was probably good	which	DET	which	nsubj	him	him	(7, 10)	(',', '.')	But they were still ignoring him , which was probably good .
105579	who can help you , Bas	who	PRON	who	nsubj	someone	someone	(5, 10)	('someone', '.')	""" I found someone who can help you , Bas ."
105580	that seemed annoyingly genuine	that	DET	that	nsubj	sympathy	a sympathy	(7, 10)	('sympathy', '.')	Leslie just nodded , with a sympathy that seemed annoyingly genuine .
105581	which comes in when the Moon drags it in	Moon	PROPN	which	nsubj	tide	the tide	(7, 15)	(',', ',')	"It 's more like the tide , which comes in when the Moon drags it in , regardless of what anyone thinks or says . """
105582	that reminded him of his own parents	that	DET	that	nsubj	voices	voices	(3, 9)	('voices', ',')	Then hushed voices that reminded him of his own parents , when they closed themselves in their bedroom for an argument .
105583	who was looking evilly smug	who	PRON	who	nsubj	Bascal	Bascal	(8, 12)	(',', ',')	"Conrad spared a glance at Bascal , who was looking evilly smug , having gotten the better of the worlds "" most important person ."
105584	"whom he called "" Tusite"	he	PRON	whom	dobj	courtier	the courtier	(18, 22)	(',', '.')	"Bascal led them into the hallway , pausing for half a step to thank the courtier , whom he called "" Tusite . """
105585	which has become highly resentful	which	DET	which	nsubj	creature	a creature	(17, 21)	('creature', '.')	We 've invested a great deal of time and love and energy in a creature which has become highly resentful .
105586	which sprawled for a hundred meters along a gentle , gently groomed slope	which	DET	which	nsubj	beach	the beach	(26, 38)	(',', '.')	25;2349;TOOLONG sandwiches , and gazing out the picture window at the white sand and coconut palms , the ocean surf throwing itself against the beach , which sprawled for a hundred meters along a gentle , gently groomed slope .
105587	who shook his head	who	PRON	who	nsubj	man	a large man	(11, 14)	('man', ',')	His answer came not from Jane but from a large man who shook his head , eyes narrow with disapproval .
105588	which have kept us happy and healthy over this long journey	which	DET	which	nsubj	bonds	the bonds	(19, 29)	('Traditions', '.')	""" I must caution against irrational exuberance , against any weakening of the bonds and Rules and Traditions which have kept us happy and healthy over this long journey ."
105589	which have brought us this far	which	DET	which	nsubj	procedures	the procedures	(18, 23)	('procedures', ',')	Until then , continue in your duties , praise our ancestors , and trust in the procedures which have brought us this far , and will take us further .
105590	who acted and talked like us	who	PRON	who	nsubj	segment	some minute segment	(25, 30)	('people', '.')	I could n't even understand some of the stuff they were doing and talking about , until I saw some five minute segment of people who acted and talked like us .
105591	that 's all the rage back on Earth these days	that	DET	that	nsubj	drama	a popular historical drama	(9, 18)	('drama', '.')	That segment was part of a popular historical drama that 's all the rage back on Earth these days .
105592	who suddenly realized he had a huge smile on his face	he	PRON	who	nsubj	Greg	Greg	(8, 18)	(',', '.')	""" Gayle grinned indulgently at Greg , who suddenly realized he had a huge smile on his face . "" Really looking forward to it , huh ? "" "" You bet . """
105593	which seemed impossibly distant	which	DET	which	nsubj	horizon	an horizon	(12, 15)	('horizon', '.')	New sights , new sounds , views running off to an horizon which seemed impossibly distant .
105594	that is n't dangerous or annoying	that	DET	that	nsubj	anything	anything	(5, 10)	('here', '?')	"Is there anything down here that is n't dangerous or annoying ? """
105595	who usually frequented the lounge	who	PRON	who	nsubj	somethings	the twenty - somethings	(27, 31)	('somethings', '.')	"Greg followed Jane 's gaze to where a woman had entered the room , her maturity making her stand out next to the twenty-somethings who usually frequented the lounge . """
105596	who took us down to the planet	who	PRON	who	nsubj	pilot	The shuttle pilot	(3, 9)	('pilot', '.')	The shuttle pilot who took us down to the planet .
105597	we had that to land on the planet	we	PRON	that	dobj	Rule	a Rule	(9, 16)	('Rule', '.')	""" Our ancestors could have set a Rule that we had to land on the planet ."
105598	who feel like we do without letting anybody know we 're breaking the Rules	we	PRON	who	nsubj	group	a group	(14, 27)	('people', '.')	And we have less than twenty hours to somehow collect a group of people who feel like we do without letting anybody know we 're breaking the Rules .
105599	who each sound out two people , and so on	each	DET	who	nsubj	people	two people	(7, 16)	(',', '.')	I sound out two people , who each sound out two people , and so on .
105600	which had governed their entire lives	which	DET	which	nsubj	Rules	the Rules	(14, 19)	('Rules', ',')	""" Greg hesitated , thinking of how they 'd be violating the Rules which had governed their entire lives , and leaving the controlled comfort of the Terra for a future of uncertainty and toil on the planet beneath them . """
105601	which grew steadily more familiar , until he reached Carl 's room	he	PRON	which	nsubj	corridors	corridors	(5, 16)	('corridors', '.')	Greg ran , along corridors which grew steadily more familiar , until he reached Carl 's room .
105602	which echoed through the quiet corridors	which	DET	which	nsubj	words	words	(15, 20)	('words', '.')	"A moment later , pulsing red lights flared to life and speakers shouted out words which echoed through the quiet corridors . """
105603	who 'd made it inside	who	PRON	who	nsubj	families	the last families	(18, 22)	('families', 'hurled')	Another dash , across the short distance remaining to the shuttle bay , while the last families who 'd made it inside hurled themselves into the nearest landers .
105604	who 'd boasted of severing the control links	who	PRON	who	nsubj	man	The large man	(4, 11)	('man', 'was')	The large man who 'd boasted of severing the control links was standing in one lander 's hatch , laughing in booming tones .
105605	that improves our society	that	DET	that	nsubj	Anything	1008638 Anything	(5, 8)	('Anything', ',')	"##1008638 "" Anything that improves our society , we should do ."
105606	"that considered the whole USA its "" hood , and its strong arm tactics justified by the Holy Grail of National Security"	USA	PROPN	that	nsubj	one	one	(11, 32)	('one', '.')	"Only Olds was part of a federally funded gang , one that considered the whole USA its "" hood , and its strong arm tactics justified by the Holy Grail of National Security ."
105607	which housed their and the other projects under Olds 's control	which	DET	which	nsubj	building	the massive windowless building	(20, 30)	('building', '.')	""" They had never been told where they were , exactly , or seen much of the massive windowless building which housed their and the other projects under Olds 's control ."
105608	which will make our lands and skies a much safer place in the future	which	DET	which	nsubj	One	One	(2, 15)	('One', '.')	One which will make our lands and skies a much safer place in the future .
105609	who looked more like some rumpled	who	PRON	who	nsubj	man	mousy man	(10, 15)	('man', ',')	Sitting next to her was a balding , mousy man who looked more like some rumpled , absentminded math professor than one of the nation 's top lawmen , FBI Director Morton Stone .
105610	which would allow the computer to identify a similar signature in an undiagnosed subject	computer	NOUN	which	nsubj	signature	a signature	(18, 31)	('signature', '.')	For instance , once we 'd tested a handful of verified schizophrenics , we had a signature which would allow the computer to identify a similar signature in an undiagnosed subject .
105611	which was in some ways similar to OCD , and yet in others quite different	which	DET	which	nsubj	signature	a abnormal signature	(12, 26)	('signature', '.')	"When we tested Petty , the readings revealed a distinctly abnormal signature which was in some ways similar to OCD , and yet in others quite different . """
105612	which killed seven and wounded over two dozen others	which	DET	which	nsubj	Bombings	Bombings	(1, 9)	('Bombings', '.')	"Bombings which killed seven and wounded over two dozen others . """
105613	most of whom had remained unsuspected until they commenced their murderous work	they	PRON	whom	pobj	work	the work	(33, 44)	('of', 'You')	, the anthrax spread in its wake , the bombings and hostage-takings in the four and a half years since ; all were the work of fanatics , most of whom had remained unsuspected until they commenced their murderous work .
105614	who pass the test	who	PRON	who	nsubj	Those	Those	(1, 4)	('Those', 'will')	Those who pass the test will go into the green area beyond .
105615	which matches it against the signature for a fanatic	which	DET	which	nsubj	processor	the processor	(6, 14)	('processor', '.')	The scan goes to the processor which matches it against the signature for a fanatic .
105616	which began coming through the doorway	which	DET	which	nsubj	parade	the sorry parade	(16, 21)	('parade', '.')	He took a step back in horrified surprise at his first glimpse of the sorry parade which began coming through the doorway .
105617	who guided and controlled their charge by grasping one canvas - covered upper arm	who	PRON	who	nsubj	soldier	a soldier	(6, 19)	('soldier', '.')	Each was escorted by a soldier who guided and controlled their charge by grasping one canvas-covered upper arm .
105618	who had faced down every inquisitor and detractor at her confirmation hearings the year before	who	PRON	who	nsubj	Luvadis	the Montanan Stella Luvadis	(15, 29)	('Luvadis', '.')	"Jools got a very good look at the "" Steel Montanan "" Stella Luvadis who had faced down every inquisitor and detractor at her confirmation hearings the year before ."
105619	which had gotten her though	which	DET	which	nsubj	dignity	her implacable dignity	(16, 20)	('integrity', '.')	, it was her implacable and unshakable dignity , self-possession , and integrity which had gotten her though .
105620	all of whom had committed acts of violence	all	DET	whom	pobj	members	four convicted members	(15, 22)	('of', 'SafeScan')	Among the nine were four convicted members of various terrorist cells , all of whom had committed acts of violence .
105621	who wore tags reading VOLUNTEER as staff members from Olds 's program	who	PRON	who	nsubj	people	the people	(11, 22)	('area', '.')	Jools recognized a few of the people in the green area who wore tags reading VOLUNTEER as staff members from Olds 's program .
105622	that can help make the world a lot safer	world	NOUN	that	nsubj	one	one	(14, 22)	('one', '.')	But you 've created one hell of a tool here , one that can help make the world a lot safer .
105623	who failed	who	PRON	who	nsubj	those	those	(18, 19)	('those', '.')	Failing the test was not a sentence ; no mechanism had yet been created for dealing with those who failed .
105624	who loves this country	who	PRON	who	nsubj	someone	someone	(1, 4)	('someone', ',')	someone who loves this country , and gives his all for her benefit .
105625	who 's crazy , refusing to back down	who	PRON	who	nsubj	one	the one	(4, 11)	('one', '.')	"You 're the one who 's crazy , refusing to back down . """
105626	who had forced him to develop	who	PRON	who	nsubj	man	the man	(14, 19)	('man', 'it')	SafeScan would save lives , and save them in a way the man who had forced him to develop it had never foreseen or intended .
105627	that make you happiest	you	PRON	that	nsubj	things	the little things	(6, 9)	('things', '.')	Sometimes it 's the little things that make you happiest .
105628	who lacked even the minimal intellectual skills needed to handle a keyboard	who	PRON	who	nsubj	people	people	(19, 30)	('people', '.')	But the VoiceWeb ( privately , Lizzie thought of it as the Illiternet ) made them accessible to people who lacked even the minimal intellectual skills needed to handle a keyboard .
105629	that occur quickly back home	that	DET	that	nsubj	reactions	Chemical reactions	(2, 6)	('reactions', 'would')	Chemical reactions that occur quickly back home would take thousands of years here .
105630	that eroded and shaped the ice , carving gullies and caves	that	DET	that	nsubj	methane	the methane	(4, 14)	('methane', '.')	It was the methane that eroded and shaped the ice , carving gullies and caves .
105631	that faded away when she tried to focus on it	she	PRON	that	nsubj	crackling	A faint , granular crackling	(5, 14)	('crackling', '.')	A faint , granular crackling that faded away when she tried to focus on it .
105632	that 's	that	DET	that	nsubj	bottle	the bottle	(5, 6)	('bottle', 'braille')	Feel around for the bottle that 's
105633	that gave off a metal shriek	that	DET	that	nsubj	something	something	(15, 20)	('something', '.')	An engine started up somewhere nearby , and gigantic gears meshed noisily , grinding something that gave off a metal shriek .
105634	that rose over two kilometers above the surface before breaking and spilling westward	that	DET	that	nsubj	shaft	a spiraling shaft	(13, 25)	('shaft', '.')	direction of local microcurrents of air coming together to form a spiraling shaft that rose over two kilometers above the surface before breaking and spilling westward .
105635	she hoped that was really and truly private	that	SCONJ	that	nsubj	channel	a channel	(11, 18)	('channel', '.')	Lizzie checked the specs and switched over to a channel that she hoped was really and truly private .
105636	that had come before	that	DET	that	nsubj	All	All	(2, 5)	('All', 'seemed')	All that had come before seemed like a bad dream .
105637	who knew how much thought	who	PRON	who	nsubj	equivalent	the equivalent	(7, 11)	('of', '.')	A brief silence , the equivalent of who knew how much thought .
105638	who 's afraid of change	who	PRON	who	nsubj	violet	a shrinking violet	(9, 13)	('violet', ',')	You 're the target market : a shrinking violet who 's afraid of change , but not quite blind enough not to see she 's falling behind the visionaries .
105639	that always seemed scarce these days	that	DET	that	nsubj	bandwidth	the bandwidth	(31, 36)	('bandwidth', '.')	Their computers had samples of his speech patterns on file , so they could turn the text back into a good rendering of his voice , thus conserving the bandwidth that always seemed scarce these days .
105640	who are planning on having their implants taken out	implants	NOUN	who	nsubj	people	cybered people	(9, 17)	('people', 'so')	""" I know a couple of cybered people who are planning on having their implants taken out so they can go with externals . """
105641	who settles for an external setup	who	PRON	who	nsubj	person	every person	(7, 12)	('person', ',')	"Every implant taken out , every person who settles for an external setup , makes it harder on the rest of us . """
105642	who taunted him	who	PRON	who	nsubj	ones	the ones	(7, 9)	('ones', ',')	Egan 's old classmates-the ones who taunted him , made up insolently clever and humiliating rhymes , or just shunned him-they had the more adult attitudes .
105643	that then flooded into his head	that	DET	that	nsubj	data	the data	(11, 16)	('data', 'daunted')	Egan got off an instant slower , and the data that then flooded into his head daunted him .
105644	who fell just short , gaining honor in narrow defeat , winning sympathy	who	PRON	who	nsubj	competitor	the gallant competitor	(9, 21)	('competitor', '.')	Instead , she came off as the gallant competitor who fell just short , gaining honor in narrow defeat , winning sympathy .
105645	that kept his brains active , involved	that	DET	that	nsubj	anything	anything	(15, 21)	('anything', ',')	He spent a long , listless spell flitting around the net , fastening on anything that kept his brains active , involved , functioning the way they were meant to .
105646	that had followed him into sleep	that	DET	that	nsubj	simulations	the simulations	(22, 27)	('simulations', '.')	He turned in well past midnight , but was up before dawn , returning to the intrica cies of the simulations that had followed him into sleep .
105647	they talked whom to and in what tones	they	PRON	whom	pobj	gestures	their gestures	(19, 26)	(',', '.')	He sat midway forward , studying the passengers around him : their gestures , where they looked , whom they talked to and in what tones .
105648	that covered his eyes	that	DET	that	nsubj	something	something	(14, 17)	('something', '.')	He alighted somewhere soft , and felt damp coolness on his head from something that covered his eyes .
105649	which causes psychological dysfunctions	which	DET	which	nsubj	use	his neurotransmitter use	(12, 15)	(',', ',')	It creates a feedback cycle in his neurotransmitter use and production , which causes psychological dysfunctions , but it also triggers an autoimmune response we do n't quite grasp yet .
105650	who frowned or pitied	who	PRON	who	nsubj	teachers	the teachers	(2, 5)	('teachers', '.')	the teachers who frowned or pitied .
105651	that has 301 different types of cheese	that	DET	that	nsubj	country	a country	(9, 15)	('country', '?')	How could I be expected to govern a country that has 301 different types of cheese ?
105652	that sat incongruously over a sharp , almost crocodilian face	that	DET	that	nsubj	cap	a high skull cap	(14, 23)	('cap', '.')	But her forehead might almost have been human , with a high skull cap that sat incongruously over a sharp , almost crocodilian face .
105653	that could carry for kilometers	that	DET	that	nsubj	rumble	a frequency contact rumble	(25, 29)	('rumble', '.')	It was the deepest voices of the diplos-what Listener thought of as belly-voices , a low-frequency contact rumble that could carry for kilometers .
105654	that made them look like two halves of a single creature	them	PRON	that	nsubj	coordination	an unspoken coordination	(19, 29)	('coordination', '.')	Listener and Stego slid silently through the green shade of the forest fringe , moving with an unspoken coordination that made them look like two halves of a single creature .
105655	that sounded like boulders tumbling down a hillside	that	DET	that	nsubj	impacts	tremendous , remote impacts	(17, 24)	('impacts', '.')	And soon the orniths could hear the footfalls of the mighty animals , tremendous , remote impacts that sounded like boulders tumbling down a hillside .
105656	who had been the center of this herd for over a century	who	PRON	who	nsubj	matriarch	a diplo matriarch	(17, 28)	('matriarch', '.')	The largest of this forty-strong herd was an immense cow , a diplo matriarch who had been the center of this herd for over a century .
105657	who hunted the hunters in turn	who	PRON	who	nsubj	dinosaurs	the carnivorous dinosaurs	(8, 13)	(',', '.')	And then there were the carnivorous dinosaurs , who hunted the hunters in turn .
105658	that marched endlessly through the world - forest	that	DET	that	nsubj	city	a city	(10, 17)	('city', '.')	It was a vast , mobile community , a city that marched endlessly through the world-forest .
105659	of which Listener was part - a city where she had spent all her life , where she would stay until she died	she	PRON	which	pobj	city	a city	(7, 29)	('of', 'Now')	And it was a city of which Listener was part-a city where she had spent all her life , where she would stay until she died .
105660	it had that to keep moving , like a rampaging army	it	PRON	that	dobj	area	any area	(33, 43)	('area', '.')	They left behind a great scribble of openness , a corridor of green savannah in a world otherwise dominated by forest , for the herd so ravaged the vegetation of any area that it had to keep moving , like a rampaging army .
105661	which meant the land of all Earth	which	DET	which	nsubj	Pangaea	Pangaea	(12, 18)	(',', '.')	Jurassic Earth was dominated by a single immense continent : Pangaea , which meant the land of all Earth .
105662	in which they found themselves	they	PRON	which	pobj	landscape	the vast landscape	(10, 14)	('in', 'the')	As if in response to the vast landscape in which they found themselves , the diplos had grown huge .
105663	who would take her place	who	PRON	who	nsubj	another	another	(25, 29)	('another', '.')	But if a predator took one of the young , so be it : in the endless Pangaean forests , there was always another who would take her place .
105664	that crowded the edge of the forest	that	SCONJ	that	nsubj	scrub	the rough scrub	(16, 22)	('ferns', '.')	Whips raised , spears ready , they crept through the rough scrub of saplings and ferns that crowded the edge of the forest .
105665	that crashed into her ribs	that	DET	that	nsubj	tail	a supersonic whip - tail	(15, 19)	('tail', '.')	Nevertheless one of them was caught by the tip of a supersonic whip-tail that crashed into her ribs .
105666	which would trouble the allosaur for months to come	which	DET	which	nsubj	ribs	three ribs	(18, 26)	(',', '.')	Allosaurs were built for speed and their bones were light ; the tail cracked three ribs , which would trouble the allosaur for months to come .
105667	who delivered the last whiplash of all	who	PRON	who	nsubj	matriarch	the big matriarch	(6, 12)	('matriarch', '.')	But it was the big matriarch who delivered the last whiplash of all .
105668	that sounded in her head , over and over	that	DET	that	nsubj	proverb	an ornith proverb	(16, 24)	('proverb', '.')	A hunter without her mate is like a herd without its matriarch : an ornith proverb that sounded in her head , over and over .
105669	across which auroras flapped ,	auroras	PROPN	which	pobj	sky	a sky	(8, 12)	('across', 'three')	She gazed up at a sky across which auroras flapped , steep three-dimensional sculptures of light , green and purple .
105670	that would operate again , much later in Earth 's long history	that	DET	that	nsubj	spiral	a virtuous spiral	(6, 17)	('spiral', '.')	It was a virtuous spiral that would operate again , much later in Earth 's long history .
105671	"that emulated the diplos "" own supersonic crackle"	that	DET	that	nsubj	leather	treated leather	(15, 22)	('leather', '.')	"They stalked around the matriarch , cracking their whips , flimsy bits of treated leather that emulated the diplos "" own supersonic crackle ."
105672	that spread from the pinpricks in her side	that	DET	that	nsubj	aches	the hot aches	(12, 19)	('aches', ',')	Summoning up the last of her energy , ignoring the hot aches that spread from the pinpricks in her side , she reared up on her hind feet .
105673	which quivered mountainously	which	DET	which	nsubj	flank	diplo flank	(9, 11)	(',', '.')	Now she flew at the diplo 's flank , which quivered mountainously .
105674	that lined the matriarch 's back	that	DET	that	nsubj	spines	the spines	(8, 13)	('spines', '.')	She climbed until she had reached the spines that lined the matriarch 's back .
105675	which she severed with a harsh bite	she	PRON	which	dobj	cord	the spinal cord	(14, 20)	(',', '.')	gruesome excavation until she had dug down to the spinal cord itself , which she severed with a harsh bite .
105676	which had forced its way westwards between the separating continental blocs	which	DET	which	nsubj	Sea	the mighty Tethys Sea	(9, 19)	(',', '.')	They were facing the mighty Tethys Sea , which had forced its way westwards between the separating continental blocs .
105677	who had accompanied him to the top	who	PRON	who	nsubj	witnesses	the five witnesses	(6, 12)	('witnesses', '.')	Nor would the five witnesses who had accompanied him to the top .
105678	that formed the backbone of the range	that	DET	that	nsubj	mountains	the dozen jagged granite mountains	(13, 19)	('mountains', '.')	Cloud Peak was the tallest of the dozen or so jagged granite mountains that formed the backbone of the range .
105679	who are still alive	who	PRON	who	nsubj	eight	The eight	(2, 5)	('eight', 'are')	The eight who are still alive are all over seven hundred now .
105680	that blanketed the foothills and the plains beyond	that	DET	that	nsubj	mosaic	the glittering mosaic	(9, 16)	('humanity', ',')	He looked out at the glittering mosaic of humanity that blanketed the foothills and the plains beyond , then turned around to see the peak she was talking about .
