	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
146937	who live in the inter - zones	who	PRON	who	nsubj	people	people	(4, 10)	('people', 'are')	The kind of people who live in the inter-zones are n't going to give a shit .
146938	that could	that	DET	that	nsubj	diseases	virtually no animal diseases	(7, 8)	('diseases', '.')	""" There were virtually no animal diseases that could . . . "" <p> "" The population will be protected ."
146939	when that 's the last thing it would do	it	PRON	that	nsubj	front	front	(5, 13)	('when', 'If')	front of us , when that 's the last thing it would do .
146940	that caught the remains of the light	that	DET	that	nsubj	eyes	green eyes	(19, 25)	('eyes', '.')	It was an animal , about a foot or so high , covered in fur and with green eyes that caught the remains of the light .
146941	who seemed to be mimicking the way Chen walked	Chen	PROPN	who	nsubj	chimp	the chimp	(12, 20)	(',', '.')	He stood up and came over , accompanied by the chimp , who seemed to be mimicking the way Chen walked .
146942	who were rolling around in the dust and swiping at each other	who	PRON	who	nsubj	squirrels	squirrels	(11, 22)	('squirrels', '.')	Behind the rabbit there was a small clump of squirrels who were rolling around in the dust and swiping at each other .
146943	who were beetling toward him	who	PRON	who	nsubj	rats	rats	(15, 19)	('rats', '.')	A gorilla sat up against the wall , watching a small group of rats who were beetling toward him .
146944	who seemed quiet and withdrawn and did n't meet our eyes	who	PRON	who	nsubj	soldiers	soldiers	(5, 15)	('soldiers', '.')	We surrendered , to soldiers who seemed quiet and withdrawn and did n't meet our eyes .
146945	that reached very close to the sky	that	DET	that	nsubj	hill	a hill	(10, 16)	('hill', '.')	Our village of Sainte-Justine was on a hill that reached very close to the sky .
146946	who was to be born	who	PRON	who	nsubj	Jesus	this Jesus	(12, 16)	('Jesus', '.')	> The grown-ups could not stop talking about this Jesus who was to be born .
146947	who wanted to save us	who	PRON	who	nsubj	Jesus	baby Jesus	(13, 17)	('Jesus', ',')	camps , they were coming back to celebrate the arrival of baby Jesus who wanted to save us , I was told .
146948	who had been good	who	PRON	who	nsubj	children	the children	(26, 29)	('children', '.')	He said how cold it was at the North Pole and how happy he was to come down south to deliver toys to the children who had been good .
146949	that had attacked his reindeer	that	DET	that	nsubj	wolves	the wolves	(17, 21)	('wolves', '.')	Pressing my ear against the radio , I shivered when Santa Claus talked about the wolves that had attacked his reindeer .
146950	that decorated the village	that	DET	that	nsubj	lights	the lights	(20, 23)	('lights', '.')	<p> Surrounded by all the mysteries of the world , I peered through the window at the lights that decorated the village .
146951	who was sleeping in his bed	who	PRON	who	nsubj	me	me	(10, 15)	(',', ',')	My mother grabbed me and my little brother , who was sleeping in his bed , and she pressed us both against her as she went outside , into the cold , clear night .
146952	who were carrying water to my grandfather on the roof	who	PRON	who	nsubj	people	people	(6, 15)	('people', '.')	It was full of people who were carrying water to my grandfather on the roof .
146953	that is far away from Sainte - Justine	that	DET	that	nsubj	village	a small village	(15, 22)	('village', ',')	"He said , "" Two thousands years ago , in Bethlehem , a small village that is far away from Sainte-Justine , Jesus was born in a stable ."
146954	who has been my friend and lover off and on for a dozen years	who	PRON	who	nsubj	Wendell	Wendell	(16, 29)	(',', '.')	Lonely , sad , and feeling restless , I answered a letter from Wendell , who has been my friend and lover off and on for a dozen years .
146955	who gave up his practice to teach yoga to a growing flock of disciples	who	PRON	who	nsubj	physician	a brilliant Indian physician	(16, 29)	('physician', '.')	well , I might as well say it , our guru , a brilliant Indian physician who gave up his practice to teach yoga to a growing flock of disciples .
146956	that makes him seem more like an ancient swami , with his orange robes and the orange tam - o	him	PRON	that	nsubj	beard	a dark gray beard	(18, 37)	"('beard', ""'"")"	Since his stroke he has not been able to shave , and has grown a dark gray beard that makes him seem more like an ancient swami , with his orange robes and the orange tam-o '
146957	who is more beautiful than I feared	I	PRON	who	nsubj	Harriet	Harriet	(8, 14)	(',', '.')	I look at Harriet , her mother , who is more beautiful than I feared .
146958	that fastens the Madonna 's cloak	that	DET	that	nsubj	brooch	the small black brooch	(10, 15)	('brooch', '.')	For the first time I notice the small black brooch that fastens the Madonna 's cloak .
146959	that chills me	that	DET	that	nsubj	something	something	(14, 16)	('different', '.')	Her voice is different , not my bantering Mira 's voice but something different that chills me .
146960	who let me in the first day	who	PRON	who	nsubj	Indian	the elderly Indian	(9, 15)	('Indian', ',')	The owner of their building , the elderly Indian who let me in the first day , has built a big temple in his basement , covered the floor in carpets and cushions for people to sit cross-legged in meditation , and built a huge stage full of statues in the front .
146961	whose teaching attracted me because of its simplicity	teaching	NOUN	whose	poss	Guruji	Guruji	(5, 12)	(',', ',')	this sits Guruji , whose teaching attracted me because of its simplicity , its intelligence , its compassion ; he seems out of place in this sideshow of colors and images .
146962	who is singing a devotional song , high - pitched , passionate , and complex	who	PRON	who	nsubj	community	the Indian community	(17, 31)	(',', '.')	Mira sits near him dreamily playing the harmonium for a woman from the Indian community , who is singing a devotional song , high-pitched , passionate , and complex .
146963	that took away his power of speech	that	DET	that	nsubj	stroke	the stroke	(18, 24)	('stroke', '.')	And then one of his disciples plays a tape of an old meditation , from before the stroke that took away his power of speech .
146964	that seemed to me both passionate and tender	that	DET	that	nsubj	intimacies	intimacies	(8, 15)	('intimacies', ',')	<p> This morning , after intimacies that seemed to me both passionate and tender
146965	that enfolds her and takes me into its embrace also	that	DET	that	nsubj	aura	a motherly aura	(15, 24)	('aura', '.')	It 's as if there is a presence around her presence , a motherly aura that enfolds her and takes me into its embrace also .
146966	that comes naturally to me at the moment	that	DET	that	nsubj	thing	the only thing	(10, 17)	('thing', '.')	I shiver with fear , then do the only thing that comes naturally to me at the moment .
146967	who loved him	who	PRON	who	nsubj	Harriet	Harriet	(15, 17)	(',', ',')	That I allowed Wendell to drive off to Brighton with me , leaving Harriet , who loved him , to work out her feelings alone with her child in London Leaving Harriet , my fellow feminist to sleep and think alone .
146968	who rocks back and forth with hands on knees	who	PRON	who	nsubj	lady	fat lady	(3, 11)	"('""', '.')"	"fat lady "" who rocks back and forth with hands on knees ."
146969	that has closed for the season	that	DET	that	nsubj	show	a show	(28, 33)	('show', '.')	Her pink-enamel cheeks bulge up against her merry eyes , as she laughs a ghastly , tinny laugh , inviting us to enter a show that has closed for the season .
146970	that is a family heirloom	that	DET	that	nsubj	brooch	the brooch	(4, 8)	('brooch', ',')	She unclasps the brooch that is a family heirloom , lets her cloak fall to her feet , and springs into a perfect dive , plunging in elegant form to the rough waters below .
146971	that attracted her to me	that	DET	that	nsubj	something	something	(6, 10)	('else', '.')	""" But it was something else that attracted her to me ."
146972	which blows across the river from the direction of the theatre	which	DET	which	nsubj	breeze	the sudden warm breeze	(6, 16)	('breeze', ',')	Rippling in the sudden warm breeze which blows across the river from the direction of the theatre , these seem for a moment like ribbons tied with a delicate knot -- the gentle , deliberate artifice of a conscious world .
146973	who had constructed for me this bundle of hot , thin , hollow bones	who	PRON	who	nsubj	Alexander	Alexander	(13, 26)	('Alexander', ',')	In addition she was remembering someone else 's : it was Alexander who had constructed for me this bundle of hot , thin , hollow bones , wrapped round me in the night by desires and demands
146974	which grinds all night across the bridge from Buda into Pest	which	DET	which	nsubj	traffic	the traffic	(8, 18)	('traffic', '.')	We stepped back , straight into the traffic which grinds all night across the bridge from Buda into Pest .
146975	who 's fucking off , China	who	PRON	who	nsubj	you	you	(5, 10)	('you', '.')	""" It 's you who 's fucking off , China . """
146976	which hung from their own ludicrous shoulder pads like washing	which	DET	which	nsubj	jackets	tailored jackets	(22, 31)	('jackets', '.')	Out went everything she owned , to be replaced by size 9 jeans , little black spandex skirts , expensively tailored jackets which hung from their own ludicrous shoulder pads like washing .
146977	which was in a large post - modern block not far down from Hammersmith Gyratory	which	DET	which	nsubj	clinic	Alexander clinic	(11, 25)	(',', '.')	I parked it at the kerb outside Alexander 's clinic , which was in a large post-modern block not far down from Hammersmith Gyratory .
146978	which shift and shift again	which	DET	which	nsubj	sands	the desert sands	(9, 13)	(',', '.')	<p> ... and the desert sands , which shift and shift again .
146979	whose providence extended to small occasions as well as great	providence	NOUN	whose	poss	Master	a Master	(16, 25)	('Master', '--')	Father Jerome was happy now -- happy in his errand , happy in a Master whose providence extended to small occasions as well as great -- and he magnified the Lord in song from the mouth of Topaze clear through to the gut by Middlenotch Rock .
146980	that would wheedle a bird off its perch	that	DET	that	nsubj	voice	a voice	(7, 14)	('voice', ',')	"He said , in a voice that would wheedle a bird off its perch , "" Come aboard , dear man ."
146981	that made summer weather of the wintry reach	weather	NOUN	that	nsubj	tea	his strong tea	(34, 41)	('hull', '.')	He relaxed into warmth and unaccustomed security , drinking Christmas music from Galway Girl 's radio with his strong tea , lulled by the throaty pulse of the Diesels , snug in this hull that made summer weather of the wintry reach .
146982	which was his one indulgence	which	DET	which	nsubj	pipe	the pipe	(9, 13)	('pipe', ',')	He refilled his crockery bowl , kindled the pipe which was his one indulgence , and sat contemplating the fat brown teapot on Galway Girl 's stove while the music caressed his spirit .
146983	that had betrayed him into sleep on the salmon boat	that	DET	that	nsubj	one	the cased one	(13, 22)	('one', '.')	This set , he realized , was the white-cased one that had betrayed him into sleep on the salmon boat .
146984	who abandoned ship five days ago two hundred miles off Cape Constance	who	PRON	who	nsubj	crew	the crew	(26, 37)	(',', '.')	United States Coast Guard and RCAF Air-Sea Rescue teams have all but given up hope for the crew of the British freighter Agincourt , who abandoned ship five days ago two hundred miles off Cape Constance .
146985	which was no part of the familiar , multifold fragrance of Mainadieu 's bilge	which	DET	which	nsubj	odor	an odor	(6, 19)	('odor', '.')	In his nostrils persisted an odor which was no part of the familiar , multifold fragrance of Mainadieu 's bilge .
146986	that blasted back at him ,	that	DET	that	nsubj	voice	The voice	(2, 7)	('voice', 'exhausted')	The voice that blasted back at him , exhausted and sea-roughened , rang with an iron triumph .
146987	that tumbled down a rock face	that	DET	that	nsubj	creek	the creek	(40, 45)	('creek', ',')	For the next two hours Father Jerome was utterly occupied , building fires with kindling from Mainadieu 's fuel locker under loose-laid piles of wet drift , staggering with bucket after bucket of fresh water from the creek that tumbled down a rock face , pulling out to his gasboat again and yet again , until he had stripped her of all the scant comforts in his personal store .
146988	who stood or sat or sprawled	who	PRON	who	nsubj	seamen	seamen	(5, 10)	('seamen', ',')	He looked round at seamen who stood or sat or sprawled , their drying clothes giving off clouds of steam , their bristly faces red-ruddy in the glare of the driftwood flames .
146989	that hurt	that	DET	that	nsubj	pressure	a pressure	(9, 10)	('pressure', '.')	The freighter captain gripped his arm with a pressure that hurt .
146990	that rode by Mainadieu 's quarter	that	DET	that	nsubj	skiff	the skiff	(10, 15)	('skiff', '.')	She whisked out of the cabin and into the skiff that rode by Mainadieu 's quarter .
146991	that hung beside the great iron triangle	that	DET	that	nsubj	spike	the spike	(9, 15)	('spike', ',')	He mounted the porch , reached for the spike that hung beside the great iron triangle , nerved himself and struck .
146992	that filled the doorway	that	DET	that	nsubj	bulk	The bulk	(2, 5)	('bulk', 'would')	The bulk that filled the doorway would have done credit to a grizzly , the meaty red face was set in a scowl .
146993	that stood in Father Jerome 's eyes	that	DET	that	nsubj	tears	The sudden tears	(3, 9)	('tears', 'were')	The sudden tears that stood in Father Jerome 's eyes were all for happiness , the song made hosanna in his heart .
146994	who suffered from a scrupulous conscience	who	PRON	who	nsubj	novice	the small novice	(13, 18)	('novice', ',')	""" I really feel guilty about it , "" said the small novice who suffered from a scrupulous conscience , """
146995	who found the prohibition against talking outside of recreation period to be the hardest thing in religious life	who	PRON	who	nsubj	novice	the skinny novice	(11, 28)	('novice', '.')	"That 's not my problem , "" said the skinny novice who found the prohibition against talking outside of recreation period to be the hardest thing in religious life ."
146996	that felt cold even in August	that	DET	that	nsubj	parlor	the parlor	(17, 22)	('parlor', '.')	<p> Sister Helen also remembered the dress , and she remembered sitting in the parlor that felt cold even in August .
146997	who lay in the bed	who	PRON	who	nsubj	nun	the nun	(15, 19)	('nun', '.')	Somehow , Sister Gertrude seemed to have been boiled down , concentrated into the nun who lay in the bed .
146998	who own those car	who	PRON	who	nsubj	people	those people	(8, 11)	('people', '?')	""" Do you ever think about those people who own those car ?"
146999	who worked there , back to the crucifix	who	PRON	who	nsubj	people	the people	(10, 17)	('people', '.')	She kept resolutely yanking her mind away from the people who worked there , back to the crucifix .
147000	she likes that to use	she	PRON	that	dobj	hose	the old green hose	(10, 14)	('hose', '.')	She 's watering them with the old green hose that she likes to use .
147001	who had come to stand at the foot of the bed	who	PRON	who	nsubj	infirmarian	the infirmarian	(14, 24)	('infirmarian', '.')	She placed the handkerchief back in her pocket and looked at the infirmarian who had come to stand at the foot of the bed .
147002	in which I swim	I	PRON	which	pobj	lake	The enchanted lake	(5, 8)	('in', 'filled')	The enchanted lake in which I swim is filled with magic blue .
147003	that flamed down your back and a cool , white apartment with a framed print and a vase	that	DET	that	nsubj	mane	the red mane	(7, 24)	('hair', '.')	She remembered the red mane of hair that flamed down your back and a cool , white apartment with a framed print and a vase .
147004	who fade	who	PRON	who	nsubj	people	people	(22, 23)	('people', '.')	She nodded as I spoke of the death of men in your life and your open face and your time with people who fade .
147005	who knew you love rainforests although you ' ve never been	ve	PROPN	who	nsubj	one	the only one	(8, 18)	('one', '.')	And I thought I was the only one who knew you love rainforests although you 've never been .
147006	that hesitated and threatened to disappear	that	DET	that	nsubj	puddle	only a sickly puddle	(15, 20)	('puddle', '.')	The shadows approached her from every direction until the firelight seemed only a sickly puddle that hesitated and threatened to disappear .
147007	which blinked and twinkled as they circled her head	they	PRON	which	nsubj	eyes	eyes	(8, 16)	('eyes', '.')	On the ends of the fingers were eyes which blinked and twinkled as they circled her head .
147008	who wandered too far off the beaten route	who	PRON	who	nsubj	lamb	an innocent lamb	(17, 24)	('lamb', ';')	It is never the thump of a car door outside or the fall of an innocent lamb who wandered too far off the beaten route ; it is n't the drunken neighbor 's kid .
147009	who sleep in the brown log house alone the silver birch lane	who	PRON	who	nsubj	children	those children	(5, 16)	('children', '.')	Night cares for those children who sleep in the brown log house alone the silver birch lane .
147010	that tries to work with parents and their schedules	that	SCONJ	that	nsubj	few	the few	(23, 31)	('few', '.')	The Rose Day-Care is not the only day-care center in Bristol , but it is one of the few that tries to work with parents and their schedules .
147011	to which I fall victim	I	PRON	which	pobj	mistakes	five serious mistakes	(20, 24)	('to', 'Shall')	Just on my head alone , one seventh of my total height , I find five serious mistakes to which I fall victim .
147012	"that comes with "" the natural look"	that	DET	that	nsubj	freedom	the everyday freedom	(9, 15)	('freedom', '.')	"That year I learned to relish the everyday freedom that comes with "" the natural look ."
147013	that worked well )	that	DET	that	nsubj	gee	90 gee	(28, 31)	(',', '.')	I believe -- it made me pass out cold one day from anemia ) and Weight Watchers ( I lost 30 pounds and gained 90 -- gee , that worked well ) .
147014	who opt for the last choice	who	PRON	who	nsubj	people	people	(6, 11)	('people', ',')	The focus is geared toward people who opt for the last choice , to be thin and happy .
147015	which offer a natural source of vitamins , minerals , and fiber	which	DET	which	nsubj	fruits	more fruits	(9, 20)	(',', '.')	Why , better is more fruits and vegetables , which offer a natural source of vitamins , minerals , and fiber .
147016	who leave without signing up do	who	PRON	who	nsubj	people	Few people	(3, 8)	('people', '.')	""" Few people who leave without signing up do . "" <p> Probably because those people had time to regain their senses , I thought , as I made a hasty exit ."
147017	that has such a hold over me	that	DET	that	nsubj	society	"this "" society"	(7, 13)	"('""', '?')"	"What exactly is this "" society "" that has such a hold over me ?"
147018	which usually vary from person to person	which	DET	which	nsubj	sets	our own sets	(16, 22)	(',', '.')	We 're a collection of individuals with our own sets of opinions and morals , which usually vary from person to person .
147019	which meant my mother was willing to make payments on this gift	mother	NOUN	which	nsubj	plastic	plastic	(14, 25)	(',', '.')	I knew the diet clinic and shopping spree would be financed by plastic , which meant my mother was willing to make payments on this gift .
147020	that had changed	that	DET	that	nsubj	thing	the only thing	(5, 7)	('thing', 'was')	And the only thing that had changed was my attitude .
147021	who knows	who	PRON	who	nsubj	novelists	fellow novelists	(58, 59)	('to', 'where')	And , as bad luck would have it , my little case of boredom came at a time when fellow novelists and other drudges in this toilsome profession -- when hacks everywhere had started to abandon stories on the sly as if they were pushing out ballast no longer of use to anyone , though carried along to who knows where just in case .
147022	in which sturdier literati than I have strangled themselves	I	PRON	which	pobj	is	for it is	(56, 64)	('in', 'My')	Thus , I can only manage to write about these times of ours in the broadest of terms , about people warily and without name , while to write about myself just is n't worth it , for it is too easy to fall into the trap of a nasty self-preening egotism , in which sturdier literati than I have strangled themselves .
147023	that is all the more interesting because it is authentic	it	PRON	that	nsubj	drama	this drama	(27, 36)	('drama', ',')	And this life of mine will lay the story line down for this chronicle , position the tracks for these trials and tribulations , extricate this drama that is all the more interesting because it is authentic , concocted right before your very eyes .
147024	who has stolen more than he can carry	he	PRON	who	nsubj	thief	a thief	(17, 24)	('thief', ',')	""" <p> I get kissed on both cheeks again and , like a thief who has stolen more than he can carry , I back out of The Spatif almost on my hands and knees ."
147025	who is irritated	who	PRON	who	nsubj	one	the one	(5, 7)	('one', ',')	Sometimes I am the one who is irritated , and then , just to tick it off , I imagine I am a tall and slender brunet with a captivating smile .
147026	whom I respect and admire	I	PRON	whom	dobj	people	famous people	(11, 15)	('people', '.')	I do n't like making the acquaintance of famous people whom I respect and admire .
147027	who have plagued me my entire life	who	PRON	who	nsubj	kind	the kind	(46, 52)	('kind', '<')	Maybe I forgot on purpose , since he was for me -- though perhaps only for me -- in those essays a bit too squirish , too clever , and immediately I smelled in him a dandy or a teacher 's pet , the kind who have plagued me my entire life
147028	which I read like the Bible	I	PRON	which	dobj	Realm	then Native Realm	(13, 18)	(',', ',')	And then afterwards came the poems , and then Native Realm , which I read like the Bible , like my own birth certificate , like my own medical chart , a book
147029	which may mean servitude for others	which	DET	which	nsubj	freedom	a freedom	(26, 31)	('freedom', '.')	I 'm with you when you shed blood , this sprinkling of life-giving matter , and you spill it for a freedom which may mean servitude for others .
147030	who were students at the University of Wilno	who	PRON	who	nsubj	group	a group	(23, 30)	('essayists', '.')	<p> 3 Zagary was the name of a literary review founded in 1931 by a group of young poets and essayists who were students at the University of Wilno .
147031	which is to limn the illusion of total excellence	which	DET	which	nsubj	nothing	nothing	(22, 30)	(';', ',')	This we , of course , is the team we , or the sport we , nothing a nurse would say ; which is to limn the illusion of total excellence , the notion of contest vanishing into some noble vision of the sport , our true competition being gravity , the flesh , light , the structure of the eye , the sudden occurrence of rain , dark , and wind .
147032	that honor the game and play it raptly , even searing for new minutiae of finesse in its vicissitudes , in its very rules	that	DET	that	nsubj	countries	countries	(20, 43)	('countries', '.')	Mediocre as my fate has been , I have contained myself within my own country and restricted myself to countries that honor the game and play it raptly , even searing for new minutiae of finesse in its vicissitudes , in its very rules .
147033	that stood for the number of times the bowler had bowled	bowler	NOUN	that	nsubj	pebbles	the six pebbles	(20, 30)	('pebbles', '.')	I even cared about the umpires in their short smocks , caressing in their pockets the six or eight pebbles that stood for the number of times the bowler had bowled .
147034	who loved the game in the round , for its social and metaphysical aspects as well as for its lure as a sport	who	PRON	who	nsubj	few	the few	(6, 28)	('few', '.')	I was one of the few who loved the game in the round , for its social and metaphysical aspects as well as for its lure as a sport .
147035	that crept out from a gap in the planks and just as swiftly vanished	that	DET	that	nsubj	hand	an amputated hand	(25, 38)	('hand', '.')	It was a ritual with choir in white and , like a hymnal board , the score in shifting figures arranged by an amputated hand that crept out from a gap in the planks and just as swiftly vanished .
147036	that rotated through three hundred and sixty degrees	that	DET	that	nsubj	wrists	wrists	(3, 10)	('wrists', '.')	pliant on wrists that rotated through three hundred and sixty degrees .
147037	who played without salary )	who	PRON	who	nsubj	he	he	(5, 9)	('(', 'dressed')	amateurs such as he ( who played without salary ) dressed and waited in their own tent , more a pavilion than it was a tent .
147038	that had no need of aim	that	DET	that	nsubj	accuracy	an accuracy	(4, 9)	('accuracy', '.')	ball with an accuracy that had no need of aim .
147039	that haunted my mind toward the end of my playing days	that	DET	that	nsubj	something	something	(13, 23)	('something', '.')	More difficult , though , than any of these physical feats was something that haunted my mind toward the end of my playing days .
147040	that haunt the banks of the Ganges float down and rip from your smoldering cadaver the best parts of memory , ripping and rending to get at them	banks	NOUN	that	nsubj	birds	the huge birds	(19, 46)	('prey', '.')	It is as if , when you retire , you are dead , and the huge birds of prey that haunt the banks of the Ganges float down and rip from your smoldering cadaver the best parts of memory , ripping and rending to get at them .
147041	that consecrates it	that	DET	that	nsubj	hiatus	the hiatus	(6, 8)	('hiatus', ',')	The silence , or the hiatus that consecrates it , invites the players to mold their features into a ball-like blank .
147042	who ponders amid the violence around him on the greensward	who	PRON	who	nsubj	one	the one	(17, 26)	('one', '.')	but this is a game for the tacitum , the inuoverted , the dreamer , the one who ponders amid the violence around him on the greensward .
147043	that suggests the posture accompanying an antimonarchical coup d'etat	posture	NOUN	that	nsubj	word	a sounding word	(11, 19)	('word', '.')	This we call an overthrow , a noble-sounding word that suggests the posture accompanying an antimonarchical coup d'etat .
147044	who scored sixty - three with one arm in a sling	who	PRON	who	nsubj	Lionel	Lionel	(8, 18)	(',', '.')	Then there was Lionel , Lord Tennyson , who scored sixty-three with one arm in a sling .
147045	that fills your room till you blur too , into her , precious baby ,	you	PRON	that	nsubj	weight	body a weight	(6, 20)	('heat', 'the')	her body a weight and heat that fills your room till you blur too , into her , precious baby ,
147046	that is yourself and not yourself	that	DET	that	nsubj	place	the place	(2, 7)	('place', 'has')	the place that is yourself and not yourself has disappeared , but you do n't look at her here , and she 's come to this room
147047	who only wants to lie this close	who	PRON	who	nsubj	mother	your own mother	(18, 24)	('mother', '?')	so many times you 're not scared -- why would you be scared of your own mother who only wants to lie this close ?
147048	who has used his favorite knot -- the Lazarus Loop	who	PRON	who	nsubj	Max	old Max	(29, 38)	(',', '--')	The next time , Dora 's six , tied in the closet , forgotten by twelve-year-old Max , her cousin and best friend , who has used his favorite knot -- the Lazarus Loop -- so called because a person has roughly the same chance of escaping it as she has of rising from the dead .
