	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
137534	that caused any human diseases	that	DET	that	nsubj	one	Not one	(2, 6)	('one', ',')	Not one that caused any human diseases , though , he was reasonably sure .
137535	that might reveal his medical training	that	DET	that	nsubj	terms	any terms	(8, 13)	('terms', ',')	"He caught himself before using any terms that might reveal his medical training , "" -that germ . ' '"
137536	that connected their initial response to your original question	that	DET	that	nsubj	information	the missing information	(9, 17)	('information', '.')	Only then did they finally provide the missing information that connected their initial response to your original question .
137537	that has had the greatest impact	that	DET	that	nsubj	effect	the final effect	(8, 13)	('effect', '.')	""" But it 's the final effect that has had the greatest impact ."
137538	that occurred to him	that	DET	that	nsubj	response	the first response	(6, 9)	('response', '.')	"So he offered the first response that occurred to him . """
137539	who had been	who	PRON	who	nsubj	those	those	(10, 12)	('those', 'the')	But not all mothers were affected equally ; those who had been the first-born of their siblings were spared .
137540	that had identified this pattern	that	DET	that	nsubj	worlds	the few other attacked worlds	(7, 11)	('worlds', ',')	Of the few other attacked worlds that had identified this pattern , none had ever managed the feat before the bacteria 's secondary effects were already well established .
137541	which proved remarkably challenging to grow in culture	which	DET	which	nsubj	strain	surprising , this particular strain	(8, 15)	('-', '-')	Even more surprising , this particular strain-which proved remarkably challenging to grow in culture-was resistant to all the usual classes of antibiotics .
137542	who 'd brought his people such knowledge	who	PRON	who	nsubj	soldier	the humble soldier	(8, 14)	('soldier', '?')	And what accolades for the humble soldier who 'd brought his people such knowledge ?
137543	that had carried the day	that	DET	that	nsubj	possibility	the possibility	(19, 23)	('-', '.')	half a century ago , against the possibility of someday receiving just such a visitor as Boeykens-that had carried the day .
137544	both of which should spread quite widely in just a few seasons - unimpaired by koningmycin or any other antibiotic	both	DET	which	pobj	pair	a special pair	(19, 38)	('of', ',')	His sneezes were going to expose his colleagues to a very special pair of viruses , both of which should spread quite widely in just a few seasons-unimpaired by koningmycin or any other antibiotic .
137545	who took the initiative	who	PRON	who	nsubj	descendants	her descendants	(4, 7)	('descendants', '.')	it were her descendants who took the initiative .
137546	that ran , flew , jumped , or crawled	that	DET	that	nsubj	thing	every living thing	(30, 38)	('thing', '.')	From the time he 'd grown up big enough to get out of the cabin , he 'd made a practice of trying to catch and keep every living thing that ran , flew , jumped , or crawled .
137547	that had fallen out of its nest before it could fly	it	PRON	that	nsubj	bird	a young bird	(9, 19)	('bird', ',')	Sometimes it was stuff like a young bird that had fallen out of its nest before it could fly , or a green-speckled spring frog or a striped water snake .
137548	I knew that did n't come from him	that	SCONJ	that	nsubj	sound	a whimpering crying sound	(9, 16)	('sound', '.')	Mixed with it was a whimpering crying sound that I knew did n't come from him .
137549	that covers it	that	DET	that	nsubj	cloth	the damask cloth	(20, 22)	('cloth', ',')	Imagine you are six , and you 're hiding under the dining room table , hidden by the damask cloth that covers it , and all you can see are the shiny , pointed toes of women in stilettos , clicking their way from room to room .
137550	who had dark eyes with dark circles beneath them	who	PRON	who	nsubj	kid	a shy kid	(5, 13)	('kid', '.')	Billy was a shy kid who had dark eyes with dark circles beneath them .
137551	that started near the ceiling and disappeared behind the dresser	that	DET	that	nsubj	crack	a vertical crack	(6, 15)	('crack', '.')	Then I noticed a vertical crack that started near the ceiling and disappeared behind the dresser .
137552	that eats half his face	that	DET	that	nsubj	smile	Bigger a smile	(12, 16)	('smile', '.')	Bigger and stronger than I 've ever been , a smile that eats half his face .
137553	that brings in some snow	that	DET	that	nsubj	rush	a rush	(10, 14)	('cold', 'and')	Whenever the door opens there 's a rush of cold that brings in some snow and blows napkins onto the checkerboard floor .
137554	that looks like home to mice , beat - up faded fabric	that	DET	that	nsubj	chair	chair	(1, 12)	('chair', ',')	chair that looks like home to mice , beat-up faded fabric , it 's missing most of one arm . //
137555	who 'd taken hold of her	who	PRON	who	nsubj	man	the man	(20, 25)	('man', '.')	A strong hand grabbed her arm and pulled her backward , and she turned to glare at the man who 'd taken hold of her .
137556	that was going to be useless	that	DET	that	nsubj	feeling	a feeling	(4, 9)	('feeling', '.')	Had a feeling that was going to be useless .
137557	that drew her attention	that	DET	that	nsubj	carnage	the carnage	(4, 7)	('carnage', '.')	It was the carnage that drew her attention .
137558	that filtered through the storm and the bright glare of the fire	that	DET	that	nsubj	daylight	the diffuse daylight	(4, 15)	('daylight', ',')	In the diffuse daylight that filtered through the storm and the bright glare of the fire , they could easily make out motionless figures scattered on the ground , shrouded in a thin layer of fresh snowfall .
137559	that made her breath catch in her throat	that	DET	that	nsubj	corpse	another corpse	(8, 15)	('midst', '.')	Because there was another corpse in their midst that made her breath catch in her throat .
137560	that jutted from the ground	that	DET	that	nsubj	stalagmites	jagged stalagmites	(17, 21)	('ice', '.')	for she could not think of it as a man-impaled upon jagged stalagmites of ice that jutted from the ground .
137561	that walked like a man	that	DET	that	nsubj	kind	some kind	(15, 19)	('tiger', '.')	The dead man was not a man at all , but some kind of tiger that walked like a man . //
137562	who 's removing their eyes	who	PRON	who	nsubj	killer	this killer	(40, 44)	('killer', '.')	You 've got a whole lot of mysteries on your hands , not just with Max Bascombe 's murder and the little girl in Cottingsley , but with the other children you think are connected to this killer who 's removing their eyes .
137563	who is n't my mom	who	PRON	who	nsubj	wife	a wife	(11, 15)	('wife', '.')	Because it 's totally weird thinking of him with a wife who is n't my mom .
137564	who @ @	who	PRON	who	nsubj	Larry	Larry	(7, 9)	(',', '@')	Then there was Larry the Landscaper , who @ @
137565	that resulted when women stayed in abusive relationships due to brainwashing , intimidation or fear	women	NOUN	that	nsubj	harm	physical harm	(7, 21)	('harm', ',')	The very real threat of physical harm that resulted when women stayed in abusive relationships due to brainwashing , intimidation or fear , was heartbreaking to witness , and the emotional toll was incalculable .
137566	that often entrapped women , and as a result women found themselves legally strong - armed into withdrawing dissolution petitions and assault allegations .	themselves	PRON	that	nsubj	insecurities	those same emotional insecurities	(22, 45)	('insecurities', 'Debra')	It made matters worse when win-at-any-cost lawyers hammered away at those very same emotional insecurities that often entrapped women , and as a result women found themselves legally strong-armed into withdrawing dissolution petitions and assault allegations .
137567	who was successful in his own right and was n't emotionally needy or financially greedy	who	PRON	who	nsubj	man	A man	(2, 16)	('man', '.')	A man who was successful in his own right and was n't emotionally needy or financially greedy .
137568	who would continue to let her live her life just as she pleased	she	PRON	who	nsubj	man	A man	(3, 15)	('man', '.')	A man who would continue to let her live her life just as she pleased .
137569	that ended in a zero	that	DET	that	nsubj	ones	those awful ones	(17, 21)	('ones', ':')	Her best friend , Suzi , had a birthday coming up-one of those awful ones that ended in a zero : the big three
137570	that seemed to blend naturally with the jagged mountain peaks in the distance	that	DET	that	nsubj	stone	the same stone	(18, 30)	('stone', ',')	As they pulled up in front of a long , low building , done in the same stone that seemed to blend naturally with the jagged mountain peaks in the distance , she rubbed her damp palms together .
137571	who will be my	who	PRON	who	nsubj	man	The man	(3, 6)	('man', '.')	The man who will be my . . .
137572	who was eight years old at the time	who	PRON	who	nsubj	brother	My little brother	(5, 12)	(',', ',')	"My little brother Keon , who was eight years old at the time , yelled out , """
137573	that could top an eleven - year - old girl 's invitation to kiss her ass	that	DET	that	nsubj	anything	anything	(25, 40)	('anything', '.')	As I marched over to her , I was still trying to think of a comeback , but I could n't think of anything that could top an eleven-year-old girl 's invitation to kiss her ass .
137574	that were trailing behind me	that	DET	that	nsubj	instigators	the mouth instigators	(25, 29)	('instigators', '.')	I made a tight fist with both of my hands , and then I slowly turned around to face the loud-mouth instigators that were trailing behind me .
137575	that showed a great deal of character and perhaps just a touch of stubbornness	that	DET	that	nsubj	jaw	a strong jaw	(5, 18)	('jaw', '.')	He had a strong jaw that showed a great deal of character and perhaps just a touch of stubbornness .
137576	who liked cats and seemed to have time on his hands	who	PRON	who	nsubj	voice	a lazy voice	(23, 33)	('voice', '.')	Because she certainly had n't expected a devastatingly handsome man somewhere in his mid-thirties with vivid eyes and a lazy voice who liked cats and seemed to have time on his hands . . . .
137577	that Josie found a bit unnerving	Josie	PROPN	that	pobj	silence	a brief silence	(6, 11)	('silence', '.')	There was a brief silence that Josie found a bit unnerving .
137578	which boasted a line of windows along one side to admit plenty of light	which	DET	which	nsubj	kitchen	the bright kitchen	(8, 21)	(',', ',')	He looked around at the bright kitchen , which boasted a line of windows along one side to admit plenty of light , and was painted a cheerful pale yellow .
137579	who had followed us up to the mouth of the den	who	PRON	who	nsubj	sisters	my sisters	(19, 29)	(',', '.')	She released us , gave us one more worried look , and bent to wash my sisters , who had followed us up to the mouth of the den .
137580	who now stood towering above us	who	PRON	who	nsubj	Ruuqo	Ruuqo	(27, 32)	(',', '.')	The rest of the pack stood around the clearing , some of them whining , some merely watching , all keeping a distance from Ruuqo , who now stood towering above us .
137581	that seeped sometimes into my mother 's den	that	DET	that	nsubj	wind	the cold , damp wind	(12, 19)	('wind', '.')	I felt the unfairness of it like the cold , damp wind that seeped sometimes into my mother 's den .
137582	that kept me huddled in the dirt	that	DET	that	nsubj	numbness	the numbness	(4, 10)	('numbness', '.')	Hunger pierced the numbness that kept me huddled in the dirt .
137583	that dominated the den site	that	DET	that	nsubj	oak	the great oak	(25, 29)	('oak', ',')	Rissa 's den was larger than my mother 's had been , its solid dirt walls held steady by the roots of the great oak that dominated the den site , but was still small enough to feel safe .
137584	who had helped chase my mother away	who	PRON	who	nsubj	Minn	Minn	(3, 9)	(',', ',')	Minn , who had helped chase my mother away , was a bully and not particularly interested in watching us , but he was afraid of his sister , Yllin , and she took her responsibility seriously .
137585	who had lowered himself so far to the ground I @	I	PRON	who	nsubj	Unnan	Unnan	(31, 41)	(',', '@')	I know it was n't kind , but I have to admit I took pleasure in the trembling and whining of Borlla and Reel , and especially of Unnan , who had lowered himself so far to the ground I @
137586	who had spoken up for us after the fight	who	PRON	who	nsubj	female	the young female	(16, 24)	('female', '.')	""" The journey to our summer home , "" answered Yllin , the young female who had spoken up for us after the fight ."
137587	that shaded the den site	that	DET	that	nsubj	oak	the large oak	(8, 12)	('oak', '.')	She stood beside us by the large oak that shaded the den site . //
137588	that kills all the prey , or a plague	that	DET	that	nsubj	freeze	a freeze	(16, 24)	('freeze', '.')	If we allow her to live , the Ancients could send drought , or a freeze that kills all the prey , or a plague .
137589	that could be our ruin	that	DET	that	nsubj	action	action	(21, 25)	('action', '.')	Greatwolves do not live with the same consequences we do , and yet they can force us to take action that could be our ruin .
137590	who was Ruuqo and Rissa 's secondwolf	who	PRON	who	nsubj	female	the scarred female	(6, 12)	('female', ',')	"// Werrna , the scarred female who was Ruuqo and Rissa 's secondwolf , spoke up . """
137591	that protected the den	that	DET	that	nsubj	rise	the rise	(17, 20)	('rise', '.')	We walked away from the den site and the old oak , and scrambled up the rise that protected the den .
137592	that sheltered us , and beyond the trees stretched a vast plain .	that	DET	that	nsubj	stand	a small stand	(13, 25)	('trees', 'It')	Our clearing was at the very edge of a small stand of trees that sheltered us , and beyond the trees stretched a vast plain .
137593	that values its pups	that	DET	that	nsubj	pack	any pack	(20, 23)	('pack', 'does')	Grown wolves travel at night , avoiding the heat of day , but a pup is prey and any pack that values its pups does not take them out in the open after dark until they are old enough to fend for themselves .
137594	who gazed at him with a challenge in her eyes	who	PRON	who	nsubj	Rissa	Rissa	(7, 16)	(',', '.')	He just looked over at Rissa , who gazed at him with a challenge in her eyes . //
137595	that are still alive	that	DET	that	nsubj	worms	the worms	(5, 8)	('worms', 'and')	""" Round up the worms that are still alive and put them back in the bin ."
137596	that ran around it like racing stripes	that	DET	that	nsubj	bands	thin silver bands	(29, 35)	('bands', '.')	He selected his casket from a newspaper ad for Hank Jenson 's Funeral Home down on Austin Street , picking out the deluxe oak coffin with thin silver bands that ran around it like racing stripes .
137597	who can hear me	who	PRON	who	nsubj	one	the only one	(7, 10)	('one', ',')	""" You 're the only one who can hear me , "" said Jerry ."
137598	that ran from her right ear to a gold locket hanging over the center of her chest	that	DET	that	nsubj	earpiece	an earpiece	(9, 25)	('earpiece', '.')	She had been listening to Jerry through an earpiece that ran from her right ear to a gold locket hanging over the center of her chest .
137599	that hovered over the flickering light	that	DET	that	nsubj	shadows	the shadows	(17, 22)	('shadows', ';')	It was there in the white heart of the dying campfire ; it hung in the shadows that hovered over the flickering light ; it drifted in the darkness beyond .
137600	whom he took for a prospector like himself	he	PRON	whom	dobj	visitor	his visitor	(13, 20)	(',', '.')	Cameron came forth out of the shadow and greeted his visitor , whom he took for a prospector like himself .
137601	in which he indulged	he	PRON	which	pobj	rest	rest	(12, 15)	('in', 'not')	The work was toilsome , yet the periods of rest in which he indulged were not taken because of fatigue .
137602	which he felt in all its incalculable power	he	PRON	which	dobj	thing	a mystical thing	(16, 23)	(',', ',')	What the vast silent world meant to him had always been a mystical thing , which he felt in all its incalculable power , but never understood .
137603	who thought of himself last	who	PRON	who	nsubj	one	one	(4, 8)	('one', '.')	His companion was one who thought of himself last .
137604	that promised gold	that	DET	that	nsubj	turning	the turning	(10, 12)	('rock', ';')	Cameron 's hands always trembled at the turning of rock that promised gold ; he had enough of the prospector 's passion for fortune to thrill at the chance of a strike .
137605	who drove me into the desert	who	PRON	who	nsubj	woman	a woman	(5, 10)	('woman', '.')	""" It was a woman who drove me into the desert ."
137606	who could endure equally with him	who	PRON	who	nsubj	man	no man	(12, 17)	('man', '...')	In the years oft his wandering he had met no man who could endure equally with him ...
137607	that belonged to the Society of the Benevolent Self	that	DET	that	nsubj	buildings	The buildings	(2, 10)	('buildings', 'were')	The buildings that belonged to the Society of the Benevolent Self were long sold off , the pimps ' shul abandoned .
137608	who paced nervously , making sure certain standards were met and horrified to find himself presiding	himself	PRON	who	nsubj	rabbi	the young country rabbi	(8, 23)	('rabbi', '.')	It was the young old-country rabbi who paced nervously , making sure certain standards were met and horrified to find himself presiding .
137609	who 'd demanded a wall in between	who	PRON	who	nsubj	brothers	their brothers	(16, 22)	('brothers', '.')	The pimps did n't want to be second-class any more than their brothers who 'd demanded a wall in between .
137610	that welcomed mourners into the United Congregations side	that	DET	that	nsubj	entrance	grand domed entrance	(24, 31)	('entrance', '.')	When they put up the facade to their cemetery they commissioned a replica -- but one meter higher -- of the grand domed entrance that welcomed mourners into the United Congregations side . //
137611	that echoed off the dome and sent a pigeon swooping down from above	that	DET	that	nsubj	kick	a kick	(5, 17)	('kick', '.')	He gave it a kick that echoed off the dome and sent a pigeon swooping down from above .
137612	who insists on marrying an hijo de puta	who	PRON	who	nsubj	daughter	a daughter	(6, 13)	('daughter', '?')	What to do with a daughter who insists on marrying an hijo de puta ?
137613	who 'd picked it	who	PRON	who	nsubj	rabbi	the young rabbi	(15, 18)	('rabbi', 'and')	Not even Kaddish 's name was family given ; it was the young rabbi who 'd picked it
137614	that goes with the legend	that	DET	that	nsubj	name	the last name	(19, 23)	('name', '--')	Assuming no fathering beyond the physical ( and commercial ) act , the rabbi gave Kaddish the last name that goes with the legend -- @ @
137615	that hung in the place of honor above the phone and straightened it	that	DET	that	nsubj	picture	a picture	(6, 18)	('picture', '.')	Evelyn was drawn toward a picture that hung in the place of honor above the phone and straightened it .
137616	that undulated around her legs	that	DET	that	nsubj	skirt	a voile skirt	(5, 9)	('skirt', ',')	She wore a voile skirt that undulated around her legs , along with a classic cardigan set in the palest seafoam green .
137617	that had settled around her middle since her fortieth birthday	that	DET	that	nsubj	pounds	the fifteen extra pounds	(18, 27)	('pounds', '.')	Whatever her age , her lissome daintiness made Evelyn a bit pouty about the fifteen extra pounds that had settled around her middle since her fortieth birthday .
137618	that would make a calligrapher envious	calligrapher	NOUN	that	nsubj	cursive	a cursive	(14, 19)	('cursive', '.')	Evelyn looked over the form , so neatly filled out with a cursive that would make a calligrapher envious .
137619	that sat on a cart by the window	that	DET	that	nsubj	service	the silver tea service	(7, 14)	('service', '.')	She moved to the silver tea service that sat on a cart by the window .
137620	whose hand was on the doorknob	hand	NOUN	whose	poss	Heddy	Heddy	(12, 17)	(',', '.')	She glanced at the application form , then at Heddy , whose hand was on the doorknob . @
137621	that would make this woman not want to live here	woman	NOUN	that	nsubj	points	points	(11, 20)	('points', '.')	She let Anabelle in and racked her brain for points that would make this woman not want to live here .
137622	that show his amazing batting average	that	DET	that	nsubj	Roberto	Roberto	(13, 18)	('cards', ',')	For years , Roberto is known as Bobby Clmente on the baseball cards that show his amazing batting average , runs batted in , and home runs .
137623	who tries to beat another in a game or contest threat	who	PRON	who	nsubj	one	one	(3, 13)	('one', ':')	ri*val : one who tries to beat another in a game or contest threat : something dangerous
137624	which included a quick summation of last Tuesday 's class entitled Masturbation Mania and a worksheet for homework	which	DET	which	nsubj	eight	fifty - eight	(8, 25)	(',', '.')	She flipped to page fifty-eight , which included a quick summation of last Tuesday 's class entitled Masturbation Mania and a worksheet for homework .
137625	that ranged from one to ten	that	DET	that	nsubj	scale	the scale	(4, 9)	('scale', ',')	She eyed the scale that ranged from one to ten , zip to zowee , and finally circled seven before moving on to the last question .
137626	that was feminine	that	DET	that	nsubj	all	all	(7, 9)	('all', '.')	she 'd once been and embrace all that was feminine .
137627	that had continued over the years , on during football season and off after the Super Bowl	that	DET	that	nsubj	One	One	(2, 18)	('One', '@')	One that had continued over the years , on during football season and off after the Super Bowl @ @
137628	who only wanted her some of the time	who	PRON	who	nsubj	man	a man	(7, 14)	('man', '.')	She did n't want a man who only wanted her some of the time .
137629	who wanted her badly enough to make the first move	who	PRON	who	nsubj	man	A man	(2, 11)	('man', '.')	A man who wanted her badly enough to make the first move . //
137630	that she was irresistible	she	PRON	that	mark	point	the point	(15, 18)	('point', '.')	The classes would teach her how to increase her sex appeal to the point that she was irresistible .
137631	which was why it had made it into her closet in the first place	it	PRON	which	nsubj	all	all	(16, 29)	('-', '.')	The outfit met all of her must-haves-feminine and sexy and ubertrendy-which was why it had made it into her closet in the first place .
137632	that named the ten hottest bachelors	that	DET	that	nsubj	list	a Randiest Rooster list	(9, 14)	('list', '.')	Likewise , Tilly also did a Randiest Rooster list that named the ten hottest bachelors .
137633	who 'd pushed through the doggy door and now stood next to her	who	PRON	who	nsubj	Heeler	the black Blue Heeler	(13, 25)	('Heeler', '.')	She glanced down at the black-and-gray Blue Heeler who 'd pushed through the doggy door and now stood next to her .
137634	which meant she no longer had the energy to chase @	she	PRON	which	nsubj	Sixteen	Sixteen	(5, 15)	(',', '@')	Sixteen to be exact , which meant she no longer had the energy to chase @ @
137635	who 'd gone gaga over his new look	who	PRON	who	nsubj	women	The women	(3, 10)	('women', 'could')	The women who 'd gone gaga over his new look could n't have been privy to his reputation .
137636	who looked like him	who	PRON	who	nsubj	someone	just someone	(5, 8)	('someone', '.')	"Maybe it was just someone who looked like him . """
137637	that was flying around	that	DET	that	nsubj	nonsense	all the nonsense	(18, 21)	('nonsense', '-')	She 'd stopped by his shop to see him and put an end to all the nonsense that was flying around-there had to be a logical explanation , right ? -but
137638	"that reads "" $ 1 each"	that	DET	that	nsubj	sign	a posterboard sign	(6, 11)	('sign', '.')	""" I straighten a posterboard sign that reads "" $1 each ."
137639	which would begin again in just over a week	which	DET	which	nsubj	season	the racing season	(7, 15)	(',', '.')	Especially during the racing season , which would begin again in just over a week .
137640	who had wanted a lot more time and attention than their boyfriends in the racing world	who	PRON	who	nsubj	women	few women	(14, 29)	('women', 'had')	Through Kent and his racing friends she 'd met quite a few women who had wanted a lot more time and attention than their boyfriends in the racing world had been able to give them , leading to a few unhappy breakups .
137641	who was so proud of all he had accomplished during the past couple of years	he	PRON	who	nsubj	mother	his mother	(6, 20)	(',', '.')	He thought of his mother , who was so proud of all he had accomplished during the past couple of years .
137642	which catered to a Western clientele	which	DET	which	nsubj	restaurants	the larger restaurants	(31, 36)	('Khobar', '.')	The last terrorist bombing had been months ago , but I 'd been warned at an American embassy meeting in Bahrain not to frequent the larger restaurants or hotels in Khobar which catered to a Western clientele .
137643	who had decided she was going to look good in a garment she was forced to adopt	she	PRON	who	nsubj	woman	a woman	(8, 24)	('woman', '.')	It was the statement of a woman who had decided she was going to look good in a garment she was forced to adopt . //
137644	that were full but not heavy	that	DET	that	nsubj	shoulders	square shoulders	(15, 20)	('breasts', '.')	She was slender , with a column-like neck , square shoulders and breasts that were full but not heavy .
137645	that made me dig a little deeper	me	PRON	that	nsubj	envy	envy	(4, 10)	('envy', ':')	"Maybe it was envy that made me dig a little deeper : """
137646	who used to sit at a table and record the names of visitors	who	PRON	who	nsubj	guards	The two guards	(3, 15)	('guards', 'were')	The two guards who used to sit at a table and record the names of visitors were gone .
137647	that 's a point - one percent chance of anything happening	that	DET	that	nsubj	country	the country	(11, 21)	('country', '--')	With something like ten thousand of us left in the country that 's a point-one percent chance of anything happening -- at least to me .
137648	that had hovered unspoken all night	that	DET	that	nsubj	question	the question	(5, 10)	('question', '.')	It was the question that had hovered unspoken all night . //
137649	that had gotten lost and trapped	that	DET	that	nsubj	rat	a rat	(10, 15)	('rat', '.')	A dead cat , maybe , or a rat that had gotten lost and trapped .
137650	who lived in the East but worked in the West for better pay	who	PRON	who	nsubj	crosser	a border crosser	(11, 23)	('crosser', '-')	But because he 'd been a Grenzgaenger-a border crosser who lived in the East but worked in the West for better pay-he 'd found it difficult to get a decent job in East Berlin .
137651	who 'd deserted them	who	PRON	who	nsubj	father	The father	(3, 6)	('father', '.')	The father who 'd deserted them . //
137652	who loved his family @	who	PRON	who	nsubj	man	Would n't a man	(4, 8)	('man', '@')	Would n't a man who loved his family @ @
137653	which it was	it	PRON	which	attr	state	a state	(9, 11)	(',', '.')	The mayor declared a state of emergency , which it was .
137654	who owned Hank 's Diner	who	PRON	who	nsubj	Stevens	Hank Stevens	(3, 7)	(',', ',')	Hank Stevens , who owned Hank 's Diner , could n't get out of his driveway and had to stay at home with his children .
137655	who made the soups and burgers at the diner	who	PRON	who	nsubj	Kane	Bill Kane	(5, 13)	(',', ',')	Hank called Bill Kane , who made the soups and burgers at the diner , and told him to stay home .
137656	that used to greet her on the one hundred acres of woodland where she grew up in Alaska	she	PRON	that	nsubj	wolves	the wolves	(18, 35)	('wolves', '.')	She listened to the wind howling and it sounded familiar , like the melancholy cries of the wolves that used to greet her on the one hundred acres of woodland where she grew up in Alaska .
137657	who liked longing more than they did love	they	PRON	who	nsubj	people	people	(21, 28)	('people', '--')	It hardly mentioned the tavern Lucy established , or how -- because Lucy loved live music and dancing and understood people who liked longing more than they did love -- it became the center of the community .
137658	who died a month before Lucy and was buried in the garden by a slender birch	who	PRON	who	nsubj	partner	Lucy late partner	(11, 26)	(',', '.')	It did n't talk about Lucy 's late partner Suzanne , who died a month before Lucy and was buried in the garden by a slender birch .
137659	that she wore in two shiny braids	she	PRON	that	dobj	fisherwoman	an Alaskan fisherwoman	(18, 24)	('hair', '.')	She was in her twenties then , an Alaskan fisherwoman with proud cheekbones and long dark hair that she wore in two shiny braids .
137660	who stayed in upstate New York -- a place known for its brutal winters and triumphant springs --	who	PRON	who	nsubj	Lucy	Lucy	(3, 20)	(',', 'laughed')	But Lucy , who stayed in upstate New York -- a place known for its brutal winters and triumphant springs -- laughed at this .
137661	that lined the streets in the center of town	that	DET	that	nsubj	poplars	the poplars	(14, 22)	('poplars', '.')	Her once nimble feet grew arthritic and gnarled as the roots of the poplars that lined the streets in the center of town .
137662	which rarely saw the light of day	which	DET	which	nsubj	skin	her skin	(5, 11)	(',', ',')	But her skin , which rarely saw the light of day , stayed youthful and high colored even as her dark braids turned gray , then white .
137663	that came off of people 's jackets and lingered in the clouds of smoke and perfume	that	DET	that	nsubj	air	the icy air	(26, 41)	('air', '.')	They said they felt her make her way by Hank 's Diner , then by her bar , where she rode in on the icy air that came off of people 's jackets and lingered in the clouds of smoke and perfume .
137664	which will be the essence of the whole thing	which	DET	which	nsubj	slice	a fine slice	(49, 57)	(',', '.')	When she cocks then lifts the leg to plant her blue , rope-soled espadrille on the low wall , the dress riding up almost clear to her waist , I will see a fine slice of cloud-white panties between her full tanned thighs , which will be the essence of the whole thing .
137665	that gives way to a cluttered plaza of fruit and vegetable hawkers	that	DET	that	nsubj	portal	another shaped portal	(15, 26)	('portal', ',')	// I exit the Medina at the North Gate , another onion-shaped portal that gives way to a cluttered plaza of fruit and vegetable hawkers , continue up a wide boulevard in a newer part of the city to the Office du Tourisme. //
137666	that matches the lurid green geometric - print drapes	that	DET	that	nsubj	spread	a lurid green print spread	(44, 52)	('spread', '.')	Actually , all the furniture is white-painted in my room in the Htel Splendid , with the floor bare white terra cotta , the textured plaster of the walls painted white too ; there is a lurid green geometric-print spread that matches the lurid green geometric-print drapes .
137667	that led to its founding , though , on the other hand , some European travelers later called it145an ' infernal site ' because of the climate	travelers	NOUN	that	nsubj	inspiration	divine inspiration	(7, 33)	('inspiration', '.')	Not surprisingly , it was divine inspiration that led to its founding , though , on the other hand , some European travelers later called it145an ' infernal site ' because of the climate .
137668	which he recognized as one he had lost in Mecca	he	PRON	which	dobj	ground	the ground	(10, 19)	(',', ';')	A golden cup was found on the ground , which he recognized as one he had lost in Mecca ; then a spring was discovered , and declared to be connected to the holy well of Zem Zem at Mecca .
137669	he admits that are only so - so	that	DET	that	nsubj	places	two places	(22, 29)	('places', ',')	After some apologies on why the hotel 's own restaurant is not currently open for dinner , he recommends two places that he admits are only so-so , meaning it would be much better if the restaurant in the Htel Splendid itself were open .
137670	that also has an entrance from the street and	that	DET	that	nsubj	room	the room	(11, 19)	('room', ',')	Nevertheless , I push open the door to the room that also has an entrance from the street and , of course , I see a lot of men in slacks and short-sleeved shirts , what passes for the local business attire , drinking the one brand of local beer in green bottles with a gold label ; a ceiling fan chuggingly axes away at the heat , the men all look at me as I stand in the door , and I let it close slowly again , returning to the lobby .
137671	that comes with the price of the room	that	DET	that	nsubj	breakfast	the decent breakfast	(13, 20)	('breakfast', ',')	I go downstairs to the deserted dining room and have the decent breakfast that comes with the price of the room ,
