	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
113314	who , pulling on Lucky 's cravat a few years back , yanking his head down to table level to give him a better view of the moth in his split pea soup	who	PRON	who	nsubj	palooka	the palooka	(5, 37)	('palooka', '.')	There was the palooka who , pulling on Lucky 's cravat a few years back , yanking his head down to table level to give him a better view of the moth in his split pea soup .
113315	who 'd stood up to Pop	who	PRON	who	nsubj	woman	the woman	(15, 20)	('woman', ',')	One slow night in the diner Lucky told me the story about the woman who 'd stood up to Pop , must 've been eight years ago .
113316	that I knew - having shared a toilet or two with him	I	PRON	that	dobj	shot	the shot	(33, 44)	('shot', '-')	to suck all the bliss out of the beating I 'd planned for him , all the joy out of the first-round uppercut to his right kidney , the shot that I knew-having shared a toilet or two with him-would have him pissing scarlet for a month .
113317	that smelled like rancid goat and spar @	that	DET	that	nsubj	piece	a piece	(11, 18)	('headgear', '@')	a week he had me throw on a piece of headgear that smelled like rancid goat and spar @ @
113318	that made her look like a bug	her	PRON	that	nsubj	sunglasses	huge sunglasses	(7, 13)	('sunglasses', ',')	She smelled good , wore huge sunglasses that made her look like a bug , long fingernails .
113319	that 'll get you out of your mind	that	DET	that	nsubj	kind	some kind	(14, 21)	('cocktail', ',')	He got this from Mexico , says it 's some kind of cocktail that 'll get you out of your mind , something called Roidrage , make you , crazier than a sex-crazed rhino .
113320	which lurked in the booth behind us	which	DET	which	nsubj	crew	the camera crew	(22, 28)	(',', '.')	He ordered a glass of milk , drunk through a straw , as always , and waved away the camera crew , which lurked in the booth behind us .
113321	which were as scattered as the pellets of rat poison Lucky tosses around his kitchen floor every night	which	DET	which	nsubj	thoughts	all these thoughts	(9, 26)	(',', ',')	Before I could sort through all these thoughts , which were as scattered as the pellets of rat poison Lucky tosses around his kitchen floor every night , Cheryl Sue walked in .
113322	that need fixing	that	DET	that	nsubj	troubles	troubles	(17, 19)	('troubles', '.')	Hell , what 's the point of stepping into the ring unless you 've got troubles that need fixing .
113323	that were likely to create a hallucination in any case	that	DET	that	nsubj	conditions	conditions	(3, 12)	('conditions', ',')	These were conditions that were likely to create a hallucination in any case , but on top of everything else , including whatever I 'd injected , I was more or less undergoing an out-of-body experience .
113324	who 'd come up with the fight idea	who	PRON	who	nsubj	guy	the guy	(17, 24)	('guy', '.')	""" Then they showed some Armani-suited , square-glasses producer , the guy who 'd come up with the fight idea ."
113325	who thought up the	who	PRON	who	nsubj	intern	an intern	(6, 9)	('intern', '*')	He said it was an intern who thought up the
113326	who drugged me	who	PRON	who	nsubj	Ryan	Ryan	(23, 25)	(',', '?')	""" I used my two gloves to yank the mike back from him and said , "" By the way , Ryan , who drugged me ? """
113327	who had tipped off the producers about Ma 's steroids	who	PRON	who	nsubj	Sue	Cheryl Sue	(5, 14)	('Sue', '.')	It was Cheryl Sue who had tipped off the producers about Ma 's steroids .
113328	who needs life as a tomato can	who	PRON	who	nsubj	Kringled	Fox You ' ve Been Kringled	(8, 14)	(',', '?')	Fox 's You 've Been Kringled , who needs life as a tomato can ?
113329	that startled him	that	DET	that	nsubj	crackle	a sharp , explosive crackle	(7, 9)	('crackle', '.')	There was a sharp , explosive crackle that startled him .
113330	that clearly describe the setting	that	DET	that	nsubj	details	specific details	(12, 16)	('details', '.')	Following his example , write a short story with specific details that clearly describe the setting .
113331	that made movie history	that	DET	that	nsubj	beast	the amazing beast	(7, 10)	('beast', '.')	##1011862 Meet the amazing beast that made movie history .
113332	who tell the story Apple seller - man working at a fruit stand	who	PRON	who	nsubj	Cast	Cast	(7, 19)	('2-people', 'Ann')	Cast of Characters Narrators 1 and 2-people who tell the story Apple seller-man working at a fruit stand
113333	who are walking by	who	PRON	who	nsubj	men	Two dressed men	(9, 12)	('men', 'see')	Narrator 1 : Two well-dressed men who are walking by see what is going on .
113334	that starts tomorrow	that	DET	that	nsubj	voyage	a long sea voyage	(15, 17)	('voyage', '.')	I can offer you money , adventure , fame , and a long sea voyage that starts tomorrow .
113335	that lined the street	that	DET	that	nsubj	pines	the old pines	(7, 10)	('pines', '.')	The air smelled like the old pines that lined the street .
113336	that heavy in years	that	DET	that	nsubj	anything	anything	(7, 10)	('anything', '.')	Alan wondered if she had lifted anything that heavy in years .
113337	that sounded like hummmpb	that	DET	that	nsubj	noise	a noise	(4, 7)	('noise', '.')	Rick made a noise that sounded like hummmpb .
113338	that fit into the palm of her hand	that	DET	that	nsubj	object	an object	(11, 18)	('object', '.')	""" She reached into her pocket and pulled out an object that fit into the palm of her hand ."
113339	that clung to his skin	that	DET	that	nsubj	mist	a wet mist	(13, 17)	('mist', '.')	The snowflakes were gone now , the air thick with a wet mist that clung to his skin .
113340	that 's heading toward Earth-	that	DET	that	nsubj	asteroid	this asteroid	(8, 12)	"('asteroid', '""')"	""" Well , there 's this asteroid that 's heading toward Earth-"
113341	that would sound what like	that	DET	that	nsubj	idea	no idea	(32, 36)	('what', 'and')	He heard a sound , a heavy thumping , and for a moment he thought it might be the asteroid crashing through the atmosphere , since he had no idea what that would sound like , and then he realized it was the pounding of his own heart .
113342	who were holding Michelle	who	PRON	who	nsubj	two	the two	(14, 17)	('two', '.')	A tall , bald man with a silver mustache stepped between the two who were holding Michelle .
113343	by which he had to accomplish it	he	PRON	which	pobj	means	not the means	(20, 26)	('by', 'His')	As Audubon always did , he gathered enthusiasm when he thought about the goal and not the means by which he had to accomplish it .
113344	that was his birthspeech	that	DET	that	nsubj	French	the French	(11, 14)	('French', '.')	His English was fluent , but heavily flavored by the French that was his birthspeech .
113345	that framed a long , strongnosed face	that	DET	that	nsubj	whiskers	bushy gray side whiskers	(27, 33)	('whiskers', '.')	He was a good-sized manabout five feet ten-with shoulderlength gray hair combed straight back from his forehead and with bushy gray side whiskers that framed a long , strongnosed face .
113346	that housed the Bartlett Line	that	DET	that	nsubj	building	the brick building	(9, 13)	('building', '.')	Not far from the Cabildo stood the brick building that housed the Bartlett Line .
113347	that held their baggage	that	DET	that	nsubj	cart	a wheeled cart	(13, 16)	('cart', '.')	He nodded to Harris and to the free Negro pushing a wheeled cart that held their baggage .
113348	that had propelled the Augustus Caesar down the Big Muddy	that	DET	that	nsubj	one	the one	(12, 21)	('one', '.')	Its engine had a deeper , stronger note than the one that had propelled the Augustus Caesar down the Big Muddy .
113349	that secured the ship to the quay	that	DET	that	nsubj	lines	the lines	(5, 11)	('lines', '.')	Sailors took in the lines that secured the ship to the quay .
113350	that had held the sidewheeler in place	that	DET	that	nsubj	chain	the heavy chain	(15, 21)	('anchor', '.')	One link at a time , they brought up the heavy chain and anchor that had held the sidewheeler in place .
113351	that seemed like forever	that	DET	that	nsubj	couple	a couple	(5, 8)	('minutes', ',')	After a couple of minutes that seemed like forever , he wearily straightened , mouth foul and burning , eyes streaming with tears .
113352	that rolls	that	DET	that	nsubj	table	a table	(23, 24)	('table', '.')	""" The difference in cost lies mostly in the victuals , and I 'll never get my money 's worth at a table that rolls ."
113353	that wracked the island when its colored slaves rose up against their masters in a war where neither side asked for quarter or gave it	side	NOUN	that	nsubj	convulsions	the convulsions	(14, 38)	('convulsions', '.')	He was brought to France three years later , and so escaped the convulsions that wracked the island when its colored slaves rose up against their masters in a war where neither side asked for quarter or gave it .
113354	whose curls were the color of fire	curls	NOUN	whose	poss	woman	a personable young woman	(24, 30)	('woman', '.')	"He looked around for Harris , and spotted him not far away , drinking rum punch and chatting with a personable young woman whose curls were the color of fire . """
113355	that Audubon wanted	Audubon	PROPN	that	dobj	effect	the effect	(12, 14)	('Harris', '.')	The news did n't seem to have the effect on Harris that Audubon wanted .
113356	who 'd found it first	who	PRON	who	nsubj	fishermen	the Breton fishermen	(7, 11)	('fishermen', ',')	To the Breton and Galician fishermen who 'd found it first , almost four hundred years before , it would have sent the setting sun to bed early .
113357	that shaded some nearby streets	that	DET	that	nsubj	magnolias	the magnolias	(4, 8)	('magnolias', 'were')	Oh , the magnolias that shaded some nearby streets were n't much different from the ones he could have found near New Orleans .
113358	that bore its name perhaps the finest harbor in Atlantis	that	DET	that	nsubj	city	the city	(10, 19)	('city', '.')	The west-facing Bay of Avalon gave the city that bore its name perhaps the finest harbor in Atlantis .
113359	who published his work in Atlantis	who	PRON	who	nsubj	man	the man	(5, 10)	('man', '.')	Audubon waved to the man who published his work in Atlantis .
113360	who always thought about things like where he would be put up	who	PRON	who	nsubj	Harris	Harris	(4, 15)	(',', '.')	asked Harris , who always thought about things like where he would be put up .
113361	which were their principal prey	which	DET	which	nsubj	honkers	the honkers	(26, 30)	(',', '.')	But the mighty raptors-by all accounts , the largest in the world-had fallen into a steep decline along with the honkers , which were their principal prey .
113362	which was visibly bigger and visibly richer than it had been ten years	it	PRON	which	nsubj	Avalon	Avalon	(4, 16)	(',', '-')	So had Avalon , which was visibly bigger and visibly richer than it had been ten years-or was it twelve now ?
113363	who thinks he 's written the great Atlantean novel	who	PRON	who	nsubj	chap	a chap	(13, 21)	('chap', ',')	""" I 'm about to put out a book by a chap who thinks he 's written the great Atlantean novel , and he lives right here in town ."
113364	that sprouted here and there or the birds on the ground , in the trees , and on the wing	that	DET	that	nsubj	ferns	the ferns	(9, 28)	('ferns', '.')	Most people probably would n't have noticed the ferns that sprouted here and there or the birds on the ground , in the trees , and on the wing .
113365	which flitted through the trees after insects like their counterparts on the far side of the Hesperian Gulf	which	DET	which	nsubj	warblers	island warblers	(8, 25)	(',', '.')	The same held true for island warblers , which flitted through the trees after insects like their counterparts on the far side of the Hesperian Gulf .
113366	that lived on the ground	that	DET	that	nsubj	animals	animals	(9, 13)	('animals', ';')	They were n't used to being hunted by animals that lived on the ground ; the only viviparous quadrupeds on Atlantis before men arrived were bats .
113367	that spend more of their time scurrying around on the ground than flying	that	DET	that	nsubj	bats	bats	(10, 22)	('bats', '?')	""" Where else in the world do you have bats that spend more of their time scurrying around on the ground than flying ?"
113368	who were n't to their taste	who	PRON	who	nsubj	people	people	(7, 12)	(',', ',')	They did n't usually trouble people , who were n't to their taste , but every once in a while . . . .
113369	who truly cares about such things	who	PRON	who	nsubj	someone	someone	(7, 12)	('someone', 'take')	No , better to let someone who truly cares about such things take care of it .
113370	that went into his first tries , and how bad they were despite those agonies	they	PRON	that	nsubj	agonies	the agonies	(6, 20)	('effort', '.')	He remembered the agonies of effort that went into his first tries , and how bad they were despite those agonies .
113371	that had to be unfamiliar to them	that	DET	that	nsubj	flowers	the flowers	(6, 12)	('flowers', '...')	Atlantean bees buzzed around the flowers that had to be unfamiliar to them ... or maybe those were European honeybees , carried to the new land in the midst of the sea to serve the plants men needed , wanted , or simply liked .
113372	who are young here	who	PRON	who	nsubj	those	those	(6, 9)	('those', '.')	But it should matter to those who are young here .
113373	that scurried through the undergrowth here	that	DET	that	nsubj	katydids	the outsized katydids	(9, 14)	('katydids', '.')	They hunted frogs and lizards and the outsized katydids that scurried through the undergrowth here .
113374	who said the old Atlantis was going under	Atlantis	PROPN	who	nsubj	one	the one	(4, 11)	('one', '.')	You were the one who said the old Atlantis was going under .
113375	who could call birds better than you	who	PRON	who	nsubj	soul	a soul	(6, 12)	('soul', '.')	I never knew a soul who could call birds better than you .
113376	which left them chewier than his remaining teeth	which	DET	which	nsubj	time	a long time	(18, 25)	(',', 'could')	The crackers were baked to a farethee-well so they would keep for a long time , which left them chewier than his remaining teeth could easily cope with .
113377	who wrote it down in one of his notebooks	who	PRON	who	nsubj	Harris	Harris	(8, 16)	(',', '.')	He carefully spelled it out for Harris , who wrote it down in one of his notebooks .
113378	that had little to do with anything Audubon thought he 'd learned	he	PRON	that	nsubj	one	one	(16, 27)	('one', '.')	The Reverend seemed to have invented a whole new prehistory for Atlantis and Terranova , one that had little to do with anything Audubon thought he 'd learned .
113379	with whom he talked claimed to have seen one ,	he	PRON	whom	pobj	one	No one	(4, 13)	('with', 'a')	No one with whom he talked claimed to have seen one , but a couple of men did say some people from the town had seen them once upon a time .
113380	that gave the mountains their name	that	DET	that	nsubj	pines	the pines	(18, 23)	('cycads', '.')	Peering ahead with a spyglass , Audubon saw countless dark valleys half hidden by the pines and cycads that gave the mountains their name .
113381	down which they rode	they	PRON	which	pobj	track	the track	(13, 16)	('down', 'The')	In case it did n't , he pointed to the track down which they rode .
113382	that seemed made for getting seeds out of cones and disposing of them afterwards	that	DET	that	nsubj	bills	bills	(12, 25)	('bills', '.')	Atlantis had several species of crossbills and grosbeaks : birds with bills that seemed made for getting seeds out of cones and disposing of them afterwards .
113383	that walked on two legs	that	DET	that	nsubj	creatures	tall creatures	(9, 13)	('creatures', '.')	They were used to swooping down on tall creatures that walked on two legs .
113384	who 'd reduced it from lord of the air to wounded victim	who	PRON	who	nsubj	men	the men	(12, 23)	('men', ',')	frantic thrashing and another long-neck lunge at the men who 'd reduced it from lord of the air to wounded victim , the eagle paused to pant and to gather its waning strength .
113385	that displayed its power and majesty	that	DET	that	nsubj	posture	a posture	(8, 13)	('posture', ',')	He wanted to show it in a posture that displayed its power and majesty , but the bird was simply too large even for the double elephant folios of his life 's work .
113386	who see	who	PRON	who	nsubj	Those	Those	(1, 2)	('Those', 'will')	"Those who see will understand . """
113387	that had fired him only minutes before	that	DET	that	nsubj	inspiration	the inspiration	(19, 25)	('inspiration', '.')	The work there was solid , professional draftsmanship ; it seemed a million miles away from the inspiration that had fired him only minutes before .
113388	that put him in mind of	that	DET	that	nsubj	odor	a strong odor	(5, 10)	('odor', '.')	It had a strong odor that put him in mind of . . . .
113389	that coursed through him at those words	that	DET	that	nsubj	jolt	the electric jolt	(3, 9)	('jolt', '.')	"the electric jolt that coursed through him at those words . "" Yes ! """
113390	that lay in the middle of the grass and weeds	that	DET	that	nsubj	lump	the curved lump	(9, 18)	('meat', '.')	"Harris pointed out to the curved lump of meat that lay in the middle of the grass and weeds . """
113391	that had wandered the eastern plains before men found Atlantis	men	NOUN	that	nsubj	honkers	the enormous honkers	(10, 19)	('honkers', '.')	This was n't one of the truly enormous honkers that had wandered the eastern plains before men found Atlantis .
113392	that carried Audubon 's artistic supplies	that	DET	that	nsubj	horse	The pack horse	(3, 8)	('horse', 'did')	The pack horse that carried Audubon 's artistic supplies did n't want to let him anywhere near it .
113393	in which he knew himself to be imperfectly skilled	he	PRON	which	pobj	one	one	(9, 17)	('in', 'He')	This was a craft , and one in which he knew himself to be imperfectly skilled .
113394	which stood out against the spiky background of bird tracks	which	DET	which	nsubj	pads	fox pads	(8, 17)	(',', '.')	And he saw a fox 's pads , which stood out against the spiky background of bird tracks .
113395	that are almost as big as your fist	that	DET	that	nsubj	snails	those snails	(10, 17)	('snails', ',')	""" Maybe we 'll come across some of those snails that are almost as big as your fist , too , "" Harris said ."
113396	that brooked no argument	that	DET	that	nsubj	tones	tones	(11, 14)	('tones', '.')	""" We go there , "" he declared , in tones that brooked no argument ."
113397	that told of a break in the trees	that	DET	that	nsubj	sunshine	the bright sunshine	(6, 13)	('sunshine', '.')	He too saw the bright sunshine that told of a break in the trees .
113398	who thinks otherwise	who	PRON	who	nsubj	Anyone	Anyone	(2, 4)	('Anyone', 'will')	""" Anyone who thinks otherwise will have to change his mind , because you 've got the creatures . """
113399	that was taller than it	that	DET	that	nsubj	legs	two legs	(15, 19)	('legs', '.')	"The honker squalled at him ; it did n't care for anything on two legs that was taller than it . """
113400	that had gone up and down the Big Muddy too many times	that	DET	that	nsubj	steamboat	a steamboat	(12, 23)	('steamboat', '.')	If the rest of him was wearing out like a steamboat that had gone up and down the Big Muddy too many times . . .
113401	who find the keys	who	PRON	who	nsubj	those	And those	(2, 5)	('those', '.')	And those who find the keys . .
113402	which was more than I could say for	I	PRON	which	nsubj	taste	a taste	(7, 14)	(',', 'the')	At least they had a taste , which was more than I could say for
113403	she listened which to while we waited behind a line of cars leaving the campus	we	PRON	which	pobj	Pinky	Pinky	(10, 24)	(',', '.')	I told her about my conversation with Pinky , which she listened to while we waited behind a line of cars leaving the campus .
113404	which is what had us dead in the water	us	PRON	which	nsubj	way	a way	(33, 41)	(',', '.')	"Anyway , I was sitting in the material safety meeting , kind of listening with half an ear , and I think I came up with a way around the heat curing , which is what had us dead in the water . """
113405	which commanded our undivided attention	which	DET	which	nsubj	cheesecake	York cheesecake	(9, 13)	(',', '.')	Coffee arrived then , and New York cheesecake , which commanded our undivided attention .
113406	that netted the same effect	that	DET	that	nsubj	pressure	the pressure	(11, 15)	('pressure', '.')	but there were plenty of subtle ways to apply the pressure that netted the same effect .
113407	Joy came up that to my lab	Joy	PROPN	that	pobj	lunches	those lunches	(8, 14)	('lunches', '-')	It was after one of those lunches that Joy came up to my lab-something she rarely did , and almost never unannounced .
113408	who could give me a straight answer	who	PRON	who	nsubj	anybody	so anybody	(13, 19)	('anybody', '.')	So 's his assistant , so 's Richard , so 's anybody who could give me a straight answer .
113409	who rewrote the Milsam	who	PRON	who	nsubj	man	the man	(4, 7)	('man', 'because')	"This is the man who rewrote the Milsam because the old one was too lax . """
113410	who 'd have some explaining to do	who	PRON	who	nsubj	one	the one	(4, 10)	('one', '.')	was the one who 'd have some explaining to do .
113411	who survived everything else	who	PRON	who	nsubj	people	suppressed people	(10, 13)	('people', 'often')	Antifungal drugs were big moneymakers because immune-suppressed people who survived everything else often succumbed to fungal infections .
113412	that have Phil 's shorts in a bunch	that	DET	that	nsubj	properties	cabbage antifungal properties	(9, 16)	('properties', ',')	""" It 's not the cabbage 's antifungal properties that have Phil 's shorts in a bunch , "" she said ."
113413	that Phil breathed out	Phil	PROPN	that	dobj	molecules	The air molecules	(4, 7)	('molecules', ',')	"The air molecules that Phil breathed out , when we were at Pinky 's house , had passed through Pinky 's lungs and Nancy 's , "" she said ."
113414	that made me feel worse	me	PRON	that	nsubj	smile	a wan smile	(5, 9)	('smile', '.')	She managed a wan smile that made me feel worse .
113415	that was neither drug - induced psychosis nor a new insight into neurochemistry and particle physics	that	DET	that	nsubj	explanation	an explanation	(7, 22)	('explanation', '.')	and I tried to find an explanation that was neither drug-induced psychosis nor a new insight into neurochemistry and particle physics .
113416	that I happened to like	I	PRON	that	pobj	wine	an inexpensive Sicilian wine	(17, 21)	('wine', '.')	She heated the pizzas while I opened the bottle of Corvo , an inexpensive Sicilian wine that I happened to like .
113417	that depended heavily upon proprietary information	that	DET	that	nsubj	hundreds	the hundreds	(40, 45)	('millions', '.')	That Ihinger-Ibex had a corporate security infrastructure larger than a few uniformed guards on the edge of retirement was obvious , and unsurprising in retrospect : it was a huge company with profits in the hundreds of millions that depended heavily upon proprietary information .
113418	who was apologetic but businesslike	who	PRON	who	nsubj	marshal	a city marshal	(12, 16)	('marshal', ':')	The corporate attorney and security men were accompanied by a city marshal who was apologetic but businesslike :
113419	that is n't appropriate to your work for the company	that	DET	that	nsubj	none	least none	(14, 23)	('none', ',')	""" No one expects to find any corporate property here , at least none that is n't appropriate to your work for the company , "" the attorney said , once we 'd heard the judge 's order ."
113420	who was surprised by my arrest	who	PRON	who	nsubj	one	the only one	(7, 12)	('one', '.')	I know I was the only one who was surprised by my arrest .
113421	that appears	that	DET	that	nsubj	article	every article	(3, 4)	('article', ',')	For every article that appears , I 'm
113422	"who "" wrote the book "" on hotel security systems"	who	PRON	who	nsubj	man	the man	(9, 18)	('man', '.')	"But his clients expected it from the man who "" wrote the book "" on hotel security systems ."
113423	who can	who	PRON	who	nsubj	someone	someone	(6, 7)	('someone', '.')	""" Then connect me with someone who can . """
113424	that surround it	that	DET	that	nsubj	clouds	the clouds	(22, 24)	('clouds', '.')	To one side a distant sun casts its light across hundreds of miles , sending shafts of shadow radiating from the clouds that surround it .
113425	that surrounds him	that	DET	that	nsubj	beauty	the strange beauty	(7, 9)	('beauty', '.')	Hayden is oblivious to the strange beauty that surrounds him .
113426	that indicate a military buildup in the neighboring nation of Falcon Formation	that	DET	that	nsubj	photographs	some photographs	(8, 19)	('photographs', '.')	The men she meets show her some photographs that indicate a military buildup in the neighboring nation of Falcon Formation .
113427	which has decided to send the Slipstream fleet into Mavery	which	DET	which	nsubj	government	the government	(12, 21)	(',', '.')	The trouble is , they ca n't convince the government , which has decided to send the Slipstream fleet into Mavery .
113428	that curled away ahead of them	that	DET	that	nsubj	tunnel	a tunnel	(5, 10)	('tunnel', ',')	Distant clouds made a tunnel that curled away ahead of them , but the air was clear for miles around .
113429	that hung in solitary majesty amid the water	that	DET	that	nsubj	stone	a beaded stone	(20, 27)	('stone', '.')	Hayden cut the engine and with the last of their momentum steered them over to a water-beaded stone that hung in solitary majesty amid the water .
113430	that 's threatening Slipstream	that	DET	that	nsubj	something	something	(9, 12)	('Winter', '?')	"Do you suppose there 's something in Winter that 's threatening Slipstream ? """
113431	that are all rock or all water , just like Virga 's all air	that	DET	that	nsubj	Places	Places	(1, 14)	('Places', '.')	Places that are all rock or all water , just like Virga 's all air .
113432	that blocked the sky in all directions	that	DET	that	nsubj	wall	the solid wall	(21, 27)	('water', '.')	Time to hit die collision warning on his horn and narrowly miss plunging them into the solid wall of black water that blocked the sky in all directions .
113433	who 'd dug this tunnel	who	PRON	who	nsubj	ones	the ones	(13, 17)	('ones', 'had')	From the faintness of the shimmer here , though , the ones who 'd dug this tunnel had taken it deep into the sea .
113434	who traded into Winter	who	PRON	who	nsubj	folks	some folks	(6, 9)	('folks', '.')	when I lived with some folks who traded into Winter .
113435	who gives orders on this ship	who	PRON	who	nsubj	one	the only one	(7, 12)	('one', '.')	""" I 'm the only one who gives orders on this ship ."
113436	that led into Warea	that	DET	that	nsubj	shaft	the dark shaft	(7, 10)	('shaft', ';')	They floated just outside the dark shaft that led into Warea ; nobody had come out to greet them .
113437	who were pointing their rifles at the newcomers	who	PRON	who	nsubj	men	the six men	(13, 20)	('men', 'did')	The air here was cold and damp , but the six men who were pointing their rifles at the newcomers did n't seem to feel it .
113438	who was dearly the oldest	who	PRON	who	nsubj	leader	their leader	(9, 13)	(',', '.')	"State your business , "" said their leader , who was dearly the oldest ."
113439	that might drift into our space someday	that	DET	that	nsubj	anything	anything	(9, 15)	('anything', '.')	""" Forests , rocks , lakes-anything that might drift into our space someday ."
113440	that opened out of the hangar 's far wall	that	DET	that	nsubj	door	a looking door	(12, 20)	('door', '.')	""" The man turned and left through a prosaic-looking door that opened out of the hangar 's far wall ."
113441	who remembered growing up within the light of a sun	who	PRON	who	nsubj	exiles	exiles	(7, 16)	('exiles', '.')	For the most part they were exiles who remembered growing up within the light of a sun .
113442	that quivered the walls	that	DET	that	nsubj	rumble	a constant rumble	(19, 22)	('rumble', '.')	The far wall of the cube was moving-swinging up and to the left with a constant rumble that quivered the walls .
113443	that are stiff and incompressible	that	DET	that	nsubj	beams	beams	(5, 9)	('bricks', '.')	"You get beams and bricks that are stiff and incompressible . """
113444	that led to the rim of the wheel	that	DET	that	nsubj	staircase	the yang staircase	(19, 26)	('staircase', '.')	Mahallan laughed in apparent delight as they handwalked down the top few yards of the yin-yang staircase that led to the rim of the wheel .
113445	that trades into the border of Aerie	that	DET	that	nsubj	cutter	the next cutter	(12, 18)	('cutter', '.')	First one goes to our man in Rush via the next cutter that trades into the border of Aerie .
113446	that poked into and through various other , smaller boxes and tubes	that	DET	that	nsubj	wires	metal wires	(17, 28)	('wires', '.')	The devices ( significantly , there were seven of them ) were boxes full of metal wires that poked into and through various other , smaller boxes and tubes .
113447	that stank of oils and metal	that	SCONJ	that	nsubj	pastes	mixed pastes	(20, 25)	('powders', '.')	Mahallan spent most of her time working on these little containers , filling them with carefully mixed pastes and powders that stank of oils and metal .
113448	who could take their own mental models of objects	who	PRON	who	nsubj	people	people	(4, 12)	('people', ',')	Here were people who could take their own mental models of objects , and make them physically real .
113449	who knew how to teach them	who	PRON	who	nsubj	entities	entities	(17, 22)	('entities', '.')	I spent years learning what you call the sciences , but it was difficult to find entities who knew how to teach them .
113450	that carpeted Slipstream 's asteroid	that	DET	that	nsubj	forest	the forest	(6, 10)	('forest', ',')	He was reminded of the forest that carpeted Slipstream 's asteroid , only instead of the crowns and cones of trees rising up from darkness , here was endless ice .
113451	that pressed in on all sides	that	DET	that	nsubj	banks	cloud banks	(9, 14)	('banks', '.')	The whole tableau was framed by black cloud banks that pressed in on all sides .
113452	who looked uneasy and disapproving	who	PRON	who	nsubj	staffers	his staffers	(15, 19)	(',', '.')	One was passed up , the last several hands being those of his staffers , who looked uneasy and disapproving .
113453	that marked the location of obstacles in those clouds	that	DET	that	nsubj	glows	the glows	(16, 24)	('glows', 'were')	the flares Slipstream 's own bikes had laid down ; as Chaison watched , the glows that marked the location of obstacles in those clouds were snuffed one by one .
113454	that made a half - visible wall beyond the mists	that	DET	that	nsubj	field	the ice field	(10, 19)	('field', '.')	Grumbling and roaring noises echoed strangely off the ice field that made a half-visible wall beyond the mists .
113455	that Martor held over his head	Martor	PROPN	that	dobj	flares	flares	(6, 11)	('flares', ',')	In the light of flares that Martor held over his head , the first mine hove into sight just yards ahead .
