	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
97437	that lengthened as generation	that	DET	that	nsubj	lifespan	a lifespan	(21, 24)	('lifespan', 'followed')	A variety of Octopodidae got to outliving their own procreation , and thence to caring for their young and a lifespan that lengthened as generation followed generation .
97438	whose tentacles worked rock , shell , bone , and coral	tentacles	NOUN	whose	poss	beings	beings	(5, 15)	('beings', '.')	Ultimately there were beings whose tentacles worked rock , shell , bone , and coral .
97439	which practiced religious rites and subtle arts	which	DET	which	nsubj	societies	societies	(1, 7)	('societies', '.')	societies which practiced religious rites and subtle arts .
97440	that innovation ceased	innovation	NOUN	that	dobj	conditions	local conditions	(20, 22)	('conditions', ';')	One by one , in different manners around the world , their cultures adapted so well to local conditions that innovation ceased ; caste systems congealed ; the biography of an individual was predetermined within narrow limits and in elaborate detail from the egg to the disposal .
97441	much of which recondensed as clouds and deflected sunlight	much	ADJ	which	pobj	water	more water	(8, 16)	('of', 'exposed')	More heat evaporated more water , much of which recondensed as clouds and deflected sunlight .
97442	which often stayed in place when they died	they	PRON	which	nsubj	carbon	their own carbon	(8, 15)	(',', ',')	Plants tied up their own carbon , which often stayed in place when they died , were buried , and turned into peat or coal .
97443	that contributed to cloud formation	that	DET	that	nsubj	substances	substances	(3, 7)	('substances', '.')	Plankton exuded substances that contributed to cloud formation .
97444	that had sustained them	that	DET	that	nsubj	vegetation	the vegetation	(7, 10)	('vegetation', ';')	Vertebrates died rapidly beside the vegetation that had sustained them ; the toughest insects hung on for a span ; finally the microbes succumbed .
97445	that split them apart	that	DET	that	nsubj	photons	ultraviolet photons	(2, 5)	('photons', '.')	ultraviolet photons that split them apart .
97446	"who finds his way to this lovely old colonial city nestled in a sapphire cove under a cerulean sky on the Sea of Tessa -- known locally as Da Magro , or "" the Burning Sea"	who	PRON	who	nsubj	traveler	the traveler	(4, 39)	('traveler', '.')	"joys awaiting the traveler who finds his way to this lovely old colonial city nestled in a sapphire cove under a cerulean sky on the Sea of Tessa -- known locally as Da Magro , or "" the Burning Sea ."
97447	that can blister the fingers	that	DET	that	nsubj	resin	a toxic alkaline resin	(22, 26)	('resin', '.')	That , my dear , is an artu flower from the volcanic highlands , and it exudes a toxic alkaline resin that can blister the fingers .
97448	"which translates not only as "" free of asperities "" but also as "" charm , "" "" magic , "" "" felicity , "" "" a leap of the heart , "" "" brutal cunning , "" "" inner certitude , "" or "" a sudden white spikiness , as of a yawning cat 's mouth"	which	DET	which	nsubj	rhampa	rhampa	(26, 82)	(',', ',')	"This creepy feeling or quality of dry slipperiness is held in great esteem by Viborrans , and they have a word for it -- rhampa , which translates not only as "" free of asperities "" but also as "" charm , "" "" magic , "" "" felicity , "" "" a leap of the heart , "" "" brutal cunning , "" "" inner certitude , "" or "" a sudden white spikiness , as of a yawning cat 's mouth , "" according to context ."
97449	one of which entitled them to a free moa ride in Viborra Bay on any weekday before noon , between April 20 and December 5	one	NUM	which	pobj	bottle	a free bottle	(37, 61)	('of', 'p')	Through clever booking -- all their trips are planned in detail a year in advance -- the Crimms had received from Tessair a free bottle of skin lotion and a book of valuable coupons , one of which entitled them to a free moa ride in Viborra Bay on any weekday before noon , between April 20 and December 5 .
97450	for whom he felt less natural affection	he	PRON	whom	pobj	brothers	his brothers	(11, 17)	('for', 'he')	With his brothers , uncles , and nephews , for whom he felt less natural affection , he was more severe , condemning each of them to a protracted , popeyed death in leather harness , dragging ore carts out of the nitrate pits .
97451	who call themselves the Red Ants	who	PRON	who	nsubj	gangs	those roving gangs	(10, 15)	('urchins', ';')	Stay well clear of those roving gangs of hooded urchins who call themselves the Red Ants ; they will seize you and gag you and truss you up and scrawl Red Ant slogans across your belly and then toss you about on a stretched bull hide .
97452	that was due us	that	DET	that	nsubj	meal	any meal	(14, 17)	('meal', ',')	Fighting off sleep , and determined not to be done out of any meal that was due us , we gave each other playful slaps and dashed cold water in our faces .
97453	that turned out to be permanent	that	DET	that	nsubj	look	a look	(6, 11)	('look', '.')	He looked surprised -- a look that turned out to be permanent .
97454	who happened to be walking toward me on the sidewalk	who	PRON	who	nsubj	age	her age	(17, 26)	('age', '.')	""" It was n't actually her , you see , but a woman of about her age who happened to be walking toward me on the sidewalk ."
97455	that worked whether you understood it or not	you	PRON	that	nsubj	medication	a medication	(27, 34)	('medication', '.')	I did n't in fact understand what he had said to me , but his theory seemed to help anyway , as if it were a medication that worked whether you understood it or not .
97456	that passed between my first visit to Professor Pine and my second	that	DET	that	nsubj	years	the twenty years	(4, 15)	('years', ',')	In the twenty years that passed between my first visit to Professor Pine and my second , from 1967 to 1987 , I remained in the same city .
97457	he loved and which hated	he	PRON	which	dobj	America	North America	(29, 33)	(',', '.')	He was smoking , wearing pajamas under a down-filled jacket , and he was in the midst of one of his tirades on North America , which he loved and hated .
97458	that are not real	that	DET	that	nsubj	problems	many problems	(5, 8)	('problems', ',')	You have so many problems that are not real , and you are so careful and serious about them .
97459	that need to be analyzed and examined and passed on and on	that	DET	that	nsubj	works	great works	(14, 25)	('literature', '.')	People discuss their feelings as if they were great works of art or literature that need to be analyzed and examined and passed on and on .
97460	who escaped political hardship to arrive first in a refugee camp in Austria	who	PRON	who	nsubj	defector	a defector	(25, 37)	('defector', 'and')	There she is , I thought , Margit Bergen , twenty-nine years old , in love with Rezvan of Romania , a defector who escaped political hardship to arrive first in a refugee camp in Austria and a year later in Regina , Saskatchewan , where he now stands on a balcony in the moonlight , hassling her about America , as if she contained all of it inside her .
97461	that opened into small , dusty rooms in back filled with real books	that	DET	that	nsubj	propaganda	propaganda	(32, 44)	('propaganda', '.')	Other times he spoke about his country with such longing -- the wet mist of Transylvania , the dark tunnels beneath the streets of his town , the bookstores lined with propaganda that opened into small , dusty rooms in back filled with real books .
97462	which we received through a cable channel from Detroit	we	PRON	which	dobj	States	the United States	(13, 21)	(',', '.')	Sometimes we would turn to the news from the United States , which we received through a cable channel from Detroit .
97463	which he loved	he	PRON	which	dobj	cane	a cane	(11, 13)	(',', '.')	For the next few months he had a cane , which he loved .
97464	who could translate Romanian for me	who	PRON	who	nsubj	professors	professors	(11, 16)	('professors', '.')	A woman disappeared and reappeared with a list of professors who could translate Romanian for me .
97465	who were cawing loudly	who	PRON	who	nsubj	birds	his birds	(10, 13)	(',', '.')	I sighed and looked over at his birds , who were cawing loudly .
97466	that it followed , curving and winding like a river	it	PRON	that	dobj	path	the path	(5, 14)	('path', 'down')	I saw the path that it followed , curving and winding like a river down his face .
97467	who lives in Elkins Park , Pa. , with her husband , Snowden	who	PRON	who	nsubj	schoolteacher	a schoolteacher	(9, 21)	('schoolteacher', '.')	The author was Mary B. Smith , a schoolteacher who lives in Elkins Park , Pa. , with her husband , Snowden .
97468	whose legs sagged like deflated balloons and crumpled over a pair of scruffy white sneakers	legs	NOUN	whose	poss	pants	black pants	(18, 32)	('pants', '.')	His tan shirt , at least three sizes too big , was tucked carelessly into black pants whose legs sagged like deflated balloons and crumpled over a pair of scruffy white sneakers .
97469	that smells water after a long trip across the blazing sands of the Sahara Desert	that	DET	that	nsubj	camel	a camel	(3, 17)	('camel', '.')	Like a camel that smells water after a long trip across the blazing sands of the Sahara Desert .
97470	who owned the supermarket	who	PRON	who	nsubj	man	the man	(4, 7)	('man', 'told')	Well , the man who owned the supermarket told Alfred if he learned to read he 'd give him a job .
97471	that made him want to shout in her face	him	PRON	that	nsubj	smile	her poisoned smile	(33, 41)	('hair', '.')	But now he had outsmarted her : he was actually doing it , taking off , and he would n't have to see her anymore , her poisoned smile or her curly hair that made him want to shout in her face .
97472	who usually fed the cat	who	PRON	who	nsubj	one	the one	(20, 24)	('one', '.')	They noticed him about as much as the cat did , maybe less , because he was the one who usually fed the cat .
97473	in which she was the same person in the same place	she	PRON	which	pobj	day	another day	(23, 33)	('in', 'You')	Jeanne had lain in bed , waiting for the sun to rise , and it always did , bringing another day in which she was the same person in the same place .
97474	that reflected her	that	DET	that	nsubj	objects	objects	(9, 11)	('objects', '.')	She did love to look at herself in objects that reflected her .
97475	who 'd had innumerable lovers	who	PRON	who	nsubj	woman	a woman	(8, 12)	('woman', '.')	She did not look like a woman who 'd had innumerable lovers .
97476	that had brought me here	that	DET	that	nsubj	gap	the great shimmering gap	(14, 18)	('gap', '.')	I thought about the luminous blue inside me , the great shimmering gap that had brought me here .
97477	which were not much larger than my own	which	DET	which	nsubj	breasts	her breasts	(11, 18)	('breasts', '.')	"Here , "" she said , pressing me against her breasts which were not much larger than my own ."
97478	which will give you about 16 ounces	which	DET	which	nsubj	bags	two big bags	(8, 14)	(',', ',')	If you buy two big bags , which will give you about 16 ounces , it will only cost $3.50 .
97479	who would introduce him around	who	PRON	who	nsubj	meeting	his first meeting	(10, 14)	('bankers', '.')	This was his first meeting with the London bankers who would introduce him around .
97480	that will make anybody uncomfortable	anybody	PRON	that	nsubj	anything	anything	(8, 12)	('anything', '.')	I do n't want to do anything that will make anybody uncomfortable .
97481	that looked as if the typist 's fingers had shifted on the keys	fingers	NOUN	that	nsubj	names	those station names	(21, 33)	('names', '.')	Her name was not Jones , Edwards , Evans , Cadwallader ; it was one of those railroad-station names that looked as if the typist 's fingers had shifted on the keys .
97482	who had run off the road- < p	who	PRON	who	nsubj	acquaintances	mutual acquaintances	(6, 13)	('acquaintances', '>')	simple gossip about mutual acquaintances who had run off the road- <p
97483	who had business with the bank	who	PRON	who	nsubj	people	mostly people	(8, 13)	('people', '.')	The second time , they met mostly people who had business with the bank .
97484	"in which she transferred a spiky object from her hand to Lillo 's , and said , "" From St. Cyllans , Your Majesty"	she	PRON	which	pobj	Audie	p Audie	(11, 34)	"('in', '""')"	"<p> Audie relied on the handshake , in which she transferred a spiky object from her hand to Lillo 's , and said , "" From St. Cyllans , Your Majesty . """
97485	which had impressed him , when he 'd read of it in his youth , as a hell of a topping idea	he	PRON	which	nsubj	ring	a poisoned Borgia ring	(12, 33)	(',', '.')	He flashed on the idea of a poisoned Borgia ring , which had impressed him , when he 'd read of it in his youth , as a hell of a topping idea .
97486	that first went through him	that	DET	that	nsubj	bullet	the bullet	(10, 14)	('bullet', '.')	Audie would escape with a scratch from the bullet that first went through him .
97487	who daydreamed through these things	who	PRON	who	nsubj	physician	Queen physician	(9, 13)	(',', ',')	", the arousal of the Queen 's physician , who daydreamed through these things , all occurred in the same instant Queen Elizabeth needed to hear "" St. Cyllans "" and identify tactilely the shape in her hand ."
97488	who was a curator of life 's small treasures as well	who	PRON	who	nsubj	woman	a woman	(32, 42)	('woman', ':')	<p> The most enviable lives have more than a fair share of loss , hardship , and monumental disasters , and it was something to be married to a woman who was a curator of life 's small treasures as well : gardens , the names of distant aunts , memories waiting to be drawn out of others to their delight .
97489	who telephoned on rainy days to say , ' We 're coming over	We	PRON	who	nsubj	people	people	(3, 15)	('people', '.')	They were people who telephoned on rainy days to say , ' We 're coming over . '
97490	who had taken time off from work	who	PRON	who	nsubj	husband	My husband	(4, 10)	(',', ',')	My husband , who had taken time off from work , said he 'd take me straight to the hospital .
97491	that led to a suite of consulting rooms	that	DET	that	nsubj	corridor	a corridor	(8, 15)	('corridor', '.')	Here all the patients waited in a corridor that led to a suite of consulting rooms .
97492	which seemed to get longer and longer	which	DET	which	nsubj	intervals	intervals	(3, 9)	(',', ',')	At intervals , which seemed to get longer and longer , someone , from one side or the other , was called in to see the doctor
97493	that never seemed to leave me	that	DET	that	nsubj	eyes	great , dark eyes	(7, 12)	('eyes', '.')	Both had great , dark eyes that never seemed to leave me .
97494	who prescribed a diet	who	PRON	who	nsubj	doctor	the family doctor	(4, 7)	(',', '.')	the family doctor , who prescribed a diet .
97495	which had weight - lifting machines as well as aerobic classes	which	DET	which	nsubj	club	the local health club	(7, 17)	(',', '.')	I joined the local health club , which had weight-lifting machines as well as aerobic classes .
97496	who hurt me	who	PRON	who	nsubj	people	the people	(10, 12)	('people', 'more')	The ugly clothes , the rejections , and the people who hurt me more than helped ?
97497	that interested me and explored new opportunities	that	DET	that	nsubj	jobs	jobs	(6, 12)	('projects', '.')	I actively pursued jobs and projects that interested me and explored new opportunities .
97498	that you have a little extra padding back there	you	PRON	that	dobj	thing	Good thing	(3, 11)	('thing', '.')	Good thing that you have a little extra padding back there .
97499	that I value in life	I	PRON	that	dobj	things	many things	(11, 15)	('things', ',')	My past tenacity has helped me to achieve many things that I value in life , and I want to pass this on to her .
97500	who is mimicking the gyrating movements of a dance troupe on TV	who	PRON	who	nsubj	Veronica	Veronica	(19, 30)	(',', '.')	As I go into the living room for a short writing break , I glance at Veronica , who is mimicking the gyrating movements of a dance troupe on TV .
97501	who was competent and had a wonderful rapport with her clients and their families	who	PRON	who	nsubj	nurse	a large nurse	(7, 20)	('nurse', '.')	She agreed and mentioned a large nurse who was competent and had a wonderful rapport with her clients and their families .
97502	that spans more than thirty years	that	DET	that	nsubj	problem	a problem	(4, 9)	('problem', 'ca')	Unfortunately , a problem that spans more than thirty years ca n't often be taken care of in one conversation .
97503	that said No Fat Chicks	that	DET	that	nsubj	ones	the ones	(36, 40)	('them', '.')	Most of the anger would come as I would watch these skinny beach people pile into their beautiful beachmobiles , their shiny cars with the surfboards on top , the ones with bumper stickers on them that said No Fat Chicks .
97504	that read No African - Americans or No Mexican - Americans	that	DET	that	nsubj	cars	their cars	(11, 21)	('cars', '?')	Would these same bigots dare to put stickers on their cars that read No African-Americans or No Mexican-Americans ?
97505	who have made being heavy an emotional load to bear	who	PRON	who	nsubj	those	those	(10, 19)	('those', '.')	"At "" Them . "" At all of those who have made being heavy an emotional load to bear ."
97506	that needed to be fixed	that	DET	that	nsubj	something	something	(13, 17)	"('""', '.')"	"I decided to stop looking at my body as something "" wrong "" that needed to be fixed ."
97507	that changed my life	that	DET	that	nsubj	accident	# The accident	(9, 12)	('accident', '<')	"<p> 
##1002266 The accident that changed my life"
97508	that nearly kills me	that	SCONJ	that	nsubj	humerus	my right humerus	(21, 24)	('accident', ',')	I break both forearms , my right humerus , my right collarbone , and my right femur in an accident that nearly kills me , and he 's worried about my weight ?
97509	that works is good nutrition , joyful exercise , and positive self - acceptance	works	VERB	that	det	diet	The only diet	(5, 18)	"(""'"", '.')"	"The only diet ' that works is good nutrition , joyful exercise , and positive self-acceptance . """
97510	that fit me	that	DET	that	nsubj	wheelchair	day a wheelchair	(12, 14)	('wheelchair', 'was')	No one had an answer , but the third day a wheelchair that fit me was found .
97511	who had missed the shift - change meeting	who	PRON	who	nsubj	nurse	an on nurse	(13, 20)	('nurse', '.')	But one morning I met Louise , an on-call nurse who had missed the shift-change meeting .
97512	who walked in	who	PRON	who	nsubj	nurse	every nurse	(11, 13)	('nurse', '.')	@ @ complained to the hospital social worker and every nurse who walked in .
97513	that fit me , like hospital gowns and wheelchairs	that	DET	that	nsubj	things	things	(30, 38)	('things', '.')	I knew I was n't the only fat person to have ever been in their hospital , so I could n't understand why it was so hard to find things that fit me , like hospital gowns and wheelchairs .
97514	that belongs on a refrigerator magnet	that	DET	that	nsubj	something	something	(7, 12)	('something', ',')	As much as it sounds like something that belongs on a refrigerator magnet , I really have a greater appreciation for life and for my body .
97515	that had taken so much damage but	that	DET	that	nsubj	leg	a fat leg	(8, 14)	('leg', 'still')	How could I hate a fat leg that had taken so much damage but still continued to work ?
97516	who had braided my hair	who	PRON	who	nsubj	nurse	the nurse	(5, 9)	('nurse', ',')	Linda , the nurse who had braided my hair , was thrilled to see me .
97517	which was given to him when he too was a boy	he	PRON	which	nsubjpass	nickname	the nickname	(38, 48)	(',', '.')	So tall , he seems an unlikely rabbit , but the pallor of his blue irises and a nervous flutter under his brief nose as he stabs a cigarette into his mouth partially explain the nickname , which was given to him when he too was a boy .
97518	who continued to watch him with disinterested admiration after the others grew sullen	others	NOUN	who	nsubj	boy	the boy	(7, 19)	(',', '.')	He feels grateful to the boy , who continued to watch him with disinterested admiration after the others grew sullen .
97519	"that Hebrew calls "" between the suns"	Hebrew	PROPN	that	advmod	hour	the hour	(43, 49)	('hour', '.')	"Once I 'd stripped the beds and polished the kitchen and vacuumed the floors and scoured the toilets , I felt I deserved a swim , so I put on a bathing suit and went down to the lake in the hour that Hebrew calls "" between the suns ."
97520	who sat beside them	who	PRON	who	nsubj	chatterbox	the chatterbox	(14, 17)	('chatterbox', '.')	This much I made out from their fumbling conversation in French with the chatterbox who sat beside them .
97521	that later turned out to belong to a teacher from Trois Rivieres	that	DET	that	nsubj	accent	a French Canadian accent	(7, 18)	('accent', '.')	I heard a French Canadian accent that later turned out to belong to a teacher from Trois Rivieres .
97522	that matched the white - and - gold pattern of their shirts	that	DET	that	nsubj	trim	gold trim	(14, 25)	('trim', '.')	The men were strictly accompaniment : two studs in aviator glasses with gold trim that matched the white-and-gold pattern of their shirts .
97523	that had taken the children of Israel forty years to complete	that	DET	that	nsubj	kind	the kind	(18, 28)	('journey', ',')	Had n't the information leaflet specified good walking shoes and sensible dress for the kind of journey that had taken the children of Israel forty years to complete , and @ @
97524	that will lead ineluctably to their deaths , and invites us to feel the frantic absolutism of their passion	that	DET	that	nsubj	sin	the sin	(25, 43)	('sin', '.')	He does n't just bring these lovers together and shrug his shoulders at the fateful mistake ; he adores their sin , the sin that will lead ineluctably to their deaths , and invites us to feel the frantic absolutism of their passion .
97525	who betrays both men	who	PRON	who	nsubj	Isolde	Isolde	(2, 5)	(',', ',')	Isolde , who betrays both men , looms as the holy grail of Tristan 's quest .
97526	that involved our hands and fingers	that	DET	that	nsubj	everything	everything	(10, 15)	('everything', 'pointed')	Making camp , breaking camp , preparing food -- everything that involved our hands and fingers pointed to the night of pleasure ahead of us , and whenever our eyes caught in the process , became part of an extended foreplay .
97527	who planned the meals or decided how far we should travel each day	we	PRON	who	nsubj	we	we	(34, 46)	('we', '.')	Whatever little we did for ourselves , such as building the fire and cleaning up , we were called upon to do as part of an established routine , but it was n't we who planned the meals or decided how far we should travel each day .
97528	that greeted our eyes hills of yellowing orange , some slightly higher and some slightly lower than the mountain designated as Sinai up there	that	DET	that	nsubj	landscape	THE landscape	(2, 25)	('landscape', ',')	THE landscape that greeted our eyes up there could not have changed very much in the millennia since Moses ' sojourn : hills of yellowing orange , some slightly higher and some slightly lower than the mountain designated as Sinai , stretching out to the horizon beyond .
97529	that asks	that	DET	that	nsubj	midrash	the midrash	(7, 8)	('midrash', 'how')	Sinai reminded me rather of the midrash that asks how so unassuming a mountain was given the honor of so remarkable an event .
97530	which left open all the questions of authorship	which	DET	which	nsubj	word	the word	(27, 34)	"('""', '.')"	"At the time , I was touched by your apparent identification with Moses as a fellow "" lawyer "" and by the word "" conceived , "" which left open all the questions of authorship ."
97531	that will entangle and finally trap me	that	DET	that	nsubj	net	the very net	(9, 15)	('morality', '.')	I spin out the very net of morality that will entangle and finally trap me .
97532	that you forced on me	you	PRON	that	dobj	decision	the decision	(7, 11)	('decision', ',')	Yet , having accepted the decision that you forced on me , am I not entitled to join you in it ?
97533	that is so often its accompaniment	that	DET	that	nsubj	love	the nurturing love	(28, 33)	('love', '.')	Rejection is what most of us imbibe with our mother 's milk , and we are as much attracted to it as we are to the nurturing love that is so often its accompaniment .
97534	that Martine lost the heel of her shoe	Martine	PROPN	that	mark	abandon	the same abandon	(14, 21)	('abandon', '.')	"I stood ready to scrap my "" morals "" with the same abandon that Martine lost the heel of her shoe ."
97535	which God makes the basis of His covenant	God	PROPN	which	dobj	loyalty	loyalty	(8, 15)	(',', '.')	Improbably , you taught me loyalty , which God makes the basis of His covenant .
97536	that upholds freedom above all	that	DET	that	nsubj	people	a people	(6, 10)	('people', ',')	When you belong to a people that upholds freedom above all , opposition to its authority is really a blow against freedom .
97537	that bind me to my husband and our children and friends and families	that	DET	that	nsubj	lines	the simple lines	(18, 30)	('attachment', 'become')	Maybe because I had to give up something precious for their sake , the simple lines of attachment that bind me to my husband and our children and friends and families become more precious with time .
97538	who shouts Geronimo	who	PRON	who	nsubj	mick	a mick	(15, 17)	('mick', '.')	They are waiting and then they go , one of them goes , a mick who shouts Geronimo .
97539	that produces automatic movement , swabbing on mustard with a brush	that	DET	that	nsubj	hand	a hand	(79, 89)	('hand', '.')	other 's back , and what kind of stupes must they look like to people at the hot-dog stand on the other side of the turnstiles , what kind of awful screwups -- a line of mostly men beginning to glance this way , jaws working at the sweaty meat and grease bubbles flurrying on their tongues , the gent at the far end hanging a dubious look and going dead-still except for a hand that produces automatic movement , swabbing on mustard with a brush .
97540	that seal his adolescence	that	DET	that	nsubj	things	all the hearted things	(25, 28)	('things', '.')	He picks up speed and seems to lose his gangliness , the slouchy funk of hormones and unbelonging and all the dumb-hearted things that seal his adolescence .
97541	that contained a discharging pistol	that	DET	that	nsubj	room	a room	(15, 19)	('room', '--')	@ , Trumaine Martin , dead at twenty-six of being in a room that contained a discharging pistol
