	RC	RC_subj	RC_subj_pos	relativizer_word	relativizer_func	RC_modifier_head	RC_modifier_NP	RC_location	RC_context	sentence
17050	that had its origins in my own near - death experience and was exacerbated by the funeral of my mother 's uncle	that	DET	that	nsubj	nervousness	a nervousness	(12, 33)	('nervousness', '.')	""" Speaking of dead people always made me nervous , a nervousness that had its origins in my own near-death experience and was exacerbated by the funeral of my mother 's uncle . @"
17051	that heard the plates rattling on the walls	plates	NOUN	that	nsubj	imagination	my imagination	(17, 24)	('imagination', '.')	He said this in a great , booming voice , and it was not just my imagination that heard the plates rattling on the walls .
17052	who made pig noises and pushed up their noses	who	PRON	who	nsubj	others	others	(3, 11)	('others', ',')	There were others who made pig noises and pushed up their noses , but Father Millerton walked past them , paying them no heed .
17053	that surrounded the baseball diamond	that	DET	that	nsubj	trees	the palm trees	(6, 10)	('trees', '.')	I was watching the palm trees that surrounded the baseball diamond .
17054	who had thrown the rock and others	who	PRON	who	nsubj	man	the man	(9, 15)	('man', 'attempted')	While some of the natives detained the man who had thrown the rock and others attempted to revive the victim , I heard-as if in words-God speak to me .
17055	who popped back into a new life	who	PRON	who	nsubj	native	the dead native	(24, 30)	('native', '.')	I was sitting on his spacious lap , my head resting against the black of his shirt , seeing once again the dead native who popped back into a new life .
17056	that could walk	that	DET	that	nsubj	trees	the palm trees	(25, 27)	('trees', ',')	I did not say anything to her then , but I spent the evening with Carla Benson , telling her of the palm trees that could walk , if God were to will it so @ @
17057	who held very definite views	who	PRON	who	nsubj	parents	my parents	(12, 16)	('-', '-')	It was an election year in 1960 , and my parents-who held very definite views-watched each of the televised debates .
17058	who would handle the military side of the operation	who	PRON	who	nsubj	one	the one	(8, 16)	('one', '.')	Schott was the professional , the one who would handle the military side of the operation .
17059	which was satisfying	which	DET	which	nsubj	deference	cool deference	(9, 11)	(',', '.')	The sergeant treated him with cool deference , which was satisfying .
17060	"who identified herself as "" President Yeo"	who	PRON	who	nsubj	woman	the young woman	(24, 30)	(',', '.')	"We proclaim ourselves free from indenture to Omnicorp and all contractual obligations to same , "" said the young woman on the disk , who identified herself as "" President Yeo . """
17061	who really wanted to go	who	PRON	who	nsubj	candidates	the few candidates	(12, 16)	('candidates', '.')	Maybe it was because he was one of the few candidates who really wanted to go .
17062	that brought my weight close to Earth	that	DET	that	nsubj	pack	a pack	(12, 18)	('pack', 'normal')	I am tired from the almost week of walking under a pack that brought my weight close to Earth
17063	that careens about Saturn as metaphor of an uncertain future	that	DET	that	nsubj	peak	a detached mountain peak	(23, 32)	('peak', '.')	Or I could compose random meter verse at Hyperion institute , the lonely retreat of mathematical philosophers set on a detached mountain peak that careens about Saturn as metaphor of an uncertain future .
17064	who themselves were opposites of conventionality	who	PRON	who	nsubj	opposites	opposites	(10, 15)	('opposites', ',')	I saw the romance of an attraction of opposites who themselves were opposites of conventionality , and I was looking for some romance somewhere-the women of my normal circles were hopeless and helpless in @ @
17065	who fits on the team	who	PRON	who	nsubj	Someone	Someone	(1, 5)	('Someone', '.')	Someone who fits on the team .
17066	that was laying out the local real estate	that	DET	that	nsubj	someone	someone	(10, 17)	('Institute', '.')	And I knew someone in the Martian Geology Institute that was laying out the local real estate .
17067	that should reach one 's soul in the way of all great expanses	that	DET	that	nsubj	kind	the kind	(13, 25)	('view', '.')	The view is simple , unrelieved flatness , the kind of view that should reach one 's soul in the way of all great expanses .
17068	that makes the dark gray plain around us look silvery by comparison	plain	ADV	that	nsubj	crack	an black crack	(21, 32)	('crack', '.')	By noon , universal time , the mouth of Mercury yawns directly in front of us , an ugly black crack that makes the dark gray plain around us look silvery by comparison .
17069	one edge of which glows a faint , frozen , shadowy pearl , a reflection lit by a reflection of sunlight on distant peaks .	edge	NOUN	which	pobj	contracts	The sky contracts	(12, 36)	('of', 'our')	The sky contracts to a starry band overhead , one edge of which glows a faint , frozen , shadowy pearl , a reflection lit by a reflection of sunlight on distant peaks .
17070	that puts ice hard in front of your own eyes	that	DET	that	nsubj	simulation	a simulation	(18, 27)	('reality', '.')	This is not on a screen , not a simulation , but never-seen-before reality that puts ice hard in front of your own eyes .
17071	that is heavily mixed with crater ejecta	that	DET	that	nsubj	ice	ice	(8, 14)	('ice', ',')	The wall is mostly ice , but ice that is heavily mixed with crater ejecta , pocked with more volatile ices , and stiffened far harder than anything on Earth by cryogenic temperatures .
17072	which opens	which	DET	which	nsubj	biner	"a smart "" biner"	(13, 14)	(',', ',')	"and I hit it with the loop of a smart "" biner , which opens ,"
17073	that depend on a surrounding vacuum for much of their thermal control and the fabric of the vacuum suits	that	DET	that	nsubj	suits	skintight vacuum suits	(9, 27)	('suits', ',')	But under our coveralls we wear skintight vacuum suits that depend on a surrounding vacuum for much of their thermal control and the fabric of the vacuum suits , while smart and extremely tough , is necessarily thin .
17074	that is now at least fifty meters back from where it was	it	PRON	that	nsubj	edge	an edge	(9, 20)	('edge', '.')	Karen and Mark wave at us from an edge that is now at least fifty meters back from where it was .
17075	which I hear clearly where my @	I	PRON	which	dobj	sigh	a long sigh	(35, 41)	(',', '@')	I lay a hand very gently on her shoulder , and , as if I touched some kind of hidden button , she leans into me and lets out a very long sigh , which I hear clearly where my @ @
17076	that is already a majority	that	DET	that	nsubj	vote	a spontaneous informal vote	(12, 16)	('voices', '.')	It is a collective decision-a spontaneous informal vote of voices that is already a majority .
17077	that would work at these temperatures	that	DET	that	nsubj	anything	anything	(4, 9)	('anything', 'get')	How could anything that would work at these temperatures get here without being destroyed by the Sun first ?
17078	that deep	that	SCONJ	that	nsubj	crack	a crack	(6, 7)	('crack', ';')	But Mercury would close a crack that deep ; its crust is surprisingly thin , even now .
17079	that kept me out of grandfather 's basement until I was seven	I	PRON	that	nsubj	bogeyman	the bogeyman	(17, 28)	('bogeyman', '.')	But for me , my overripe literary imagination haunts my mind like the tale of the bogeyman that kept me out of grandfather 's basement until I was seven .
17080	that have shaped our evolution	that	DET	that	nsubj	forces	the forces	(34, 38)	('forces', 'and')	If , the paradigm goes , we understand better why the Solar System is the way it is , we will understand better why we are the way we are-the forces that have shaped our evolution and those of other sentient races .
17081	that had led me to join their expedition in the first place	that	DET	that	nsubj	idea	the idea	(8, 19)	('idea', '.')	After rations , I suggest the idea that had led me to join their expedition in the first place .
17082	whose family left Earth a century ago	family	NOUN	whose	poss	Juanita	Juanita	(3, 9)	(',', ',')	Juanita , whose family left Earth a century ago , is already sponging , oblivious to anything else .
17083	which leaves Ed	which	DET	which	nsubj	Eloni	Eloni	(8, 10)	(',', '.')	She is probably not sleeping with Eloni , which leaves Ed .
17084	that can stand vacuum	that	DET	that	nsubj	things	the things	(16, 19)	('things', ',')	We pack quickly and efficiently , filling the soft pressure packs first with the things that can stand vacuum , then the hard ones .
17085	that are more than vertical	that	DET	that	nsubj	parts	the parts	(15, 19)	('parts', '.')	It is one kilometer of graybanded dirty clathrate , vertical , except for the parts that are more than vertical .
17086	that hold our ropes	that	DET	that	nsubj	bolts	the bolts	(16, 19)	('pitons', '.')	Randi leads ; if she falls , she is less weight on the bolts and pitons that hold our ropes .
17087	that still connects them	that	DET	that	nsubj	line	the line	(10, 13)	('line', ',')	Quickly Randi connects the new line to the line that still connects them , slack now , and loops it around the piton she has just set .
17088	that hold our ropes to said wall may give way at any time	wall	NOUN	that	nsubj	things	how the various things	(32, 44)	('things', '.')	We are leaning out from a wall almost half a kilometer above a bridge about half a kilometer above a pool of cryogenic nitrogen trifluoride , talking about how the various things that hold our ropes to said wall may give way at any time .
17089	that speak of power and eternity	that	DET	that	nsubj	domes	the round gilded domes	(20, 25)	('domes', '-')	""" As we approach the brilliant peaks of the Chao Meng Fu central crowngreat massive round Sun-gilded domes that speak of power and eternity-I am incapable of understanding why I once thought of this expedition as a stunt ."
17090	that 's also single .	that	DET	that	nsubj	best	The best	(2, 6)	('best', 'Did')	The best that 's also single .
17091	that was good and wholesome and worth living in	that	DET	that	nsubj	America	an America	(15, 23)	('America', '.')	"the Currier and Ives prints captured a "" spirit of America , "" an America that was good and wholesome and worth living in ."
17092	who met me	who	PRON	who	nsubj	matter	No matter	(2, 4)	('matter', ',')	No matter who met me , after landing I 'd only have thirty-six hours to find and deactivate the Easter egg before it went off and made the Christmas card look like season 's greetings from Hiroshima .
17093	who has a panic attack every time he hears the word nuke	he	PRON	who	nsubj	anyone	anyone	(6, 17)	('here', '.')	"We do n't have anyone here who has a panic attack every time he hears the word nuke . """
17094	who 'd wanted to take in a boarder	who	PRON	who	nsubj	wife	his wife	(5, 12)	('wife', '.')	It was his wife who 'd wanted to take in a boarder .
17095	who knew him a lot better than me	who	PRON	who	nsubj	folks	some folks	(14, 21)	('folks', ',')	""" Tomorrow we 'll go into town and you can talk to some folks who knew him a lot better than me , "" Jo said ."
17096	that comes with living here , Jake	that	DET	that	nsubj	attitude	an attitude	(4, 10)	('attitude', '.')	That 's an attitude that comes with living here , Jake .
17097	that was	that	DET	that	nsubj	jerk	The jerk	(3, 4)	('jerk', 'window')	""" The jerk that was window peeping ."
17098	who knew Manny the best	who	PRON	who	nsubj	folks	the folks	(6, 10)	('folks', '.')	Jake , these are the folks who knew Manny the best .
17099	who even claims to have seen old Manny around here the past few days	who	PRON	who	nsubj	anyone	anyone	(26, 39)	('anyone', '.')	We do n't have enough time , the bomb is small and could be anywhere , and so far , we do n't have anyone who even claims to have seen old Manny around here the past few days .
17100	who asked Manny to help her get those eggs from the chicken coop	who	PRON	who	nsubj	one	the one	(15, 27)	('one', '.')	""" Olivia went from twelve to twenty in one summer and she 's the one who asked Manny to help her get those eggs from the chicken coop . """
17101	"who would think "" those intolerant bastards probably deserved it anyway"	bastards	NOUN	who	nsubj	some	some	(5, 15)	('some', '.')	"There would be some who would think "" those intolerant bastards probably deserved it anyway . """
17102	that can happen	that	DET	that	nsubj	worst	the worst	(28, 30)	('worst', '?')	"Assuming he did come here , though no one has seen him , and set a bomb , even at twelve kilotons , what 's the worst that can happen ? """
17103	whose lives were so much more exciting than his own	lives	NOUN	whose	poss	conquistadors	famous conquistadors	(11, 20)	(',', '.')	One was daydreaming about famous conquistadors of the past , whose lives were so much more exciting than his own .
17104	who knew how to run the system	who	PRON	who	nsubj	man	Why not the man	(4, 10)	('man', '?')	Why not the man who knew how to run the system ?
17105	who welcomed her back into the family	who	PRON	who	nsubj	sister	her estranged sister	(18, 24)	(',', '.')	RIna , now a respectable matron , ventured to make contact with her estranged sister on Earth , who welcomed her back into the family .
17106	that would allow Hagbarth to import some handguns - for protection against ferocious sea predators	Hagbarth	PROPN	that	nsubj	Commission	the Governance Commission	(26, 40)	('Commission', ',')	"Giyt 's relationship with Hagbarth began to deteriorate when the ExEarth manager asked him to try to slip a measure through the Joint Governance Commission that would allow Hagbarth to import some handguns-for protection against ferocious sea predators , "" Hagbarth said ."
17107	which seemed to be heavily subsidized by whatever shadowy figures were behind Ex - Earth for unclear reasons	figures	NOUN	which	nsubj	structure	the financial structure	(15, 32)	(',', '.')	He wondered , too , about the financial structure of the colony on Tupelo , which seemed to be heavily subsidized by whatever shadowy figures were behind Ex-Earth for unclear reasons .
17108	that 'll cheer you up	that	DET	that	nsubj	report	a weather report	(24, 28)	('report', '.')	morning , guys and guyinas , it 's me again , your Voice of Tupelo , Silva Cristl , with a weather report that 'll cheer you up .
17109	that misses the mark	that	DET	that	nsubj	air	hot air	(16, 19)	('air', '.')	They want to call it Hurricane Evesham , because it 's a lot of hot air that misses the mark .
17110	who listened for a moment	who	PRON	who	nsubj	Slug	the Principal Slug	(9, 13)	(',', ',')	"She in turn spoke to the Principal Slug , who listened for a moment , then called to Giyt . """
17111	that is still more unlikely	that	DET	that	nsubj	quality	another quality	(6, 10)	('quality', '.')	But the PettyPrimes have another quality that is still more unlikely .
17112	that startled him	that	DET	that	nsubj	conclusion	a conclusion	(4, 6)	('conclusion', '.')	That was a conclusion that startled him .
17113	that meant , You 're entirely wrong	You	PRON	that	nsubj	look	the lips look	(8, 14)	('look', 'and')	She gave him the pursed-lips look that meant , You 're entirely wrong
17114	that said any colonist could be deported for aggravated antisocial behavior	that	DET	that	nsubj	statute	an Earth statute	(9, 19)	('statute', '.')	There was in fact an Ex-Earth statute that said any colonist could be deported for aggravated antisocial behavior .
17115	who calls himself a lawyer	who	PRON	who	nsubj	anybody	anybody	(5, 9)	('anybody', ',')	""" There is n't anybody who calls himself a lawyer , "" she reported , "" but I did a deeper search"
17116	who had a little legal experience	who	PRON	who	nsubj	people	two people	(5, 10)	('people', ',')	and I found two people who had a little legal experience , anyway .
17117	that had brought her	that	DET	that	nsubj	cart	the cart	(7, 10)	('cart', '.')	"already getting back into the cart that had brought her . """
17118	who like you	who	PRON	who	nsubj	people	people	(6, 8)	('people', '.')	"There are a lot of people who like you . """
17119	who did n't	who	PRON	who	nsubj	lot	a lot	(5, 7)	('lot', ',')	But there were a lot who did n't , too .
17120	who had asked him for favors at one time or another and been turned down	who	PRON	who	nsubj	people	the various people	(13, 27)	('people', '.')	So had , he estimated , a majority of the various people who had asked him for favors at one time or another and been turned down .
17121	who chose to give his wife any dirty looks as because he thought she needed company	she	PRON	who	nsubj	citizen	any citizen	(24, 39)	('citizen', '.')	But Giyt did n't stay home , he went right along with her , as much to be ready to glare down any citizen who chose to give his wife any dirty looks as because he thought she needed company .
17122	that looked on the cribs for newborns	that	DET	that	nsubj	window	the window	(13, 19)	('window', '.')	He roamed around the little building , pausing in front of the window that looked on the cribs for newborns .
17123	who had come out of the pharmacy across the hall	who	PRON	who	nsubj	woman	the woman	(14, 23)	('woman', '.')	"So 's Cheryl here , "" he added , nodding to the woman who had come out of the pharmacy across the hall . """
17124	who looked dejected	who	PRON	who	nsubj	one	the one	(19, 21)	('one', ',')	Shura Kenk sat in a straight-back chair , listening but hardly speaking ; she was the one who looked dejected , and had reason enough .
17125	that is	that	DET	that	nsubj	days	two Tupelo days	(12, 13)	('days', ',')	You 're given sixty-seven Earth hours , two Tupelo days that is , to collect your belongings and report to the portal for return to Earth .
17126	which contained a complete set of stats for eetie body odors	which	DET	which	nsubj	forgotten	because forgotten	(17, 27)	(',', '?')	What , for instance , was the purpose of one file , apparently unerased because forgotten , which contained a complete set of stats for eetie body odors ?
17127	that might match the numbers	that	DET	that	nsubj	anything	anything	(44, 48)	('anything', '.')	He set up a program to look for coincidences anywhere in the files of Ex-Earth , in the stats from the factories themselves , in the personnel files of Hagbarth and his wife-anagrams , birthdays , anniversaries-anything that might match the numbers .
17128	who fretted over the length of the proceedings	who	PRON	who	nsubj	Giyt	only Giyt	(4, 11)	('Giyt', ';')	It was only Giyt who fretted over the length of the proceedings ; and then , when all three batches of VIPs had arrived , the Responsible One had something else to keep everyone there .
17129	that happened on Tupelo	that	DET	that	nsubj	something	something	(7, 10)	('something', '?')	But what would they care about something that happened on Tupelo ?
17130	who had supplied these ambassadors	who	PRON	who	nsubj	Nations	the old United Nations	(22, 26)	(',', '.')	That , of course , was because this time it was the old United Nations , not Ex-Earth , who had supplied these ambassadors .
17131	who counted	who	PRON	who	nsubj	one	the one	(4, 5)	('one', '.')	She was the one who counted .
17132	that wanted to bring weapons into Tupelo	that	DET	that	nsubj	bloke	Oh , the bloke	(6, 12)	('bloke', '.')	Oh , right , the bloke that wanted to bring weapons into Tupelo .
17133	that damages relations with the other planets	that	DET	that	nsubj	something	something	(4, 10)	('something', '.')	"It could be something that damages relations with the other planets . """
17134	who has made amends therefore	who	PRON	who	nsubj	friend	good friend	(13, 17)	('predecessor', ',')	Say always permanently willing helping out good friend and assassin of predecessor who has made amends therefore , Earth Human Giyt , but not in this particular case .
17135	that are n't even human	that	DET	that	nsubj	people	all these people	(5, 9)	('people', ',')	"Here are all these people that are n't even human , and they do their best to help you-some of them , anyway . """
17136	that 's married to the horticulturist	that	DET	that	nsubj	one	the one	(8, 13)	('one', '?')	the Petty-Prime female , the one that 's married to the horticulturist ?
17137	that made possible the processing of the ores	that	DET	that	nsubj	work	the lab work	(18, 25)	('work', '.')	The mines were largely Kalkaboo , though the Centaurians and the Slugs had combined on the lab work that made possible the processing of the ores .
17138	which carry heavy cargo to the island settlement	which	DET	which	nsubj	submarines	the robot submarines	(10, 17)	('submarines', 'This')	Two kilometers away is the dock for the robot submarines which carry heavy cargo to the island settlement
17139	which are the property of the Petty - Primes	which	DET	which	nsubj	two	two	(28, 36)	('two', '.')	Earth 's single structure is one of four hived off from the original Centaurian structure , the other three being an additional dome for the Centaurians and two which are the property of the Petty-Primes.
17140	that she glanced at the other passengers	she	PRON	that	dobj	side	the far side	(26, 32)	('lake', 'and')	It was n't until they were getting into the boat for the ride across to the launch pad on the far side of the lake that she glanced at the other passengers and said in consternation ,
17141	that smelled nasty	that	DET	that	nsubj	something	something	(18, 20)	('pants', '.')	He was dabbing at his knee , where there was a definite smear of something on his pants that smelled nasty .
17142	which actually hurt as it entered his lungs	it	PRON	which	nsubj	breath	his breath	(9, 16)	(',', '.')	The cold made him catch his breath , which actually hurt as it entered his lungs .
17143	who roused himself from sleep to greet the Delt from the rocket	who	PRON	who	nsubj	technician	a Delt technician	(15, 26)	(',', '.')	There was a sort of reception desk , untended except for a Delt technician , who roused himself from sleep to greet the Delt from the rocket .
17144	that required detonators	that	DET	that	nsubj	size	the size	(35, 37)	('size', '.')	Behind the nearest one , in this warehouse where no one but humans ever went , was a store of Kalkaboo dawn-bangers-big , bomb-shaped firecrackers , of the size that required detonators .
17145	that rocketed to an enemy 's position and then exploded with a shower of highvelocity shrapnel	that	DET	that	nsubj	kind	the kind	(11, 26)	('kind', '.')	Even mortars ; even shoulder-launched missiles , the kind that rocketed to an enemy 's position and then exploded with a shower of highvelocity shrapnel .
17146	that could carry any sort of weaponry - shrapnel , chemical agents , even mini - nukes	that	DET	that	nsubj	missile	a missile	(5, 21)	('missile', '.')	This was a missile that could carry any sort of weaponry-shrapnel , chemical agents , even mini-nukes .
17147	who looked at the two buses	who	PRON	who	nsubj	Anyone	Anyone	(1, 6)	('Anyone', 'would')	Anyone who looked at the two buses would see they had been tampered with .
17148	that came in	that	DET	that	nsubj	blast	the blast	(9, 11)	('blast', 'was')	When he pushed the heavy door open the blast that came in
17149	that got you	that	DET	that	nsubj	shot	the shot	(7, 9)	('shot', '?')	Or did you ever hear the shot that got you ?
17150	that caused the accident	that	DET	that	nsubj	something	something	(13, 16)	('stupid', ',')	I guess the poor son of a bitch must have done something stupid that caused the accident , you know ?
17151	that had to be where Mrs. Threewhiteboots and her mate were overseeing the instruments at the plenum	Threewhiteboots	PROPN	that	nsubj	building	the building	(16, 32)	('ahead', '....')	Instinctively he had been running back toward the rocket port , to the building just ahead that had to be where Mrs. Threewhiteboots and her mate were overseeing the instruments at the plenum ....
17152	that came from inside	that	DET	that	nsubj	chorus	the chorus	(38, 41)	('mews', '.')	""" As it turned out , not all the tiny doors were for Petty Primes ; Mrs. Threewhiteboots held one open while her husband scuttled ahead , clucking and mewing to the chorus of tinier clucks and mews that came from inside ."
17153	that were squirming around one of those elevated Centaurian sleeping pads	that	DET	that	nsubj	pups	the dozen pups	(20, 30)	('pups', '.')	It was dimly lit , and it also smelled quite horrible , likely because of the half dozen pups that were squirming around one of those elevated Centaurian sleeping pads .
17154	who leaped into the fur of her back , chattering at her	who	PRON	who	nsubj	mate	her mate	(8, 19)	(',', '.')	It turned out to be her mate , who leaped into the fur of her back , chattering at her .
17155	that followed instantly from the first : wondering about life would be what like as a single parent ( or about what childless life would be like if she aborted the one thing she had left of Evesham Giyt )	she	PRON	that	nsubj	thoughts	subsidiary thoughts	(13, 52)	(',', '.')	All of those unpleasant thoughts had subsidiary thoughts , just as unpleasant , that followed instantly from the first : wondering about what life would be like as a single parent ( or about what childless life would be like if she aborted the one thing she had left of Evesham Giyt ) .
17156	that would keep anyone awake	that	DET	that	nsubj	thoughts	ponderous thoughts	(5, 9)	('thoughts', ';')	They were ponderous thoughts that would keep anyone awake ; one way or another .
17157	"which turned out to be """	which	DET	which	nsubj	password	the password	(13, 18)	(',', 'I')	"It took a while , but the program ultimately produced the password , which turned out to be """
17158	who looked	who	PRON	who	nsubj	delegate	the Slug delegate	(10, 11)	(',', ',')	; he was showing it to the Slug delegate , who looked , and raised his forebody to speak .
17159	that 'll prove it-	that	DET	that	nsubj	evidence	evidence	(6, 9)	"('evidence', '""')"	"I 've got evidence that 'll prove it- """
17160	that led out of sight	that	DET	that	nsubj	tubes	tubes	(11, 15)	('tubes', '.')	Next she inserted needles in his arms , connected to tubes that led out of sight .
17161	who had no objection to talking about himself	who	PRON	who	nsubj	Ben	Ben	(13, 20)	(',', ',')	"She was "" very pretty and a good listener , and Ben , who had no objection to talking about himself , had succeeded in impressing her with his worldly background ."
17162	that came into his mind	that	DET	that	nsubj	thing	the first thing	(8, 12)	('thing', '.')	""" he asked , saying the first thing that came into his mind ."
17163	that had occupied her ever since yesterday	that	DET	that	nsubj	fantasy	the fantasy	(19, 25)	('fantasy', '.')	With her chin resting on the tip of the rake handle , she was lost in the fantasy that had occupied her ever since yesterday .
17164	that I named Alice	I	PRON	that	mark	doll	a beautiful doll	(20, 23)	('doll', '.')	When Christmas came , there was no baby under the tree ; but I did find a beautiful doll that I named Alice .
17165	which reminded him of his sister	which	DET	which	nsubj	presents	Christmas presents	(8, 13)	(',', '.')	Christmas trees reminded Felix of Christmas presents , which reminded him of his sister .
17166	that mixed perfectly with the incense	that	DET	that	nsubj	steam	fragrant steam	(26, 31)	('steam', '.')	But when he opened it , the delicate , flowery smell of the chamomile tea he had brewed rose up in a cloud of fragrant steam that mixed perfectly with the incense .
17167	who was willing to help some people kill me	people	NOUN	who	nsubj	wife	a wife	(5, 13)	('wife', 'so')	""" I had a wife who was willing to help some people kill me"
17168	the edge of which dangled over the counter	edge	NOUN	which	pobj	towel	the towel	(11, 18)	('of', 'on')	It stood too far onto the towel , the edge of which dangled over the counter .
17169	that hung to their feet	that	DET	that	nsubj	arms	others arms	(6, 10)	('arms', ',')	Some had horns , others arms that hung to their feet , long claws on the end of their hands .
17170	that crept up under the house	that	DET	that	nsubj	tunnels	the tunnels	(18, 23)	('tunnels', '.')	Row after row of red eyes crawled into the holes in the garden ; underneath were the tunnels that crept up under the house .
17171	who was strangely quiet , much like Boss	who	PRON	who	nsubj	Pup	the Pup	(7, 14)	(',', '.')	He stood protectively over the Pup , who was strangely quiet , much like Boss .
17172	who had to be stopped	who	PRON	who	nsubj	one	the one	(4, 8)	('one', ',')	He was the one who had to be stopped , Snuffles realized .
17173	that hid in the long grass by the shed	that	DET	that	nsubj	one	one	(4, 12)	('one', ',')	Snuffles sniffed out one that hid in the long grass by the shed , and caught another trying to crawl back to its hole .
17174	who were waiting to be helped	who	PRON	who	nsubj	people	the people	(10, 15)	('people', '.')	I went in and sat down with the people who were waiting to be helped .
17175	that lying and pretending	that	DET	that	nsubj	All	All	(1, 4)	('All', '.')	All that lying and pretending .
17176	who was playing your wife	who	PRON	who	nsubj	woman	The woman	(3, 7)	('woman', 'landed')	The woman who was playing your wife landed another job .
17177	she chose which not to renew	she	PRON	which	dobj	option	an option	(18, 23)	(',', '.')	It was never supposed to be more than a two-year contract with an option , which she chose not to renew .
17178	which I slid into my pocket	I	PRON	which	dobj	doubloon	only his Fountain doubloon	(9, 14)	(',', '.')	He left only his Pete Fountain doubloon , which I slid into my pocket .
17179	that made up the modem world	that	DET	that	nsubj	patterns	The patterns	(4, 9)	('illusion', 'require')	The patterns of illusion that made up the modem world require a kind of faith , a suspension of disbelief .
17180	that keep the yuppie games alive	that	DET	that	nsubj	things	the only things	(7, 12)	('things', '.')	Sex and betrayal are the only things that keep the yuppie games alive .
17181	that seemed all of a sudden only twenty - five yards wide	that	DET	that	nsubj	park	a park	(5, 16)	('park', ',')	We walked through a park that seemed all of a sudden only twenty-five yards wide , and it was rapidly disappearing as people rolled up the astroturf and wheeled away the papier-mache balustrades .
17182	which meant it took you twenty - two years to figure out what was going on	what	PRON	which	nsubj	fifteen	fifteen	(8, 23)	(',', '.')	The show started when you were fifteen , which meant it took you twenty-two years to figure out what was going on .
17183	which produced your show	which	DET	which	nsubj	Communication	Ottawa Communication	(11, 14)	(',', '.')	So ABC finally made a hostile bid for Ottawa Communication , which produced your show .
17184	which was not sublime so much as strange	which	DET	which	nsubj	moment	this moment	(11, 18)	(',', '.')	But none of my fantasizing prepared me for this moment , which was not sublime so much as strange .
17185	that said : PRESS ANY KEY TO CONTINUE	KEY	NOUN	that	nsubj	panel	And on , a blinking panel	(12, 19)	('panel', '.')	And on the bottom comer of the screen , a blinking panel that said : PRESS ANY KEY TO CONTINUE .
17186	that have occurred this evening	that	DET	that	nsubj	phenomena	the ... phenomena	(9, 13)	('phenomena', '.')	""" It 's related to the ... phenomena that have occurred this evening . """
17187	that have transpired across the country this evening	that	DET	that	nsubj	events	"the "" events"	(15, 22)	"('""', '?')"	""" You 're aware , Rabbi , of some of the "" events "" that have transpired across the country this evening ? "" He must 've observed my blank expression ."
